iteration,agent_type,zone_id,node_id,d_zone_id,connected_flag,pred,label_cost,pred_link_cost,x_coord,y_coord,geometry
0,d,1,7,-1,1,8,0.016170,-0.146500,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.711382 43.562324)"
0,w,1,7,-1,1,8,0.200170,0.037500,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.711382 43.562324)"
1,b,1,7,-1,1,8,0.072897,-0.089773,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.711382 43.562324)"
1,d,1,7,-1,1,8,0.016170,-0.146500,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.711382 43.562324)"
1,w,1,7,-1,1,8,0.200170,0.037500,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.711382 43.562324)"
0,b,1,8,-1,1,6,0.059261,-0.078409,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711644 43.587586)"
0,d,1,8,-1,1,6,0.013170,-0.124500,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711644 43.587586)"
0,w,1,8,-1,1,6,0.162670,0.025000,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711644 43.587586)"
1,b,1,8,-1,1,6,0.059261,-0.078409,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711644 43.587586)"
1,d,1,8,-1,1,6,0.013170,-0.124500,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711644 43.587586)"
1,w,1,8,-1,1,6,0.162670,0.025000,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711644 43.587586)"
0,b,1,9,-1,1,5,0.068352,-0.056818,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731569 43.564034)"
0,d,1,9,-1,1,5,0.015170,-0.110000,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731569 43.564034)"
0,w,1,9,-1,1,5,0.187670,0.062500,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731569 43.564034)"
1,b,1,9,-1,1,5,0.068352,-0.056818,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731569 43.564034)"
1,d,1,9,-1,1,5,0.015170,-0.110000,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731569 43.564034)"
1,w,1,9,-1,1,5,0.187670,0.062500,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731569 43.564034)"
0,b,1,10,-1,1,9,0.081988,-0.105682,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731241 43.548596)"
0,d,1,10,-1,1,9,0.018170,-0.169500,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731241 43.548596)"
0,w,1,10,-1,1,9,0.225170,0.037500,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731241 43.548596)"
1,b,1,10,-1,1,9,0.081988,-0.105682,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731241 43.548596)"
1,d,1,10,-1,1,9,0.018170,-0.169500,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731241 43.548596)"
1,w,1,10,-1,1,9,0.225170,0.037500,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731241 43.548596)"
0,b,1,11,-1,1,4,0.063806,-0.036364,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.747168 43.563654)"
0,d,1,11,-1,1,4,0.014170,-0.086000,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.747168 43.563654)"
0,w,1,11,-1,1,4,0.175170,0.075000,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.747168 43.563654)"
1,b,1,11,-1,1,4,0.063806,-0.036364,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.747168 43.563654)"
1,d,1,11,-1,1,4,0.014170,-0.086000,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.747168 43.563654)"
1,w,1,11,-1,1,4,0.175170,0.075000,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.747168 43.563654)"
0,b,1,12,-1,1,3,0.036533,-0.013636,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.774303 43.572962)"
0,d,1,12,-1,1,3,0.008170,-0.042000,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.774303 43.572962)"
0,w,1,12,-1,1,3,0.100170,0.050000,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.774303 43.572962)"
1,b,1,12,-1,1,3,0.036533,-0.013636,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.774303 43.572962)"
1,d,1,12,-1,1,3,0.008170,-0.042000,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.774303 43.572962)"
1,w,1,12,-1,1,3,0.100170,0.050000,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.774303 43.572962)"
0,b,1,13,-1,1,12,0.050170,-0.050000,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.780137 43.543941)"
0,d,1,13,-1,1,12,0.011170,-0.089000,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.780137 43.543941)"
0,w,1,13,-1,1,12,0.137670,0.037500,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.780137 43.543941)"
1,b,1,13,-1,1,12,0.050170,-0.050000,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.780137 43.543941)"
1,d,1,13,-1,1,12,0.011170,-0.089000,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.780137 43.543941)"
1,w,1,13,-1,1,12,0.137670,0.037500,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.780137 43.543941)"
0,b,1,14,-1,1,11,0.081988,-0.093182,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.746841 43.544131)"
0,d,1,14,-1,1,11,0.018170,-0.157000,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.746841 43.544131)"
0,w,1,14,-1,1,11,0.225170,0.050000,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.746841 43.544131)"
1,b,1,14,-1,1,11,0.081988,-0.093182,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.746841 43.544131)"
1,d,1,14,-1,1,11,0.018170,-0.157000,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.746841 43.544131)"
1,w,1,14,-1,1,11,0.225170,0.050000,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.746841 43.544131)"
0,b,1,15,-1,1,14,0.104715,-0.120455,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.751035 43.529306)"
0,d,1,15,-1,1,22,0.023170,-0.227000,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731241 43.514858)"
0,w,1,15,-1,1,14,0.287670,0.062500,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.751035 43.529306)"
1,b,1,15,-1,1,14,0.104715,-0.120455,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.751035 43.529306)"
1,d,1,15,-1,1,22,0.023170,-0.227000,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731241 43.514858)"
1,w,1,15,-1,1,14,0.287670,0.062500,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.751035 43.529306)"
0,b,1,16,-1,1,8,0.081988,-0.080682,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324)"
0,d,1,16,-1,1,8,0.018170,-0.144500,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324)"
0,w,1,16,-1,1,8,0.225170,0.062500,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324)"
1,b,1,16,-1,1,8,0.081988,-0.080682,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324)"
1,d,1,16,-1,1,8,0.018170,-0.144500,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324)"
1,w,1,16,-1,1,8,0.225170,0.062500,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324)"
0,b,1,17,-1,1,16,0.091079,-0.134091,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744)"
0,d,1,17,-1,1,16,0.020170,-0.205000,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744)"
0,w,1,17,-1,1,16,0.250170,0.025000,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744)"
1,b,1,17,-1,1,16,0.091079,-0.134091,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744)"
1,d,1,17,-1,1,16,0.020170,-0.205000,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744)"
1,w,1,17,-1,1,16,0.250170,0.025000,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744)"
0,b,1,18,-1,1,7,0.081988,-0.118182,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844)"
0,d,1,18,-1,1,7,0.018170,-0.182000,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844)"
0,w,1,18,-1,1,7,0.225170,0.025000,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844)"
1,b,1,18,-1,1,7,0.081988,-0.118182,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844)"
1,d,1,18,-1,1,7,0.018170,-0.182000,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844)"
1,w,1,18,-1,1,7,0.225170,0.025000,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844)"
0,b,1,19,-1,1,17,0.100170,-0.150000,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280)"
0,d,1,19,-1,1,17,0.022170,-0.228000,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280)"
0,w,1,19,-1,1,17,0.275170,0.025000,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280)"
1,b,1,19,-1,1,17,0.100170,-0.150000,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280)"
1,d,1,19,-1,1,17,0.022170,-0.228000,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280)"
1,w,1,19,-1,1,17,0.275170,0.025000,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280)"
0,b,1,20,-1,1,18,0.100170,-0.125000,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744)"
0,d,1,20,-1,1,18,0.022170,-0.203000,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744)"
0,w,1,20,-1,1,18,0.275170,0.050000,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744)"
1,b,1,20,-1,1,18,0.100170,-0.125000,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744)"
1,d,1,20,-1,1,18,0.022170,-0.203000,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744)"
1,w,1,20,-1,1,18,0.275170,0.050000,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744)"
0,b,1,21,-1,1,24,0.081988,-0.105682,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164)"
0,d,1,21,-1,1,24,0.018170,-0.169500,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164)"
0,w,1,21,-1,1,24,0.225170,0.037500,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164)"
1,b,1,21,-1,1,24,0.081988,-0.105682,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164)"
1,d,1,21,-1,1,24,0.018170,-0.169500,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164)"
1,w,1,21,-1,1,24,0.225170,0.037500,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164)"
0,b,1,22,-1,1,21,0.091079,-0.134091,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485)"
0,d,1,22,-1,1,21,0.020170,-0.205000,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485)"
0,w,1,22,-1,1,21,0.250170,0.025000,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485)"
1,b,1,22,-1,1,21,0.091079,-0.134091,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485)"
1,d,1,22,-1,1,21,0.020170,-0.205000,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485)"
1,w,1,22,-1,1,21,0.250170,0.025000,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485)"
0,b,1,23,-1,1,24,0.077442,-0.110227,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164)"
0,d,1,23,-1,1,24,0.017170,-0.170500,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164)"
0,w,1,23,-1,1,24,0.212670,0.025000,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164)"
1,b,1,23,-1,1,24,0.077442,-0.110227,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164)"
1,d,1,23,-1,1,24,0.017170,-0.170500,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164)"
1,w,1,23,-1,1,24,0.212670,0.025000,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164)"
0,b,1,24,-1,1,13,0.068352,-0.069318,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707)"
0,d,1,24,-1,1,13,0.015170,-0.122500,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707)"
0,w,1,24,-1,1,13,0.187670,0.050000,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707)"
1,b,1,24,-1,1,13,0.068352,-0.069318,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707)"
1,d,1,24,-1,1,13,0.015170,-0.122500,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707)"
1,w,1,24,-1,1,13,0.187670,0.050000,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707)"
0,b,1,-1,1,1,-1,0.000000,0.000000,-96.770420,43.612828,"LINESTRING (-96.770420 43.612828,-96.770420 43.612828)"
0,d,1,-1,1,1,-1,0.000000,0.000000,-96.770420,43.612828,"LINESTRING (-96.770420 43.612828,-96.770420 43.612828)"
0,w,1,-1,1,1,-1,0.000000,0.000000,-96.770420,43.612828,"LINESTRING (-96.770420 43.612828,-96.770420 43.612828)"
1,b,1,-1,1,1,-1,0.000000,0.000000,-96.770420,43.612828,"LINESTRING (-96.770420 43.612828,-96.770420 43.612828)"
1,d,1,-1,1,1,-1,0.000000,0.000000,-96.770420,43.612828,"LINESTRING (-96.770420 43.612828,-96.770420 43.612828)"
1,w,1,-1,1,1,-1,0.000000,0.000000,-96.770420,43.612828,"LINESTRING (-96.770420 43.612828,-96.770420 43.612828)"
0,b,1,-2,2,1,2,0.027612,-0.047558,-96.711251,43.605813,"LINESTRING (-96.711251 43.605813,-96.711251 43.605813)"
0,d,1,-2,2,1,2,0.006339,-0.068830,-96.711251,43.605813,"LINESTRING (-96.711251 43.605813,-96.711251 43.605813)"
0,w,1,-2,2,1,2,0.075339,0.000170,-96.711251,43.605813,"LINESTRING (-96.711251 43.605813,-96.711251 43.605813)"
1,b,1,-2,2,1,2,0.027612,-0.047558,-96.711251,43.605813,"LINESTRING (-96.711251 43.605813,-96.711251 43.605813)"
1,d,1,-2,2,1,2,0.006339,-0.068830,-96.711251,43.605813,"LINESTRING (-96.711251 43.605813,-96.711251 43.605813)"
1,w,1,-2,2,1,2,0.075339,0.000170,-96.711251,43.605813,"LINESTRING (-96.711251 43.605813,-96.711251 43.605813)"
0,b,1,-3,3,1,3,0.018521,-0.031648,-96.774303,43.572962,"LINESTRING (-96.774303 43.572962,-96.774303 43.572962)"
0,d,1,-3,3,1,3,0.004339,-0.045830,-96.774303,43.572962,"LINESTRING (-96.774303 43.572962,-96.774303 43.572962)"
0,w,1,-3,3,1,3,0.050339,0.000170,-96.774303,43.572962,"LINESTRING (-96.774303 43.572962,-96.774303 43.572962)"
1,b,1,-3,3,1,3,0.018521,-0.031648,-96.774303,43.572962,"LINESTRING (-96.774303 43.572962,-96.774303 43.572962)"
1,d,1,-3,3,1,3,0.004339,-0.045830,-96.774303,43.572962,"LINESTRING (-96.774303 43.572962,-96.774303 43.572962)"
1,w,1,-3,3,1,3,0.050339,0.000170,-96.774303,43.572962,"LINESTRING (-96.774303 43.572962,-96.774303 43.572962)"
0,b,1,-4,4,1,4,0.036703,-0.063467,-96.747168,43.563654,"LINESTRING (-96.747168 43.563654,-96.747168 43.563654)"
0,d,1,-4,4,1,4,0.008339,-0.091830,-96.747168,43.563654,"LINESTRING (-96.747168 43.563654,-96.747168 43.563654)"
0,w,1,-4,4,1,4,0.100339,0.000170,-96.747168,43.563654,"LINESTRING (-96.747168 43.563654,-96.747168 43.563654)"
1,b,1,-4,4,1,4,0.036703,-0.063467,-96.747168,43.563654,"LINESTRING (-96.747168 43.563654,-96.747168 43.563654)"
1,d,1,-4,4,1,4,0.008339,-0.091830,-96.747168,43.563654,"LINESTRING (-96.747168 43.563654,-96.747168 43.563654)"
1,w,1,-4,4,1,4,0.100339,0.000170,-96.747168,43.563654,"LINESTRING (-96.747168 43.563654,-96.747168 43.563654)"
0,b,1,-5,5,1,5,0.045794,-0.079376,-96.731569,43.564034,"LINESTRING (-96.731569 43.564034,-96.731569 43.564034)"
0,d,1,-5,5,1,5,0.010339,-0.114830,-96.731569,43.564034,"LINESTRING (-96.731569 43.564034,-96.731569 43.564034)"
0,w,1,-5,5,1,5,0.125339,0.000170,-96.731569,43.564034,"LINESTRING (-96.731569 43.564034,-96.731569 43.564034)"
1,b,1,-5,5,1,5,0.045794,-0.079376,-96.731569,43.564034,"LINESTRING (-96.731569 43.564034,-96.731569 43.564034)"
1,d,1,-5,5,1,5,0.010339,-0.114830,-96.731569,43.564034,"LINESTRING (-96.731569 43.564034,-96.731569 43.564034)"
1,w,1,-5,5,1,5,0.125339,0.000170,-96.731569,43.564034,"LINESTRING (-96.731569 43.564034,-96.731569 43.564034)"
0,b,1,-6,6,1,6,0.050339,-0.087330,-96.711644,43.587586,"LINESTRING (-96.711644 43.587586,-96.711644 43.587586)"
0,d,1,-6,6,1,6,0.011339,-0.126330,-96.711644,43.587586,"LINESTRING (-96.711644 43.587586,-96.711644 43.587586)"
0,w,1,-6,6,1,6,0.137839,0.000170,-96.711644,43.587586,"LINESTRING (-96.711644 43.587586,-96.711644 43.587586)"
1,b,1,-6,6,1,6,0.050339,-0.087330,-96.711644,43.587586,"LINESTRING (-96.711644 43.587586,-96.711644 43.587586)"
1,d,1,-6,6,1,6,0.011339,-0.126330,-96.711644,43.587586,"LINESTRING (-96.711644 43.587586,-96.711644 43.587586)"
1,w,1,-6,6,1,6,0.137839,0.000170,-96.711644,43.587586,"LINESTRING (-96.711644 43.587586,-96.711644 43.587586)"
0,b,1,-7,7,1,7,0.073067,-0.127103,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.693423 43.563844)"
0,d,1,-7,7,1,7,0.016339,-0.183830,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.693423 43.563844)"
0,w,1,-7,7,1,7,0.200339,0.000170,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.693423 43.563844)"
1,b,1,-7,7,1,7,0.073067,-0.127103,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.693423 43.563844)"
1,d,1,-7,7,1,7,0.016339,-0.183830,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.693423 43.563844)"
1,w,1,-7,7,1,7,0.200339,0.000170,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.693423 43.563844)"
0,b,1,-8,8,1,8,0.059430,-0.103239,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711382 43.562324)"
0,d,1,-8,8,1,8,0.013339,-0.149330,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711382 43.562324)"
0,w,1,-8,8,1,8,0.162839,0.000170,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711382 43.562324)"
1,b,1,-8,8,1,8,0.059430,-0.103239,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711382 43.562324)"
1,d,1,-8,8,1,8,0.013339,-0.149330,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711382 43.562324)"
1,w,1,-8,8,1,8,0.162839,0.000170,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711382 43.562324)"
0,b,1,-9,9,1,9,0.068521,-0.119148,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731241 43.548596)"
0,d,1,-9,9,1,9,0.015339,-0.172330,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731241 43.548596)"
0,w,1,-9,9,1,9,0.187839,0.000170,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731241 43.548596)"
1,b,1,-9,9,1,9,0.068521,-0.119148,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731241 43.548596)"
1,d,1,-9,9,1,9,0.015339,-0.172330,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731241 43.548596)"
1,w,1,-9,9,1,9,0.187839,0.000170,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731241 43.548596)"
0,b,1,-10,10,1,10,0.082158,-0.143012,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
0,d,1,-10,10,1,10,0.018339,-0.206830,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
0,w,1,-10,10,1,10,0.225339,0.000170,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
1,b,1,-10,10,1,10,0.082158,-0.143012,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
