first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,agent_type,PCE_unit,demand_period,volume,toll,travel_time,distance_km,node_sequence,time_sequence
,22,1,2,0,,p,1,AM,1,0.0,468.9000,0.0060,1;2;,419.995819;419.995819;
,23,1,2,0,,p,1,AM,1,0.0,468.8500,0.0060,1;2;,419.995819;419.995819;
,24,1,2,0,,p,1,AM,1,0.0,468.8000,0.0060,1;2;,419.995819;419.995819;
,25,1,2,0,,p,1,AM,1,0.0,463.7500,0.0060,1;2;,419.995819;419.995819;
,26,1,2,0,,p,1,AM,1,0.0,463.7000,0.0060,1;2;,419.995819;419.995819;
,27,1,2,0,,p,1,AM,1,0.0,463.6500,0.0060,1;2;,419.995819;419.995819;
,28,1,2,0,,p,1,AM,1,0.0,463.6000,0.0060,1;2;,419.995819;419.995819;
,29,1,2,0,,p,1,AM,1,0.0,463.5500,0.0060,1;2;,419.995819;419.995819;
,30,1,2,0,,p,1,AM,1,0.0,463.5000,0.0060,1;2;,419.995819;419.995819;
,31,1,2,0,,p,1,AM,1,0.0,463.4500,0.0060,1;2;,419.995819;419.995819;
,32,1,2,0,,p,1,AM,1,0.0,463.4000,0.0060,1;2;,419.995819;419.995819;
,33,1,2,0,,p,1,AM,1,0.0,463.3500,0.0060,1;2;,419.995819;419.995819;
,34,1,2,0,,p,1,AM,1,0.0,458.3000,0.0060,1;2;,419.995819;419.995819;
,35,1,2,0,,p,1,AM,1,0.0,458.2500,0.0060,1;2;,419.995819;419.995819;
,36,1,2,0,,p,1,AM,1,0.0,458.2000,0.0060,1;2;,419.995819;419.995819;
,37,1,2,0,,p,1,AM,1,0.0,458.1500,0.0060,1;2;,419.995819;419.995819;
,38,1,2,0,,p,1,AM,1,0.0,458.1000,0.0060,1;2;,419.995819;419.995819;
,39,1,2,0,,p,1,AM,1,0.0,458.0500,0.0060,1;2;,419.995819;419.995819;
,40,1,2,0,,p,1,AM,1,0.0,458.0000,0.0060,1;2;,419.995819;419.995819;
,41,1,2,0,,p,1,AM,1,0.0,457.9500,0.0060,1;2;,419.995819;419.995819;
,42,1,2,0,,p,1,AM,1,0.0,452.9000,0.0060,1;2;,419.995819;419.995819;
,43,1,2,0,,p,1,AM,1,0.0,452.8500,0.0060,1;2;,419.995819;419.995819;
,44,1,2,0,,p,1,AM,1,0.0,452.8000,0.0060,1;2;,419.995819;419.995819;
,45,1,2,0,,p,1,AM,1,0.0,452.7500,0.0060,1;2;,419.995819;419.995819;
,46,1,2,0,,p,1,AM,1,0.0,452.7000,0.0060,1;2;,419.995819;419.995819;
,47,1,2,0,,p,1,AM,1,0.0,452.6500,0.0060,1;2;,419.995819;419.995819;
,48,1,2,0,,p,1,AM,1,0.0,452.6000,0.0060,1;2;,419.995819;419.995819;
,49,1,2,0,,p,1,AM,1,0.0,452.5500,0.0060,1;2;,419.995819;419.995819;
,50,1,2,0,,p,1,AM,1,0.0,447.5000,0.0060,1;2;,419.995819;419.995819;
,51,1,2,0,,p,1,AM,1,0.0,447.4500,0.0060,1;2;,419.995819;419.995819;
,52,1,2,0,,p,1,AM,1,0.0,447.4000,0.0060,1;2;,419.995819;419.995819;
,53,1,2,0,,p,1,AM,1,0.0,447.3500,0.0060,1;2;,419.995819;419.995819;
,54,1,2,0,,p,1,AM,1,0.0,447.3000,0.0060,1;2;,419.995819;419.995819;
,55,1,2,0,,p,1,AM,1,0.0,447.2500,0.0060,1;2;,419.995819;419.995819;
,56,1,2,0,,p,1,AM,1,0.0,447.2000,0.0060,1;2;,419.995819;419.995819;
,57,1,2,0,,p,1,AM,1,0.0,447.1500,0.0060,1;2;,419.995819;419.995819;
,58,1,2,0,,p,1,AM,1,0.0,447.1000,0.0060,1;2;,419.995819;419.995819;
,59,1,2,0,,p,1,AM,1,0.0,442.0500,0.0060,1;2;,419.995819;419.995819;
,60,1,2,0,,p,1,AM,1,0.0,442.0000,0.0060,1;2;,419.995819;419.995819;
,61,1,2,0,,p,1,AM,1,0.0,441.9500,0.0060,1;2;,419.995819;419.995819;
,62,1,2,0,,p,1,AM,1,0.0,441.9000,0.0060,1;2;,419.995819;419.995819;
,63,1,2,0,,p,1,AM,1,0.0,441.8500,0.0060,1;2;,419.995819;419.995819;
,64,1,2,0,,p,1,AM,1,0.0,441.8000,0.0060,1;2;,419.995819;419.995819;
,65,1,2,0,,p,1,AM,1,0.0,441.7500,0.0060,1;2;,419.995819;419.995819;
,66,1,2,0,,p,1,AM,1,0.0,441.7000,0.0060,1;2;,419.995819;419.995819;
,67,1,2,0,,p,1,AM,1,0.0,436.6500,0.0060,1;2;,419.995819;419.995819;
,68,1,2,0,,p,1,AM,1,0.0,436.6000,0.0060,1;2;,419.995819;419.995819;
,69,1,2,0,,p,1,AM,1,0.0,436.5500,0.0060,1;2;,419.995819;419.995819;
,70,1,2,0,,p,1,AM,1,0.0,436.5000,0.0060,1;2;,419.995819;419.995819;
,71,1,2,0,,p,1,AM,1,0.0,436.4500,0.0060,1;2;,419.995819;419.995819;
,72,1,2,0,,p,1,AM,1,0.0,436.4000,0.0060,1;2;,419.995819;419.995819;
,73,1,2,0,,p,1,AM,1,0.0,436.3500,0.0060,1;2;,419.995819;419.995819;
,74,1,2,0,,p,1,AM,1,0.0,436.3000,0.0060,1;2;,419.995819;419.995819;
,75,1,2,0,,p,1,AM,1,0.0,431.2500,0.0060,1;2;,419.995819;419.995819;
,76,1,2,0,,p,1,AM,1,0.0,431.2000,0.0060,1;2;,419.995819;419.995819;
,77,1,2,0,,p,1,AM,1,0.0,431.1500,0.0060,1;2;,419.995819;419.995819;
,78,1,2,0,,p,1,AM,1,0.0,431.1000,0.0060,1;2;,419.995819;419.995819;
,79,1,2,0,,p,1,AM,1,0.0,431.0500,0.0060,1;2;,419.995819;419.995819;
,80,1,2,0,,p,1,AM,1,0.0,431.0000,0.0060,1;2;,419.995819;419.995819;
,81,1,2,0,,p,1,AM,1,0.0,430.9500,0.0060,1;2;,419.995819;419.995819;
,82,1,2,0,,p,1,AM,1,0.0,430.9000,0.0060,1;2;,419.995819;419.995819;
,83,1,2,0,,p,1,AM,1,0.0,430.8500,0.0060,1;2;,419.995819;419.995819;
,84,1,2,0,,p,1,AM,1,0.0,425.8000,0.0060,1;2;,419.995819;419.995819;
,85,1,2,0,,p,1,AM,1,0.0,425.7500,0.0060,1;2;,419.995819;419.995819;
,86,1,2,0,,p,1,AM,1,0.0,425.7000,0.0060,1;2;,419.995819;419.995819;
,87,1,2,0,,p,1,AM,1,0.0,425.6500,0.0060,1;2;,419.995819;419.995819;
,88,1,2,0,,p,1,AM,1,0.0,425.6000,0.0060,1;2;,419.995819;419.995819;
,89,1,2,0,,p,1,AM,1,0.0,425.5500,0.0060,1;2;,419.995819;419.995819;
,90,1,2,0,,p,1,AM,1,0.0,425.5000,0.0060,1;2;,419.995819;419.995819;
,91,1,2,0,,p,1,AM,1,0.0,425.4500,0.0060,1;2;,419.995819;419.995819;
,92,1,2,0,,p,1,AM,1,0.0,420.4000,0.0060,1;2;,419.995819;419.995819;
,93,1,2,0,,p,1,AM,1,0.0,420.3500,0.0060,1;2;,419.995819;419.995819;
,94,1,2,0,,p,1,AM,1,0.0,420.3000,0.0060,1;2;,419.995819;419.995819;
,95,1,2,0,,p,1,AM,1,0.0,420.2500,0.0060,1;2;,419.995819;419.995819;
,96,1,2,0,,p,1,AM,1,0.0,420.2000,0.0060,1;2;,419.995819;419.995819;
,97,1,2,0,,p,1,AM,1,0.0,420.1500,0.0060,1;2;,419.995819;419.995819;
,98,1,2,0,,p,1,AM,1,0.0,420.1000,0.0060,1;2;,419.995819;419.995819;
,99,1,2,0,,p,1,AM,1,0.0,420.0500,0.0060,1;2;,419.995819;419.995819;
,100,1,3,0,,p,1,AM,1,0.0,1.0042,0.0040,1;3;,421.000000;421.000000;
,101,1,3,0,,p,1,AM,1,0.0,479.9500,0.0040,1;3;,419.995819;419.995819;
,102,1,3,0,,p,1,AM,1,0.0,479.9000,0.0040,1;3;,419.995819;419.995819;
,103,1,3,0,,p,1,AM,1,0.0,479.8500,0.0040,1;3;,419.995819;419.995819;
,104,1,3,0,,p,1,AM,1,0.0,479.8000,0.0040,1;3;,419.995819;419.995819;
,105,1,3,0,,p,1,AM,1,0.0,479.7500,0.0040,1;3;,419.995819;419.995819;
,106,1,3,0,,p,1,AM,1,0.0,479.7000,0.0040,1;3;,419.995819;419.995819;
,107,1,3,0,,p,1,AM,1,0.0,479.6500,0.0040,1;3;,419.995819;419.995819;
,108,1,3,0,,p,1,AM,1,0.0,479.6000,0.0040,1;3;,419.995819;419.995819;
,109,1,3,0,,p,1,AM,1,0.0,474.5500,0.0040,1;3;,419.995819;419.995819;
,110,1,3,0,,p,1,AM,1,0.0,474.5000,0.0040,1;3;,419.995819;419.995819;
,111,1,3,0,,p,1,AM,1,0.0,474.4500,0.0040,1;3;,419.995819;419.995819;
,112,1,3,0,,p,1,AM,1,0.0,474.4000,0.0040,1;3;,419.995819;419.995819;
,113,1,3,0,,p,1,AM,1,0.0,474.3500,0.0040,1;3;,419.995819;419.995819;
,114,1,3,0,,p,1,AM,1,0.0,474.3000,0.0040,1;3;,419.995819;419.995819;
,115,1,3,0,,p,1,AM,1,0.0,474.2500,0.0040,1;3;,419.995819;419.995819;
,116,1,3,0,,p,1,AM,1,0.0,474.2000,0.0040,1;3;,419.995819;419.995819;
,117,1,3,0,,p,1,AM,1,0.0,469.1500,0.0040,1;3;,419.995819;419.995819;
,118,1,3,0,,p,1,AM,1,0.0,469.1000,0.0040,1;3;,419.995819;419.995819;
,119,1,3,0,,p,1,AM,1,0.0,469.0500,0.0040,1;3;,419.995819;419.995819;
,120,1,3,0,,p,1,AM,1,0.0,469.0000,0.0040,1;3;,419.995819;419.995819;
,121,1,3,0,,p,1,AM,1,0.0,468.9500,0.0040,1;3;,419.995819;419.995819;
,122,1,3,0,,p,1,AM,1,0.0,468.9000,0.0040,1;3;,419.995819;419.995819;
,123,1,3,0,,p,1,AM,1,0.0,468.8500,0.0040,1;3;,419.995819;419.995819;
,124,1,3,0,,p,1,AM,1,0.0,468.8000,0.0040,1;3;,419.995819;419.995819;
,125,1,3,0,,p,1,AM,1,0.0,463.7500,0.0040,1;3;,419.995819;419.995819;
,126,1,3,0,,p,1,AM,1,0.0,463.7000,0.0040,1;3;,419.995819;419.995819;
,127,1,3,0,,p,1,AM,1,0.0,463.6500,0.0040,1;3;,419.995819;419.995819;
,128,1,3,0,,p,1,AM,1,0.0,463.6000,0.0040,1;3;,419.995819;419.995819;
,129,1,3,0,,p,1,AM,1,0.0,463.5500,0.0040,1;3;,419.995819;419.995819;
,130,1,3,0,,p,1,AM,1,0.0,463.5000,0.0040,1;3;,419.995819;419.995819;
,131,1,3,0,,p,1,AM,1,0.0,463.4500,0.0040,1;3;,419.995819;419.995819;
,132,1,3,0,,p,1,AM,1,0.0,463.4000,0.0040,1;3;,419.995819;419.995819;
,133,1,3,0,,p,1,AM,1,0.0,463.3500,0.0040,1;3;,419.995819;419.995819;
,134,1,3,0,,p,1,AM,1,0.0,458.3000,0.0040,1;3;,419.995819;419.995819;
,135,1,3,0,,p,1,AM,1,0.0,458.2500,0.0040,1;3;,419.995819;419.995819;
,136,1,3,0,,p,1,AM,1,0.0,458.2000,0.0040,1;3;,419.995819;419.995819;
,137,1,3,0,,p,1,AM,1,0.0,458.1500,0.0040,1;3;,419.995819;419.995819;
,138,1,3,0,,p,1,AM,1,0.0,458.1000,0.0040,1;3;,419.995819;419.995819;
,139,1,3,0,,p,1,AM,1,0.0,458.0500,0.0040,1;3;,419.995819;419.995819;
,140,1,3,0,,p,1,AM,1,0.0,458.0000,0.0040,1;3;,419.995819;419.995819;
,141,1,3,0,,p,1,AM,1,0.0,457.9500,0.0040,1;3;,419.995819;419.995819;
,142,1,3,0,,p,1,AM,1,0.0,452.9000,0.0040,1;3;,419.995819;419.995819;
,143,1,3,0,,p,1,AM,1,0.0,452.8500,0.0040,1;3;,419.995819;419.995819;
,144,1,3,0,,p,1,AM,1,0.0,452.8000,0.0040,1;3;,419.995819;419.995819;
,145,1,3,0,,p,1,AM,1,0.0,452.7500,0.0040,1;3;,419.995819;419.995819;
,146,1,3,0,,p,1,AM,1,0.0,452.7000,0.0040,1;3;,419.995819;419.995819;
,147,1,3,0,,p,1,AM,1,0.0,452.6500,0.0040,1;3;,419.995819;419.995819;
,148,1,3,0,,p,1,AM,1,0.0,452.6000,0.0040,1;3;,419.995819;419.995819;
,149,1,3,0,,p,1,AM,1,0.0,452.5500,0.0040,1;3;,419.995819;419.995819;
,150,1,3,0,,p,1,AM,1,0.0,447.5000,0.0040,1;3;,419.995819;419.995819;
,151,1,3,0,,p,1,AM,1,0.0,447.4500,0.0040,1;3;,419.995819;419.995819;
,152,1,3,0,,p,1,AM,1,0.0,447.4000,0.0040,1;3;,419.995819;419.995819;
,153,1,3,0,,p,1,AM,1,0.0,447.3500,0.0040,1;3;,419.995819;419.995819;
,154,1,3,0,,p,1,AM,1,0.0,447.3000,0.0040,1;3;,419.995819;419.995819;
,155,1,3,0,,p,1,AM,1,0.0,447.2500,0.0040,1;3;,419.995819;419.995819;
,156,1,3,0,,p,1,AM,1,0.0,447.2000,0.0040,1;3;,419.995819;419.995819;
,157,1,3,0,,p,1,AM,1,0.0,447.1500,0.0040,1;3;,419.995819;419.995819;
,158,1,3,0,,p,1,AM,1,0.0,447.1000,0.0040,1;3;,419.995819;419.995819;
,159,1,3,0,,p,1,AM,1,0.0,442.0500,0.0040,1;3;,419.995819;419.995819;
,160,1,3,0,,p,1,AM,1,0.0,442.0000,0.0040,1;3;,419.995819;419.995819;
,161,1,3,0,,p,1,AM,1,0.0,441.9500,0.0040,1;3;,419.995819;419.995819;
,162,1,3,0,,p,1,AM,1,0.0,441.9000,0.0040,1;3;,419.995819;419.995819;
,163,1,3,0,,p,1,AM,1,0.0,441.8500,0.0040,1;3;,419.995819;419.995819;
,164,1,3,0,,p,1,AM,1,0.0,441.8000,0.0040,1;3;,419.995819;419.995819;
,165,1,3,0,,p,1,AM,1,0.0,441.7500,0.0040,1;3;,419.995819;419.995819;
,166,1,3,0,,p,1,AM,1,0.0,441.7000,0.0040,1;3;,419.995819;419.995819;
,167,1,3,0,,p,1,AM,1,0.0,436.6500,0.0040,1;3;,419.995819;419.995819;
,168,1,3,0,,p,1,AM,1,0.0,436.6000,0.0040,1;3;,419.995819;419.995819;
,169,1,3,0,,p,1,AM,1,0.0,436.5500,0.0040,1;3;,419.995819;419.995819;
,170,1,3,0,,p,1,AM,1,0.0,436.5000,0.0040,1;3;,419.995819;419.995819;
,171,1,3,0,,p,1,AM,1,0.0,436.4500,0.0040,1;3;,419.995819;419.995819;
,172,1,3,0,,p,1,AM,1,0.0,436.4000,0.0040,1;3;,419.995819;419.995819;
,173,1,3,0,,p,1,AM,1,0.0,436.3500,0.0040,1;3;,419.995819;419.995819;
,174,1,3,0,,p,1,AM,1,0.0,436.3000,0.0040,1;3;,419.995819;419.995819;
,175,1,3,0,,p,1,AM,1,0.0,431.2500,0.0040,1;3;,419.995819;419.995819;
,176,1,3,0,,p,1,AM,1,0.0,431.2000,0.0040,1;3;,419.995819;419.995819;
,177,1,3,0,,p,1,AM,1,0.0,431.1500,0.0040,1;3;,419.995819;419.995819;
,178,1,3,0,,p,1,AM,1,0.0,431.1000,0.0040,1;3;,419.995819;419.995819;
,179,1,3,0,,p,1,AM,1,0.0,431.0500,0.0040,1;3;,419.995819;419.995819;
,180,1,3,0,,p,1,AM,1,0.0,431.0000,0.0040,1;3;,419.995819;419.995819;
,181,1,3,0,,p,1,AM,1,0.0,430.9500,0.0040,1;3;,419.995819;419.995819;
,182,1,3,0,,p,1,AM,1,0.0,430.9000,0.0040,1;3;,419.995819;419.995819;
,183,1,3,0,,p,1,AM,1,0.0,430.8500,0.0040,1;3;,419.995819;419.995819;
,184,1,3,0,,p,1,AM,1,0.0,425.8000,0.0040,1;3;,419.995819;419.995819;
,185,1,3,0,,p,1,AM,1,0.0,425.7500,0.0040,1;3;,419.995819;419.995819;
,186,1,3,0,,p,1,AM,1,0.0,425.7000,0.0040,1;3;,419.995819;419.995819;
,187,1,3,0,,p,1,AM,1,0.0,425.6500,0.0040,1;3;,419.995819;419.995819;
,188,1,3,0,,p,1,AM,1,0.0,425.6000,0.0040,1;3;,419.995819;419.995819;
,189,1,3,0,,p,1,AM,1,0.0,425.5500,0.0040,1;3;,419.995819;419.995819;
,190,1,3,0,,p,1,AM,1,0.0,425.5000,0.0040,1;3;,419.995819;419.995819;
,191,1,3,0,,p,1,AM,1,0.0,425.4500,0.0040,1;3;,419.995819;419.995819;
,192,1,3,0,,p,1,AM,1,0.0,420.4000,0.0040,1;3;,419.995819;419.995819;
,193,1,3,0,,p,1,AM,1,0.0,420.3500,0.0040,1;3;,419.995819;419.995819;
,194,1,3,0,,p,1,AM,1,0.0,420.3000,0.0040,1;3;,419.995819;419.995819;
,195,1,3,0,,p,1,AM,1,0.0,420.2500,0.0040,1;3;,419.995819;419.995819;
,196,1,3,0,,p,1,AM,1,0.0,420.2000,0.0040,1;3;,419.995819;419.995819;
,197,1,3,0,,p,1,AM,1,0.0,420.1500,0.0040,1;3;,419.995819;419.995819;
,198,1,3,0,,p,1,AM,1,0.0,420.1000,0.0040,1;3;,419.995819;419.995819;
,199,1,3,0,,p,1,AM,1,0.0,420.0500,0.0040,1;3;,419.995819;419.995819;
,200,1,4,0,,p,1,AM,1,0.0,1.1167,0.0080,1;3;4;,421.000000;421.100006;421.100006;
,201,1,4,0,,p,1,AM,1,0.0,479.9900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,202,1,4,0,,p,1,AM,1,0.0,479.9800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,203,1,4,0,,p,1,AM,1,0.0,479.9700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,204,1,4,0,,p,1,AM,1,0.0,479.9600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,205,1,4,0,,p,1,AM,1,0.0,479.9500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,206,1,4,0,,p,1,AM,1,0.0,479.9400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,207,1,4,0,,p,1,AM,1,0.0,479.9300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,208,1,4,0,,p,1,AM,1,0.0,479.9200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,209,1,4,0,,p,1,AM,1,0.0,479.9100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,210,1,4,0,,p,1,AM,1,0.0,479.9000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,211,1,4,0,,p,1,AM,1,0.0,479.8900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,212,1,4,0,,p,1,AM,1,0.0,479.8800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,213,1,4,0,,p,1,AM,1,0.0,479.8700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,214,1,4,0,,p,1,AM,1,0.0,479.8600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,215,1,4,0,,p,1,AM,1,0.0,479.8500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,216,1,4,0,,p,1,AM,1,0.0,479.8400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,217,1,4,0,,p,1,AM,1,0.0,479.8300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,218,1,4,0,,p,1,AM,1,0.0,479.8200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,219,1,4,0,,p,1,AM,1,0.0,479.8100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,220,1,4,0,,p,1,AM,1,0.0,479.8000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,221,1,4,0,,p,1,AM,1,0.0,479.7900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,222,1,4,0,,p,1,AM,1,0.0,479.7800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,223,1,4,0,,p,1,AM,1,0.0,479.7700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,224,1,4,0,,p,1,AM,1,0.0,479.7600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,225,1,4,0,,p,1,AM,1,0.0,479.7500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,226,1,4,0,,p,1,AM,1,0.0,479.7400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,227,1,4,0,,p,1,AM,1,0.0,479.7300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,228,1,4,0,,p,1,AM,1,0.0,479.7200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,229,1,4,0,,p,1,AM,1,0.0,479.7100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,230,1,4,0,,p,1,AM,1,0.0,479.7000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,231,1,4,0,,p,1,AM,1,0.0,479.6900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,232,1,4,0,,p,1,AM,1,0.0,479.6800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,233,1,4,0,,p,1,AM,1,0.0,479.6700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,234,1,4,0,,p,1,AM,1,0.0,479.6600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,235,1,4,0,,p,1,AM,1,0.0,479.6500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,236,1,4,0,,p,1,AM,1,0.0,479.6400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,237,1,4,0,,p,1,AM,1,0.0,479.6300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,238,1,4,0,,p,1,AM,1,0.0,479.6200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,239,1,4,0,,p,1,AM,1,0.0,479.6100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,240,1,4,0,,p,1,AM,1,0.0,479.6000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,241,1,4,0,,p,1,AM,1,0.0,479.5900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,242,1,4,0,,p,1,AM,1,0.0,474.5800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,243,1,4,0,,p,1,AM,1,0.0,474.5700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,244,1,4,0,,p,1,AM,1,0.0,474.5600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,245,1,4,0,,p,1,AM,1,0.0,474.5500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,246,1,4,0,,p,1,AM,1,0.0,474.5400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,247,1,4,0,,p,1,AM,1,0.0,474.5300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,248,1,4,0,,p,1,AM,1,0.0,474.5200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,249,1,4,0,,p,1,AM,1,0.0,474.5100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,250,1,4,0,,p,1,AM,1,0.0,474.5000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,251,1,4,0,,p,1,AM,1,0.0,474.4900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,252,1,4,0,,p,1,AM,1,0.0,474.4800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,253,1,4,0,,p,1,AM,1,0.0,474.4700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,254,1,4,0,,p,1,AM,1,0.0,474.4600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,255,1,4,0,,p,1,AM,1,0.0,474.4500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,256,1,4,0,,p,1,AM,1,0.0,474.4400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,257,1,4,0,,p,1,AM,1,0.0,474.4300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,258,1,4,0,,p,1,AM,1,0.0,474.4200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,259,1,4,0,,p,1,AM,1,0.0,474.4100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,260,1,4,0,,p,1,AM,1,0.0,474.4000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,261,1,4,0,,p,1,AM,1,0.0,474.3900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,262,1,4,0,,p,1,AM,1,0.0,474.3800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,263,1,4,0,,p,1,AM,1,0.0,474.3700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,264,1,4,0,,p,1,AM,1,0.0,474.3600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,265,1,4,0,,p,1,AM,1,0.0,474.3500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,266,1,4,0,,p,1,AM,1,0.0,474.3400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,267,1,4,0,,p,1,AM,1,0.0,474.3300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,268,1,4,0,,p,1,AM,1,0.0,474.3200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,269,1,4,0,,p,1,AM,1,0.0,474.3100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,270,1,4,0,,p,1,AM,1,0.0,474.3000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,271,1,4,0,,p,1,AM,1,0.0,474.2900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
