iteration,mode_type,zone_id,node_id,d_zone_id,connected_flag,pred,label_cost,pred_link_cost,x_coord,y_coord,geometry
1,auto,1,8,-1,1,6,13.000170,2.000000,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711644 43.587586)"
0,auto,1,9,-1,1,5,15.000170,5.000000,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731569 43.564034)"
1,auto,1,9,-1,1,5,15.000170,5.000000,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731569 43.564034)"
0,auto,1,10,-1,1,9,18.000170,3.000000,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731241 43.548596)"
1,auto,1,10,-1,1,9,18.000170,3.000000,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731241 43.548596)"
0,auto,1,11,-1,1,4,14.000170,6.000000,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.747168 43.563654)"
1,auto,1,11,-1,1,4,14.000170,6.000000,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.747168 43.563654)"
0,auto,1,12,-1,1,3,8.000170,4.000000,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.774303 43.572962)"
1,auto,1,12,-1,1,3,8.000170,4.000000,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.774303 43.572962)"
0,auto,1,13,-1,1,12,11.000170,3.000000,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.780137 43.543941)"
1,auto,1,13,-1,1,12,11.000170,3.000000,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.780137 43.543941)"
0,auto,1,14,-1,1,11,18.000170,4.000000,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.746841 43.544131)"
1,auto,1,14,-1,1,11,18.000170,4.000000,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.746841 43.544131)"
0,auto,1,15,-1,1,14,23.000170,5.000000,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.751035 43.529306)"
1,auto,1,15,-1,1,14,23.000170,5.000000,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.751035 43.529306)"
0,auto,1,16,-1,1,8,18.000170,5.000000,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324)"
1,auto,1,16,-1,1,8,18.000170,5.000000,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324)"
0,auto,1,17,-1,1,16,20.000170,2.000000,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744)"
1,auto,1,17,-1,1,16,20.000170,2.000000,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744)"
0,auto,1,18,-1,1,7,18.000170,2.000000,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844)"
1,auto,1,18,-1,1,7,18.000170,2.000000,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844)"
0,auto,1,19,-1,1,17,22.000170,2.000000,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280)"
1,auto,1,19,-1,1,17,22.000170,2.000000,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280)"
0,auto,1,20,-1,1,18,22.000170,4.000000,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744)"
1,auto,1,20,-1,1,18,22.000170,4.000000,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744)"
0,auto,1,21,-1,1,24,18.000170,3.000000,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164)"
1,auto,1,21,-1,1,24,18.000170,3.000000,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164)"
0,auto,1,22,-1,1,21,20.000170,2.000000,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485)"
1,auto,1,22,-1,1,21,20.000170,2.000000,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485)"
0,auto,1,23,-1,1,24,17.000170,2.000000,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164)"
1,auto,1,23,-1,1,24,17.000170,2.000000,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164)"
0,auto,1,24,-1,1,13,15.000170,4.000000,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707)"
1,auto,1,24,-1,1,13,15.000170,4.000000,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707)"
0,auto,1,-1,1,1,-1,0.000000,0.000000,-96.770420,43.612828,"LINESTRING (-96.770420 43.612828,-96.770420 43.612828)"
1,auto,1,-1,1,1,-1,0.000000,0.000000,-96.770420,43.612828,"LINESTRING (-96.770420 43.612828,-96.770420 43.612828)"
0,auto,1,-2,2,1,2,6.000340,0.000170,-96.711251,43.605813,"LINESTRING (-96.711251 43.605813,-96.711251 43.605813)"
1,auto,1,-2,2,1,2,6.000340,0.000170,-96.711251,43.605813,"LINESTRING (-96.711251 43.605813,-96.711251 43.605813)"
0,auto,1,-3,3,1,3,4.000340,0.000170,-96.774303,43.572962,"LINESTRING (-96.774303 43.572962,-96.774303 43.572962)"
1,auto,1,-3,3,1,3,4.000340,0.000170,-96.774303,43.572962,"LINESTRING (-96.774303 43.572962,-96.774303 43.572962)"
0,auto,1,-4,4,1,4,8.000340,0.000170,-96.747168,43.563654,"LINESTRING (-96.747168 43.563654,-96.747168 43.563654)"
1,auto,1,-4,4,1,4,8.000340,0.000170,-96.747168,43.563654,"LINESTRING (-96.747168 43.563654,-96.747168 43.563654)"
0,auto,1,-5,5,1,5,10.000340,0.000170,-96.731569,43.564034,"LINESTRING (-96.731569 43.564034,-96.731569 43.564034)"
1,auto,1,-5,5,1,5,10.000340,0.000170,-96.731569,43.564034,"LINESTRING (-96.731569 43.564034,-96.731569 43.564034)"
0,auto,1,-6,6,1,6,11.000340,0.000170,-96.711644,43.587586,"LINESTRING (-96.711644 43.587586,-96.711644 43.587586)"
1,auto,1,-6,6,1,6,11.000340,0.000170,-96.711644,43.587586,"LINESTRING (-96.711644 43.587586,-96.711644 43.587586)"
0,auto,1,-7,7,1,7,16.000340,0.000170,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.693423 43.563844)"
1,auto,1,-7,7,1,7,16.000340,0.000170,-96.693423,43.563844,"LINESTRING (-96.693423 43.563844,-96.693423 43.563844)"
0,auto,1,-8,8,1,8,13.000340,0.000170,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711382 43.562324)"
1,auto,1,-8,8,1,8,13.000340,0.000170,-96.711382,43.562324,"LINESTRING (-96.711382 43.562324,-96.711382 43.562324)"
0,auto,1,-9,9,1,9,15.000340,0.000170,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731241 43.548596)"
1,auto,1,-9,9,1,9,15.000340,0.000170,-96.731241,43.548596,"LINESTRING (-96.731241 43.548596,-96.731241 43.548596)"
0,auto,1,-10,10,1,10,18.000340,0.000170,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
1,auto,1,-10,10,1,10,18.000340,0.000170,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
0,auto,1,-11,11,1,11,14.000340,0.000170,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
1,auto,1,-11,11,1,11,14.000340,0.000170,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
0,auto,1,-12,12,1,12,8.000340,0.000170,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
1,auto,1,-12,12,1,12,8.000340,0.000170,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
0,auto,1,-13,13,1,13,11.000340,0.000170,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
1,auto,1,-13,13,1,13,11.000340,0.000170,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
0,auto,1,-14,14,1,14,18.000340,0.000170,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
1,auto,1,-14,14,1,14,18.000340,0.000170,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
0,auto,1,-15,15,1,15,23.000340,0.000170,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
1,auto,1,-15,15,1,15,23.000340,0.000170,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
0,auto,1,-16,16,1,16,18.000340,0.000170,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
1,auto,1,-16,16,1,16,18.000340,0.000170,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
0,auto,1,-17,17,1,17,20.000340,0.000170,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
1,auto,1,-17,17,1,17,20.000340,0.000170,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
0,auto,1,-18,18,1,18,18.000340,0.000170,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
1,auto,1,-18,18,1,18,18.000340,0.000170,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
0,auto,1,-19,19,1,19,22.000340,0.000170,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
1,auto,1,-19,19,1,19,22.000340,0.000170,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
0,auto,1,-20,20,1,20,22.000340,0.000170,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
1,auto,1,-20,20,1,20,22.000340,0.000170,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
0,auto,1,-21,21,1,21,18.000340,0.000170,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
1,auto,1,-21,21,1,21,18.000340,0.000170,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
0,auto,1,-22,22,1,22,20.000340,0.000170,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
1,auto,1,-22,22,1,22,20.000340,0.000170,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
0,auto,1,-23,23,1,23,17.000340,0.000170,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
1,auto,1,-23,23,1,23,17.000340,0.000170,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
0,auto,1,-24,24,1,24,15.000340,0.000170,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
1,auto,1,-24,24,1,24,15.000340,0.000170,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
