name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
ITP Media Group FZ LLC,219,242042446,,yes,,,,"POLYGON ((55.155087 25.0952386, 55.1553414 25.095076, 55.1555268 25.0955679, 55.1554376 25.0956474, 55.1553739 25.0956857, 55.155087 25.0952386))",POINT (55.1553235 25.0953765),1446.4,15568.8
,220,249245871,,yes,,,,"POLYGON ((55.1279427 25.1195263, 55.1280926 25.1195906, 55.127998 25.1197712, 55.1278481 25.1197069, 55.1279427 25.1195263))",POINT (55.1279704 25.1196488),370.1,3983.8
,221,249247561,,yes,,,,"POLYGON ((55.1237331 25.1165459, 55.1236193 25.1164644, 55.1234956 25.1166059, 55.1236094 25.1166874, 55.1237331 25.1165459))",POINT (55.1236144 25.1165759),292.3,3146.3
,222,249247562,,yes,,,,"POLYGON ((55.1273348 25.1194741, 55.1274405 25.1192931, 55.1272944 25.1192232, 55.1271887 25.1194042, 55.1273348 25.1194741))",POINT (55.1273146 25.1193486),377.7,4065.2
,223,249247563,,yes,,,,"POLYGON ((55.128103 25.1192502, 55.1282029 25.119084, 55.1280724 25.1190197, 55.1279725 25.1191859, 55.128103 25.1192502))",POINT (55.1280877 25.1191349),313.8,3377.9
,224,249247564,,yes,,,,"POLYGON ((55.1274696 25.119542, 55.1275928 25.1193326, 55.1274714 25.1192741, 55.1273872 25.1194172, 55.1273952 25.119421, 55.1273563 25.1194872, 55.1274696 25.119542))",POINT (55.1274726 25.1194071),356.5,3837.5
,225,249247565,,yes,,,,"POLYGON ((55.1207074 25.1148983, 55.1208942 25.1147415, 55.1207851 25.114635, 55.1205983 25.1147918, 55.1207074 25.1148983))",POINT (55.1207462 25.1147666),413.1,4446.1
,226,249247566,,yes,,,,"POLYGON ((55.1257417 25.1181214, 55.1258631 25.1179521, 55.1256082 25.1178022, 55.1254868 25.1179716, 55.1255605 25.1180149, 55.1255835 25.1179828, 55.1255929 25.1179884, 55.1256142 25.1179587, 55.125672 25.1179927, 55.12565 25.1180234, 55.1256913 25.1180476, 55.125669 25.1180787, 55.1257417 25.1181214))",POINT (55.1256813 25.1179543),603.2,6492.6
,227,249247567,,yes,,,,"POLYGON ((55.1252169 25.1183255, 55.125284 25.1182318, 55.1252981 25.1182401, 55.125345 25.1181742, 55.1252131 25.118097, 55.1250845 25.1182771, 55.1252023 25.118346, 55.1252169 25.1183255))",POINT (55.1252122 25.1182207),350.5,3773.2
,228,249247568,,yes,,,,"POLYGON ((55.1224312 25.1164027, 55.122573 25.1162643, 55.1224592 25.1161688, 55.1223051 25.1163191, 55.1223664 25.1163707, 55.1223788 25.1163587, 55.1224312 25.1164027))",POINT (55.1224406 25.1162881),342.3,3685
,229,249247569,,yes,,,,"POLYGON ((55.1185687 25.1124465, 55.1187399 25.112338, 55.1186545 25.1122275, 55.1184832 25.112336, 55.1185687 25.1124465))",POINT (55.1186116 25.112337),314.8,3387.9
,230,249247570,,yes,,,,"POLYGON ((55.1246616 25.1179323, 55.1246638 25.117891, 55.1247644 25.1178788, 55.1247627 25.1177578, 55.1246517 25.1177617, 55.1246604 25.1177453, 55.1246215 25.1177222, 55.1245947 25.117735, 55.1244878 25.1177469, 55.1244881 25.117775, 55.124413 25.1177847, 55.1243988 25.1178054, 55.1243915 25.1178285, 55.1243969 25.117854, 55.1244278 25.1178758, 55.1245196 25.1178703, 55.1245317 25.1179529, 55.1245471 25.1179663, 55.1245625 25.117976, 55.1246034 25.1179766, 55.1246376 25.117959, 55.1246616 25.1179323))",POINT (55.1245914 25.1178374),635.1,6836.2
,231,249247571,,yes,,,,"POLYGON ((55.1277716 25.1191212, 55.1278728 25.1189481, 55.1277398 25.1188844, 55.1276386 25.1190574, 55.1277716 25.1191212))",POINT (55.1277557 25.1190028),328.9,3540.7
,232,249247572,,yes,,,,"POLYGON ((55.122904 25.1159072, 55.1228338 25.1158539, 55.1228475 25.1158392, 55.1228136 25.1158134, 55.1226607 25.1159783, 55.1227258 25.1160279, 55.1227416 25.1160108, 55.1227818 25.1160434, 55.122904 25.1159072))",POINT (55.1227853 25.1159361),297.8,3205.2
,233,249247573,,yes,,,,"POLYGON ((55.1209547 25.115127, 55.1211144 25.1149956, 55.1210259 25.1149075, 55.1208662 25.1150389, 55.1209547 25.115127))",POINT (55.1209903 25.1150172),286.9,3088
,234,249247574,,yes,,,,"POLYGON ((55.1247455 25.1180544, 55.1248174 25.1179482, 55.124747 25.1179091, 55.1246749 25.1180152, 55.1247455 25.1180544))",POINT (55.1247462 25.1179817),115,1237.9
,235,249247575,,yes,,,,"POLYGON ((55.1276043 25.1190461, 55.1277079 25.1188668, 55.1275688 25.1188009, 55.1274652 25.1189802, 55.1276043 25.1190461))",POINT (55.1275866 25.1189235),354.6,3817.1
,236,249247576,,yes,,,,"POLYGON ((55.1227306 25.1166667, 55.1228619 25.116533, 55.1227509 25.1164436, 55.1226196 25.1165773, 55.1227306 25.1166667))",POINT (55.1227408 25.1165551),296.7,3193.7
,237,249247577,,yes,,,,"POLYGON ((55.1276371 25.1196239, 55.1277701 25.1194213, 55.127634 25.1193481, 55.1275463 25.1194816, 55.127565 25.1194916, 55.1275197 25.1195607, 55.1276371 25.1196239))",POINT (55.1276406 25.1194843),397,4273.6
,238,249247578,,yes,,,,"POLYGON ((55.1263879 25.1184781, 55.1265069 25.1182912, 55.1262369 25.1181503, 55.1261179 25.1183372, 55.1263879 25.1184781))",POINT (55.1263124 25.1183142),750.5,8078.2
,239,249247579,,yes,,,,"POLYGON ((55.1187811 25.1127311, 55.1189718 25.1126165, 55.1188822 25.1124943, 55.1186916 25.1126089, 55.1187811 25.1127311))",POINT (55.1188317 25.1126127),374.6,4032.7
,240,249247580,,yes,,,,"POLYGON ((55.1226051 25.1156401, 55.1225039 25.1155563, 55.1224542 25.1156055, 55.1224383 25.1155923, 55.1223562 25.1156735, 55.1224733 25.1157705, 55.1226051 25.1156401))",POINT (55.1224812 25.1156613),297.1,3197.8
,241,249247581,,yes,,,,"POLYGON ((55.1189279 25.111694, 55.1188061 25.111535, 55.118787 25.111547, 55.1187428 25.1114893, 55.1186097 25.111573, 55.1186575 25.1116354, 55.1186467 25.1116422, 55.1186726 25.111676, 55.1186628 25.1116822, 55.1186991 25.1117295, 55.1186594 25.1117544, 55.1187153 25.1118275, 55.1189279 25.111694))",POINT (55.1187596 25.1116552),622.2,6697.5
,242,249247582,,yes,,,,"POLYGON ((55.1228744 25.1167732, 55.1229999 25.116641, 55.122888 25.1165538, 55.1227625 25.1166861, 55.1228744 25.1167732))",POINT (55.1228812 25.1166635),287.3,3092.4
,243,249247583,,yes,,,,"POLYGON ((55.1260448 25.1182922, 55.1261643 25.1181183, 55.1259186 25.1179799, 55.1257987 25.1181544, 55.1258778 25.1181989, 55.1259079 25.1181552, 55.1259962 25.118205, 55.1259665 25.1182481, 55.1260448 25.1182922))",POINT (55.1259859 25.1181297),603.3,6493.5
,244,249247584,,yes,,,,"POLYGON ((55.1250587 25.1182623, 55.1251836 25.1180863, 55.1250516 25.1180095, 55.1249267 25.1181854, 55.1250587 25.1182623))",POINT (55.1250552 25.1181359),366.4,3944.1
,245,249247585,,yes,,,,"POLYGON ((55.1272931 25.1188804, 55.1273919 25.1187159, 55.1272497 25.1186459, 55.1271509 25.1188104, 55.1272931 25.1188804))",POINT (55.1272714 25.1187632),338.3,3641.7
,246,249247586,,yes,,,,"POLYGON ((55.1213394 25.1154939, 55.1215094 25.1153354, 55.1213981 25.1152376, 55.1212317 25.1153928, 55.1212539 25.1154123, 55.1212396 25.1154255, 55.1212946 25.1154738, 55.1213053 25.1154638, 55.1213394 25.1154939))",POINT (55.1213664 25.115368),392.7,4226.7
,247,249247587,,yes,,,,"POLYGON ((55.1284736 25.1199777, 55.1285527 25.1198152, 55.128532 25.119807, 55.1285598 25.1197498, 55.1284543 25.1197077, 55.1283473 25.1199273, 55.1284736 25.1199777))",POINT (55.1284598 25.1198454),353.9,3809.4
,248,249247588,,yes,,,,"POLYGON ((55.1279402 25.1191953, 55.1280382 25.1190193, 55.12791 25.1189608, 55.127812 25.1191367, 55.1279402 25.1191953))",POINT (55.1279251 25.119078),315.9,3399.8
,249,249247589,,yes,,,,"POLYGON ((55.1231547 25.1169794, 55.1232541 25.1168765, 55.1232702 25.1168893, 55.1233278 25.1168296, 55.1232012 25.1167294, 55.1230336 25.1169029, 55.1230925 25.1169495, 55.1231031 25.1169385, 55.1231547 25.1169794))",POINT (55.1231799 25.1168565),385.4,4148.8
,250,249247590,,yes,,,,"POLYGON ((55.1285918 25.1199728, 55.1286167 25.1199829, 55.1286059 25.1200048, 55.128724 25.1200527, 55.1287625 25.1199748, 55.128883 25.1200237, 55.1289211 25.1199466, 55.1287944 25.1198952, 55.1288153 25.1198529, 55.1286587 25.1197893, 55.1285888 25.1199305, 55.1286087 25.1199386, 55.1285918 25.1199728))",POINT (55.1287302 25.1199285),529.4,5698.8
,251,249247591,,yes,,,,"POLYGON ((55.1208283 25.1150213, 55.120978 25.1148911, 55.120868 25.1147875, 55.1207183 25.1149177, 55.1208283 25.1150213))",POINT (55.1208482 25.1149044),333,3584.5
,252,249247592,,yes,,,,"POLYGON ((55.1254487 25.1178908, 55.1255694 25.1177283, 55.1254589 25.1176611, 55.125387 25.1177579, 55.1253683 25.1177466, 55.1253196 25.1178121, 55.1254487 25.1178908))",POINT (55.1254474 25.1177765),310.7,3344.7
,253,249247593,,yes,,,,"POLYGON ((55.1225667 25.1165332, 55.1227346 25.1163602, 55.1226079 25.1162592, 55.12244 25.1164323, 55.1225667 25.1165332))",POINT (55.1225873 25.1163962),434,4671.2
,254,249247594,,yes,,,,"POLYGON ((55.118996 25.112999, 55.1191906 25.1128782, 55.1190988 25.112757, 55.1189042 25.1128778, 55.118996 25.112999))",POINT (55.1190474 25.112878),387.1,4166.7
,255,249247595,,yes,,,,"POLYGON ((55.1227494 25.1157482, 55.1226395 25.1156615, 55.1225552 25.1157491, 55.1225381 25.1157356, 55.1224848 25.1157912, 55.1226119 25.1158913, 55.1227494 25.1157482))",POINT (55.1226196 25.115776),327.5,3524.9
,256,249247596,,yes,,,,"POLYGON ((55.1190897 25.111973, 55.1190278 25.1119026, 55.1190969 25.1118565, 55.1189848 25.1117096, 55.1187403 25.11186, 55.1188112 25.111953, 55.1188568 25.1119299, 55.1189031 25.1119943, 55.1188789 25.1120101, 55.1189262 25.1120894, 55.1190801 25.1120331, 55.1190897 25.111973))",POINT (55.1189443 25.1118986),816.8,8791.8
,257,249247598,,yes,,,,"POLYGON ((55.1210726 25.1152571, 55.1212263 25.1151264, 55.1211198 25.1150261, 55.1209716 25.115161, 55.1210726 25.1152571))",POINT (55.1210982 25.1151422),319.3,3436.8
,258,249247599,,yes,,,,"POLYGON ((55.1267491 25.1186193, 55.1268525 25.1184454, 55.1267382 25.1183896, 55.1266824 25.1184787, 55.12666 25.1184678, 55.1266124 25.1185527, 55.1267491 25.1186193))",POINT (55.1267349 25.1185052),316.1,3402.5
,259,249247600,,yes,,,,"POLYGON ((55.1274414 25.1189567, 55.1275447 25.1187942, 55.1274234 25.1187309, 55.12732 25.1188934, 55.1274414 25.1189567))",POINT (55.1274324 25.1188438),293.2,3155.5
,260,249247601,,yes,,,,"POLYGON ((55.125377 25.1184403, 55.1255094 25.1182589, 55.1253646 25.1181722, 55.1252322 25.1183537, 55.125377 25.1184403))",POINT (55.1253708 25.1183063),421.4,4535.5
,261,249247602,,yes,,,,"POLYGON ((55.1212097 25.1153755, 55.1213176 25.1152764, 55.1213291 25.1152863, 55.1214095 25.1152075, 55.1212945 25.1151086, 55.1211471 25.1152489, 55.1211062 25.1152864, 55.1211537 25.1153273, 55.1211604 25.115321, 55.1212164 25.1153691, 55.1212097 25.1153755))",POINT (55.1212592 25.1152404),405.9,4369.2
,262,249247603,,yes,,,,"POLYGON ((55.1278139 25.1196899, 55.1278737 25.1195797, 55.1278956 25.1195895, 55.1279321 25.1195223, 55.1277821 25.1194555, 55.1276858 25.119633, 55.1278139 25.1196899))",POINT (55.1278044 25.1195714),335.3,3609.5
,263,249247604,,yes,,,,"POLYGON ((55.1266013 25.1185333, 55.1267072 25.1183648, 55.1265553 25.1182866, 55.1264494 25.1184551, 55.1266013 25.1185333))",POINT (55.1265783 25.11841),378.2,4070.5
,264,249247605,,yes,,,,"POLYGON ((55.1253019 25.1177951, 55.1254234 25.1176413, 55.1252977 25.1175599, 55.1251906 25.1176955, 55.1252246 25.1177175, 55.1252101 25.1177357, 55.1253019 25.1177951))",POINT (55.1253031 25.1176762),315.8,3399.1
,265,249247606,,yes,,,,"POLYGON ((55.1192053 25.1132667, 55.119306 25.1132008, 55.1193195 25.1132177, 55.1194083 25.1131574, 55.1193261 25.1130291, 55.1191232 25.1131639, 55.1192053 25.1132667))",POINT (55.1192692 25.1131515),373.4,4019.3
,266,249247607,,yes,,,,"POLYGON ((55.1186977 25.1114273, 55.1185467 25.1112172, 55.118354 25.1113307, 55.1183948 25.1113874, 55.1184301 25.1113665, 55.1184439 25.1113857, 55.1184783 25.1113654, 55.1185167 25.1114189, 55.1184814 25.1114397, 55.1184978 25.1114624, 55.1184669 25.1114806, 55.1185087 25.1115387, 55.1186977 25.1114273))",POINT (55.1185361 25.1113727),557.5,6000.7
,267,249247608,,yes,,,,"POLYGON ((55.1230144 25.1168794, 55.1231238 25.1167473, 55.1231034 25.1167338, 55.1231483 25.1166796, 55.1230571 25.1166173, 55.1229028 25.1168036, 55.1230144 25.1168794))",POINT (55.1230301 25.1167503),343.3,3695.4
,268,249247609,,yes,,,,"POLYGON ((55.1252611 25.1175423, 55.1251455 25.1174731, 55.1251176 25.1175113, 55.1250972 25.1174991, 55.1250111 25.117617, 55.1250279 25.1176271, 55.1250243 25.117632, 55.1251433 25.1177034, 55.1252611 25.1175423))",POINT (55.1251352 25.1175855),337.5,3633
,269,249247610,,yes,,,,"POLYGON ((55.1193506 25.1134386, 55.119567 25.1132939, 55.1194808 25.1131883, 55.1192644 25.113333, 55.1193506 25.1134386))",POINT (55.1194157 25.1133134),394.4,4244.7
,270,249247611,,yes,,,,"POLYGON ((55.1256799 25.1186208, 55.1258101 25.1184255, 55.1256748 25.1183515, 55.1255446 25.1185468, 55.1256799 25.1186208))",POINT (55.1256774 25.1184862),402.5,4332.8
,271,249247612,,yes,,,,"POLYGON ((55.1185401 25.1111421, 55.1184578 25.1110093, 55.1182654 25.111107, 55.1183477 25.1112398, 55.1185401 25.1111421))",POINT (55.1184028 25.1111246),375,4036.5
,272,249247613,,yes,,,,"POLYGON ((55.1214806 25.1156119, 55.1216454 25.1154698, 55.1215295 25.1153664, 55.1213646 25.1155224, 55.1214123 25.115568, 55.121427 25.1155589, 55.1214806 25.1156119))",POINT (55.1215054 25.1154909),369,3972.4
,273,249247614,,yes,,,,"POLYGON ((55.1224723 25.1155294, 55.1223651 25.1154371, 55.1223002 25.1154989, 55.1222883 25.1154887, 55.1222061 25.1155669, 55.1223253 25.1156694, 55.1224723 25.1155294))",POINT (55.1223398 25.1155521),338.9,3647.6
,274,249247615,,yes,,,,"POLYGON ((55.1188797 25.1128711, 55.1190804 25.1127505, 55.1189965 25.112636, 55.1187958 25.1127566, 55.1188797 25.1128711))",POINT (55.1189381 25.1127535),369.5,3977.2
,275,249247616,,yes,,,,"POLYGON ((55.1232925 25.1170992, 55.1234474 25.1169478, 55.1233378 25.1168559, 55.1231829 25.1170074, 55.1232925 25.1170992))",POINT (55.1233152 25.1169776),344.1,3704.1
,276,249247617,,yes,,,,"POLYGON ((55.1290343 25.1201078, 55.1290759 25.1201228, 55.1290607 25.1201571, 55.129098 25.1201706, 55.1290888 25.1201915, 55.12915 25.1202136, 55.129174 25.1201591, 55.1291904 25.120165, 55.1291866 25.1201738, 55.1292404 25.1201932, 55.129227 25.1202237, 55.1292793 25.1202426, 55.1292904 25.1202175, 55.1293252 25.1202301, 55.1293322 25.1202142, 55.1293487 25.1202201, 55.1294158 25.1200678, 55.1293569 25.1200465, 55.129338 25.1200894, 55.1291423 25.1200187, 55.1291612 25.1199758, 55.129102 25.1199544, 55.1290343 25.1201078))",POINT (55.1292128 25.1201132),615,6619.4
,277,249247618,,yes,,,,"POLYGON ((55.1171853 25.1105678, 55.1174044 25.1104575, 55.1173609 25.1103867, 55.1172787 25.1104282, 55.1172386 25.110363, 55.1173309 25.1103165, 55.1172683 25.1102145, 55.1170431 25.110328, 55.1171072 25.1104323, 55.1171223 25.1104247, 55.1171574 25.1104817, 55.1171383 25.1104913, 55.1171853 25.1105678))",POINT (55.1172178 25.1103917),676.5,7282
,278,249247619,,yes,,,,"POLYGON ((55.1270668 25.1188237, 55.1271768 25.1186348, 55.1269008 25.118503, 55.1267908 25.1186918, 55.1268732 25.1187312, 55.1268981 25.1186886, 55.1270034 25.1187389, 55.1269785 25.1187815, 55.1270668 25.1188237))",POINT (55.1269881 25.1186566),679.7,7316.4
,279,249247620,,yes,,,,"POLYGON ((55.124896 25.1173747, 55.1246304 25.1172087, 55.1245103 25.1173662, 55.124605 25.1174254, 55.1246403 25.1173792, 55.1247329 25.1174371, 55.1246973 25.1174839, 55.1247755 25.1175328, 55.124896 25.1173747))",POINT (55.1247071 25.1173637),619.7,6670.7
,280,249247621,,yes,,,,"POLYGON ((55.1173606 25.1108568, 55.1175822 25.1107386, 55.1175363 25.110668, 55.1174556 25.110711, 55.1173932 25.1106151, 55.1174898 25.1105636, 55.117438 25.110484, 55.1172222 25.1105991, 55.1172387 25.1106244, 55.1172198 25.1106345, 55.1172814 25.1107292, 55.1172969 25.110721, 55.1173286 25.1107697, 55.1173103 25.1107794, 55.1173606 25.1108568))",POINT (55.1173854 25.1106753),697.1,7503.8
,281,249247622,,yes,,,,"POLYGON ((55.1261501 25.1188865, 55.1262792 25.1186992, 55.1261424 25.118622, 55.1260133 25.1188093, 55.1261501 25.1188865))",POINT (55.1261462 25.1187542),397.3,4276.3
,282,249247623,,yes,,,,"POLYGON ((55.1191028 25.1131351, 55.1192997 25.1130157, 55.1192104 25.1128954, 55.119017 25.1130184, 55.1191028 25.1131351))",POINT (55.119158 25.1130158),376.6,4053.9
,283,249247624,,yes,,,,"POLYGON ((55.1293473 25.1202385, 55.129397 25.1202561, 55.129387 25.1202791, 55.1294383 25.1202973, 55.1294468 25.1202778, 55.1295007 25.1202968, 55.1295922 25.1200848, 55.1294373 25.12003, 55.1293473 25.1202385))",POINT (55.1294679 25.1201664),433.3,4663.7
,284,249247625,,yes,,,,"POLYGON ((55.1184435 25.1109881, 55.1183747 25.1108781, 55.118225 25.1109547, 55.1182444 25.1109857, 55.1182213 25.1109975, 55.1182708 25.1110766, 55.1184435 25.1109881))",POINT (55.1183266 25.1109774),269.7,2902.5
,285,249247626,,yes,,,,"POLYGON ((55.1216049 25.1157324, 55.1217662 25.1155813, 55.1216568 25.1154842, 55.1214902 25.1156377, 55.1216049 25.1157324))",POINT (55.1216291 25.1156089),366,3939.8
,286,249247627,,yes,,,,"POLYGON ((55.1223322 25.1154102, 55.1222319 25.1153269, 55.1221818 25.1153763, 55.1221629 25.1153606, 55.1220711 25.1154511, 55.1221902 25.1155501, 55.1223322 25.1154102))",POINT (55.1222019 25.1154358),323.8,3484.8
,287,249247628,,yes,,,,"POLYGON ((55.1255193 25.1185192, 55.1256428 25.1183525, 55.125574 25.1183115, 55.1255871 25.1182935, 55.1255249 25.118255, 55.1253883 25.1184398, 55.1255193 25.1185192))",POINT (55.1255171 25.1183907),371.2,3995.2
,288,249247629,,yes,,,,"POLYGON ((55.1177574 25.111269, 55.1179307 25.1111824, 55.1178565 25.1110608, 55.1176833 25.1111475, 55.1177574 25.111269))",POINT (55.117807 25.1111649),306.8,3302.6
,289,249247630,,yes,,,,"POLYGON ((55.1217326 25.1158406, 55.1218356 25.1157409, 55.1218515 25.1157538, 55.1219028 25.115698, 55.1217837 25.1156013, 55.1216393 25.1157471, 55.1216417 25.1157491, 55.1216318 25.1157587, 55.1217326 25.1158406))",POINT (55.1217646 25.1157212),343.6,3698.2
,290,249247631,,yes,,,,"POLYGON ((55.1298536 25.1199434, 55.1299274 25.11977, 55.1297722 25.1197158, 55.1296984 25.1198893, 55.1298536 25.1199434))",POINT (55.1298129 25.1198296),345.1,3714.7
,291,249247632,,yes,,,,"POLYGON ((55.1235862 25.1173028, 55.123735 25.1171283, 55.1236219 25.1170429, 55.1234691 25.1172253, 55.1235862 25.1173028))",POINT (55.1236029 25.1171744),366.4,3943.9
,292,249247633,,yes,,,,"POLYGON ((55.1296821 25.1198701, 55.1297559 25.1196994, 55.1296209 25.1196516, 55.1295584 25.119796, 55.1295854 25.1198056, 55.1295741 25.1198318, 55.1296821 25.1198701))",POINT (55.1296542 25.1197592),287.5,3094.9
,293,249247634,,yes,,,,"POLYGON ((55.1220723 25.1151762, 55.1219617 25.1150856, 55.1219339 25.1151134, 55.1219231 25.1151046, 55.1218095 25.1152182, 55.1219308 25.1153177, 55.1220723 25.1151762))",POINT (55.1219409 25.115199),342.6,3687.7
,294,249247635,,yes,,,,"POLYGON ((55.1251034 25.1174551, 55.1249754 25.1173849, 55.1248716 25.11754, 55.1249323 25.1175733, 55.1249238 25.1175861, 55.1249912 25.117623, 55.1251034 25.1174551))",POINT (55.1249864 25.1175017),316.2,3403.7
,295,249247636,,yes,,,,"POLYGON ((55.1194634 25.1135769, 55.1196154 25.1134627, 55.1195714 25.1134147, 55.1196231 25.1133758, 55.1195748 25.1133233, 55.1193711 25.1134764, 55.1194634 25.1135769))",POINT (55.1195053 25.1134543),339.6,3655.1
,296,249247637,,yes,,,,"POLYGON ((55.1258282 25.1187053, 55.1259565 25.1185009, 55.1258245 25.118433, 55.1256962 25.1186373, 55.1258282 25.1187053))",POINT (55.1258264 25.1185691),398.4,4288.7
,297,249247638,,yes,,,,"POLYGON ((55.122011 25.116066, 55.1220835 25.1159898, 55.1221055 25.116007, 55.1221908 25.1159174, 55.1220583 25.1158141, 55.1219006 25.1159799, 55.122011 25.116066))",POINT (55.1220446 25.1159414),394.4,4245
,298,249247639,,yes,,,,"POLYGON ((55.1219542 25.1150489, 55.1218333 25.1149468, 55.121686 25.1150899, 55.1218069 25.115192, 55.1219542 25.1150489))",POINT (55.1218201 25.1150694),361,3886
,299,249247640,,yes,,,,"POLYGON ((55.1259733 25.118796, 55.1261123 25.1185992, 55.1259855 25.1185257, 55.1258465 25.1187225, 55.1259733 25.118796))",POINT (55.1259794 25.1186608),392.6,4226
,300,249247641,,yes,,,,"POLYGON ((55.1238968 25.1175202, 55.1240412 25.1173443, 55.1239107 25.1172565, 55.1237664 25.1174324, 55.1238968 25.1175202))",POINT (55.1239038 25.1173883),397.6,4280.1
,301,249247642,,yes,,,,"POLYGON ((55.124627 25.1171341, 55.1245085 25.1170603, 55.1244089 25.1171912, 55.1244334 25.1172065, 55.1244042 25.1172449, 55.1244983 25.1173035, 55.124627 25.1171341))",POINT (55.1245081 25.1171801),314.8,3388.5
,302,249247643,,yes,,,,"POLYGON ((55.1240418 25.1176121, 55.1241691 25.1174498, 55.124044 25.1173694, 55.1239167 25.1175316, 55.1240418 25.1176121))",POINT (55.1240429 25.1174907),340.9,3669.5
,303,249247644,,yes,,,,"POLYGON ((55.1176352 25.1110605, 55.1176572 25.1110471, 55.1176699 25.1110319, 55.117684 25.1110052, 55.1178205 25.1110324, 55.1178456 25.1109002, 55.1177537 25.1108825, 55.1177618 25.1108449, 55.1177191 25.1108121, 55.1176726 25.1108479, 55.1176465 25.1108485, 55.1176465 25.110817, 55.1175358 25.1107909, 55.1174888 25.110842, 55.1174862 25.1108801, 55.1175016 25.110902, 55.1175284 25.1109178, 55.1175915 25.110925, 55.1175673 25.1110258, 55.117576 25.1110447, 55.1175948 25.1110592, 55.117617 25.1110641, 55.1176352 25.1110605))",POINT (55.117665 25.1109232),644.8,6940.5
,304,249247645,,yes,,,,"POLYGON ((55.1216948 25.1148222, 55.1215971 25.1147391, 55.1214334 25.1149006, 55.1214653 25.1149251, 55.1214673 25.1149396, 55.121482 25.1149512, 55.1215035 25.1149293, 55.1215478 25.1149667, 55.1216948 25.1148222))",POINT (55.121566 25.1148571),313.7,3376.4
,305,249247646,,yes,,,,"POLYGON ((55.1244742 25.1170284, 55.1243591 25.1169588, 55.1243312 25.1169967, 55.1243185 25.116989, 55.1242257 25.1171152, 55.1243535 25.1171923, 55.1244742 25.1170284))",POINT (55.1243502 25.117074),330.2,3554.5
,306,249247647,,yes,,,,"POLYGON ((55.1263036 25.1189632, 55.1263861 25.118835, 55.1263968 25.1188406, 55.1264354 25.1187806, 55.1262935 25.1187058, 55.1261724 25.118894, 55.1263036 25.1189632))",POINT (55.1263014 25.1188338),378.8,4077.4
,307,249247648,,yes,,,,"POLYGON ((55.1294937 25.1198253, 55.1295769 25.1196476, 55.1294342 25.1195928, 55.1293509 25.1197705, 55.1294937 25.1198253))",POINT (55.1294639 25.1197091),334.1,3596.1
,308,249247649,,yes,,,,"POLYGON ((55.1195896 25.113702, 55.1197429 25.1135875, 55.1196458 25.113481, 55.1194925 25.1135955, 55.1195896 25.113702))",POINT (55.1196177 25.1135915),306.4,3297.8
,309,249247650,,yes,,,,"POLYGON ((55.1182788 25.1108302, 55.118118 25.1106018, 55.1179462 25.110701, 55.1179948 25.1107699, 55.1180383 25.1107448, 55.1180989 25.1108308, 55.1180455 25.1108617, 55.1180972 25.110935, 55.1182788 25.1108302))",POINT (55.1181186 25.1107646),568.5,6118.8
,310,249247651,,yes,,,,"POLYGON ((55.1234572 25.1171925, 55.1235873 25.1170468, 55.1234723 25.1169626, 55.1233886 25.1170563, 55.1233738 25.1170728, 55.1233323 25.1171192, 55.1233701 25.1171469, 55.1233799 25.1171359, 55.1234572 25.1171925))",POINT (55.1234621 25.1170788),317.1,3412.9
,311,249247652,,yes,,,,"POLYGON ((55.1221987 25.1153052, 55.1220698 25.1152009, 55.1219254 25.1153471, 55.1220543 25.1154514, 55.1221987 25.1153052))",POINT (55.122062 25.1153261),378.5,4074.2
,312,249247653,,yes,,,,"POLYGON ((55.1209519 25.1141091, 55.1208101 25.1139664, 55.12079 25.1139882, 55.1207605 25.1139585, 55.1207345 25.1139805, 55.1207069 25.1139579, 55.1206076 25.1140313, 55.1206445 25.1140705, 55.1206338 25.1140799, 55.1207048 25.1141546, 55.1206908 25.1141673, 55.1207075 25.1141886, 55.1207008 25.1142183, 55.120754 25.1142658, 55.1208892 25.1141576, 55.1209221 25.114157, 55.1209362 25.1141437, 55.1209476 25.1141242, 55.1209519 25.1141091))",POINT (55.1207763 25.1140961),643.5,6926.7
,313,249247654,,yes,,,,"POLYGON ((55.1178384 25.1114094, 55.1180344 25.1113172, 55.1179629 25.1111926, 55.1177669 25.1112848, 55.1178384 25.1114094))",POINT (55.1179007 25.111301),346.2,3726.8
,314,249247655,,yes,,,,"POLYGON ((55.1202128 25.1133579, 55.1201438 25.1132836, 55.1201041 25.1133138, 55.1200546 25.1132605, 55.1200943 25.1132303, 55.1200353 25.1131668, 55.1198624 25.1132984, 55.1199124 25.1133523, 55.1199459 25.1133268, 55.1199562 25.113338, 55.1199926 25.1133103, 55.1200402 25.1133617, 55.1200039 25.1133893, 55.1200233 25.1134102, 55.1199898 25.1134356, 55.1200399 25.1134896, 55.1202128 25.1133579))",POINT (55.1200428 25.1133255),500.9,5391.2
,315,249247656,,yes,,,,"POLYGON ((55.1218881 25.1159412, 55.1219563 25.1158709, 55.1219714 25.1158829, 55.1220322 25.1158203, 55.1219096 25.1157228, 55.1217807 25.1158557, 55.1218881 25.1159412))",POINT (55.1219048 25.1158328),301.2,3241.7
