first_column,zone_id,x_coord,y_coord,super_zone_id,analysis_district_id,demand,subarea_significance_flag,inside_flag
,81,-87.893501,41.887402,80,3,9066.860000,1,3
,82,-87.833961,41.845982,81,5,6214.940000,1,3
,83,-87.889931,41.843281,82,5,4504.890000,1,3
,84,-87.793472,41.889198,83,1,6829.570000,1,3
,85,-87.773232,41.845982,84,1,15262.770000,1,3
,86,-87.830391,41.801865,85,5,5598.180000,1,3
,87,-87.887550,41.800064,86,5,6434.930000,1,3
,88,-87.830391,41.757748,87,5,4826.560000,1,3
,89,-87.887550,41.755947,88,5,2419.770000,1,3
,90,-87.775612,41.813568,89,6,2266.820000,1,3
,91,-87.773232,41.757748,90,6,7831.030000,1,3
,92,-87.969711,41.663208,91,14,1803.960000,1,3
,93,-87.828011,41.714527,92,6,4668.270000,1,3
,94,-87.885162,41.712727,93,5,474.140000,1,3
,95,-87.826820,41.669510,94,6,2911.210000,1,3
,96,-87.882782,41.669510,95,5,595.650000,1,3
,97,-87.714882,41.722633,96,6,6975.490000,1,3
,98,-87.770851,41.715431,97,6,9321.530000,1,3
,99,-87.710121,41.663208,98,7,4803.640000,1,3
,100,-87.769661,41.671310,99,6,3814.860000,1,3
,101,-87.661301,41.660507,100,7,3260.830000,1,3
,102,-87.825630,41.625393,101,6,4006.540000,1,3
,103,-87.880402,41.624493,102,5,1838.380000,1,3
,104,-87.822052,41.582176,103,6,3389.930000,1,3
,105,-87.881592,41.581276,104,15,1027.580000,1,3
,106,-87.707741,41.628094,105,7,4064.220000,1,3
,107,-87.767281,41.628094,106,6,3816.960000,1,3
,108,-87.706551,41.583977,107,7,4004.400000,1,3
,109,-87.764893,41.582176,108,7,3230.380000,1,3
,110,-87.589851,41.628094,109,7,6149.310000,1,3
,111,-87.648201,41.629894,110,7,5954.370000,1,3
,112,-87.588661,41.583076,111,7,3895.130000,1,3
,113,-87.647011,41.583076,112,7,4114.290000,1,3
,114,-87.544601,41.628094,113,7,2198.650000,1,3
,115,-87.543411,41.583977,114,7,4388.550000,1,3
,116,-87.705360,41.538960,115,7,2505.550000,1,3
,117,-87.761322,41.538960,116,17,835.010000,1,3
,118,-87.702972,41.494839,117,7,4923.430000,1,3
,119,-87.760132,41.494839,118,17,1324.440000,1,3
,120,-87.588661,41.538960,119,7,1561.790000,1,3
,121,-87.647011,41.538960,120,7,4122.990000,1,3
,122,-87.587471,41.495739,121,7,2054.240000,1,3
,123,-87.645821,41.495739,122,7,4953.260000,1,3
,124,-87.542221,41.520950,123,7,1861.440000,1,3
,125,-88.174530,41.969334,124,12,2287.240000,1,3
,126,-88.230499,41.966633,125,12,511.170000,1,3
,127,-88.172150,41.925217,126,8,2205.660000,1,3
,128,-88.231689,41.922516,127,12,895.620000,1,3
,129,-88.062592,41.970234,128,3,4073.490000,1,3
,130,-88.116180,41.968433,129,3,3093.370000,1,3
,131,-88.060211,41.928818,130,3,5316.400000,1,3
,132,-88.116180,41.926113,131,8,4281.180000,1,3
,133,-87.962570,41.972935,132,3,5668.250000,1,3
,134,-88.005440,41.972935,133,3,3575.670000,1,3
,135,-87.950661,41.928818,134,3,5876.170000,1,3
,136,-88.007820,41.927917,135,3,7013.900000,1,3
,137,-88.174530,41.879295,136,8,2446.030000,1,3
,138,-88.231689,41.879295,137,12,1511.440000,1,3
,139,-88.175720,41.837879,138,8,1674.750000,1,3
,140,-88.230499,41.836079,139,12,1156.420000,1,3
,141,-88.061401,41.883797,140,8,5596.740000,1,3
,142,-88.116180,41.881996,141,8,5739.550000,1,3
,143,-88.061401,41.840580,142,8,4335.930000,1,3
,144,-88.116180,41.837879,143,8,3197.690000,1,3
,145,-87.950661,41.886497,144,3,7641.790000,1,3
,146,-88.004242,41.883797,145,9,7346.030000,1,3
,147,-87.947090,41.841480,146,9,7081.450000,1,3
,148,-88.005440,41.840580,147,9,7583.990000,1,3
,149,-88.174530,41.792862,148,8,4624.560000,1,3
,150,-88.232880,41.792862,149,12,1522.770000,1,3
,151,-88.173340,41.749641,150,8,1793.480000,1,3
,152,-88.231689,41.747845,151,12,2680.000000,1,3
,153,-88.060211,41.794662,152,8,4725.540000,1,3
,154,-88.116180,41.794662,153,8,5796.530000,1,3
,155,-88.059021,41.752346,154,9,4665.290000,1,3
,156,-88.114990,41.749641,155,8,4613.170000,1,3
,157,-87.947090,41.796463,156,9,6319.320000,1,3
,158,-88.003052,41.796463,157,9,6692.780000,1,3
,159,-87.944710,41.755947,158,9,4918.310000,1,3
,160,-88.001862,41.754147,159,9,5369.490000,1,3
,161,-87.974480,41.710930,160,9,1833.560000,1,3
,162,-88.521049,42.113392,161,10,677.510000,1,3
,163,-88.406731,42.113392,162,10,421.970000,1,3
,164,-88.263840,42.134102,163,10,2657.970000,1,3
,165,-88.320999,42.135899,164,10,466.680000,1,3
,166,-88.262650,42.091782,165,10,2737.910000,1,3
,167,-88.322189,42.090881,166,10,1213.320000,1,3
,168,-88.540100,42.028755,167,11,268.160000,1,3
,169,-88.429359,42.028755,168,11,564.300000,1,3
,170,-88.288841,42.048565,169,10,6450.360000,1,3
,171,-88.344810,42.046764,170,10,1136.300000,1,3
,172,-88.290031,42.009850,171,11,3380.570000,1,3
,173,-88.344810,42.009850,172,11,616.830000,1,3
,174,-88.538910,41.943222,173,11,336.870000,1,3
,175,-88.429359,41.945023,174,11,1274.580000,1,3
,176,-88.286461,41.964832,175,12,824.230000,1,3
,177,-88.344810,41.965733,176,11,426.460000,1,3
,178,-88.288841,41.922516,177,12,2902.170000,1,3
,179,-88.343620,41.919811,178,11,1930.780000,1,3
,180,-88.540100,41.855888,179,11,302.330000,1,3
,181,-88.428169,41.858589,180,11,661.090000,1,3
,182,-88.288841,41.878395,181,12,2486.920000,1,3
,183,-88.343620,41.876595,182,12,1245.910000,1,3
,184,-88.287651,41.835178,183,12,1529.860000,1,3
,185,-88.346001,41.834278,184,12,982.020000,1,3
,186,-88.540100,41.769451,185,11,473.030000,1,3
,187,-88.426979,41.772152,186,12,958.180000,1,3
,188,-88.287651,41.791061,187,12,3311.440000,1,3
,189,-88.342430,41.790161,188,12,4076.260000,1,3
,190,-88.287651,41.747845,189,12,5617.950000,1,3
,191,-88.342430,41.745144,190,12,4678.380000,1,3
,192,-88.160240,42.460930,191,13,1323.920000,1,3
,193,-88.036400,42.478939,192,13,154.630000,1,3
,194,-88.095940,42.477139,193,13,1409.440000,1,3
,195,-88.035210,42.439323,194,13,930.280000,1,3
,196,-88.091171,42.438423,195,13,758.990000,1,3
,197,-87.947090,42.460030,196,13,743.610000,1,3
,198,-87.844681,42.478039,197,13,2650.550000,1,3
,199,-87.845871,42.438423,198,13,3318.050000,1,3
,200,-88.156670,42.375397,199,13,2814.620000,1,3
,201,-88.034012,42.394302,200,13,1161.680000,1,3
,202,-88.093552,42.394302,201,13,1768.380000,1,3
,203,-88.034012,42.352886,202,13,1622.750000,1,3
,204,-88.093552,42.351986,203,13,2112.700000,1,3
,205,-87.916130,42.392506,204,13,2206.430000,1,3
,206,-87.975662,42.394302,205,13,718.900000,1,3
,207,-87.918510,42.351986,206,13,2135.170000,1,3
,208,-87.978050,42.352886,207,13,1538.680000,1,3
,209,-87.844681,42.395206,208,13,5123.930000,1,3
,210,-87.854202,42.352886,209,13,7772.040000,1,3
,211,-88.159050,42.288059,210,13,2279.550000,1,3
,212,-88.035210,42.308769,211,13,510.000000,1,3
,213,-88.092361,42.308769,212,13,126.940000,1,3
,214,-88.035210,42.262852,213,13,1478.300000,1,3
,215,-88.092361,42.265553,214,13,207.260000,1,3
,216,-87.919701,42.307869,215,13,1386.900000,1,3
,217,-87.976860,42.306969,216,13,1823.160000,1,3
,218,-87.918510,42.267353,217,13,1429.350000,1,3
,219,-87.978050,42.264652,218,13,4565.250000,1,3
,220,-87.861351,42.307869,219,13,4967.200000,1,3
,221,-87.854202,42.262852,220,4,2690.500000,1,3
,222,-88.159050,42.201626,221,13,3139.030000,1,3
,223,-88.036400,42.221436,222,13,878.160000,1,3
,224,-88.092361,42.222336,223,13,1495.770000,1,3
,225,-88.034012,42.179115,224,3,1099.600000,1,3
,226,-88.092361,42.176414,225,13,2222.880000,1,3
,227,-87.917320,42.221436,226,3,1072.800000,1,3
,228,-87.976860,42.222336,227,13,2340.060000,1,3
,229,-87.918510,42.180016,228,3,2496.790000,1,3
,230,-87.976860,42.180016,229,3,3162.180000,1,3
,231,-87.847061,42.219631,230,4,3483.870000,1,3
,232,-87.804192,42.180016,231,4,4362.720000,1,3
,233,-87.861351,42.177315,232,3,4402.430000,1,3
,234,-88.637749,42.460030,233,22,1110.130000,1,3
,235,-88.522240,42.459129,234,23,245.550000,1,3
,236,-88.409119,42.457329,235,23,384.100000,1,3
,237,-88.292419,42.458229,236,23,862.730000,1,3
,238,-88.216209,42.460930,237,13,306.720000,1,3
,239,-88.637749,42.375397,238,22,567.710000,1,3
,240,-88.523430,42.375397,239,23,346.270000,1,3
,241,-88.409119,42.375397,240,23,1273.710000,1,3
,242,-88.263840,42.393402,241,13,373.690000,1,3
,243,-88.320999,42.394302,242,13,641.080000,1,3
,244,-88.263840,42.352886,243,13,2186.640000,1,3
,245,-88.320999,42.351986,244,13,956.770000,1,3
,246,-88.216209,42.375397,245,13,1245.020000,1,3
,247,-88.636559,42.289864,246,22,1202.770000,1,3
,248,-88.523430,42.288960,247,10,382.760000,1,3
,249,-88.407921,42.288059,248,10,2840.420000,1,3
,250,-88.263840,42.308769,249,13,646.950000,1,3
,251,-88.323380,42.306969,250,13,287.510000,1,3
,252,-88.262650,42.265553,251,13,675.670000,1,3
,253,-88.322189,42.261951,252,13,1498.140000,1,3
,254,-88.216209,42.289864,253,13,964.460000,1,3
,255,-88.637749,42.203426,254,10,307.820000,1,3
,256,-88.522240,42.203426,255,10,505.810000,1,3
,257,-88.407921,42.203426,256,10,1592.170000,1,3
,258,-88.265030,42.221436,257,13,1832.270000,1,3
,259,-88.320999,42.220535,258,10,3528.840000,1,3
,260,-88.263840,42.176414,259,13,1621.090000,1,3
,261,-88.322189,42.176414,260,10,1342.280000,1,3
,262,-88.216209,42.201626,261,13,1457.350000,1,3
,263,-88.173340,41.705524,262,8,969.560000,1,3
,264,-88.230499,41.705524,263,12,345.940000,1,3
,265,-88.173340,41.661407,264,14,128.450000,1,3
,266,-88.229301,41.661407,265,14,137.500000,1,3
,267,-88.056641,41.709126,266,14,3368.160000,1,3
,268,-88.116180,41.706425,267,14,2036.550000,1,3
,269,-88.055450,41.664108,268,14,1437.540000,1,3
,270,-88.112610,41.663208,269,14,1068.650000,1,3
,271,-88.170959,41.618191,270,14,475.610000,1,3
,272,-88.226921,41.615490,271,14,610.680000,1,3
,273,-88.170959,41.574074,272,14,1541.940000,1,3
,274,-88.224541,41.574074,273,14,199.450000,1,3
,275,-88.053070,41.620892,274,14,1389.010000,1,3
,276,-88.111420,41.619991,275,14,554.330000,1,3
,277,-88.053070,41.577675,276,15,1518.020000,1,3
,278,-88.110229,41.575874,277,14,1179.360000,1,3
,279,-87.939941,41.624493,278,15,1400.820000,1,3
,280,-87.995911,41.623592,279,14,685.520000,1,3
,281,-87.938751,41.579475,280,15,363.380000,1,3
,282,-87.995911,41.577675,281,15,201.520000,1,3
,283,-88.166191,41.530853,282,14,2195.150000,1,3
,284,-88.223351,41.529053,283,18,476.860000,1,3
,285,-88.165001,41.488537,284,15,700.630000,1,3
,286,-88.223351,41.486736,285,18,307.420000,1,3
,287,-88.051880,41.534454,286,15,4086.630000,1,3
,288,-88.109032,41.530853,287,15,7140.630000,1,3
,289,-88.049492,41.489437,288,15,1157.820000,1,3
,290,-88.106651,41.489437,289,15,920.230000,1,3
,291,-87.937561,41.537155,290,15,839.300000,1,3
,292,-87.992340,41.535355,291,15,742.450000,1,3
,293,-87.935181,41.493038,292,16,648.400000,1,3
,294,-87.992340,41.492138,293,15,712.220000,1,3
,295,-87.820862,41.538055,294,17,866.930000,1,3
,296,-87.878021,41.538055,295,17,1303.120000,1,3
,297,-87.817291,41.494839,296,17,950.750000,1,3
,298,-87.878021,41.494839,297,17,518.720000,1,3
,299,-88.190010,41.424610,298,15,977.630000,1,3
,300,-88.076881,41.428211,299,16,414.890000,1,3
,301,-87.958992,41.429111,300,16,538.300000,1,3
,302,-87.842300,41.430012,301,17,247.720000,1,3
,303,-87.727982,41.431812,302,17,1697.020000,1,3
,304,-87.587471,41.451622,303,7,668.890000,1,3
,305,-87.643433,41.452522,304,7,1447.060000,1,3
,306,-87.586273,41.410206,305,19,214.330000,1,3
,307,-87.644623,41.410206,306,19,344.380000,1,3
,308,-87.541023,41.433617,307,7,337.500000,1,3
,309,-88.186440,41.338177,308,16,1030.330000,1,3
,310,-88.073311,41.340878,309,16,102.740000,1,3
,311,-87.956612,41.343578,310,16,106.590000,1,3
,312,-87.841110,41.346279,311,17,539.840000,1,3
,313,-87.724411,41.347179,312,19,225.930000,1,3
,314,-87.612473,41.347179,313,19,517.570000,1,3
,315,-87.541023,41.348980,314,19,86.410000,1,3
,316,-88.184052,41.250839,315,16,853.360000,1,3
,317,-88.068550,41.253544,316,16,185.840000,1,3
,318,-88.540100,41.677612,317,18,1279.780000,1,3
,319,-88.430550,41.685719,318,18,1043.380000,1,3
,320,-88.313850,41.681217,319,18,3307.710000,1,3
,321,-88.537720,41.588478,320,18,395.330000,1,3
,322,-88.424599,41.594780,321,18,618.060000,1,3
,323,-88.307899,41.592079,322,18,151.940000,1,3
,324,-88.535339,41.502045,323,18,218.480000,1,3
,325,-88.421021,41.502941,324,18,105.340000,1,3
,326,-88.305519,41.505646,325,18,124.250000,1,3
,327,-88.532959,41.415607,326,24,62.270000,1,3
,328,-88.419830,41.415607,327,18,685.690000,1,3
,329,-88.306709,41.421909,328,18,713.130000,1,3
,330,-88.525810,41.329170,329,24,344.610000,1,3
,331,-88.412689,41.323769,330,18,1859.680000,1,3
,332,-88.301941,41.337276,331,18,981.640000,1,3
,333,-88.527000,41.238235,332,24,82.960000,1,3
,334,-88.412689,41.239136,333,24,180.730000,1,3
,335,-88.298370,41.245438,334,18,641.350000,1,3
,336,-88.527000,41.150902,335,24,60.360000,1,3
,337,-88.413879,41.152702,336,24,73.730000,1,3
,338,-88.295990,41.155403,337,25,367.320000,1,3
,339,-87.953041,41.251740,338,16,109.250000,1,3
,340,-87.831581,41.251740,339,19,613.450000,1,3
,341,-87.719643,41.251740,340,19,90.900000,1,3
,342,-87.591042,41.256245,341,19,295.510000,1,3
,343,-88.180481,41.158104,342,25,138.540000,1,3
,344,-88.066170,41.159904,343,25,147.270000,1,3
,345,-87.953041,41.124790,344,25,572.980000,1,3
,346,-87.867302,41.172508,345,20,4093.010000,1,3
,347,-87.717262,41.166206,346,20,357.640000,1,3
,348,-87.588661,41.170708,347,20,417.050000,1,3
,349,-88.190010,41.052761,348,25,157.970000,1,3
,350,-88.067360,41.058163,349,25,233.740000,1,3
,351,-87.863731,41.109482,350,20,3872.220000,1,3
,352,-87.781570,41.087875,351,20,693.310000,1,3
,353,-87.918510,41.040154,352,25,312.770000,1,3
,354,-87.711311,41.043755,353,20,258.180000,1,3
,355,-87.586273,41.066265,354,20,270.670000,1,3
,356,-87.480301,41.611889,355,7,22604.660000,1,3
,357,-87.362411,41.592079,356,7,16451.990000,1,3
,358,-87.265953,41.555164,357,21,4856.100000,1,3
,359,-87.467201,41.480434,358,7,6264.360000,1,3
,360,-87.315971,41.479534,359,21,5367.010000,1,3
,361,-87.475533,41.396702,360,21,976.830000,1,3
,362,-87.365982,41.399403,361,21,3204.620000,1,3
,363,-87.252861,41.399403,362,21,577.520000,1,3
,364,-87.469582,41.265247,363,21,535.580000,1,3
,365,-87.377892,41.267948,364,21,1178.180000,1,3
,366,-87.275482,41.303062,365,21,191.460000,1,3
,367,-88.677040,41.896404,366,11,4767.060000,1,3
,368,-88.772308,42.323174,367,22,1889.300000,1,3
,369,-88.705620,42.544666,368,22,345.330000,1,3
,370,-88.591309,42.544666,369,22,662.380000,1,3
,371,-88.478180,42.544666,370,23,623.730000,1,3
,372,-88.359100,42.543766,371,23,677.190000,1,3
,373,-88.242401,42.543766,372,23,1388.460000,1,3
,374,-88.130470,42.543766,373,13,1630.190000,1,3
,375,-88.013771,42.544666,374,13,1063.280000,1,3
,376,-87.887550,42.544666,375,13,13357.890000,1,3
,377,-87.956612,42.688725,376,13,1689.000000,1,3
,378,-88.286461,42.665314,377,23,189.000000,1,3
,379,-88.879478,42.242142,378,22,1280.000000,1,3
,380,-88.769928,41.895504,379,11,484.000000,1,3
,381,-88.691330,41.356182,380,24,1903.000000,1,3
,382,-88.748489,41.109482,381,24,1555.000000,1,3
,383,-88.530579,41.050060,382,24,724.000000,1,3
,384,-87.920891,40.957321,383,25,0.000000,1,3
,385,-87.277863,41.146397,384,21,157.000000,1,3
,386,-87.142113,41.482235,385,21,22.000000,1,3
,387,-87.201653,41.590279,386,21,5917.000000,1,3
