name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length_ml,length,lanes,capacity,original_capacity,free_speed,link_type,cost,VDF_fftt1,VDF_alpha1,VDF_beta1
,63,63,609,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,64,64,610,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,65,65,611,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,66,66,612,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,67,67,613,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,68,68,614,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,69,69,615,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,70,70,616,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,71,71,617,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,72,72,618,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,73,73,619,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,74,74,620,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,75,75,621,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,76,76,622,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,77,77,623,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,78,78,624,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,79,79,625,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,80,80,626,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,81,81,627,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,82,82,628,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,83,83,629,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,84,84,630,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,85,85,631,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,86,86,632,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,87,87,633,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,88,88,634,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,89,89,635,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,90,90,636,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,91,91,637,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,92,92,638,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,93,93,639,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,94,94,640,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,95,95,641,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,96,96,642,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,97,97,643,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,98,98,644,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,99,99,645,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,100,100,646,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,101,101,647,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,102,102,648,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,103,103,649,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,104,104,650,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,105,105,651,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,106,106,652,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,107,107,653,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,108,108,654,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,109,109,655,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,110,110,656,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,111,111,657,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,112,112,658,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,113,113,659,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,114,114,660,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,115,115,661,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,116,116,662,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,117,117,663,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,118,118,664,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,119,119,665,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,120,120,666,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,121,121,667,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,122,122,668,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,123,123,669,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,124,124,670,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,125,125,671,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,126,126,672,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,127,127,673,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,128,128,674,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,129,129,675,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,130,130,676,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,131,131,677,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,132,132,678,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,133,133,679,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,134,134,680,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,135,135,681,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,136,136,682,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,137,137,683,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,138,138,684,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,139,139,685,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,140,140,686,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,141,141,687,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,142,142,688,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,143,143,689,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,144,144,690,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,145,145,691,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,146,146,692,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,147,147,693,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,148,148,694,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,149,149,695,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,150,150,696,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,151,151,697,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,152,152,698,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,153,153,699,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,154,154,700,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,155,155,701,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,156,156,702,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,157,157,703,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,158,158,704,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,159,159,705,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,160,160,706,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,161,161,707,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,162,162,708,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,163,163,709,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,164,164,710,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,165,165,711,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,166,166,712,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,167,167,713,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,168,168,714,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,169,169,715,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,170,170,716,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,171,171,717,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,172,172,718,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,173,173,719,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,174,174,720,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,175,175,721,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,176,176,722,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,177,177,723,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,178,178,724,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,179,179,725,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,180,180,726,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,181,181,727,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,182,182,728,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,183,183,729,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,184,184,730,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,185,185,731,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,186,186,732,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,187,187,733,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,188,188,734,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,189,189,735,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,190,190,736,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,191,191,737,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,192,192,738,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,193,193,739,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,194,194,740,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,195,195,741,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,196,196,742,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,197,197,743,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,198,198,744,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,199,199,745,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,200,200,746,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,201,201,747,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,202,202,748,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,203,203,749,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,204,204,750,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,205,205,751,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,206,206,752,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,207,207,753,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,208,208,754,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,209,209,755,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,210,210,756,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,211,211,757,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,212,212,758,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,213,213,759,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,214,214,760,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,215,215,761,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,216,216,762,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,217,217,763,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,218,218,764,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,219,219,765,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,220,220,766,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,221,221,767,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,222,222,768,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,223,223,769,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,224,224,770,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,225,225,771,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,226,226,772,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,227,227,773,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,228,228,774,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,229,229,775,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,230,230,776,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,231,231,777,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,232,232,778,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,233,233,779,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,234,234,780,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,235,235,781,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,236,236,782,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,237,237,783,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,238,238,784,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,239,239,785,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,240,240,786,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,241,241,787,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,242,242,788,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,243,243,789,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,244,244,790,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,245,245,791,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,246,246,792,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,247,247,793,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,248,248,794,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,249,249,795,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,250,250,796,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,251,251,797,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,252,252,798,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,253,253,799,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,254,254,800,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,255,255,801,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
,256,256,802,Highway,1,0.86267,1388.03603,19,2605.263158,49500,96.54,1,0,0.86267,0.15,4
