name,node_id,zone_id,node_type,control_type,x_coord,y_coord,geometry,production,attraction
,69,69,,,629370,1979019,,1,1
,70,70,,,677655,1991673,,1,1
,71,71,,,660672,1992339,,1,1
,72,72,,,676989,1981350,,1,1
,73,73,,,661005,1981350,,1,1
,74,74,,,687978,1992006,,1,1
,75,75,,,687978,1984347,,1,1
,76,76,,,635697,1963035,,1,1
,77,77,,,629037,1946718,,1,1
,78,78,,,645021,1945053,,1,1
,79,79,,,650016,1958706,,1,1
,80,80,,,646020,1930401,,1,1
,81,81,,,629370,1930068,,1,1
,82,82,,,646020,1914750,,1,1
,83,83,,,630369,1913751,,1,1
,84,84,,,657342,1930734,,1,1
,85,85,,,663003,1914750,,1,1
,86,86,,,647019,1898433,,1,1
,87,87,,,631035,1897767,,1,1
,88,88,,,647019,1882116,,1,1
,89,89,,,631035,1881450,,1,1
,90,90,,,662337,1902762,,1,1
,91,91,,,663003,1882116,,1,1
,92,92,,,608058,1847151,,1,1
,93,93,,,647685,1866132,,1,1
,94,94,,,631701,1865466,,1,1
,95,95,,,648018,1849482,,1,1
,96,96,,,632367,1849482,,1,1
,97,97,,,679320,1869129,,1,1
,98,98,,,663669,1866465,,1,1
,99,99,,,680652,1847151,,1,1
,100,100,,,664002,1850148,,1,1
,101,101,,,694305,1846152,,1,1
,102,102,,,648351,1833165,,1,1
,103,103,,,633033,1832832,,1,1
,104,104,,,649350,1817181,,1,1
,105,105,,,632700,1816848,,1,1
,106,106,,,681318,1834164,,1,1
,107,107,,,664668,1834164,,1,1
,108,108,,,681651,1817847,,1,1
,109,109,,,665334,1817181,,1,1
,110,110,,,714285,1834164,,1,1
,111,111,,,697968,1834830,,1,1
,112,112,,,714618,1817514,,1,1
,113,113,,,698301,1817514,,1,1
,114,114,,,726939,1834164,,1,1
,115,115,,,727272,1817847,,1,1
,116,116,,,681984,1801197,,1,1
,117,117,,,666333,1801197,,1,1
,118,118,,,682650,1784880,,1,1
,119,119,,,666666,1784880,,1,1
,120,120,,,714618,1801197,,1,1
,121,121,,,698301,1801197,,1,1
,122,122,,,714951,1785213,,1,1
,123,123,,,698634,1785213,,1,1
,124,124,,,727605,1794537,,1,1
,125,125,,,550782,1960371,,1,1
,126,126,,,535131,1959372,,1,1
,127,127,,,551448,1944054,,1,1
,128,128,,,534798,1943055,,1,1
,129,129,,,582084,1960704,,1,1
,130,130,,,567099,1960038,,1,1
,131,131,,,582750,1945386,,1,1
,132,132,,,567099,1944387,,1,1
,133,133,,,610056,1961703,,1,1
,134,134,,,598068,1961703,,1,1
,135,135,,,613386,1945386,,1,1
,136,136,,,597402,1945053,,1,1
,137,137,,,550782,1927071,,1,1
,138,138,,,534798,1927071,,1,1
,139,139,,,550449,1911753,,1,1
,140,140,,,535131,1911087,,1,1
,141,141,,,582417,1928736,,1,1
,142,142,,,567099,1928070,,1,1
,143,143,,,582417,1912752,,1,1
,144,144,,,567099,1911753,,1,1
,145,145,,,613386,1929735,,1,1
,146,146,,,598401,1928736,,1,1
,147,147,,,614385,1913085,,1,1
,148,148,,,598068,1912752,,1,1
,149,149,,,550782,1895103,,1,1
,150,150,,,534465,1895103,,1,1
,151,151,,,551115,1879119,,1,1
,152,152,,,534798,1878453,,1,1
,153,153,,,582750,1895769,,1,1
,154,154,,,567099,1895769,,1,1
,155,155,,,583083,1880118,,1,1
,156,156,,,567432,1879119,,1,1
,157,157,,,614385,1896435,,1,1
,158,158,,,598734,1896435,,1,1
,159,159,,,615051,1881450,,1,1
,160,160,,,599067,1880784,,1,1
,161,161,,,606726,1864800,,1,1
,162,162,,,453879,2013651,,1,1
,163,163,,,485847,2013651,,1,1
,164,164,,,525807,2021310,,1,1
,165,165,,,509823,2021976,,1,1
,166,166,,,526140,2005659,,1,1
,167,167,,,509490,2005326,,1,1
,168,168,,,448551,1982349,,1,1
,169,169,,,479520,1982349,,1,1
,170,170,,,518814,1989675,,1,1
,171,171,,,503163,1989009,,1,1
,172,172,,,518481,1975356,,1,1
,173,173,,,503163,1975356,,1,1
,174,174,,,448884,1950714,,1,1
,175,175,,,479520,1951380,,1,1
,176,176,,,519480,1958706,,1,1
,177,177,,,503163,1959039,,1,1
,178,178,,,518814,1943055,,1,1
,179,179,,,503496,1942056,,1,1
,180,180,,,448551,1918413,,1,1
,181,181,,,479853,1919412,,1,1
,182,182,,,518814,1926738,,1,1
,183,183,,,503496,1926072,,1,1
,184,184,,,519147,1910754,,1,1
,185,185,,,502830,1910421,,1,1
,186,186,,,448551,1886445,,1,1
,187,187,,,480186,1887444,,1,1
,188,188,,,519147,1894437,,1,1
,189,189,,,503829,1894104,,1,1
,190,190,,,519147,1878453,,1,1
,191,191,,,503829,1877454,,1,1
,192,192,,,554778,2142189,,1,1
,193,193,,,589410,2148849,,1,1
,194,194,,,572760,2148183,,1,1
,195,195,,,589743,2134197,,1,1
,196,196,,,574092,2133864,,1,1
,197,197,,,614385,2141856,,1,1
,198,198,,,643023,2148516,,1,1
,199,199,,,642690,2133864,,1,1
,200,200,,,555777,2110554,,1,1
,201,201,,,590076,2117547,,1,1
,202,202,,,573426,2117547,,1,1
,203,203,,,590076,2102229,,1,1
,204,204,,,573426,2101896,,1,1
,205,205,,,623043,2116881,,1,1
,206,206,,,606393,2117547,,1,1
,207,207,,,622377,2101896,,,
,208,208,,,605727,2102229,,,
,209,209,,,643023,2117880,,,
,210,210,,,640359,2102229,,,
,211,211,,,555111,2078253,,,
,212,212,,,589743,2085912,,,
,213,213,,,573759,2085912,,,
,214,214,,,589743,2068929,,,
,215,215,,,573759,2069928,,,
,216,216,,,622044,2085579,,,
,217,217,,,606060,2085246,,,
,218,218,,,622377,2070594,,,
,219,219,,,605727,2069595,,,
,220,220,,,638361,2085579,,,
,221,221,,,640359,2068929,,,
,222,222,,,555111,2046285,,,
,223,223,,,589410,2053611,,,
,224,224,,,573759,2053944,,,
,225,225,,,590076,2037960,,,
,226,226,,,573759,2036961,,,
,227,227,,,622710,2053611,,,
,228,228,,,606060,2053944,,,
,229,229,,,622377,2038293,,,
,230,230,,,606060,2038293,,,
,231,231,,,642357,2052945,,,
,232,232,,,654345,2038293,,,
,233,233,,,638361,2037294,,,
,234,234,,,421245,2141856,,,
,235,235,,,453546,2141523,,,
,236,236,,,485181,2140857,,,
,237,237,,,517815,2141190,,,
,238,238,,,539127,2142189,,,
,239,239,,,421245,2110554,,,
,240,240,,,453213,2110554,,,
,241,241,,,485181,2110554,,,
,242,242,,,525807,2117214,,,
,243,243,,,509823,2117547,,,
,244,244,,,525807,2102229,,,
,245,245,,,509823,2101896,,,
,246,246,,,539127,2110554,,,
,247,247,,,421578,2078919,,,
,248,248,,,453213,2078586,,,
,249,249,,,485514,2078253,,,
,250,250,,,525807,2085912,,,
,251,251,,,509157,2085246,,,
,252,252,,,526140,2069928,,,
,253,253,,,509490,2068596,,,
,254,254,,,539127,2078919,,,
,255,255,,,421245,2046951,,,
,256,256,,,453546,2046951,,,
,257,257,,,485514,2046951,,,
,258,258,,,525474,2053611,,,
,259,259,,,509823,2053278,,,
,260,260,,,525807,2036961,,,
,261,261,,,509490,2036961,,,
,262,262,,,539127,2046285,,,
,263,263,,,551115,1862802,,,
,264,264,,,535131,1862802,,,
,265,265,,,551115,1846485,,,
,266,266,,,535464,1846485,,,
,267,267,,,583749,1864134,,,
,268,268,,,567099,1863135,,,
,269,269,,,584082,1847484,,,
,270,270,,,568098,1847151,,,
,271,271,,,551781,1830501,,,
,272,272,,,536130,1829502,,,
,273,273,,,551781,1814184,,,
,274,274,,,536796,1814184,,,
,275,275,,,584748,1831500,,,
,276,276,,,568431,1831167,,,
,277,277,,,584748,1815516,,,
,278,278,,,568764,1814850,,,
,279,279,,,616383,1832832,,,
,280,280,,,600732,1832499,,,
,281,281,,,616716,1816182,,,
,282,282,,,600732,1815516,,,
,283,283,,,553113,1798200,,,
,284,284,,,537129,1797534,,,
,285,285,,,553446,1782549,,,
,286,286,,,537129,1781883,,,
,287,287,,,585081,1799532,,,
,288,288,,,569097,1798200,,,
,289,289,,,585747,1782882,,,
,290,290,,,569763,1782882,,,
,291,291,,,617049,1800531,,,
,292,292,,,601731,1799865,,,
,293,293,,,617715,1784214,,,
,294,294,,,601731,1783881,,,
,295,295,,,649683,1800864,,,
,296,296,,,633699,1800864,,,
,297,297,,,650682,1784880,,,
,298,298,,,633699,1784880,,,
,299,299,,,546453,1758906,,,
,300,300,,,578088,1760238,,,
,301,301,,,611055,1760571,,,
,302,302,,,643689,1760904,,,
,303,303,,,675657,1761570,,,
,304,304,,,714951,1768896,,,
,305,305,,,699300,1769229,,,
,306,306,,,715284,1753578,,,
,307,307,,,698967,1753578,,,
,308,308,,,727938,1762236,,,
,309,309,,,547452,1726938,,,
,310,310,,,579087,1727937,,,
,311,311,,,611721,1728936,,,
,312,312,,,644022,1729935,,,
,313,313,,,676656,1730268,,,
,314,314,,,707958,1730268,,,
,315,315,,,727938,1730934,,,
,316,316,,,548118,1694637,,,
,317,317,,,580419,1695636,,,
,318,318,,,448551,1852479,,,
,319,319,,,479187,1855476,,,
,320,320,,,511821,1853811,,,
,321,321,,,449217,1819512,,,
,322,322,,,480852,1821843,,,
,323,323,,,513486,1820844,,,
,324,324,,,449883,1787544,,,
,325,325,,,481851,1787877,,,
,326,326,,,514152,1788876,,,
,327,327,,,450549,1755576,,,
,328,328,,,482184,1755576,,,
,329,329,,,513819,1757907,,,
,330,330,,,452547,1723608,,,
,331,331,,,484182,1721610,,,
,332,332,,,515151,1726605,,,
,333,333,,,452214,1689975,,,
,334,334,,,484182,1690308,,,
,335,335,,,516150,1692639,,,
,336,336,,,452214,1657674,,,
,337,337,,,483849,1658340,,,
,338,338,,,516816,1659339,,,
,339,339,,,612720,1694970,,,
,340,340,,,646686,1694970,,,
,341,341,,,677988,1694970,,,
,342,342,,,713952,1696635,,,
,343,343,,,549117,1660338,,,
,344,344,,,581085,1661004,,,
,345,345,,,612720,1648017,,,
,346,346,,,636696,1665666,,,
,347,347,,,678654,1663335,,,
,348,348,,,714618,1665000,,,
,349,349,,,546453,1621377,,,
,350,350,,,580752,1623375,,,
,351,351,,,637695,1642356,,,
,352,352,,,660672,1634364,,,
,353,353,,,622377,1616715,,,
,354,354,,,680319,1618047,,,
,355,355,,,715284,1626372,,,
,356,356,,,744921,1828170,,,
,357,357,,,777888,1820844,,,
,358,358,,,804861,1807191,,,
,359,359,,,748584,1779552,,,
,360,360,,,790875,1779219,,,
,361,361,,,746253,1748583,,,
,362,362,,,776889,1749582,,,
,363,363,,,808524,1749582,,,
,364,364,,,747918,1699965,,,
,365,365,,,773559,1700964,,,
,366,366,,,802197,1713951,,,
,367,367,,,410256,1933398,,,
,368,368,,,383616,2091240,,,
,369,369,,,402264,2173158,,,
,370,370,,,434232,2173158,,,
,371,371,,,465867,2173158,,,
,372,372,,,499167,2172825,,,
,373,373,,,531801,2172825,,,
,374,374,,,563103,2172825,,,
,375,375,,,595737,2173158,,,
,376,376,,,631035,2173158,,,
,377,377,,,611721,2226438,,,
,378,378,,,519480,2217780,,,
,379,379,,,353646,2061270,,,
,380,380,,,384282,1933065,,,
,381,381,,,406260,1733598,,,
,382,382,,,390276,1642356,,,
,383,383,,,451215,1620378,,,
,384,384,,,621711,1586079,,,
,385,385,,,801531,1656009,,,
,386,386,,,839493,1780218,,,
,387,387,,,822843,1820178,,,
,388,,,,453879,2026305,,,
,389,,,,394605,2078253,,,
,390,,,,393606,2052612,,,
,391,,,,485181,2011320,,,
,392,,,,507825,2000997,,,
,393,,,,521811,1996335,,,
,394,,,,538794,1996002,,,
,395,,,,551115,1996335,,,
,396,,,,569430,1995669,,,
,397,,,,580086,1995336,,,
,398,,,,591741,1993005,,,
,399,,,,594738,1991340,,,
,400,,,,591075,2003661,,,
,401,,,,597735,2021310,,,
,402,,,,594072,2028636,,,
,403,,,,591741,1977687,,,
,404,,,,593406,1961370,,,
,405,,,,593739,1956375,,,
,406,,,,589077,1945386,,,
,407,,,,588744,1928736,,,
,408,,,,590409,1912752,,,
,409,,,,586413,1903095,,,
,410,,,,567099,1900098,,,
,411,,,,550782,1899432,,,
,412,,,,534798,1898100,,,
,413,,,,519147,1897101,,,
,414,,,,503829,1896435,,,
,415,,,,480186,1899765,,,
,416,,,,448551,1911087,,,
,417,,,,419580,1920744,,,
,418,,,,611388,2173158,,,
,419,,,,609057,2143188,,,
,420,,,,613053,2117214,,,
,421,,,,618381,2101896,,,
,422,,,,625374,2085579,,,
,423,,,,624708,2070261,,,
,424,,,,627705,2053611,,,
,425,,,,632700,2037627,,,
,426,,,,633699,2029302,,,
,427,,,,638361,2026971,,,
,428,,,,656010,2025639,,,
,429,,,,654345,2028969,,,
,430,,,,653013,2031966,,,
,431,,,,658341,2020977,,,
,432,,,,665667,2004993,,,
,433,,,,666000,1992006,,,
,434,,,,663336,1981350,,,
,435,,,,668331,1968030,,,
,436,,,,669663,1958373,,,
,437,,,,656343,1965366,,,
,438,,,,635697,1967364,,,
,439,,,,635697,1979352,,,
,440,,,,635697,1992006,,,
,441,,,,635364,2005326,,,
,442,,,,634032,1621377,,,
,443,,,,643356,1640691,,,
,444,,,,641358,1665333,,,
,445,,,,641691,1694970,,,
,446,,,,654345,1729935,,,
,447,,,,667665,1761570,,,
,448,,,,671328,1784880,,,
,449,,,,671328,1801197,,,
,450,,,,671328,1811187,,,
,451,,,,674658,1817514,,,
,452,,,,681318,1826172,,,
,453,,,,649683,1806525,,,
,454,,,,601731,1792872,,,
,455,,,,585414,1791540,,,
,456,,,,569430,1791207,,,
,457,,,,553113,1785213,,,
,458,,,,545454,1781217,,,
,459,,,,538461,1778553,,,
,460,,,,513819,1766232,,,
,461,,,,482850,1745919,,,
,462,,,,451548,1741257,,,
,463,,,,484515,1644687,,,
,464,,,,502164,1659006,,,
,465,,,,527472,1693305,,,
,466,,,,547452,1719279,,,
,467,,,,546786,1750581,,,
,468,,,,548118,1797867,,,
,469,,,,553113,1814517,,,
,470,,,,554778,1830501,,,
,471,,,,570096,1847151,,,
,472,,,,583749,1857807,,,
,473,,,,589410,1864134,,,
,474,,,,589743,1880451,,,
,475,,,,604062,1870461,,,
,476,,,,611388,1874457,,,
,477,,,,626706,1884780,,,
,478,,,,624375,1897101,,,
,479,,,,622044,1913418,,,
,480,,,,621045,1919745,,,
,481,,,,614052,1920744,,,
,482,,,,611388,1920744,,,
,483,,,,614385,1914750,,,
,484,,,,629703,1924407,,,
,485,,,,646020,1924740,,,
,486,,,,621711,1930068,,,
,487,,,,608391,1945386,,,
,488,,,,597735,1953045,,,
,489,,,,659340,1924740,,,
,490,,,,664668,1924407,,,
,491,,,,677655,1926072,,,
,492,,,,691974,1927404,,,
,493,,,,697302,1926405,,,
,494,,,,692640,1935729,,,
,495,,,,682650,1945719,,,
,496,,,,673659,1955043,,,
,497,,,,697968,1918746,,,
,498,,,,698967,1915749,,,
,499,,,,692640,1913085,,,
,500,,,,679320,1908090,,,
,501,,,,662670,1901097,,,
,502,,,,647019,1893438,,,
,503,,,,631035,1884780,,,
,504,,,,631035,1882782,,,
,505,,,,647352,1876122,,,
,506,,,,654345,1866132,,,
,507,,,,667998,1852146,,,
,508,,,,688644,1819512,,,
,509,,,,698301,1815849,,,
,510,,,,714618,1816182,,,
,511,,,,715950,1816182,,,
,512,,,,727272,1816182,,,
,513,,,,745920,1814517,,,
,514,,,,772560,1813185,,,
,515,,,,794538,1813851,,,
,516,,,,788877,1785546,,,
,517,,,,788544,1749582,,,
,518,,,,795537,1710954,,,
,519,,,,717282,1786878,,,
,520,,,,717948,1783215,,,
,521,,,,716283,1800531,,,
,522,,,,716616,1839492,,,
,523,,,,703629,1867797,,,
,524,,,,693306,1850148,,,
,525,,,,689643,1834497,,,
,526,,,,734265,1845819,,,
,527,,,,757908,1828503,,,
,528,,,,708624,1885113,,,
,529,,,,702963,1889442,,,
,530,,,,703629,1879119,,,
,531,,,,701631,1895436,,,
,532,,,,701631,1903095,,,
,533,,,,701964,1909755,,,
,534,,,,792873,1821843,,,
,535,,,,621378,1931400,,,
,536,,,,628038,1974024,,,
,537,,,,613386,1980684,,,
,538,,,,584082,1895769,,,
,539,,,,598068,1910754,,,
,540,,,,628038,1964367,,,
,541,,,,732267,1844487,,,
,542,,,,758241,1825173,,,
,543,,,,777888,1827837,,,
,544,,,,794538,1812186,,,
,545,,,,703296,1867797,,,
,546,,,,750249,1844487,,,
,547,,,,693639,1979352,,,
,548,,,,686979,1976355,,,
,549,,,,696636,1966698,,,
,550,,,,689643,1961703,,,
,551,,,,699966,1950048,,,
,552,,,,674658,1971360,,,
,553,,,,679653,1960371,,,
,554,,,,659007,1970361,,,
,555,,,,652680,1956042,,,
,556,,,,668997,1952379,,,
,557,,,,669663,1936728,,,
,558,,,,679653,1938726,,,
,559,,,,681318,1927737,,,
,560,,,,682983,1949049,,,
,561,,,,692307,1939392,,,
,562,,,,695637,1929069,,,
,563,,,,704295,1938726,,,
,564,,,,706293,1930734,,,
,565,,,,707625,1922742,,,
,566,,,,681984,1916082,,,
,567,,,,694971,1921077,,,
,568,,,,708624,1914417,,,
,569,,,,697302,1909755,,,
,570,,,,682983,1908090,,,
,571,,,,667332,1897101,,,
,572,,,,683982,1894437,,,
,573,,,,698301,1893105,,,
,574,,,,710955,1903428,,,
,575,,,,714285,1887777,,,
,576,,,,683649,1881450,,,
,577,,,,699633,1877121,,,
,578,,,,692973,1865133,,,
,579,,,,708957,1854477,,,
,580,,,,709290,1868463,,,
,581,,,,725940,1879452,,,
,582,,,,726939,1859472,,,
,583,,,,628704,1968363,,,
,584,,,,553779,2017314,,,
,585,,,,593406,2024640,,,
,586,,,,576756,2024640,,,
,587,,,,593406,2008656,,,
,588,,,,577089,2008656,,,
,589,,,,625707,2024307,,,
,590,,,,609390,2024640,,,
,591,,,,625707,2008656,,,
,592,,,,609057,2007990,,,
,593,,,,657675,2024640,,,
,594,,,,641691,2024640,,,
,595,,,,657342,2008656,,,
,596,,,,641691,2008656,,,
,597,,,,671328,2023641,,,
,598,,,,687312,2004660,,,
,599,,,,673659,2007990,,,
,600,,,,554778,1993671,,,
,601,,,,538128,1993005,,,
,602,,,,554778,1979352,,,
,603,,,,538128,1979352,,,
,604,,,,586080,1994670,,,
,605,,,,570429,1994004,,,
,606,,,,586080,1981017,,,
,607,,,,570429,1980351,,,
,608,,,,616716,1995003,,,
,609,,,,601398,1994670,,,
,610,,,,616716,1981350,,,
,611,,,,601731,1981017,,,
,612,,,,648018,1995336,,,
,613,,,,632367,1995336,,,
,614,,,,648018,1982682,,,
,615,,,,632700,1982349,,,
,616,,,,680985,1995003,,,
,617,,,,664002,1995669,,,
,618,,,,680319,1984680,,,
,619,,,,664335,1984680,,,
,620,,,,691308,1995336,,,
,621,,,,691308,1987677,,,
,622,,,,639027,1966365,,,
,623,,,,632367,1950048,,,
,624,,,,648351,1948383,,,
,625,,,,653346,1962036,,,
,626,,,,649350,1933731,,,
,627,,,,632700,1933398,,,
,628,,,,649350,1918080,,,
,629,,,,633699,1917081,,,
,630,,,,660672,1934064,,,
,631,,,,666333,1918080,,,
,632,,,,650349,1901763,,,
,633,,,,634365,1901097,,,
,634,,,,650349,1885446,,,
,635,,,,634365,1884780,,,
,636,,,,665667,1906092,,,
,637,,,,666333,1885446,,,
,638,,,,611388,1850481,,,
,639,,,,651015,1869462,,,
,640,,,,635031,1868796,,,
,641,,,,651348,1852812,,,
,642,,,,635697,1852812,,,
,643,,,,682650,1872459,,,
,644,,,,666999,1869795,,,
,645,,,,683982,1850481,,,
,646,,,,667332,1853478,,,
,647,,,,697635,1849482,,,
,648,,,,651681,1836495,,,
,649,,,,636363,1836162,,,
,650,,,,652680,1820511,,,
,651,,,,636030,1820178,,,
,652,,,,684648,1837494,,,
,653,,,,667998,1837494,,,
,654,,,,684981,1821177,,,
,655,,,,668664,1820511,,,
,656,,,,717615,1837494,,,
,657,,,,701298,1838160,,,
,658,,,,717948,1820844,,,
,659,,,,701631,1820844,,,
,660,,,,730269,1837494,,,
,661,,,,730602,1821177,,,
,662,,,,685314,1804527,,,
,663,,,,669663,1804527,,,
,664,,,,685980,1788210,,,
,665,,,,669996,1788210,,,
,666,,,,717948,1804527,,,
,667,,,,701631,1804527,,,
,668,,,,718281,1788543,,,
,669,,,,701964,1788543,,,
,670,,,,730935,1797867,,,
,671,,,,554112,1963701,,,
,672,,,,538461,1962702,,,
,673,,,,554778,1947384,,,
,674,,,,538128,1946385,,,
,675,,,,585414,1964034,,,
,676,,,,570429,1963368,,,
,677,,,,586080,1948716,,,
,678,,,,570429,1947717,,,
,679,,,,613386,1965033,,,
,680,,,,601398,1965033,,,
,681,,,,616716,1948716,,,
,682,,,,600732,1948383,,,
,683,,,,554112,1930401,,,
,684,,,,538128,1930401,,,
,685,,,,553779,1915083,,,
,686,,,,538461,1914417,,,
,687,,,,585747,1932066,,,
,688,,,,570429,1931400,,,
,689,,,,585747,1916082,,,
,690,,,,570429,1915083,,,
,691,,,,616716,1933065,,,
,692,,,,601731,1932066,,,
,693,,,,617715,1916415,,,
,694,,,,601398,1916082,,,
,695,,,,554112,1898433,,,
,696,,,,537795,1898433,,,
,697,,,,554445,1882449,,,
,698,,,,538128,1881783,,,
,699,,,,586080,1899099,,,
,700,,,,570429,1899099,,,
,701,,,,586413,1883448,,,
,702,,,,570762,1882449,,,
,703,,,,617715,1899765,,,
,704,,,,602064,1899765,,,
,705,,,,618381,1884780,,,
,706,,,,602397,1884114,,,
,707,,,,610056,1868130,,,
,708,,,,457209,2016981,,,
,709,,,,489177,2016981,,,
,710,,,,529137,2024640,,,
,711,,,,513153,2025306,,,
,712,,,,529470,2008989,,,
,713,,,,512820,2008656,,,
,714,,,,451881,1985679,,,
,715,,,,482850,1985679,,,
,716,,,,522144,1993005,,,
,717,,,,506493,1992339,,,
,718,,,,521811,1978686,,,
,719,,,,506493,1978686,,,
,720,,,,452214,1954044,,,
,721,,,,482850,1954710,,,
,722,,,,522810,1962036,,,
,723,,,,506493,1962369,,,
,724,,,,522144,1946385,,,
,725,,,,506826,1945386,,,
,726,,,,451881,1921743,,,
,727,,,,483183,1922742,,,
,728,,,,522144,1930068,,,
,729,,,,506826,1929402,,,
,730,,,,522477,1914084,,,
,731,,,,506160,1913751,,,
,732,,,,451881,1889775,,,
,733,,,,483516,1890774,,,
,734,,,,522477,1897767,,,
,735,,,,507159,1897434,,,
,736,,,,522477,1881783,,,
,737,,,,507159,1880784,,,
,738,,,,558108,2145519,,,
,739,,,,592740,2152179,,,
,740,,,,576090,2151513,,,
,741,,,,593073,2137527,,,
,742,,,,577422,2137194,,,
,743,,,,617715,2145186,,,
,744,,,,646353,2151846,,,
,745,,,,646020,2137194,,,
,746,,,,559107,2113884,,,
,747,,,,593406,2120877,,,
,748,,,,576756,2120877,,,
,749,,,,593406,2105559,,,
,750,,,,576756,2105226,,,
,751,,,,626373,2120211,,,
,752,,,,609723,2120877,,,
,753,,,,625707,2105226,,,
,754,,,,609057,2105559,,,
,755,,,,646353,2121210,,,
,756,,,,643689,2105559,,,
,757,,,,558441,2081583,,,
,758,,,,593073,2089242,,,
,759,,,,577089,2089242,,,
,760,,,,593073,2072259,,,
,761,,,,577089,2073258,,,
,762,,,,625374,2088909,,,
,763,,,,609390,2088576,,,
,764,,,,625707,2073924,,,
,765,,,,609057,2072925,,,
,766,,,,641691,2088909,,,
,767,,,,643689,2072259,,,
,768,,,,558441,2049615,,,
,769,,,,592740,2056941,,,
,770,,,,577089,2057274,,,
,771,,,,593406,2041290,,,
,772,,,,577089,2040291,,,
,773,,,,626040,2056941,,,
,774,,,,609390,2057274,,,
,775,,,,625707,2041623,,,
,776,,,,609390,2041623,,,
,777,,,,645687,2056275,,,
,778,,,,657675,2041623,,,
,779,,,,641691,2040624,,,
,780,,,,424575,2145186,,,
,781,,,,456876,2144853,,,
,782,,,,488511,2144187,,,
,783,,,,521145,2144520,,,
,784,,,,542457,2145519,,,
,785,,,,424575,2113884,,,
,786,,,,456543,2113884,,,
,787,,,,488511,2113884,,,
,788,,,,529137,2120544,,,
,789,,,,513153,2120877,,,
,790,,,,529137,2105559,,,
,791,,,,513153,2105226,,,
,792,,,,542457,2113884,,,
,793,,,,424908,2082249,,,
,794,,,,456543,2081916,,,
,795,,,,488844,2081583,,,
,796,,,,529137,2089242,,,
,797,,,,512487,2088576,,,
,798,,,,529470,2073258,,,
,799,,,,512820,2071926,,,
,800,,,,542457,2082249,,,
,801,,,,424575,2050281,,,
,802,,,,456876,2050281,,,
,803,,,,488844,2050281,,,
,804,,,,528804,2056941,,,
,805,,,,513153,2056608,,,
,806,,,,529137,2040291,,,
,807,,,,512820,2040291,,,
,808,,,,542457,2049615,,,
,809,,,,554445,1866132,,,
,810,,,,538461,1866132,,,
,811,,,,554445,1849815,,,
,812,,,,538794,1849815,,,
,813,,,,587079,1867464,,,
,814,,,,570429,1866465,,,
,815,,,,587412,1850814,,,
,816,,,,571428,1850481,,,
,817,,,,555111,1833831,,,
,818,,,,539460,1832832,,,
,819,,,,555111,1817514,,,
,820,,,,540126,1817514,,,
