link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,queue,density,geometry,notes
25,9,10,0700_0800,21936.91992,5.77897,31.14742,1.57641,0,0,"",period-based
26,10,9,0700_0800,21903.75977,5.76221,31.23804,1.57402,0,0,"",period-based
27,10,11,0700_0800,17616.91797,12.22405,24.54178,1.76169,0,0,"",period-based
28,10,15,0700_0800,22471.78516,12.88516,27.93912,1.66310,0,0,"",period-based
29,10,16,0700_0800,11370.81348,22.05469,10.88204,2.34212,0,0,"",period-based
30,10,17,0700_0800,8099.99902,16.30801,29.43339,1.62211,0,0,"",period-based
31,11,4,0700_0800,5449.16992,7.36664,48.86898,1.11008,0,0,"",period-based
32,11,10,0700_0800,17464.99805,11.97807,25.04577,1.74650,0,0,"",period-based
33,11,12,0700_0800,8377.52246,13.63474,26.40315,1.70662,0,0,"",period-based
34,11,14,0700_0800,9587.54883,12.96491,18.51151,1.96607,0,0,"",period-based
35,12,3,0700_0800,10279.79199,4.02233,59.66685,0.43924,0,0,"",period-based
36,12,11,0700_0800,8460.42188,13.94145,25.82228,1.72351,0,0,"",period-based
37,12,13,0700_0800,13227.40527,3.03061,59.39394,0.51071,0,0,"",period-based
38,13,12,0700_0800,13316.30566,3.03144,59.37765,0.51414,0,0,"",period-based
39,13,24,0700_0800,10975.70410,16.95928,14.15154,2.15579,0,0,"",period-based
40,14,11,0700_0800,9661.07129,13.24308,18.12268,1.98115,0,0,"",period-based
41,14,15,0700_0800,8967.31543,12.01584,24.96705,1.74886,0,0,"",period-based
42,14,23,0700_0800,8224.45117,8.66689,27.69158,1.67001,0,0,"",period-based
43,15,10,0700_0800,22484.83398,12.90117,27.90446,1.66406,0,0,"",period-based
44,15,14,0700_0800,9041.50098,12.25090,24.48800,1.76333,0,0,"",period-based
45,15,19,0700_0800,17955.97266,4.03953,44.55967,1.23284,0,0,"",period-based
46,15,22,0700_0800,18078.32227,8.66120,20.78234,1.88332,0,0,"",period-based
47,16,8,0700_0800,8596.64648,11.31902,26.50406,1.70372,0,0,"",period-based
48,16,10,0700_0800,11376.53027,22.09102,10.86414,2.34330,0,0,"",period-based
49,16,17,0700_0800,10895.54883,7.65120,15.68381,2.08331,0,0,"",period-based
50,16,18,0700_0800,16700.58984,3.23337,55.66944,0.84861,0,0,"",period-based
51,17,10,0700_0800,8099.99902,16.30801,29.43339,1.62211,0,0,"",period-based
52,17,16,0700_0800,10905.31836,7.67150,15.64232,2.08518,0,0,"",period-based
53,17,19,0700_0800,9948.75293,7.42731,16.15660,2.06237,0,0,"",period-based
54,18,7,0700_0800,15708.29590,2.06089,58.22739,0.67120,0,0,"",period-based
55,18,16,0700_0800,16727.61133,3.23489,55.64338,0.84998,0,0,"",period-based
56,18,20,0700_0800,20692.29492,4.36666,54.96190,0.88415,0,0,"",period-based
57,19,15,0700_0800,17964.59570,4.04153,44.53764,1.23343,0,0,"",period-based
58,19,17,0700_0800,9958.52539,7.44866,16.11027,2.06439,0,0,"",period-based
59,19,20,0700_0800,7899.54492,7.73056,31.04562,1.57909,0,0,"",period-based
60,20,18,0700_0800,20707.05664,4.36771,54.94873,0.88479,0,0,"",period-based
61,20,19,0700_0800,7917.93652,7.76542,30.90624,1.58276,0,0,"",period-based
62,20,21,0700_0800,6445.91504,8.37033,43.00905,1.27392,0,0,"",period-based
63,20,22,0700_0800,7000.00049,7.71313,38.89471,1.37912,0,0,"",period-based
64,21,20,0700_0800,6379.06885,8.27353,43.51229,1.26071,0,0,"",period-based
65,21,22,0700_0800,8315.61719,3.91744,30.63223,1.59001,0,0,"",period-based
66,21,24,0700_0800,10299.10547,11.88843,15.14077,2.10816,0,0,"",period-based
67,22,15,0700_0800,18056.93359,8.63445,20.84671,1.88109,0,0,"",period-based
68,22,20,0700_0800,7000.00049,7.71313,38.89471,1.37912,0,0,"",period-based
69,22,21,0700_0800,8299.46094,3.90258,30.74886,1.58692,0,0,"",period-based
70,22,23,0700_0800,9604.38770,12.16864,19.72282,1.92088,0,0,"",period-based
71,23,14,0700_0800,8223.78613,8.66538,27.69641,1.66988,0,0,"",period-based
72,23,22,0700_0800,9566.84277,12.04166,19.93080,1.91337,0,0,"",period-based
73,23,24,0700_0800,7742.69336,3.62086,33.14132,1.52460,0,0,"",period-based
74,24,13,0700_0800,10964.60449,16.90694,14.19535,2.15361,0,0,"",period-based
75,24,21,0700_0800,10248.41699,11.71474,15.36526,2.09778,0,0,"",period-based
76,24,23,0700_0800,7704.48096,3.58910,33.43460,1.51708,0,0,"",period-based
