[PROCESS INFO] Step 0: reading scenario_index_list.csv
[STATUS INFO] scenario_index=0,scenario_name=,25nb
[PROCESS INFO] Step 1.1: Reading demand_period.csv...
,demand_period= 1, am,time_period=0700_0800
[PROCESS INFO] Step 1.2: Reading file mode_type.csv...
mode_type =, auto, real time info flag = 0
link_type =, 1, link_type_name = motorway
,mode_type= auto,cap= 2000,free_speed=120
link_type =, 2, link_type_name = trunk
,mode_type= auto,cap= 1800,free_speed=100
link_type =, 3, link_type_name = primary
,mode_type= auto,cap= 1500,free_speed=80
link_type =, 4, link_type_name = residential
,mode_type= auto,cap= 1000,free_speed=30
link_type =, 5, link_type_name = secondary
,mode_type= auto,cap= 1400,free_speed=60
link_type =, 6, link_type_name = tertiary
,mode_type= auto,cap= 1300,free_speed=50
link_type =, 7, link_type_name = unclassified
,mode_type= auto,cap= 1200,free_speed=40
link_type =, 9, link_type_name = collector
,mode_type= auto,cap= 1200,free_speed=50
link_type =, 10, link_type_name = connector
,mode_type= auto,cap= 15000,free_speed=60
link_type =, 100, link_type_name = shared_use
,mode_type= auto,cap= 200,free_speed=20
link_type =, 200, link_type_name = bikeonly
,mode_type= auto,cap= 200,free_speed=5
link_type =, 300, link_type_name = walkonly
,mode_type= auto,cap= 300,free_speed=25
, number of activity nodes defined in node.csv=, 41
, number of boundary activity nodes defined in node.csv=, 0
[PROCESS INFO] Step 1: read network node.csv, link.csv, zone.csv 
,# of nodes = ,190
,# of links =,378
,# of zones =,41
[PROCESS INFO] Step 1: read network node.csv, link.csv, zone.csv 
,# of nodes = ,190
,# of links =,378
,# of zones =,41
,summary by road link type,link_type,link_type_name,# of links,avg_free_speed_mph,avg_free_speed_kmph,,total_length,total_capacity,avg_lane_capacity,avg_length_in_meter,
,,-1,,0,0,0,0,0,0,0,
,,1,motorway,264,51.1907,82.3832,159.822,317242,731.523,605.385,
,,2,trunk,0,0,0,0,0,0,0,
,,3,primary,0,0,0,0,0,0,0,
,,4,residential,0,0,0,0,0,0,0,
,,5,secondary,0,0,0,0,0,0,0,
,,6,tertiary,0,0,0,0,0,0,0,
,,7,unclassified,0,0,0,0,0,0,0,
,,9,collector,0,0,0,0,0,0,0,
,,10,connector,0,0,0,0,0,0,0,
,,99,,114,33.6123,54.0936,348.081,7.98e+06,10000,3053.34,
,,100,shared_use,0,0,0,0,0,0,0,
,,200,bikeonly,0,0,0,0,0,0,0,
,,300,walkonly,0,0,0,0,0,0,0,
,,-1,,,,1,motorway,,,2,trunk,,,3,primary,,,4,residential,,,5,secondary,,,6,tertiary,,,7,unclassified,,,9,collector,,,10,connector,,,99,,,,100,shared_use,,,200,bikeonly,,,300,walkonly,pre-read demand_file_list.csv.
,first stage scanning
,# of inside zones = 6, total_related_demand = 16444.7
,# inside_zone_count = 6, total_related_demand_from_internal zones = 2891
,# related_external_zone_count = 35, external related demand = 13553.7
,# related_external_zone_count_with_significant_volume = 32
 During the second stage of cut off, the cut off zone includes all inside zones along with significant external related zones.
,# cut off zone size = 41, total_related_demand_from_external_cutoff  = 0
,cut off volume threshold to determine significance = 0.External origin zones with a volume larger than this threshold will be retained.
, remaining external related demand percentage after the cut off  = 0 %
[PROCESS INFO] Step 2.1: read demand, defined in demand_file_list.csv.
[STATUS INFO] reading demand file for scenario index = 0
,summary by multi-modal and demand types,demand_period,mode_type,total demmand volume in scenario 0, # of links,avg_free_speed_mph,avg_free_speed_kmph,total_length_in_km,total_capacity,avg_lane_capacity,avg_length_in_meter,
,,am,auto,24022.5,378,45.8893,73.8514,507.903,8.29724e+06,3526.78,1343.66,
,from_flag,to_flag,volume
,from_flag,to_flag,volume
FOCUSING internal step 1: Focus-subarea Approach,0=not related, 1=significantly related external but not in cutoff, 2= cut-off external, 3= inside
,0,1,2,3,
0,0,0,1.48009,0.398673
1,0,0,0,0
2,708.354,0,18269.7,3075.76
3,0,0,2366.83,310.255
FOCUSING internal step 2: Origin-based flow extraction,top 10 OD,rank,o,d,inside_flag_o,inside_flag_d,mode_type,departure_time,volume
,,94,5,14,2,2,auto,am,58.0429
,,95,12,41,3,2,auto,am,57.9351
,,96,37,14,2,2,auto,am,57.2375
,,97,3,32,2,2,auto,am,55.7424
,,98,3,38,2,2,auto,am,55.5684
,,99,28,11,2,2,auto,am,55.4562
,,100,1,31,2,2,auto,am,55.3547
[PROCESS INFO]Step 4: Column Generation for Traffic Assignment
,Total number of column generation iterations =, 20
,Total number of column generation iterations =, 20
,read dynamic traffic managementscenario
, # of lane closure records in dynamic_traffic_management.csv=,0,
, # of dms records in dynamic_traffic_management.csv=,0,
[DATA INFO] Iteration, CPU running time (sec), # of agents, Avg Travel Time(min),  Avg UE gap %
0,0.005,24022.5,0,0
1,0.002,24022.5,0,0
2,0,24022.5,13.0398,58.0048
3,0,24022.5,13.0398,58.0048
4,0,24022.5,21.1583,178.501
5,0,24022.5,90.1244,1192.29
6,0.003,24022.5,34.7288,380.212
7,0,24022.5,18.6686,145.328
8,0.004,24022.5,13.1488,66.0564
9,0,24022.5,10.9179,34.5736
10,0,24022.5,9.81502,18.5478
11,0,24022.5,9.31063,11.4581
12,0,24022.5,9.05903,7.58732
13,0.001,24022.5,8.92074,5.77711
14,0.001,24022.5,8.83322,4.48239
15,0,24022.5,8.79263,3.99307
16,0,24022.5,8.77168,3.9952
17,0,24022.5,8.71407,3.26317
18,0.001,24022.5,8.68426,3.3932
19,0.002,24022.5,8.65404,3.29249
[PROCESS INFO] Step 5: column pool-based flow updating for traffic assignment 
,# of flow updating iterations=,5
column updating
[DATA INFO] column updating: iteration = 0, avg travel time = 8.54761(min), optimization obj = 5054.81, Relative_gap = 1.35143 %
[DATA INFO] column updating: iteration = 1, avg travel time = 8.40398(min), optimization obj = 10006.3, Relative_gap = 2.69067 %
[DATA INFO] column updating: iteration = 2, avg travel time = 8.24236(min), optimization obj = 5547.76, Relative_gap = 1.54682 %
[DATA INFO] column updating: iteration = 3, avg travel time = 8.39901(min), optimization obj = 2375.07, Relative_gap = 0.670164 %
[DATA INFO] column updating: iteration = 4, avg travel time = 8.38566(min), optimization obj = 1530.57, Relative_gap = 0.43437 %
[PROCESS INFO] Step 6: OD demand matrix estimation
ODME stage: # of sensors =,20
ODME #0, link MAE= 1004.23,link_MAPE: 66.4203%,system_MPE: 29.5127%,avg_tt = 8.38873(min) ,UE gap =0.0580739(min) = (0.692285 %)
ODME #1, link MAE= 868.619,link_MAPE: 56.437%,system_MPE: 19.8076%,avg_tt = 5.9117(min) ,UE gap =0.134961(min) = (2.28295 %)
ODME #2, link MAE= 746.715,link_MAPE: 47.8401%,system_MPE: 12.4104%,avg_tt = 5.74272(min) ,UE gap =0.136464(min) = (2.3763 %)
ODME #3, link MAE= 638.762,link_MAPE: 40.4878%,system_MPE: 5.80199%,avg_tt = 5.64836(min) ,UE gap =0.13949(min) = (2.46956 %)
ODME #4, link MAE= 551.036,link_MAPE: 34.4311%,system_MPE: 1.00459%,avg_tt = 5.63555(min) ,UE gap =0.146265(min) = (2.59541 %)
ODME #5, link MAE= 479.431,link_MAPE: 29.6024%,system_MPE: -2.69264%,avg_tt = 5.59931(min) ,UE gap =0.152182(min) = (2.71787 %)
ODME #6, link MAE= 432.661,link_MAPE: 26.0832%,system_MPE: -5.46429%,avg_tt = 5.61721(min) ,UE gap =0.156023(min) = (2.77758 %)
ODME #7, link MAE= 387.326,link_MAPE: 23.2109%,system_MPE: -8.20919%,avg_tt = 5.5022(min) ,UE gap =0.155529(min) = (2.82668 %)
ODME #8, link MAE= 343.414,link_MAPE: 20.1316%,system_MPE: -7.13874%,avg_tt = 5.43785(min) ,UE gap =0.158945(min) = (2.92294 %)
ODME #9, link MAE= 301.596,link_MAPE: 17.7499%,system_MPE: -7.66905%,avg_tt = 5.41272(min) ,UE gap =0.156002(min) = (2.88213 %)
ODME #10, link MAE= 260.638,link_MAPE: 15.2461%,system_MPE: -6.12261%,avg_tt = 5.49522(min) ,UE gap =0.159906(min) = (2.9099 %)
ODME #11, link MAE= 217.099,link_MAPE: 12.7713%,system_MPE: -5.8557%,avg_tt = 5.46458(min) ,UE gap =0.157964(min) = (2.89069 %)
ODME #12, link MAE= 181.239,link_MAPE: 10.6354%,system_MPE: -3.39278%,avg_tt = 5.26627(min) ,UE gap =0.157656(min) = (2.99369 %)
ODME #13, link MAE= 139.388,link_MAPE: 8.3976%,system_MPE: -3.18447%,avg_tt = 5.47856(min) ,UE gap =0.155425(min) = (2.83697 %)
ODME #14, link MAE= 109.056,link_MAPE: 6.6594%,system_MPE: 0.375324%,avg_tt = 4.50065(min) ,UE gap =0.159411(min) = (3.54196 %)
ODME #15, link MAE= 101.068,link_MAPE: 6.27057%,system_MPE: -2.7845%,avg_tt = 5.4858(min) ,UE gap =0.155026(min) = (2.82595 %)
ODME #16, link MAE= 87.748,link_MAPE: 5.63136%,system_MPE: 1.7258%,avg_tt = 5.41336(min) ,UE gap =0.155808(min) = (2.87821 %)
ODME #17, link MAE= 83.2715,link_MAPE: 5.38226%,system_MPE: -2.24547%,avg_tt = 5.45215(min) ,UE gap =0.15316(min) = (2.80917 %)
ODME #18, link MAE= 72.5987,link_MAPE: 4.78329%,system_MPE: 2.35873%,avg_tt = 5.33013(min) ,UE gap =0.154154(min) = (2.89212 %)
ODME #19, link MAE= 77.1326,link_MAPE: 4.81598%,system_MPE: -3.0058%,avg_tt = 5.40171(min) ,UE gap =0.151231(min) = (2.79968 %)
ODME #20, link MAE= 65.2784,link_MAPE: 4.28684%,system_MPE: 3.81101%,avg_tt = 5.25981(min) ,UE gap =0.15248(min) = (2.89897 %)
ODME #21, link MAE= 69.3764,link_MAPE: 4.33179%,system_MPE: -3.47101%,avg_tt = 5.36567(min) ,UE gap =0.151136(min) = (2.81671 %)
ODME #22, link MAE= 57.5031,link_MAPE: 3.72367%,system_MPE: 3.65804%,avg_tt = 5.35279(min) ,UE gap =0.152272(min) = (2.84473 %)
ODME #23, link MAE= 64.3169,link_MAPE: 4.11177%,system_MPE: -3.66932%,avg_tt = 5.3457(min) ,UE gap =0.148178(min) = (2.77191 %)
ODME #24, link MAE= 54.355,link_MAPE: 3.55925%,system_MPE: 3.55925%,avg_tt = 5.36475(min) ,UE gap =0.151036(min) = (2.81535 %)
ODME #25, link MAE= 60.8633,link_MAPE: 3.92928%,system_MPE: -3.6932%,avg_tt = 5.43071(min) ,UE gap =0.14894(min) = (2.74255 %)
ODME #26, link MAE= 50.8295,link_MAPE: 3.30132%,system_MPE: 3.28374%,avg_tt = 5.4129(min) ,UE gap =0.15209(min) = (2.80977 %)
ODME #27, link MAE= 57.1271,link_MAPE: 3.68577%,system_MPE: -3.63442%,avg_tt = 5.44174(min) ,UE gap =0.148418(min) = (2.7274 %)
ODME #28, link MAE= 47.561,link_MAPE: 3.0868%,system_MPE: 3.07047%,avg_tt = 5.36851(min) ,UE gap =0.149509(min) = (2.78494 %)
ODME #29, link MAE= 54.9178,link_MAPE: 3.55547%,system_MPE: -3.55547%,avg_tt = 5.67051(min) ,UE gap =0.154857(min) = (2.73091 %)
ODME #30, link MAE= 44.5978,link_MAPE: 2.88959%,system_MPE: 2.88874%,avg_tt = 5.45464(min) ,UE gap =0.151966(min) = (2.78599 %)
ODME #31, link MAE= 53.018,link_MAPE: 3.44885%,system_MPE: -3.44885%,avg_tt = 5.48549(min) ,UE gap =0.148829(min) = (2.71315 %)
ODME #32, link MAE= 42.1294,link_MAPE: 2.72481%,system_MPE: 2.72481%,avg_tt = 5.44362(min) ,UE gap =0.15179(min) = (2.7884 %)
ODME #33, link MAE= 51.278,link_MAPE: 3.35071%,system_MPE: -3.35071%,avg_tt = 5.34511(min) ,UE gap =0.147537(min) = (2.76022 %)
ODME #34, link MAE= 39.9857,link_MAPE: 2.58077%,system_MPE: 2.58077%,avg_tt = 5.30788(min) ,UE gap =0.150889(min) = (2.84274 %)
ODME #35, link MAE= 49.6378,link_MAPE: 3.25794%,system_MPE: -3.25794%,avg_tt = 5.3228(min) ,UE gap =0.146403(min) = (2.75049 %)
ODME #36, link MAE= 38.024,link_MAPE: 2.44789%,system_MPE: 2.44789%,avg_tt = 5.37241(min) ,UE gap =0.149657(min) = (2.78565 %)
ODME #37, link MAE= 48.1335,link_MAPE: 3.17158%,system_MPE: -3.17158%,avg_tt = 4.83683(min) ,UE gap =0.144508(min) = (2.98766 %)
ODME #38, link MAE= 36.1852,link_MAPE: 2.32429%,system_MPE: 2.32429%,avg_tt = 5.34352(min) ,UE gap =0.149765(min) = (2.80275 %)
ODME #39, link MAE= 46.6772,link_MAPE: 3.08681%,system_MPE: -3.08681%,avg_tt = 5.36354(min) ,UE gap =0.145187(min) = (2.70693 %)
ODME #40, link MAE= 34.5898,link_MAPE: 2.21612%,system_MPE: 2.21612%,avg_tt = 5.37764(min) ,UE gap =0.148486(min) = (2.76117 %)
ODME #41, link MAE= 45.107,link_MAPE: 2.9946%,system_MPE: -2.9946%,avg_tt = 5.33374(min) ,UE gap =0.145503(min) = (2.72798 %)
ODME #42, link MAE= 33.3573,link_MAPE: 2.13083%,system_MPE: 2.13083%,avg_tt = 5.25816(min) ,UE gap =0.149316(min) = (2.83969 %)
ODME #43, link MAE= 43.4412,link_MAPE: 2.89551%,system_MPE: -2.89551%,avg_tt = 5.35131(min) ,UE gap =0.146848(min) = (2.74414 %)
ODME #44, link MAE= 32.1425,link_MAPE: 2.04842%,system_MPE: 2.04842%,avg_tt = 5.35049(min) ,UE gap =0.147017(min) = (2.74774 %)
ODME #45, link MAE= 41.8861,link_MAPE: 2.79953%,system_MPE: -2.79953%,avg_tt = 5.40906(min) ,UE gap =0.146294(min) = (2.70461 %)
ODME #46, link MAE= 31.014,link_MAPE: 1.97403%,system_MPE: 1.97403%,avg_tt = 5.45055(min) ,UE gap =0.152095(min) = (2.79046 %)
ODME #47, link MAE= 40.3756,link_MAPE: 2.70401%,system_MPE: -2.70401%,avg_tt = 5.38597(min) ,UE gap =0.145681(min) = (2.70483 %)
ODME #48, link MAE= 29.9045,link_MAPE: 1.90244%,system_MPE: 1.90244%,avg_tt = 5.30107(min) ,UE gap =0.147454(min) = (2.78159 %)
ODME #49, link MAE= 38.9123,link_MAPE: 2.61019%,system_MPE: -2.61019%,avg_tt = 5.30223(min) ,UE gap =0.144618(min) = (2.7275 %)
ODME #49, link MAE= 28.848,link_MAPE: 1.83388%,system_MPE: 1.83388%,avg_tt = 5.37391(min) ,UE gap =0.145628(min) = (2.70991 %)
,# of ODME_iterations=,50
[PROCESS INFO] Step 7: perform sensitivity analysis if dynamic_traffic_management.csv is provided for dtm_type = lane_closure or dms. 
[PROCESS INFO] Step 8: Executing Traffic Simulation. Proceeds only if simulation_output is set to 1 in settings.csv. 
[PROCESS INFO] Step 9: Collecting statistics, Generating Zonal Hierarchy Mapping (e.g., Zone to Super-Zone and Zone to District Mapping) 
Output Link Performance:
,ref_link_vol_count=,0,MAPE=,0%
,VMT=,70975.5,VKT=,114200
,VHT=,4240.76
,network vehicle speed (MPH) =,16.7365,,network vehicle speed (KPH) =,26.929
,PMT=,70975.5,PKT=,114200
,PHT=,4240.76
,network person speed (MPH) =,16.7365,,network person speed (KPH) =,26.929
,simple avg link volume=,806.994
,simple avg link speed=,39.2145
,simple avg link speed ratio=,0.865031
Output subarea Link Performance:
,ref_link_vol_count=,0,MAPE=,0%
,VMT=,25005.9,VKT=,40234.5
,VHT=,2093.23
,network vehicle speed (MPH) =,11.9461,,network vehicle speed (KPH) =,19.2213
,PMT=,25005.9,PKT=,40234.5
,PHT=,2093.23
,network person speed (MPH) =,11.9461,,network person speed (KPH) =,19.2213
,simple avg link volume=,961.02
,simple avg link speed=,32.8925
,simple avg link speed ratio=,0.752621
     Check OD connectivity and accessibility in od_performance_summary.csv
, # of connected OD pairs =, 0
, # of OD/mode_type/demand_type columns without paths =, 1332
Output Link Performance Summary
Output 2 Way Link Performance Summary
