od_seq_id,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,mode_type,demand_period,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,volume_s0,avg_tt_s0,avg_distance_km_s0,avg_cost_s0,
1,2,12,1,11,1,3,auto,am,0,-111.943739,40.609520,-111.906610,40.605960,3.60,5.94,3.69,0.00,
1,2,13,1,12,1,4,auto,am,0,-111.943739,40.609520,-111.902804,40.610814,68.23,3.80,3.53,0.00,
1,2,14,1,13,1,5,auto,am,0,-111.943739,40.609520,-111.901884,40.620828,83.70,5.04,4.45,0.00,
1,2,15,1,14,1,6,auto,am,0,-111.943739,40.609520,-111.910059,40.625783,31.37,4.54,4.11,0.00,
1,2,16,1,15,1,7,auto,am,0,-111.943739,40.609520,-111.929192,40.626782,39.15,2.97,2.87,0.00,
1,2,17,1,16,1,17,auto,am,0,-111.943739,40.609520,-111.933868,40.616707,30.54,3.89,3.33,0.00,
1,2,18,1,17,1,8,auto,am,0,-111.943739,40.609520,-111.934202,40.630776,29.73,2.92,2.52,0.00,
1,2,19,1,18,1,9,auto,am,0,-111.943739,40.609520,-111.933963,40.567876,38.71,1.06,1.04,0.00,
1,2,20,1,19,1,9,auto,am,0,-111.943739,40.609520,-111.924114,40.567177,28.83,3.31,2.20,0.00,
1,2,21,1,20,1,10,auto,am,0,-111.943739,40.609520,-111.913648,40.554715,77.22,5.14,2.89,0.00,
1,2,24,1,21,1,11,auto,am,0,-111.943739,40.609520,-111.907451,40.592344,101.18,14.69,5.39,0.00,
1,2,25,1,22,1,12,auto,am,0,-111.943739,40.609520,-111.923428,40.584054,6.88,2.35,1.61,0.00,
1,2,26,1,23,1,12,auto,am,0,-111.943739,40.609520,-111.921418,40.591609,13.58,2.09,1.57,0.00,
1,2,27,1,24,1,13,auto,am,0,-111.943739,40.609520,-111.943605,40.584092,20.95,0.70,0.70,0.00,
1,2,28,1,25,1,14,auto,am,0,-111.943739,40.609520,-111.911824,40.577722,31.01,3.88,2.18,0.00,
1,2,31,1,27,1,1,auto,am,0,-111.943739,40.609520,-111.944074,40.606326,41.45,1.60,1.27,0.00,
1,2,32,1,28,1,15,auto,am,0,-111.943739,40.609520,-111.943375,40.616454,27.64,3.85,3.34,0.00,
1,2,33,1,29,1,16,auto,am,0,-111.943739,40.609520,-111.943535,40.568001,12.01,1.06,1.04,0.00,
1,2,34,1,30,1,1,auto,am,0,-111.943739,40.609520,-111.934408,40.607297,68.11,1.16,1.02,0.00,
1,2,35,1,31,1,17,auto,am,0,-111.943739,40.609520,-111.924502,40.617134,9.91,4.62,3.76,0.00,
1,2,36,1,32,1,4,auto,am,0,-111.943739,40.609520,-111.908054,40.616174,15.76,4.36,3.71,0.00,
1,2,37,1,33,1,18,auto,am,0,-111.943739,40.609520,-111.934352,40.576870,31.58,0.85,0.84,0.00,
1,2,38,1,34,1,19,auto,am,0,-111.943739,40.609520,-111.936589,40.553565,27.56,1.79,1.63,0.00,
1,2,39,1,35,1,14,auto,am,0,-111.943739,40.609520,-111.908153,40.571760,10.93,4.85,2.83,0.00,
1,2,40,1,36,1,17,auto,am,0,-111.943739,40.609520,-111.915638,40.613722,8.00,3.91,3.42,0.00,
1,2,41,1,37,1,20,auto,am,0,-111.943739,40.609520,-111.938760,40.630427,133.17,2.23,2.35,0.00,
1,3,1,2,0,13,20,auto,am,0,-111.943604,40.587762,-111.942300,40.624038,61.18,0.45,0.50,0.00,
1,3,2,2,1,13,1,auto,am,0,-111.943604,40.587762,-111.943739,40.609520,45.86,0.14,0.15,0.00,
1,3,4,2,3,13,16,auto,am,0,-111.943604,40.587762,-111.944442,40.573253,4.44,0.43,0.39,0.00,
1,3,5,2,4,13,16,auto,am,0,-111.943604,40.587762,-111.943762,40.562247,31.77,3.45,3.32,0.00,
1,3,6,2,5,13,19,auto,am,0,-111.943604,40.587762,-111.938753,40.552997,42.36,4.09,3.98,0.00,
1,3,7,2,6,13,19,auto,am,0,-111.943604,40.587762,-111.929153,40.555761,29.78,3.97,3.55,0.00,
1,3,8,2,7,13,10,auto,am,0,-111.943604,40.587762,-111.902749,40.557151,4.73,15.29,7.65,0.00,
1,3,9,2,8,13,2,auto,am,0,-111.943604,40.587762,-111.899113,40.558973,203.20,20.51,9.80,0.00,
1,3,10,2,9,13,2,auto,am,0,-111.943604,40.587762,-111.897106,40.569721,13.33,13.37,6.78,0.00,
1,3,11,2,10,13,11,auto,am,0,-111.943604,40.587762,-111.901030,40.587971,271.18,13.59,6.89,0.00,
1,3,12,2,11,13,3,auto,am,0,-111.943604,40.587762,-111.906610,40.605960,7.26,13.20,5.77,0.00,
1,3,13,2,12,13,4,auto,am,0,-111.943604,40.587762,-111.902804,40.610814,137.58,0.29,0.26,0.00,
1,3,14,2,13,13,5,auto,am,0,-111.943604,40.587762,-111.901884,40.620828,168.78,0.36,0.32,0.00,
1,3,15,2,14,13,6,auto,am,0,-111.943604,40.587762,-111.910059,40.625783,63.26,0.31,0.28,0.00,
1,3,16,2,15,13,7,auto,am,0,-111.943604,40.587762,-111.929192,40.626782,78.95,0.41,0.38,0.00,
1,3,17,2,16,13,17,auto,am,0,-111.943604,40.587762,-111.933868,40.616707,61.58,0.42,0.42,0.00,
1,3,18,2,17,13,8,auto,am,0,-111.943604,40.587762,-111.934202,40.630776,59.95,0.72,0.69,0.00,
1,3,19,2,18,13,9,auto,am,0,-111.943604,40.587762,-111.933963,40.567876,78.06,0.56,0.49,0.00,
1,3,20,2,19,13,9,auto,am,0,-111.943604,40.587762,-111.924114,40.567177,58.14,1.53,0.99,0.00,
1,3,21,2,20,13,10,auto,am,0,-111.943604,40.587762,-111.913648,40.554715,155.72,7.65,4.19,0.00,
1,3,24,2,21,13,11,auto,am,0,-111.943604,40.587762,-111.907451,40.592344,204.03,20.70,8.03,0.00,
1,3,25,2,22,13,12,auto,am,0,-111.943604,40.587762,-111.923428,40.584054,13.88,4.41,2.95,0.00,
1,3,26,2,23,13,12,auto,am,0,-111.943604,40.587762,-111.921418,40.591609,27.38,2.93,2.19,0.00,
1,3,27,2,24,13,13,auto,am,0,-111.943604,40.587762,-111.943605,40.584092,42.25,0.21,0.16,0.00,
1,3,28,2,25,13,14,auto,am,0,-111.943604,40.587762,-111.911824,40.577722,62.54,15.06,7.39,0.00,
1,3,31,2,27,13,1,auto,am,0,-111.943604,40.587762,-111.944074,40.606326,83.59,0.15,0.14,0.00,
1,3,32,2,28,13,15,auto,am,0,-111.943604,40.587762,-111.943375,40.616454,55.74,0.42,0.42,0.00,
1,3,33,2,29,13,16,auto,am,0,-111.943604,40.587762,-111.943535,40.568001,24.21,0.47,0.41,0.00,
1,3,34,2,30,13,1,auto,am,0,-111.943604,40.587762,-111.934408,40.607297,137.35,0.13,0.13,0.00,
1,3,35,2,31,13,17,auto,am,0,-111.943604,40.587762,-111.924502,40.617134,19.98,0.29,0.25,0.00,
1,3,36,2,32,13,4,auto,am,0,-111.943604,40.587762,-111.908054,40.616174,31.78,0.30,0.26,0.00,
1,3,37,2,33,13,18,auto,am,0,-111.943604,40.587762,-111.934352,40.576870,63.68,0.35,0.29,0.00,
1,3,38,2,34,13,19,auto,am,0,-111.943604,40.587762,-111.936589,40.553565,55.57,4.91,4.04,0.00,
1,3,39,2,35,13,14,auto,am,0,-111.943604,40.587762,-111.908153,40.571760,22.05,7.84,4.05,0.00,
1,3,40,2,36,13,17,auto,am,0,-111.943604,40.587762,-111.915638,40.613722,9.80,0.28,0.25,0.00,
1,3,41,2,37,13,20,auto,am,0,-111.943604,40.587762,-111.938760,40.630427,268.53,0.66,0.72,0.00,
1,4,1,3,0,16,20,auto,am,0,-111.944442,40.573253,-111.942300,40.624038,2.94,0.78,0.82,0.00,
1,4,2,3,1,16,1,auto,am,0,-111.944442,40.573253,-111.943739,40.609520,2.20,0.50,0.52,0.00,
1,4,3,3,2,16,13,auto,am,0,-111.944442,40.573253,-111.943604,40.587762,4.44,3.79,3.57,0.00,
1,4,5,3,4,16,16,auto,am,0,-111.944442,40.573253,-111.943762,40.562247,1.53,3.26,3.01,0.00,
1,4,6,3,5,16,19,auto,am,0,-111.944442,40.573253,-111.938753,40.552997,2.04,4.07,3.86,0.00,
1,4,7,3,6,16,19,auto,am,0,-111.944442,40.573253,-111.929153,40.555761,1.43,5.27,4.44,0.00,
1,4,8,3,7,16,10,auto,am,0,-111.944442,40.573253,-111.902749,40.557151,0.23,9.20,6.07,0.00,
1,4,9,3,8,16,2,auto,am,0,-111.944442,40.573253,-111.899113,40.558973,9.77,14.45,9.16,0.00,
1,4,10,3,9,16,2,auto,am,0,-111.944442,40.573253,-111.897106,40.569721,0.64,7.11,4.12,0.00,
1,4,11,3,10,16,11,auto,am,0,-111.944442,40.573253,-111.901030,40.587971,13.03,14.91,7.02,0.00,
1,4,12,3,11,16,3,auto,am,0,-111.944442,40.573253,-111.906610,40.605960,0.35,16.76,8.27,0.00,
1,4,13,3,12,16,4,auto,am,0,-111.944442,40.573253,-111.902804,40.610814,6.61,0.80,0.74,0.00,
1,4,14,3,13,16,5,auto,am,0,-111.944442,40.573253,-111.901884,40.620828,8.11,0.94,0.85,0.00,
1,4,15,3,14,16,6,auto,am,0,-111.944442,40.573253,-111.910059,40.625783,3.04,0.89,0.81,0.00,
1,4,16,3,15,16,7,auto,am,0,-111.944442,40.573253,-111.929192,40.626782,3.79,0.80,0.74,0.00,
1,4,17,3,16,16,17,auto,am,0,-111.944442,40.573253,-111.933868,40.616707,2.96,0.75,0.74,0.00,
1,4,18,3,17,16,8,auto,am,0,-111.944442,40.573253,-111.934202,40.630776,2.88,0.97,0.93,0.00,
1,4,19,3,18,16,9,auto,am,0,-111.944442,40.573253,-111.933963,40.567876,3.75,1.91,1.45,0.00,
1,4,20,3,19,16,9,auto,am,0,-111.944442,40.573253,-111.924114,40.567177,2.79,3.25,2.26,0.00,
1,4,21,3,20,16,10,auto,am,0,-111.944442,40.573253,-111.913648,40.554715,7.48,13.80,6.55,0.00,
1,4,24,3,21,16,11,auto,am,0,-111.944442,40.573253,-111.907451,40.592344,9.81,19.31,7.58,0.00,
1,4,25,3,22,16,12,auto,am,0,-111.944442,40.573253,-111.923428,40.584054,0.67,4.64,3.07,0.00,
1,4,26,3,23,16,12,auto,am,0,-111.944442,40.573253,-111.921418,40.591609,1.32,5.74,4.56,0.00,
1,4,27,3,24,16,13,auto,am,0,-111.944442,40.573253,-111.943605,40.584092,2.03,2.57,2.12,0.00,
1,4,28,3,25,16,14,auto,am,0,-111.944442,40.573253,-111.911824,40.577722,3.01,8.45,4.28,0.00,
1,4,31,3,27,16,1,auto,am,0,-111.944442,40.573253,-111.944074,40.606326,4.02,0.50,0.48,0.00,
1,4,32,3,28,16,15,auto,am,0,-111.944442,40.573253,-111.943375,40.616454,2.68,0.74,0.73,0.00,
1,4,33,3,29,16,16,auto,am,0,-111.944442,40.573253,-111.943535,40.568001,1.16,1.91,1.45,0.00,
1,4,34,3,30,16,1,auto,am,0,-111.944442,40.573253,-111.934408,40.607297,6.60,0.46,0.45,0.00,
1,4,35,3,31,16,17,auto,am,0,-111.944442,40.573253,-111.924502,40.617134,0.96,0.81,0.68,0.00,
1,4,36,3,32,16,4,auto,am,0,-111.944442,40.573253,-111.908054,40.616174,1.53,0.85,0.76,0.00,
1,4,37,3,33,16,18,auto,am,0,-111.944442,40.573253,-111.934352,40.576870,3.06,1.71,1.29,0.00,
1,4,38,3,34,16,19,auto,am,0,-111.944442,40.573253,-111.936589,40.553565,2.67,5.74,4.29,0.00,
1,4,39,3,35,16,14,auto,am,0,-111.944442,40.573253,-111.908153,40.571760,1.06,5.84,3.39,0.00,
1,4,40,3,36,16,17,auto,am,0,-111.944442,40.573253,-111.915638,40.613722,0.47,0.81,0.73,0.00,
1,4,41,3,37,16,20,auto,am,0,-111.944442,40.573253,-111.938760,40.630427,12.90,0.83,0.88,0.00,
1,5,1,4,0,16,20,auto,am,0,-111.943762,40.562247,-111.942300,40.624038,21.04,0.92,0.97,0.00,
1,5,2,4,1,16,1,auto,am,0,-111.943762,40.562247,-111.943739,40.609520,15.77,0.75,0.78,0.00,
1,5,3,4,2,16,13,auto,am,0,-111.943762,40.562247,-111.943604,40.587762,31.80,8.08,7.89,0.00,
1,5,4,4,3,16,16,auto,am,0,-111.943762,40.562247,-111.944442,40.573253,1.53,4.40,4.00,0.00,
1,5,6,4,5,16,19,auto,am,0,-111.943762,40.562247,-111.938753,40.552997,14.57,1.54,1.46,0.00,
1,5,7,4,6,16,19,auto,am,0,-111.943762,40.562247,-111.929153,40.555761,10.24,3.21,2.55,0.00,
1,5,8,4,7,16,10,auto,am,0,-111.943762,40.562247,-111.902749,40.557151,1.63,6.47,4.33,0.00,
1,5,9,4,8,16,2,auto,am,0,-111.943762,40.562247,-111.899113,40.558973,69.88,10.21,6.45,0.00,
1,5,10,4,9,16,2,auto,am,0,-111.943762,40.562247,-111.897106,40.569721,4.58,12.15,5.61,0.00,
1,5,11,4,10,16,11,auto,am,0,-111.943762,40.562247,-111.901030,40.587971,93.26,24.56,7.96,0.00,
1,5,12,4,11,16,3,auto,am,0,-111.943762,40.562247,-111.906610,40.605960,2.50,37.82,8.95,0.00,
1,5,13,4,12,16,4,auto,am,0,-111.943762,40.562247,-111.902804,40.610814,47.31,1.11,1.05,0.00,
1,5,14,4,13,16,5,auto,am,0,-111.943762,40.562247,-111.901884,40.620828,58.04,1.28,1.18,0.00,
1,5,15,4,14,16,6,auto,am,0,-111.943762,40.562247,-111.910059,40.625783,21.75,1.22,1.14,0.00,
1,5,16,4,15,16,7,auto,am,0,-111.943762,40.562247,-111.929192,40.626782,27.15,1.07,1.01,0.00,
1,5,17,4,16,16,17,auto,am,0,-111.943762,40.562247,-111.933868,40.616707,21.18,0.88,0.88,0.00,
1,5,18,4,17,16,8,auto,am,0,-111.943762,40.562247,-111.934202,40.630776,20.62,1.11,1.08,0.00,
1,5,19,4,18,16,9,auto,am,0,-111.943762,40.562247,-111.933963,40.567876,26.85,3.16,2.48,0.00,
1,5,20,4,19,16,9,auto,am,0,-111.943762,40.562247,-111.924114,40.567177,20.00,3.61,2.51,0.00,
1,5,21,4,20,16,10,auto,am,0,-111.943762,40.562247,-111.913648,40.554715,53.55,9.92,3.99,0.00,
1,5,24,4,21,16,11,auto,am,0,-111.943762,40.562247,-111.907451,40.592344,70.17,28.93,8.23,0.00,
1,5,25,4,22,16,12,auto,am,0,-111.943762,40.562247,-111.923428,40.584054,4.77,10.55,7.77,0.00,
1,5,26,4,23,16,12,auto,am,0,-111.943762,40.562247,-111.921418,40.591609,9.41,8.96,7.53,0.00,
1,5,27,4,24,16,13,auto,am,0,-111.943762,40.562247,-111.943605,40.584092,14.53,6.68,5.99,0.00,
1,5,28,4,25,16,14,auto,am,0,-111.943762,40.562247,-111.911824,40.577722,21.51,13.98,5.90,0.00,
1,5,31,4,27,16,1,auto,am,0,-111.943762,40.562247,-111.944074,40.606326,28.75,0.75,0.73,0.00,
1,5,32,4,28,16,15,auto,am,0,-111.943762,40.562247,-111.943375,40.616454,19.17,0.88,0.88,0.00,
1,5,33,4,29,16,16,auto,am,0,-111.943762,40.562247,-111.943535,40.568001,8.33,4.06,3.22,0.00,
1,5,34,4,30,16,1,auto,am,0,-111.943762,40.562247,-111.934408,40.607297,47.23,0.69,0.69,0.00,
1,5,35,4,31,16,17,auto,am,0,-111.943762,40.562247,-111.924502,40.617134,6.87,1.01,0.91,0.00,
1,5,36,4,32,16,4,auto,am,0,-111.943762,40.562247,-111.908054,40.616174,10.93,1.18,1.08,0.00,
1,5,37,4,33,16,18,auto,am,0,-111.943762,40.562247,-111.934352,40.576870,21.90,4.88,4.25,0.00,
1,5,38,4,34,16,19,auto,am,0,-111.943762,40.562247,-111.936589,40.553565,19.11,2.71,1.76,0.00,
1,5,39,4,35,16,14,auto,am,0,-111.943762,40.562247,-111.908153,40.571760,7.58,12.49,7.02,0.00,
1,5,40,4,36,16,17,auto,am,0,-111.943762,40.562247,-111.915638,40.613722,3.37,1.12,1.04,0.00,
1,5,41,4,37,16,20,auto,am,0,-111.943762,40.562247,-111.938760,40.630427,92.35,0.97,1.02,0.00,
1,6,1,5,0,19,20,auto,am,0,-111.938753,40.552997,-111.942300,40.624038,28.04,1.02,1.05,0.00,
1,6,2,5,1,19,1,auto,am,0,-111.938753,40.552997,-111.943739,40.609520,21.02,0.85,0.86,0.00,
1,6,3,5,2,19,13,auto,am,0,-111.938753,40.552997,-111.943604,40.587762,42.39,9.36,8.88,0.00,
1,6,4,5,3,19,16,auto,am,0,-111.938753,40.552997,-111.944442,40.573253,2.04,5.83,5.17,0.00,
1,6,5,5,4,19,16,auto,am,0,-111.938753,40.552997,-111.943762,40.562247,14.56,1.71,1.46,0.00,
1,6,7,5,6,19,19,auto,am,0,-111.938753,40.552997,-111.929153,40.555761,13.65,4.10,3.28,0.00,
1,6,8,5,7,19,10,auto,am,0,-111.938753,40.552997,-111.902749,40.557151,2.17,7.33,5.03,0.00,
1,6,9,5,8,19,2,auto,am,0,-111.938753,40.552997,-111.899113,40.558973,93.15,11.24,7.33,0.00,
1,6,10,5,9,19,2,auto,am,0,-111.938753,40.552997,-111.897106,40.569721,6.11,13.78,6.68,0.00,
1,6,11,5,10,19,11,auto,am,0,-111.938753,40.552997,-111.901030,40.587971,124.31,25.50,8.86,0.00,
1,6,12,5,11,19,3,auto,am,0,-111.938753,40.552997,-111.906610,40.605960,3.33,38.10,9.56,0.00,
1,6,13,5,12,19,4,auto,am,0,-111.938753,40.552997,-111.902804,40.610814,63.07,1.20,1.13,0.00,
1,6,14,5,13,19,5,auto,am,0,-111.938753,40.552997,-111.901884,40.620828,77.37,1.38,1.26,0.00,
1,6,15,5,14,19,6,auto,am,0,-111.938753,40.552997,-111.910059,40.625783,29.00,1.31,1.22,0.00,
1,6,16,5,15,19,7,auto,am,0,-111.938753,40.552997,-111.929192,40.626782,36.19,1.16,1.08,0.00,
1,6,17,5,16,19,17,auto,am,0,-111.938753,40.552997,-111.933868,40.616707,28.23,0.98,0.96,0.00,
1,6,18,5,17,19,8,auto,am,0,-111.938753,40.552997,-111.934202,40.630776,27.48,1.21,1.16,0.00,
1,6,19,5,18,19,9,auto,am,0,-111.938753,40.552997,-111.933963,40.567876,35.78,4.38,3.47,0.00,
1,6,20,5,19,19,9,auto,am,0,-111.938753,40.552997,-111.924114,40.567177,26.65,4.36,3.13,0.00,
1,6,21,5,20,19,10,auto,am,0,-111.938753,40.552997,-111.913648,40.554715,71.38,10.76,4.69,0.00,
1,6,24,5,21,19,11,auto,am,0,-111.938753,40.552997,-111.907451,40.592344,93.53,30.11,9.16,0.00,
1,6,25,5,22,19,12,auto,am,0,-111.938753,40.552997,-111.923428,40.584054,6.36,12.23,9.11,0.00,
1,6,26,5,23,19,12,auto,am,0,-111.938753,40.552997,-111.921418,40.591609,12.55,10.20,8.53,0.00,
1,6,27,5,24,19,13,auto,am,0,-111.938753,40.552997,-111.943605,40.584092,19.37,7.70,6.79,0.00,
1,6,28,5,25,19,14,auto,am,0,-111.938753,40.552997,-111.911824,40.577722,28.67,14.42,6.42,0.00,
1,6,31,5,27,19,1,auto,am,0,-111.938753,40.552997,-111.944074,40.606326,38.32,0.85,0.81,0.00,
1,6,32,5,28,19,15,auto,am,0,-111.938753,40.552997,-111.943375,40.616454,25.55,0.97,0.95,0.00,
1,6,33,5,29,19,16,auto,am,0,-111.938753,40.552997,-111.943535,40.568001,11.10,5.20,4.15,0.00,
1,6,34,5,30,19,1,auto,am,0,-111.938753,40.552997,-111.934408,40.607297,62.96,0.77,0.75,0.00,
1,6,35,5,31,19,17,auto,am,0,-111.938753,40.552997,-111.924502,40.617134,9.16,1.10,0.99,0.00,
1,6,36,5,32,19,4,auto,am,0,-111.938753,40.552997,-111.908054,40.616174,14.57,1.28,1.15,0.00,
1,6,37,5,33,19,18,auto,am,0,-111.938753,40.552997,-111.934352,40.576870,29.19,6.13,5.27,0.00,
1,6,38,5,34,19,19,auto,am,0,-111.938753,40.552997,-111.936589,40.553565,25.47,3.45,2.36,0.00,
1,6,39,5,35,19,14,auto,am,0,-111.938753,40.552997,-111.908153,40.571760,10.11,14.38,8.42,0.00,
1,6,40,5,36,19,17,auto,am,0,-111.938753,40.552997,-111.915638,40.613722,4.49,1.22,1.12,0.00,
1,6,41,5,37,19,20,auto,am,0,-111.938753,40.552997,-111.938760,40.630427,123.10,1.07,1.10,0.00,
1,7,1,6,0,19,20,auto,am,0,-111.929153,40.555761,-111.942300,40.624038,19.68,7.12,5.07,0.00,
1,7,2,6,1,19,1,auto,am,0,-111.929153,40.555761,-111.943739,40.609520,14.75,5.49,3.78,0.00,
1,7,3,6,2,19,13,auto,am,0,-111.929153,40.555761,-111.943604,40.587762,29.75,42.33,25.96,0.00,
1,7,4,6,3,19,16,auto,am,0,-111.929153,40.555761,-111.944442,40.573253,1.43,20.29,11.87,0.00,
1,7,5,6,4,19,16,auto,am,0,-111.929153,40.555761,-111.943762,40.562247,10.22,20.26,9.59,0.00,
1,7,6,6,5,19,19,auto,am,0,-111.929153,40.555761,-111.938753,40.552997,13.63,22.63,12.32,0.00,
1,7,8,6,7,19,10,auto,am,0,-111.929153,40.555761,-111.902749,40.557151,1.52,6.77,3.21,0.00,
1,7,9,6,8,19,2,auto,am,0,-111.929153,40.555761,-111.899113,40.558973,65.38,12.52,5.72,0.00,
1,7,10,6,9,19,2,auto,am,0,-111.929153,40.555761,-111.897106,40.569721,4.29,11.39,4.19,0.00,
1,7,11,6,10,19,11,auto,am,0,-111.929153,40.555761,-111.901030,40.587971,87.25,24.46,5.51,0.00,
1,7,12,6,11,19,3,auto,am,0,-111.929153,40.555761,-111.906610,40.605960,2.34,37.07,7.33,0.00,
1,7,13,6,12,19,4,auto,am,0,-111.929153,40.555761,-111.902804,40.610814,44.26,15.27,7.85,0.00,
1,7,14,6,13,19,5,auto,am,0,-111.929153,40.555761,-111.901884,40.620828,54.30,15.87,8.81,0.00,
