link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
4,4,bpr,2,6,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,1200_1300,4502.991,-1.000,0.000,,5:798;8:3144;,0.000,0.000,0.000,,,,0.000,4502.991,5.510,54.444,33.837,0.907,0.908,0.908,4958.181,4958.181,0.000,0.000,0.000,1.000,1.000,4502.991,0.955,1.142,0.650,0.000,60.000,51.000,0.400,4.000,44.828,47.607,13993.135,413.543,13993.135,413.543,38.294,0.000,"LINESTRING (-96.711515 43.605819, -96.711909 43.587591)",4502.991,4502.991,0.908,0.908,60.000,60.000,60.000,60.000,58.887,59.190,59.494,59.798,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.349,59.527,59.704,59.882,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.483,59.624,59.765,59.906,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,4502.991,4502.991,0.000,54.444,0.000,-54.444,0.908,0.000,-0.908,0.650,0.000,-0.650,period-based
4,4,bpr,2,6,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,1600_1700,9892.388,-1.000,0.000,,5:0;8:7934;,0.000,0.000,0.000,,,,0.000,9892.388,16.884,17.768,11.043,0.296,1.995,1.995,4958.181,4958.181,0.000,0.000,0.000,1.000,1.000,9892.388,0.955,1.142,2.101,0.000,60.000,51.000,0.400,4.000,9.579,5.798,30740.795,2783.780,30740.795,2783.780,1959.414,1813.938,"LINESTRING (-96.711515 43.605819, -96.711909 43.587591)",9892.388,9892.388,1.995,1.995,60.000,60.000,60.000,60.000,58.887,59.190,59.494,59.798,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.349,59.527,59.704,59.882,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.483,59.624,59.765,59.906,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9892.388,9892.388,0.000,17.768,0.000,-17.768,1.995,0.000,-1.995,2.101,0.000,-2.101,period-based
5,5,bpr,3,1,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,8283.782,8683.215,-399.433,,2:2083;,0.000,0.000,0.000,,,,0.000,8283.782,4.009,59.859,37.203,0.998,0.354,0.354,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,8283.782,0.955,1.142,0.015,0.000,60.000,51.000,0.400,4.000,59.535,51.000,20593.617,553.552,20593.617,553.552,1.300,0.000,"LINESTRING (-96.774040 43.572936, -96.770156 43.612802)",8283.782,8283.782,0.354,0.354,60.000,60.000,60.000,60.000,59.947,59.961,59.976,59.990,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.993,59.995,59.997,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.620,59.724,59.827,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8283.782,8283.782,0.000,59.859,0.000,-59.859,0.354,0.000,-0.354,0.015,0.000,-0.015,period-based
5,5,bpr,3,1,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,1200_1300,5582.315,-1.000,0.000,,2:800;,0.000,0.000,0.000,,,,0.000,5582.315,4.002,59.971,37.272,1.000,0.239,0.239,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,5582.315,0.955,1.142,0.003,0.000,60.000,51.000,0.400,4.000,59.904,51.000,13877.726,372.335,13877.726,372.335,0.181,0.000,"LINESTRING (-96.774040 43.572936, -96.770156 43.612802)",5582.315,5582.315,0.239,0.239,60.000,60.000,60.000,60.000,59.947,59.961,59.976,59.990,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.993,59.995,59.997,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.620,59.724,59.827,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5582.315,5582.315,0.000,59.971,0.000,-59.971,0.239,0.000,-0.239,0.003,0.000,-0.003,period-based
5,5,bpr,3,1,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,1600_1700,16792.389,-1.000,0.000,,2:7492;,0.000,0.000,0.000,,,,0.000,16792.389,4.159,57.706,35.864,0.962,0.718,0.718,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,16792.388,0.955,1.142,0.253,0.000,60.000,51.000,0.400,4.000,53.010,50.916,41746.148,1164.001,41746.148,1164.001,44.508,0.000,"LINESTRING (-96.774040 43.572936, -96.770156 43.612802)",16792.388,16792.388,0.718,0.718,60.000,60.000,60.000,60.000,59.947,59.961,59.976,59.990,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.993,59.995,59.997,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.620,59.724,59.827,59.931,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,16792.389,16792.389,0.000,57.706,0.000,-57.706,0.718,0.000,-0.718,0.253,0.000,-0.253,period-based
6,6,bpr,3,4,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,14419.695,14796.577,-376.882,,5:10372;11:1503;,0.000,0.000,0.000,,,,0.000,14419.695,4.303,55.780,34.667,0.930,0.843,0.843,17110.524,17110.524,0.000,0.000,0.000,1.000,1.000,14419.696,0.955,1.142,0.482,0.000,60.000,51.000,0.400,4.000,47.964,49.925,35847.594,1034.045,35847.594,1034.045,72.732,0.000,"LINESTRING (-96.774389 43.572711, -96.747254 43.563403)",14419.696,14419.696,0.843,0.843,60.000,60.000,60.000,60.000,58.937,59.227,59.517,59.807,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.751,59.819,59.887,59.955,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.492,59.630,59.769,59.908,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,14419.695,14419.695,0.000,55.780,0.000,-55.780,0.843,0.000,-0.843,0.482,0.000,-0.482,period-based
6,6,bpr,3,4,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,1200_1300,10171.935,-1.000,0.000,,5:6971;11:1200;,0.000,0.000,0.000,,,,0.000,10171.935,4.075,58.897,36.604,0.982,0.594,0.594,17110.524,17110.524,0.000,0.000,0.000,1.000,1.000,10171.934,0.955,1.142,0.119,0.000,60.000,51.000,0.400,4.000,56.490,50.996,25287.594,690.834,25287.594,690.834,12.705,0.000,"LINESTRING (-96.774389 43.572711, -96.747254 43.563403)",10171.934,10171.934,0.594,0.594,60.000,60.000,60.000,60.000,58.937,59.227,59.517,59.807,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.751,59.819,59.887,59.955,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.492,59.630,59.769,59.908,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10171.935,10171.935,0.000,58.897,0.000,-58.897,0.594,0.000,-0.594,0.119,0.000,-0.119,period-based
6,6,bpr,3,4,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,1600_1700,26170.295,-1.000,0.000,,5:17473;11:3597;,0.000,0.000,0.000,,,,0.000,26170.295,7.283,32.951,20.479,0.549,1.529,1.529,17110.524,17110.524,0.000,0.000,0.000,1.000,1.000,26170.294,0.955,1.142,1.551,0.000,60.000,51.000,0.400,4.000,20.455,15.379,65059.777,3176.841,65059.777,3176.841,1432.154,1124.269,"LINESTRING (-96.774389 43.572711, -96.747254 43.563403)",26170.294,26170.294,1.529,1.529,60.000,60.000,60.000,60.000,58.937,59.227,59.517,59.807,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.751,59.819,59.887,59.955,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.492,59.630,59.769,59.908,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,26170.295,26170.295,0.000,32.951,0.000,-32.951,1.529,0.000,-1.529,1.551,0.000,-1.551,period-based
7,7,bpr,3,12,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,10442.072,10373.788,68.284,,11:0;13:5641;,0.000,0.000,0.000,,,,0.000,10442.072,4.024,59.645,37.070,0.994,0.446,0.446,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,10442.072,0.955,1.142,0.038,0.000,60.000,51.000,0.400,4.000,58.840,51.000,25959.160,700.276,25959.160,700.276,4.138,0.000,"LINESTRING (-96.774563 43.573014, -96.780396 43.543993)",10442.072,10442.072,0.446,0.446,60.000,60.000,60.000,60.000,59.867,59.903,59.939,59.976,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.986,59.990,59.994,59.997,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.505,59.640,59.775,59.910,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10442.072,10442.072,0.000,59.645,0.000,-59.645,0.446,0.000,-0.446,0.038,0.000,-0.038,period-based
7,7,bpr,3,12,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,1200_1300,6717.251,-1.000,0.000,,11:0;13:3933;,0.000,0.000,0.000,,,,0.000,6717.251,4.004,59.939,37.252,0.999,0.287,0.287,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,6717.251,0.955,1.142,0.006,0.000,60.000,51.000,0.400,4.000,59.798,51.000,16699.195,448.273,16699.195,448.273,0.456,0.000,"LINESTRING (-96.774563 43.573014, -96.780396 43.543993)",6717.251,6717.251,0.287,0.287,60.000,60.000,60.000,60.000,59.867,59.903,59.939,59.976,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.986,59.990,59.994,59.997,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.505,59.640,59.775,59.910,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6717.251,6717.251,0.000,59.939,0.000,-59.939,0.287,0.000,-0.287,0.006,0.000,-0.006,period-based
7,7,bpr,3,12,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,1600_1700,21381.861,-1.000,0.000,,11:0;13:12316;,0.000,0.000,0.000,,,,0.000,21381.861,4.418,54.323,33.762,0.905,0.914,0.914,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,21381.860,0.955,1.142,0.665,0.000,60.000,51.000,0.400,4.000,44.556,47.292,53155.652,1574.430,53155.652,1574.430,148.973,0.000,"LINESTRING (-96.774563 43.573014, -96.780396 43.543993)",21381.860,21381.860,0.914,0.914,60.000,60.000,60.000,60.000,59.867,59.903,59.939,59.976,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.986,59.990,59.994,59.997,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,59.505,59.640,59.775,59.910,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21381.861,21381.861,0.000,54.323,0.000,-54.323,0.914,0.000,-0.914,0.665,0.000,-0.665,period-based
