link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,VOL_p1_s0_auto,MEU_p1_s0_auto,CAP_p1_s0_auto,PEN_p1_s0_auto,DOC_p1_s0_auto,TT_p1_s0_auto,CO2_p1_s0_auto,NOX_p1_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,
19,19,motorway,8,6,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",2.000000,1.243008,2.000000,60.000000,0.000000,4898.587646,2898.587646,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4898.6,1.0,12727.9,12727.9,4898.6,0.0,2.5983,31.6,50749.9,4.6,12727.9,12727.9,4898.588,0.000,2.5983,31.616,50749.912,4.648,
20,20,motorway,8,7,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",3.000000,1.864512,3.000000,60.000000,0.000000,7841.811310,5841.811310,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,7841.8,1.0,12842.8,12842.8,7841.8,0.0,1.6377,10.5,21410.7,3.1,12842.8,12842.8,7841.811,0.000,1.6377,10.458,21410.666,3.118,
21,21,motorway,8,9,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",10.000000,6.215040,10.000000,60.000000,0.000000,5050.193156,3050.193156,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5050.2,1.0,7145.4,7145.4,5050.2,0.0,1.4149,24.6,31830.9,5.4,7145.4,7145.4,5050.193,0.000,1.4149,24.630,31830.912,5.439,
22,22,motorway,8,16,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",5.000000,3.107520,5.000000,60.000000,0.000000,5045.822583,3045.822583,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5045.8,1.0,8131.7,8131.7,5045.8,0.0,1.6116,16.7,21945.8,3.3,8131.7,8131.7,5045.823,0.000,1.6116,16.710,21945.831,3.256,
23,23,motorway,9,5,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",5.000000,3.107520,5.000000,60.000000,0.000000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,10000.0,1.0,16541.3,16541.3,10000.0,0.0,1.6541,17.9,46825.1,6.7,16541.3,16541.3,10000.000,0.000,1.6541,17.899,46825.105,6.741,
24,24,motorway,9,8,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",10.000000,6.215040,10.000000,60.000000,0.000000,5050.193156,3050.193156,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5050.2,1.0,7160.3,7160.3,5050.2,0.0,1.4178,24.7,31976.1,5.5,7160.3,7160.3,5050.193,0.000,1.4178,24.738,31976.109,5.452,
25,25,motorway,9,10,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",3.000000,1.864512,3.000000,60.000000,0.000000,13915.788420,11915.788420,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,13915.8,1.0,22018.7,22018.7,13915.8,0.0,1.5823,9.6,34541.7,5.2,22018.7,22018.7,13915.788,0.000,1.5823,9.566,34541.655,5.234,
26,26,motorway,10,9,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",3.000000,1.864512,3.000000,60.000000,0.000000,13915.788420,11915.788420,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,13915.8,1.0,22208.0,22208.0,13915.8,0.0,1.5959,9.8,35351.4,5.3,22208.0,22208.0,13915.788,0.000,1.5959,9.777,35351.376,5.305,
27,27,motorway,10,11,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",5.000000,3.107520,5.000000,60.000000,0.000000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,10000.0,1.0,17568.3,17568.3,10000.0,0.0,1.7568,21.2,56205.7,7.5,17568.3,17568.3,10000.000,0.000,1.7568,21.173,56205.707,7.540,
28,28,motorway,10,15,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",6.000000,3.729024,6.000000,60.000000,0.000000,13512.001550,11512.001550,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,13512.0,1.0,23343.7,23343.7,13512.0,0.0,1.7276,24.2,86474.6,11.8,23343.7,23343.7,13512.002,0.000,1.7276,24.218,86474.562,11.832,
29,29,motorway,10,16,"LINESTRING (-96.731419 43.545007, -96.711362 43.546480)",4.000000,2.486016,4.000000,60.000000,0.000000,4854.917717,2854.917717,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4854.9,1.0,10840.1,10840.1,4854.9,0.0,2.2328,36.6,52509.8,5.4,10840.1,10840.1,4854.918,0.000,2.2328,36.622,52509.805,5.429,
30,30,motorway,10,17,"LINESTRING (-96.731490 43.545011, -96.711433 43.541020)",8.000000,4.972032,8.000000,60.000000,0.000000,4993.510694,2993.510694,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4993.5,1.0,8100.0,8100.0,4993.5,0.0,1.6221,27.2,35385.9,5.2,8100.0,8100.0,4993.511,0.000,1.6221,27.193,35385.897,5.211,
31,31,motorway,11,4,"LINESTRING (-96.746576 43.544135, -96.746904 43.563658)",6.000000,3.729024,6.000000,60.000000,0.000000,4908.826730,2908.826730,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4908.8,1.0,5565.9,5565.9,4908.8,0.0,1.1339,10.2,12482.9,2.6,5565.9,5565.9,4908.827,0.000,1.1339,10.243,12482.874,2.552,
32,32,motorway,11,10,"LINESTRING (-96.746821 43.543867, -96.731418 43.545007)",5.000000,3.107520,5.000000,60.000000,0.000000,10000.000000,8000.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,10000.0,1.0,17503.4,17503.4,10000.0,0.0,1.7503,20.9,55552.2,7.5,17503.4,17503.4,10000.000,0.000,1.7503,20.949,55552.236,7.485,
33,33,motorway,11,12,"LINESTRING (-96.746842 43.544395, -96.780138 43.544205)",6.000000,3.729024,6.000000,60.000000,0.000000,4908.826730,2908.826730,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4908.8,1.0,7782.7,7782.7,4908.8,0.0,1.5855,19.2,24501.0,3.7,7782.7,7782.7,4908.827,0.000,1.5855,19.229,24501.000,3.704,
34,34,motorway,11,14,"LINESTRING (-96.747096 43.544203, -96.751290 43.529378)",4.000000,2.486016,4.000000,60.000000,0.000000,4876.508287,2876.508287,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4876.5,1.0,9686.7,9686.7,4876.5,0.0,1.9864,24.7,33437.2,3.9,9686.7,9686.7,4876.508,0.000,1.9864,24.699,33437.210,3.896,
35,35,motorway,12,3,"LINESTRING (-96.779877 43.543888, -96.774044 43.572909)",4.000000,2.486016,4.000000,60.000000,0.000000,23403.473190,21403.473190,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,23403.5,1.0,13015.7,13015.7,23403.5,0.0,0.5561,4.2,17906.9,4.7,13015.7,13015.7,23403.473,0.000,0.5561,4.190,17906.946,4.659,
36,36,motorway,12,11,"LINESTRING (-96.780135 43.543676, -96.746839 43.543866)",6.000000,3.729024,6.000000,60.000000,0.000000,4908.826730,2908.826730,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4908.8,1.0,7755.7,7755.7,4908.8,0.0,1.5800,19.1,24273.3,3.7,7755.7,7755.7,4908.827,0.000,1.5800,19.061,24273.291,3.684,
37,37,motorway,12,13,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",3.000000,1.864512,3.000000,60.000000,0.000000,25900.200640,23900.200640,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,25900.2,1.0,14797.1,14797.1,25900.2,0.0,0.5713,3.2,15259.9,4.0,14797.1,14797.1,25900.201,0.000,0.5713,3.159,15259.922,3.960,
38,38,motorway,13,12,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",3.000000,1.864512,3.000000,60.000000,0.000000,25900.200640,23900.200640,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,25900.2,1.0,14918.8,14918.8,25900.2,0.0,0.5760,3.2,15382.8,4.0,14918.8,14918.8,25900.201,0.000,0.5760,3.164,15382.776,3.989,
39,39,motorway,13,24,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",4.000000,2.486016,4.000000,60.000000,0.000000,5091.256152,3091.256152,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5091.3,1.0,10654.9,10654.9,5091.3,0.0,2.0928,29.3,42532.8,4.7,10654.9,10654.9,5091.256,0.000,2.0928,29.338,42532.842,4.687,
40,40,motorway,14,11,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",4.000000,2.486016,4.000000,60.000000,0.000000,4876.508287,2876.508287,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4876.5,1.0,9712.0,9712.0,4876.5,0.0,1.9916,24.9,33760.2,3.9,9712.0,9712.0,4876.508,0.000,1.9916,24.908,33760.173,3.922,
41,41,motorway,14,15,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",5.000000,3.107520,5.000000,60.000000,0.000000,5127.526119,3127.526119,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5127.5,1.0,8936.3,8936.3,5127.5,0.0,1.7428,20.7,28100.7,3.8,8936.3,8936.3,5127.526,0.000,1.7428,20.691,28100.693,3.805,
42,42,motorway,14,23,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",4.000000,2.486016,4.000000,60.000000,0.000000,4924.790605,2924.790605,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4924.8,1.0,7688.8,7688.8,4924.8,0.0,1.5613,12.3,15730.2,2.4,7688.8,7688.8,4924.791,0.000,1.5613,12.335,15730.198,2.420,
43,43,motorway,15,10,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",6.000000,3.729024,6.000000,60.000000,0.000000,13512.001550,11512.001550,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,13512.0,1.0,23440.8,23440.8,13512.0,0.0,1.7348,24.5,87595.1,11.9,23440.8,23440.8,13512.002,0.000,1.7348,24.505,87595.112,11.927,
44,44,motorway,15,14,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",5.000000,3.107520,5.000000,60.000000,0.000000,5127.526119,3127.526119,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5127.5,1.0,8991.7,8991.7,5127.5,0.0,1.7536,21.1,28653.2,3.9,8991.7,8991.7,5127.526,0.000,1.7536,21.062,28653.189,3.852,
45,45,motorway,15,19,"LINESTRING (-96.731501 43.529136, -96.711314 43.529326)",3.000000,1.864512,3.000000,60.000000,0.000000,14564.753150,12564.753150,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,14564.8,1.0,18525.2,18525.2,14564.8,0.0,1.2719,6.1,22300.5,4.2,18525.2,18525.2,14564.753,0.000,1.2719,6.050,22300.521,4.198,
46,46,motorway,15,22,"LINESTRING (-96.731768 43.529396, -96.731506 43.514853)",3.000000,1.864512,3.000000,60.000000,0.000000,9599.180565,7599.180565,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,9599.2,1.0,17013.5,17013.5,9599.2,0.0,1.7724,13.0,33294.7,4.4,17013.5,17013.5,9599.181,0.000,1.7724,13.033,33294.725,4.420,
47,47,motorway,16,8,"LINESTRING (-96.711117 43.546744, -96.711117 43.562324)",5.000000,3.107520,5.000000,60.000000,0.000000,5045.822583,3045.822583,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5045.8,1.0,8084.7,8084.7,5045.8,0.0,1.6023,16.5,21598.1,3.2,8084.7,8084.7,5045.823,0.000,1.6023,16.462,21598.070,3.226,
48,48,motorway,16,10,"LINESTRING (-96.711401 43.547008, -96.731457 43.545535)",4.000000,2.486016,4.000000,60.000000,0.000000,4854.917717,2854.917717,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4854.9,1.0,10897.3,10897.3,4854.9,0.0,2.2446,37.3,53653.7,5.5,10897.3,10897.3,4854.918,0.000,2.2446,37.301,53653.711,5.520,
49,49,motorway,16,17,"LINESTRING (-96.711647 43.546744, -96.711647 43.541280)",2.000000,1.243008,2.000000,60.000000,0.000000,5229.910063,3229.910063,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5229.9,1.0,10797.4,10797.4,5229.9,0.0,2.0645,14.0,20730.4,2.3,10797.4,10797.4,5229.910,0.000,2.0645,14.018,20730.434,2.317,
50,50,motorway,16,18,"LINESTRING (-96.711382 43.546479, -96.694078 43.546479)",3.000000,1.864512,3.000000,60.000000,0.000000,19679.896710,17679.896710,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,19679.9,1.0,18266.7,18266.7,19679.9,0.0,0.9282,4.1,19186.0,4.4,18266.7,18266.7,19679.897,0.000,0.9282,4.108,19186.005,4.374,
51,51,motorway,17,10,"LINESTRING (-96.711330 43.541540, -96.731386 43.545531)",8.000000,4.972032,8.000000,60.000000,0.000000,4993.510694,2993.510694,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4993.5,1.0,8100.0,8100.0,4993.5,0.0,1.6221,27.2,35385.9,5.2,8100.0,8100.0,4993.511,0.000,1.6221,27.193,35385.897,5.211,
52,52,motorway,17,16,"LINESTRING (-96.711117 43.541280, -96.711117 43.546744)",2.000000,1.243008,2.000000,60.000000,0.000000,5229.910063,3229.910063,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5229.9,1.0,10698.5,10698.5,5229.9,0.0,2.0456,13.6,20015.4,2.3,10698.5,10698.5,5229.910,0.000,2.0456,13.596,20015.379,2.259,
53,53,motorway,17,19,"LINESTRING (-96.711647 43.541279, -96.711581 43.529590)",2.000000,1.243008,2.000000,60.000000,0.000000,4823.950831,2823.950831,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4824.0,1.0,8684.6,8684.6,4824.0,0.0,1.8003,9.1,11734.6,1.5,8684.6,8684.6,4823.951,0.000,1.8003,9.098,11734.567,1.530,
54,54,motorway,18,7,"LINESTRING (-96.693814 43.546733, -96.693158 43.563833)",2.000000,1.243008,2.000000,60.000000,0.000000,23403.473190,21403.473190,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,23403.5,1.0,16511.3,16511.3,23403.5,0.0,0.7055,2.2,11312.9,2.8,16511.3,16511.3,23403.473,0.000,0.7055,2.247,11312.875,2.844,
55,55,motorway,18,16,"LINESTRING (-96.694078 43.547008, -96.711382 43.547008)",3.000000,1.864512,3.000000,60.000000,0.000000,19679.896710,17679.896710,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,19679.9,1.0,18375.8,18375.8,19679.9,0.0,0.9337,4.1,19327.2,4.4,18375.8,18375.8,19679.897,0.000,0.9337,4.135,19327.160,4.392,
56,56,motorway,18,20,"LINESTRING (-96.694311 43.546870, -96.711418 43.515460)",4.000000,2.486016,4.000000,60.000000,0.000000,23403.473190,21403.473190,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,23403.5,1.0,20706.8,20706.8,23403.5,0.0,0.8848,5.2,28737.4,6.7,20706.8,20706.8,23403.473,0.000,0.8848,5.220,28737.430,6.710,
57,57,motorway,19,15,"LINESTRING (-96.711319 43.529856, -96.731506 43.529666)",3.000000,1.864512,3.000000,60.000000,0.000000,14564.753150,12564.753150,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,14564.8,1.0,18624.5,18624.5,14564.8,0.0,1.2787,6.1,22515.8,4.2,18624.5,18624.5,14564.753,0.000,1.2787,6.105,22515.847,4.220,
58,58,motorway,19,17,"LINESTRING (-96.711051 43.529593, -96.711117 43.541282)",2.000000,1.243008,2.000000,60.000000,0.000000,4823.950831,2823.950831,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4824.0,1.0,8585.7,8585.7,4824.0,0.0,1.7798,8.8,11305.5,1.5,8585.7,8585.7,4823.951,0.000,1.7798,8.796,11305.472,1.494,
59,59,motorway,19,20,"LINESTRING (-96.711581 43.529589, -96.711450 43.515331)",4.000000,2.486016,4.000000,60.000000,0.000000,5002.607563,3002.607563,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5002.6,1.0,8558.8,8558.8,5002.6,0.0,1.7109,15.7,20714.6,2.9,8558.8,8558.8,5002.608,0.000,1.7109,15.708,20714.593,2.867,
60,60,motorway,20,18,"LINESTRING (-96.710953 43.515207, -96.693846 43.546617)",4.000000,2.486016,4.000000,60.000000,0.000000,23403.473190,21403.473190,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,23403.5,1.0,20761.7,20761.7,23403.5,0.0,0.8871,5.2,28825.5,6.7,20761.7,20761.7,23403.473,0.000,0.8871,5.232,28825.502,6.722,
61,61,motorway,20,19,"LINESTRING (-96.710920 43.515336, -96.711051 43.529594)",4.000000,2.486016,4.000000,60.000000,0.000000,5002.607563,3002.607563,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5002.6,1.0,8559.3,8559.3,5002.6,0.0,1.7110,15.7,20717.9,2.9,8559.3,8559.3,5002.608,0.000,1.7110,15.710,20717.882,2.867,
62,62,motorway,20,21,"LINESTRING (-96.711248 43.515591, -96.731042 43.510742)",6.000000,3.729024,6.000000,60.000000,0.000000,5059.912340,3059.912340,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5059.9,1.0,6261.7,6261.7,5059.9,0.0,1.2375,11.6,14771.3,2.8,6261.7,6261.7,5059.912,0.000,1.2375,11.576,14771.294,2.842,
63,63,motorway,20,22,"LINESTRING (-96.711191 43.515598, -96.731248 43.515123)",5.000000,3.107520,5.000000,60.000000,0.000000,5075.697193,3075.697193,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5075.7,1.0,7065.9,7065.9,5075.7,0.0,1.3921,11.9,15445.6,2.7,7065.9,7065.9,5075.697,0.000,1.3921,11.911,15445.638,2.682,
64,64,motorway,21,20,"LINESTRING (-96.730916 43.510228, -96.711122 43.515076)",6.000000,3.729024,6.000000,60.000000,0.000000,5059.912340,3059.912340,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5059.9,1.0,6246.4,6246.4,5059.9,0.0,1.2345,11.5,14710.1,2.8,6246.4,6246.4,5059.912,0.000,1.2345,11.532,14710.133,2.836,
65,65,motorway,21,22,"LINESTRING (-96.730715 43.510501, -96.730977 43.514874)",2.000000,1.243008,2.000000,60.000000,0.000000,5229.910063,3229.910063,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5229.9,1.0,8056.1,8056.1,5229.9,0.0,1.5404,6.0,8066.0,1.3,8056.1,8056.1,5229.910,0.000,1.5404,5.968,8065.990,1.260,
66,66,motorway,21,24,"LINESTRING (-96.731078 43.510731, -96.749299 43.503410)",3.000000,1.864512,3.000000,60.000000,0.000000,4885.357564,2885.357564,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4885.4,1.0,9939.4,9939.4,4885.4,0.0,2.0345,20.0,27472.5,3.1,9939.4,9939.4,4885.358,0.000,2.0345,20.031,27472.542,3.119,
67,67,motorway,22,15,"LINESTRING (-96.730977 43.514863, -96.731239 43.529406)",3.000000,1.864512,3.000000,60.000000,0.000000,9599.180565,7599.180565,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,9599.2,1.0,16966.7,16966.7,9599.2,0.0,1.7675,12.9,33002.3,4.4,16966.7,16966.7,9599.181,0.000,1.7675,12.929,33002.345,4.396,
