agent_id,o_zone_id,d_zone_id,o_zone_agent_type_cover_flag,d_zone_agent_type_cover_flag,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,distance
120,3,8,0,0,1,0,p,AM,46.90,0,1,0,0.0,31.3,31.3308,21.0000,
121,3,9,0,0,0,0,p,AM,100.00,0,1,0,0.0,16.4,16.4133,11.0000,
122,3,9,0,0,1,0,p,AM,0.00,0,1,0,0.0,35.7,35.7391,18.0000,
123,3,10,0,0,0,0,p,AM,300.00,0,1,0,0.0,22.1,22.1072,14.0000,
124,3,10,0,0,2,0,p,AM,0.00,0,1,0,0.0,23.5,23.5221,15.0000,
125,3,10,0,0,1,0,p,AM,0.00,0,1,0,0.0,30.0,30.0018,15.0000,
126,3,11,0,0,0,0,p,AM,300.00,0,1,0,0.0,11.4,11.4054,10.0000,
127,3,11,0,0,1,0,p,AM,0.00,0,1,0,0.0,17.9,17.8851,10.0000,
128,3,12,0,0,0,0,p,AM,200.00,0,1,0,0.0,4.0,4.0240,4.0000,
129,3,13,0,0,0,0,p,AM,100.00,0,1,0,0.0,7.1,7.0521,7.0000,
130,3,14,0,0,0,0,p,AM,100.00,0,1,0,0.0,25.2,25.1605,14.0000,
131,3,14,0,0,2,0,p,AM,0.00,0,1,0,0.0,31.6,31.6402,14.0000,
132,3,14,0,0,1,0,p,AM,0.00,0,1,0,0.0,36.7,36.7315,17.0000,
133,3,15,0,0,1,0,p,AM,100.00,0,1,0,0.0,35.8,35.8291,20.0000,
134,3,15,0,0,3,0,p,AM,0.00,0,1,0,0.0,37.2,37.2440,21.0000,
135,3,15,0,0,0,0,p,AM,0.00,0,1,0,0.0,37.2,37.2062,19.0000,
136,3,15,0,0,2,0,p,AM,0.00,0,1,0,0.0,43.7,43.6859,19.0000,
137,3,16,0,0,3,0,p,AM,33.81,0,1,0,0.0,42.5,42.4516,22.0000,
138,3,16,0,0,0,0,p,AM,133.48,0,1,0,0.0,42.1,42.0800,17.0000,
139,3,16,0,0,6,0,p,AM,9.27,0,1,0,0.0,42.1,42.1279,26.0000,
140,3,16,0,0,5,0,p,AM,0.67,0,1,0,0.0,42.2,42.1507,18.0000,
141,3,16,0,0,2,0,p,AM,0.00,0,1,0,0.0,42.5,42.4522,25.0000,
142,3,16,0,0,4,0,p,AM,1.96,0,1,0,0.0,42.1,42.0806,20.0000,
143,3,16,0,0,1,0,p,AM,20.81,0,1,0,0.0,42.1,42.1285,29.0000,
144,3,17,0,0,1,0,p,AM,100.00,0,1,0,0.0,38.4,38.4152,22.0000,
145,3,17,0,0,3,0,p,AM,0.00,0,1,0,0.0,39.8,39.8301,23.0000,
146,3,17,0,0,2,0,p,AM,0.00,0,1,0,0.0,51.3,51.2901,24.0000,
147,3,17,0,0,0,0,p,AM,0.00,0,1,0,0.0,50.9,50.9186,19.0000,
148,3,22,0,0,2,0,p,AM,0.00,0,1,0,0.0,52.4,52.4366,22.0000,
149,3,22,0,0,0,0,p,AM,66.73,0,1,0,0.0,40.0,40.0210,16.0000,
150,3,22,0,0,1,0,p,AM,33.27,0,1,0,0.0,40.0,40.0264,17.0000,
151,3,23,0,0,1,0,p,AM,0.00,0,1,0,0.0,40.4,40.4053,18.0000,
152,3,23,0,0,0,0,p,AM,100.00,0,1,0,0.0,28.0,27.9661,13.0000,
153,4,1,0,0,0,0,p,AM,500.00,0,1,0,0.0,8.3,8.3301,8.0000,
154,4,2,0,0,1,0,p,AM,200.00,0,1,0,0.0,14.3,14.3311,14.0000,
155,4,2,0,0,0,0,p,AM,0.00,0,1,0,0.0,18.2,18.2389,11.0000,
156,4,3,0,0,0,0,p,AM,200.00,0,1,0,0.0,4.3,4.3200,4.0000,
157,4,5,0,0,0,0,p,AM,500.00,0,1,0,0.0,2.4,2.3520,2.0000,
158,4,6,0,0,0,0,p,AM,400.00,0,1,0,0.0,11.8,11.7872,6.0000,
159,4,7,0,0,0,0,p,AM,319.06,0,1,0,0.0,32.5,32.5153,11.0000,
160,4,7,0,0,1,0,p,AM,80.94,0,1,0,0.0,32.6,32.5632,20.0000,
161,4,7,0,0,2,0,p,AM,0.00,0,1,0,0.0,43.0,43.0161,18.0000,
162,4,8,0,0,0,0,p,AM,558.18,0,1,0,0.0,27.0,26.9693,8.0000,
163,4,8,0,0,1,0,p,AM,141.82,0,1,0,0.0,27.0,27.0172,17.0000,
164,4,9,0,0,0,0,p,AM,700.00,0,1,0,0.0,12.1,12.0997,7.0000,
165,4,10,0,0,0,0,p,AM,1200.00,0,1,0,0.0,17.8,17.7935,10.0000,
166,4,10,0,0,2,0,p,AM,0.00,0,1,0,0.0,19.2,19.2084,11.0000,
167,4,10,0,0,1,0,p,AM,0.00,0,1,0,0.0,34.3,34.3218,19.0000,
168,4,11,0,0,0,0,p,AM,1400.00,0,1,0,0.0,7.1,7.0918,6.0000,
169,4,11,0,0,1,0,p,AM,0.00,0,1,0,0.0,22.2,22.2051,14.0000,
170,4,12,0,0,0,0,p,AM,600.00,0,1,0,0.0,8.3,8.3440,8.0000,
171,4,13,0,0,0,0,p,AM,600.00,0,1,0,0.0,11.4,11.3721,11.0000,
172,4,14,0,0,0,0,p,AM,500.00,0,1,0,0.0,20.8,20.8468,10.0000,
173,4,14,0,0,2,0,p,AM,0.00,0,1,0,0.0,36.0,35.9601,18.0000,
174,4,14,0,0,1,0,p,AM,0.00,0,1,0,0.0,43.7,43.6861,21.0000,
175,4,14,0,0,3,0,p,AM,0.00,0,1,0,0.0,41.1,41.0514,21.0000,
176,4,15,0,0,1,0,p,AM,500.00,0,1,0,0.0,31.5,31.5154,16.0000,
177,4,15,0,0,3,0,p,AM,0.00,0,1,0,0.0,32.9,32.9303,17.0000,
178,4,15,0,0,0,0,p,AM,0.00,0,1,0,0.0,32.9,32.8925,15.0000,
179,4,15,0,0,2,0,p,AM,0.00,0,1,0,0.0,48.0,48.0059,23.0000,
180,4,16,0,0,0,0,p,AM,690.03,0,1,0,0.0,37.8,37.7664,13.0000,
181,4,16,0,0,4,0,p,AM,32.32,0,1,0,0.0,37.8,37.8142,22.0000,
182,4,16,0,0,3,0,p,AM,0.00,0,1,0,0.0,37.8,37.8371,14.0000,
183,4,16,0,0,2,0,p,AM,0.36,0,1,0,0.0,37.8,37.7670,16.0000,
184,4,16,0,0,1,0,p,AM,77.29,0,1,0,0.0,37.8,37.8149,25.0000,
185,4,17,0,0,1,0,p,AM,500.00,0,1,0,0.0,34.1,34.1015,18.0000,
186,4,17,0,0,2,0,p,AM,0.00,0,1,0,0.0,35.5,35.5164,19.0000,
187,4,17,0,0,0,0,p,AM,0.00,0,1,0,0.0,46.6,46.6049,15.0000,
188,4,18,0,0,0,0,p,AM,79.78,0,1,0,0.0,34.6,34.5805,13.0000,
189,4,18,0,0,1,0,p,AM,20.22,0,1,0,0.0,34.6,34.6283,22.0000,
190,4,18,0,0,2,0,p,AM,0.00,0,1,0,0.0,41.0,40.9501,16.0000,
191,4,19,0,0,1,0,p,AM,200.00,0,1,0,0.0,35.8,35.8492,19.0000,
192,4,19,0,0,2,0,p,AM,0.00,0,1,0,0.0,37.3,37.2641,20.0000,
193,4,19,0,0,0,0,p,AM,0.00,0,1,0,0.0,54.0,53.9785,17.0000,
194,4,20,0,0,0,0,p,AM,254.41,0,1,0,0.0,38.9,38.8629,17.0000,
195,4,20,0,0,3,0,p,AM,45.59,0,1,0,0.0,38.9,38.9107,26.0000,
196,4,20,0,0,2,0,p,AM,0.00,0,1,0,0.0,45.2,45.2325,20.0000,
197,4,20,0,0,1,0,p,AM,0.00,0,1,0,0.0,44.8,44.8233,23.0000,
198,4,21,0,0,0,0,p,AM,200.00,0,1,0,0.0,40.3,40.2505,18.0000,
199,4,21,0,0,1,0,p,AM,0.00,0,1,0,0.0,52.9,52.8786,29.0000,
200,4,22,0,0,5,0,p,AM,400.00,0,1,0,0.0,40.3,40.2661,19.0000,
201,4,22,0,0,6,0,p,AM,0.00,0,1,0,0.0,41.7,41.6810,20.0000,
202,4,22,0,0,0,0,p,AM,0.00,0,1,0,0.0,41.6,41.6432,18.0000,
203,4,22,0,0,3,0,p,AM,0.00,0,1,0,0.0,56.8,56.7566,26.0000,
204,4,22,0,0,1,0,p,AM,0.00,0,1,0,0.0,52.5,52.5364,28.0000,
205,4,22,0,0,2,0,p,AM,0.00,0,1,0,0.0,44.3,44.3409,20.0000,
206,4,22,0,0,4,0,p,AM,0.00,0,1,0,0.0,44.3,44.3463,21.0000,
207,4,23,0,0,0,0,p,AM,414.18,0,1,0,0.0,29.6,29.6119,14.0000,
208,4,23,0,0,2,0,p,AM,0.00,0,1,0,0.0,44.7,44.7252,22.0000,
209,4,23,0,0,1,0,p,AM,85.82,0,1,0,0.0,32.3,32.2860,17.0000,
210,4,24,0,0,0,0,p,AM,200.00,0,1,0,0.0,28.6,28.6128,15.0000,
211,5,1,0,0,0,0,p,AM,200.00,0,1,0,0.0,10.7,10.6871,10.0000,
212,5,2,0,0,1,0,p,AM,25.42,0,1,0,0.0,16.7,16.6882,16.0000,
213,5,2,0,0,0,0,p,AM,74.58,0,1,0,0.0,15.9,15.8869,9.0000,
214,5,3,0,0,0,0,p,AM,100.00,0,1,0,0.0,6.7,6.6770,6.0000,
215,5,4,0,0,0,0,p,AM,500.00,0,1,0,0.0,2.4,2.3570,2.0000,
216,5,6,0,0,0,0,p,AM,200.00,0,1,0,0.0,9.4,9.4353,4.0000,
217,5,7,0,0,0,0,p,AM,159.49,0,1,0,0.0,30.2,30.1634,9.0000,
218,5,7,0,0,1,0,p,AM,40.51,0,1,0,0.0,30.2,30.2112,18.0000,
219,5,7,0,0,2,0,p,AM,0.00,0,1,0,0.0,40.7,40.6642,16.0000,
220,5,8,0,0,0,0,p,AM,398.59,0,1,0,0.0,24.6,24.6174,6.0000,
221,5,8,0,0,1,0,p,AM,101.41,0,1,0,0.0,24.7,24.6652,15.0000,
222,5,9,0,0,0,0,p,AM,800.00,0,1,0,0.0,9.7,9.7477,5.0000,
223,5,10,0,0,0,0,p,AM,1000.00,0,1,0,0.0,15.4,15.4416,8.0000,
224,5,10,0,0,1,0,p,AM,0.00,0,1,0,0.0,36.7,36.6788,21.0000,
225,5,11,0,0,0,0,p,AM,500.00,0,1,0,0.0,9.4,9.4488,8.0000,
226,5,11,0,0,1,0,p,AM,0.00,0,1,0,0.0,24.6,24.5621,16.0000,
227,5,12,0,0,0,0,p,AM,200.00,0,1,0,0.0,10.7,10.7010,10.0000,
228,5,13,0,0,0,0,p,AM,200.00,0,1,0,0.0,13.7,13.7291,13.0000,
229,5,14,0,0,0,0,p,AM,100.00,0,1,0,0.0,23.2,23.2038,12.0000,
230,5,14,0,0,2,0,p,AM,0.00,0,1,0,0.0,38.3,38.3172,20.0000,
231,5,14,0,0,1,0,p,AM,0.00,0,1,0,0.0,41.3,41.3341,19.0000,
232,5,14,0,0,3,0,p,AM,0.00,0,1,0,0.0,43.4,43.4085,23.0000,
233,5,15,0,0,0,0,p,AM,200.00,0,1,0,0.0,29.2,29.1635,14.0000,
234,5,15,0,0,1,0,p,AM,0.00,0,1,0,0.0,50.4,50.3629,25.0000,
235,5,16,0,0,0,0,p,AM,434.40,0,1,0,0.0,35.4,35.4144,11.0000,
236,5,16,0,0,4,0,p,AM,18.95,0,1,0,0.0,35.5,35.4623,20.0000,
237,5,16,0,0,3,0,p,AM,0.00,0,1,0,0.0,35.5,35.4851,12.0000,
238,5,16,0,0,2,0,p,AM,0.24,0,1,0,0.0,35.4,35.4150,14.0000,
239,5,16,0,0,1,0,p,AM,46.41,0,1,0,0.0,35.5,35.4629,23.0000,
240,5,17,0,0,1,0,p,AM,200.00,0,1,0,0.0,31.7,31.7496,16.0000,
241,5,17,0,0,0,0,p,AM,0.00,0,1,0,0.0,44.3,44.2530,13.0000,
242,5,19,0,0,1,0,p,AM,100.00,0,1,0,0.0,33.5,33.4972,17.0000,
243,5,19,0,0,0,0,p,AM,0.00,0,1,0,0.0,51.6,51.6266,15.0000,
244,5,20,0,0,0,0,p,AM,84.79,0,1,0,0.0,36.5,36.5109,15.0000,
245,5,20,0,0,3,0,p,AM,15.21,0,1,0,0.0,36.6,36.5588,24.0000,
246,5,20,0,0,2,0,p,AM,0.00,0,1,0,0.0,42.9,42.8806,18.0000,
247,5,20,0,0,1,0,p,AM,0.00,0,1,0,0.0,42.5,42.4713,21.0000,
248,5,21,0,0,2,0,p,AM,0.00,0,1,0,0.0,44.6,44.5662,21.0000,
249,5,21,0,0,3,0,p,AM,95.54,0,1,0,0.0,42.6,42.6075,20.0000,
250,5,21,0,0,0,0,p,AM,4.46,0,1,0,0.0,42.0,41.9773,19.0000,
251,5,21,0,0,1,0,p,AM,0.00,0,1,0,0.0,50.5,50.5266,27.0000,
252,5,22,0,0,0,0,p,AM,200.00,0,1,0,0.0,37.9,37.9142,17.0000,
253,5,22,0,0,3,0,p,AM,0.00,0,1,0,0.0,59.1,59.1136,28.0000,
254,5,22,0,0,1,0,p,AM,0.00,0,1,0,0.0,50.2,50.1845,26.0000,
255,5,22,0,0,2,0,p,AM,0.00,0,1,0,0.0,48.7,48.6567,23.0000,
256,5,23,0,0,0,0,p,AM,80.77,0,1,0,0.0,32.0,31.9689,16.0000,
257,5,23,0,0,2,0,p,AM,0.00,0,1,0,0.0,47.1,47.0823,24.0000,
258,5,23,0,0,1,0,p,AM,19.23,0,1,0,0.0,34.6,34.6431,19.0000,
259,6,1,0,0,0,0,p,AM,300.00,0,1,0,0.0,12.5,12.4527,11.0000,
260,6,2,0,0,0,0,p,AM,400.00,0,1,0,0.0,6.5,6.4517,5.0000,
261,6,3,0,0,1,0,p,AM,87.65,0,1,0,0.0,16.5,16.4628,15.0000,
262,6,3,0,0,0,0,p,AM,212.35,0,1,0,0.0,16.2,16.1990,10.0000,
263,6,4,0,0,0,0,p,AM,400.00,0,1,0,0.0,11.9,11.8791,6.0000,
264,6,5,0,0,0,0,p,AM,200.00,0,1,0,0.0,9.5,9.5221,4.0000,
265,6,7,0,0,0,0,p,AM,400.00,0,1,0,0.0,20.7,20.7281,5.0000,
266,6,7,0,0,1,0,p,AM,0.00,0,1,0,0.0,39.7,39.7333,22.0000,
267,6,7,0,0,2,0,p,AM,0.00,0,1,0,0.0,31.2,31.2289,12.0000,
268,6,8,0,0,0,0,p,AM,800.00,0,1,0,0.0,15.2,15.1821,2.0000,
269,6,8,0,0,1,0,p,AM,0.00,0,1,0,0.0,34.2,34.1873,19.0000,
270,6,9,0,0,0,0,p,AM,400.00,0,1,0,0.0,19.3,19.2698,9.0000,
271,6,10,0,0,1,0,p,AM,800.00,0,1,0,0.0,25.0,24.9636,12.0000,
272,6,10,0,0,2,0,p,AM,0.00,0,1,0,0.0,46.5,46.4646,30.0000,
273,6,10,0,0,0,0,p,AM,0.00,0,1,0,0.0,46.2,46.2429,11.0000,
274,6,11,0,0,0,0,p,AM,400.00,0,1,0,0.0,19.0,18.9708,12.0000,
275,6,11,0,0,1,0,p,AM,0.00,0,1,0,0.0,34.3,34.3479,25.0000,
276,6,11,0,0,2,0,p,AM,0.00,0,1,0,0.0,34.1,34.0842,20.0000,
277,6,12,0,0,1,0,p,AM,61.75,0,1,0,0.0,20.5,20.4868,19.0000,
278,6,12,0,0,0,0,p,AM,138.25,0,1,0,0.0,20.2,20.2231,14.0000,
279,6,13,0,0,1,0,p,AM,63.48,0,1,0,0.0,23.5,23.5149,22.0000,
280,6,13,0,0,0,0,p,AM,136.52,0,1,0,0.0,23.3,23.2511,17.0000,
281,6,14,0,0,0,0,p,AM,100.00,0,1,0,0.0,32.7,32.7259,16.0000,
282,6,14,0,0,3,0,p,AM,0.00,0,1,0,0.0,48.1,48.1030,29.0000,
283,6,14,0,0,4,0,p,AM,0.00,0,1,0,0.0,47.8,47.8392,24.0000,
284,6,14,0,0,1,0,p,AM,0.00,0,1,0,0.0,50.9,50.8561,23.0000,
285,6,14,0,0,5,0,p,AM,0.00,0,1,0,0.0,52.9,52.9305,27.0000,
286,6,14,0,0,2,0,p,AM,0.00,0,1,0,0.0,59.4,59.3786,26.0000,
