od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,
57,3,16,2,15,0,0,p,AM,200.00,1,-96.774303,43.572962,-96.711382,43.546744,17.0000,0.0170,0.0106,
58,3,17,2,16,0,0,p,AM,100.00,1,-96.774303,43.572962,-96.711382,43.541280,19.0000,0.0190,0.0118,
59,3,22,2,21,0,0,p,AM,100.00,1,-96.774303,43.572962,-96.731241,43.514858,16.0000,0.0160,0.0099,
60,3,23,2,22,0,0,p,AM,100.00,1,-96.774303,43.572962,-96.750904,43.514858,13.0000,0.0130,0.0081,
61,4,1,3,0,0,0,p,AM,500.00,1,-96.747168,43.563654,-96.770420,43.612828,8.0000,0.0080,0.0050,
62,4,2,3,1,0,0,p,AM,200.00,1,-96.747168,43.563654,-96.711251,43.605813,11.0000,0.0110,0.0068,
63,4,3,3,2,0,0,p,AM,200.00,1,-96.747168,43.563654,-96.774303,43.572962,4.0000,0.0040,0.0025,
64,4,5,3,4,0,0,p,AM,500.00,1,-96.747168,43.563654,-96.731569,43.564034,2.0000,0.0020,0.0012,
65,4,6,3,5,0,0,p,AM,400.00,1,-96.747168,43.563654,-96.711644,43.587586,6.0000,0.0060,0.0037,
66,4,7,3,6,0,0,p,AM,400.00,1,-96.747168,43.563654,-96.693423,43.563844,11.0000,0.0110,0.0068,
67,4,8,3,7,0,0,p,AM,700.00,1,-96.747168,43.563654,-96.711382,43.562324,8.0000,0.0080,0.0050,
68,4,9,3,8,0,0,p,AM,700.00,1,-96.747168,43.563654,-96.731241,43.548596,7.0000,0.0070,0.0044,
69,4,10,3,9,0,0,p,AM,1200.00,1,-96.747168,43.563654,-96.731438,43.545271,10.0000,0.0100,0.0062,
70,4,11,3,10,0,0,p,AM,1400.00,1,-96.747168,43.563654,-96.746841,43.544131,6.0000,0.0060,0.0037,
71,4,12,3,11,0,0,p,AM,600.00,1,-96.747168,43.563654,-96.780137,43.543941,8.0000,0.0080,0.0050,
72,4,13,3,12,0,0,p,AM,600.00,1,-96.747168,43.563654,-96.793377,43.490707,11.0000,0.0110,0.0068,
73,4,14,3,13,0,0,p,AM,500.00,1,-96.747168,43.563654,-96.751035,43.529306,10.0000,0.0100,0.0062,
74,4,15,3,14,0,0,p,AM,500.00,1,-96.747168,43.563654,-96.731504,43.529401,15.0000,0.0150,0.0093,
75,4,16,3,15,0,0,p,AM,800.00,1,-96.747168,43.563654,-96.711382,43.546744,13.0000,0.0130,0.0081,
76,4,17,3,16,0,0,p,AM,500.00,1,-96.747168,43.563654,-96.711382,43.541280,15.0000,0.0150,0.0093,
77,4,18,3,17,0,0,p,AM,100.00,1,-96.747168,43.563654,-96.694078,43.546744,13.0000,0.0130,0.0081,
78,4,19,3,18,0,0,p,AM,200.00,1,-96.747168,43.563654,-96.711316,43.529591,17.0000,0.0170,0.0106,
79,4,20,3,19,0,0,p,AM,300.00,1,-96.747168,43.563654,-96.711185,43.515333,17.0000,0.0170,0.0106,
80,4,21,3,20,0,0,p,AM,200.00,1,-96.747168,43.563654,-96.730979,43.510485,18.0000,0.0180,0.0112,
81,4,22,3,21,0,0,p,AM,400.00,1,-96.747168,43.563654,-96.731241,43.514858,18.0000,0.0180,0.0112,
82,4,23,3,22,0,0,p,AM,500.00,1,-96.747168,43.563654,-96.750904,43.514858,14.0000,0.0140,0.0087,
83,4,24,3,23,0,0,p,AM,200.00,1,-96.747168,43.563654,-96.749200,43.503164,15.0000,0.0150,0.0093,
84,5,1,4,0,0,0,p,AM,200.00,1,-96.731569,43.564034,-96.770420,43.612828,10.0000,0.0100,0.0062,
85,5,2,4,1,0,0,p,AM,100.00,1,-96.731569,43.564034,-96.711251,43.605813,9.0000,0.0090,0.0056,
86,5,3,4,2,0,0,p,AM,100.00,1,-96.731569,43.564034,-96.774303,43.572962,6.0000,0.0060,0.0037,
87,5,4,4,3,0,0,p,AM,500.00,1,-96.731569,43.564034,-96.747168,43.563654,2.0000,0.0020,0.0012,
88,5,6,4,5,0,0,p,AM,200.00,1,-96.731569,43.564034,-96.711644,43.587586,4.0000,0.0040,0.0025,
89,5,7,4,6,0,0,p,AM,200.00,1,-96.731569,43.564034,-96.693423,43.563844,9.0000,0.0090,0.0056,
90,5,8,4,7,0,0,p,AM,500.00,1,-96.731569,43.564034,-96.711382,43.562324,6.0000,0.0060,0.0037,
91,5,9,4,8,0,0,p,AM,800.00,1,-96.731569,43.564034,-96.731241,43.548596,5.0000,0.0050,0.0031,
92,5,10,4,9,0,0,p,AM,1000.00,1,-96.731569,43.564034,-96.731438,43.545271,8.0000,0.0080,0.0050,
93,5,11,4,10,0,0,p,AM,500.00,1,-96.731569,43.564034,-96.746841,43.544131,8.0000,0.0080,0.0050,
94,5,12,4,11,0,0,p,AM,200.00,1,-96.731569,43.564034,-96.780137,43.543941,10.0000,0.0100,0.0062,
95,5,13,4,12,0,0,p,AM,200.00,1,-96.731569,43.564034,-96.793377,43.490707,13.0000,0.0130,0.0081,
96,5,14,4,13,0,0,p,AM,100.00,1,-96.731569,43.564034,-96.751035,43.529306,12.0000,0.0120,0.0075,
97,5,15,4,14,0,0,p,AM,200.00,1,-96.731569,43.564034,-96.731504,43.529401,14.0000,0.0140,0.0087,
98,5,16,4,15,0,0,p,AM,500.00,1,-96.731569,43.564034,-96.711382,43.546744,11.0000,0.0110,0.0068,
99,5,17,4,16,0,0,p,AM,200.00,1,-96.731569,43.564034,-96.711382,43.541280,13.0000,0.0130,0.0081,
100,5,19,4,18,0,0,p,AM,100.00,1,-96.731569,43.564034,-96.711316,43.529591,15.0000,0.0150,0.0093,
101,5,20,4,19,0,0,p,AM,100.00,1,-96.731569,43.564034,-96.711185,43.515333,15.0000,0.0150,0.0093,
102,5,21,4,20,0,0,p,AM,100.00,1,-96.731569,43.564034,-96.730979,43.510485,19.0000,0.0190,0.0118,
103,5,22,4,21,0,0,p,AM,200.00,1,-96.731569,43.564034,-96.731241,43.514858,17.0000,0.0170,0.0106,
104,5,23,4,22,0,0,p,AM,100.00,1,-96.731569,43.564034,-96.750904,43.514858,16.0000,0.0160,0.0099,
105,6,1,5,0,0,0,p,AM,300.00,1,-96.711644,43.587586,-96.770420,43.612828,11.0000,0.0110,0.0068,
106,6,2,5,1,0,0,p,AM,400.00,1,-96.711644,43.587586,-96.711251,43.605813,5.0000,0.0050,0.0031,
107,6,3,5,2,0,0,p,AM,300.00,1,-96.711644,43.587586,-96.774303,43.572962,10.0000,0.0100,0.0062,
108,6,4,5,3,0,0,p,AM,400.00,1,-96.711644,43.587586,-96.747168,43.563654,6.0000,0.0060,0.0037,
109,6,5,5,4,0,0,p,AM,200.00,1,-96.711644,43.587586,-96.731569,43.564034,4.0000,0.0040,0.0025,
110,6,7,5,6,0,0,p,AM,400.00,1,-96.711644,43.587586,-96.693423,43.563844,5.0000,0.0050,0.0031,
111,6,8,5,7,0,0,p,AM,800.00,1,-96.711644,43.587586,-96.711382,43.562324,2.0000,0.0020,0.0012,
112,6,9,5,8,0,0,p,AM,400.00,1,-96.711644,43.587586,-96.731241,43.548596,9.0000,0.0090,0.0056,
113,6,10,5,9,0,0,p,AM,800.00,1,-96.711644,43.587586,-96.731438,43.545271,11.0000,0.0110,0.0068,
114,6,11,5,10,0,0,p,AM,400.00,1,-96.711644,43.587586,-96.746841,43.544131,12.0000,0.0120,0.0075,
115,6,12,5,11,0,0,p,AM,200.00,1,-96.711644,43.587586,-96.780137,43.543941,14.0000,0.0140,0.0087,
116,6,13,5,12,0,0,p,AM,200.00,1,-96.711644,43.587586,-96.793377,43.490707,17.0000,0.0170,0.0106,
117,6,14,5,13,0,0,p,AM,100.00,1,-96.711644,43.587586,-96.751035,43.529306,16.0000,0.0160,0.0099,
118,6,15,5,14,0,0,p,AM,200.00,1,-96.711644,43.587586,-96.731504,43.529401,14.0000,0.0140,0.0087,
119,6,16,5,15,0,0,p,AM,900.00,1,-96.711644,43.587586,-96.711382,43.546744,7.0000,0.0070,0.0044,
120,6,17,5,16,0,0,p,AM,500.00,1,-96.711644,43.587586,-96.711382,43.541280,9.0000,0.0090,0.0056,
121,6,18,5,17,0,0,p,AM,100.00,1,-96.711644,43.587586,-96.694078,43.546744,7.0000,0.0070,0.0044,
122,6,19,5,18,0,0,p,AM,200.00,1,-96.711644,43.587586,-96.711316,43.529591,11.0000,0.0110,0.0068,
123,6,20,5,19,0,0,p,AM,300.00,1,-96.711644,43.587586,-96.711185,43.515333,11.0000,0.0110,0.0068,
124,6,21,5,20,0,0,p,AM,100.00,1,-96.711644,43.587586,-96.730979,43.510485,17.0000,0.0170,0.0106,
125,6,22,5,21,0,0,p,AM,200.00,1,-96.711644,43.587586,-96.731241,43.514858,16.0000,0.0160,0.0099,
126,6,23,5,22,0,0,p,AM,100.00,1,-96.711644,43.587586,-96.750904,43.514858,20.0000,0.0200,0.0124,
127,6,24,5,23,0,0,p,AM,100.00,1,-96.711644,43.587586,-96.749200,43.503164,20.0000,0.0200,0.0124,
128,7,1,6,0,0,0,p,AM,500.00,1,-96.693423,43.563844,-96.770420,43.612828,16.0000,0.0160,0.0099,
129,7,2,6,1,0,0,p,AM,200.00,1,-96.693423,43.563844,-96.711251,43.605813,10.0000,0.0100,0.0062,
130,7,3,6,2,0,0,p,AM,100.00,1,-96.693423,43.563844,-96.774303,43.572962,15.0000,0.0150,0.0093,
131,7,4,6,3,0,0,p,AM,400.00,1,-96.693423,43.563844,-96.747168,43.563654,11.0000,0.0110,0.0068,
132,7,5,6,4,0,0,p,AM,200.00,1,-96.693423,43.563844,-96.731569,43.564034,9.0000,0.0090,0.0056,
133,7,6,6,5,0,0,p,AM,400.00,1,-96.693423,43.563844,-96.711644,43.587586,5.0000,0.0050,0.0031,
134,7,8,6,7,0,0,p,AM,1000.00,1,-96.693423,43.563844,-96.711382,43.562324,3.0000,0.0030,0.0019,
135,7,9,6,8,0,0,p,AM,600.00,1,-96.693423,43.563844,-96.731241,43.548596,12.0000,0.0120,0.0075,
136,7,10,6,9,0,0,p,AM,1900.00,1,-96.693423,43.563844,-96.731438,43.545271,9.0000,0.0090,0.0056,
137,7,11,6,10,0,0,p,AM,500.00,1,-96.693423,43.563844,-96.746841,43.544131,14.0000,0.0140,0.0087,
138,7,12,6,11,0,0,p,AM,700.00,1,-96.693423,43.563844,-96.780137,43.543941,19.0000,0.0190,0.0118,
139,7,13,6,12,0,0,p,AM,400.00,1,-96.693423,43.563844,-96.793377,43.490707,19.0000,0.0190,0.0118,
140,7,14,6,13,0,0,p,AM,200.00,1,-96.693423,43.563844,-96.751035,43.529306,17.0000,0.0170,0.0106,
141,7,15,6,14,0,0,p,AM,500.00,1,-96.693423,43.563844,-96.731504,43.529401,12.0000,0.0120,0.0075,
142,7,16,6,15,0,0,p,AM,1400.00,1,-96.693423,43.563844,-96.711382,43.546744,5.0000,0.0050,0.0031,
143,7,17,6,16,0,0,p,AM,1000.00,1,-96.693423,43.563844,-96.711382,43.541280,7.0000,0.0070,0.0044,
144,7,18,6,17,0,0,p,AM,200.00,1,-96.693423,43.563844,-96.694078,43.546744,2.0000,0.0020,0.0012,
145,7,19,6,18,0,0,p,AM,400.00,1,-96.693423,43.563844,-96.711316,43.529591,9.0000,0.0090,0.0056,
146,7,20,6,19,0,0,p,AM,500.00,1,-96.693423,43.563844,-96.711185,43.515333,6.0000,0.0060,0.0037,
147,7,21,6,20,0,0,p,AM,200.00,1,-96.693423,43.563844,-96.730979,43.510485,12.0000,0.0120,0.0075,
148,7,22,6,21,0,0,p,AM,500.00,1,-96.693423,43.563844,-96.731241,43.514858,11.0000,0.0110,0.0068,
149,7,23,6,22,0,0,p,AM,200.00,1,-96.693423,43.563844,-96.750904,43.514858,15.0000,0.0150,0.0093,
150,7,24,6,23,0,0,p,AM,100.00,1,-96.693423,43.563844,-96.749200,43.503164,15.0000,0.0150,0.0093,
151,8,1,7,0,0,0,p,AM,800.00,1,-96.711382,43.562324,-96.770420,43.612828,13.0000,0.0130,0.0081,
152,8,2,7,1,0,0,p,AM,400.00,1,-96.711382,43.562324,-96.711251,43.605813,7.0000,0.0070,0.0044,
153,8,3,7,2,0,0,p,AM,200.00,1,-96.711382,43.562324,-96.774303,43.572962,12.0000,0.0120,0.0075,
154,8,4,7,3,0,0,p,AM,700.00,1,-96.711382,43.562324,-96.747168,43.563654,8.0000,0.0080,0.0050,
155,8,5,7,4,0,0,p,AM,500.00,1,-96.711382,43.562324,-96.731569,43.564034,6.0000,0.0060,0.0037,
156,8,6,7,5,0,0,p,AM,800.00,1,-96.711382,43.562324,-96.711644,43.587586,2.0000,0.0020,0.0012,
157,8,7,7,6,0,0,p,AM,1000.00,1,-96.711382,43.562324,-96.693423,43.563844,3.0000,0.0030,0.0019,
158,8,9,7,8,0,0,p,AM,800.00,1,-96.711382,43.562324,-96.731241,43.548596,10.0000,0.0100,0.0062,
159,8,10,7,9,0,0,p,AM,1600.00,1,-96.711382,43.562324,-96.731438,43.545271,9.0000,0.0090,0.0056,
160,8,11,7,10,0,0,p,AM,800.00,1,-96.711382,43.562324,-96.746841,43.544131,14.0000,0.0140,0.0087,
161,8,12,7,11,0,0,p,AM,600.00,1,-96.711382,43.562324,-96.780137,43.543941,16.0000,0.0160,0.0099,
162,8,13,7,12,0,0,p,AM,600.00,1,-96.711382,43.562324,-96.793377,43.490707,19.0000,0.0190,0.0118,
163,8,14,7,13,0,0,p,AM,400.00,1,-96.711382,43.562324,-96.751035,43.529306,17.0000,0.0170,0.0106,
164,8,15,7,14,0,0,p,AM,600.00,1,-96.711382,43.562324,-96.731504,43.529401,12.0000,0.0120,0.0075,
165,8,16,7,15,0,0,p,AM,2200.00,1,-96.711382,43.562324,-96.711382,43.546744,5.0000,0.0050,0.0031,
166,8,17,7,16,0,0,p,AM,1400.00,1,-96.711382,43.562324,-96.711382,43.541280,7.0000,0.0070,0.0044,
167,8,18,7,17,0,0,p,AM,300.00,1,-96.711382,43.562324,-96.694078,43.546744,5.0000,0.0050,0.0031,
168,8,19,7,18,0,0,p,AM,700.00,1,-96.711382,43.562324,-96.711316,43.529591,9.0000,0.0090,0.0056,
169,8,20,7,19,0,0,p,AM,900.00,1,-96.711382,43.562324,-96.711185,43.515333,9.0000,0.0090,0.0056,
170,8,21,7,20,0,0,p,AM,400.00,1,-96.711382,43.562324,-96.730979,43.510485,15.0000,0.0150,0.0093,
171,8,22,7,21,0,0,p,AM,500.00,1,-96.711382,43.562324,-96.731241,43.514858,14.0000,0.0140,0.0087,
172,8,23,7,22,0,0,p,AM,300.00,1,-96.711382,43.562324,-96.750904,43.514858,18.0000,0.0180,0.0112,
173,8,24,7,23,0,0,p,AM,200.00,1,-96.711382,43.562324,-96.749200,43.503164,18.0000,0.0180,0.0112,
174,9,1,8,0,0,0,p,AM,500.00,1,-96.731241,43.548596,-96.770420,43.612828,15.0000,0.0150,0.0093,
175,9,2,8,1,0,0,p,AM,200.00,1,-96.731241,43.548596,-96.711251,43.605813,14.0000,0.0140,0.0087,
176,9,3,8,2,0,0,p,AM,100.00,1,-96.731241,43.548596,-96.774303,43.572962,11.0000,0.0110,0.0068,
177,9,4,8,3,0,0,p,AM,700.00,1,-96.731241,43.548596,-96.747168,43.563654,7.0000,0.0070,0.0044,
178,9,5,8,4,0,0,p,AM,800.00,1,-96.731241,43.548596,-96.731569,43.564034,5.0000,0.0050,0.0031,
179,9,6,8,5,0,0,p,AM,400.00,1,-96.731241,43.548596,-96.711644,43.587586,9.0000,0.0090,0.0056,
180,9,7,8,6,0,0,p,AM,600.00,1,-96.731241,43.548596,-96.693423,43.563844,12.0000,0.0120,0.0075,
181,9,8,8,7,0,0,p,AM,800.00,1,-96.731241,43.548596,-96.711382,43.562324,10.0000,0.0100,0.0062,
182,9,10,8,9,0,0,p,AM,2800.00,1,-96.731241,43.548596,-96.731438,43.545271,3.0000,0.0030,0.0019,
183,9,11,8,10,0,0,p,AM,1400.00,1,-96.731241,43.548596,-96.746841,43.544131,8.0000,0.0080,0.0050,
184,9,12,8,11,0,0,p,AM,600.00,1,-96.731241,43.548596,-96.780137,43.543941,14.0000,0.0140,0.0087,
185,9,13,8,12,0,0,p,AM,600.00,1,-96.731241,43.548596,-96.793377,43.490707,17.0000,0.0170,0.0106,
186,9,14,8,13,0,0,p,AM,600.00,1,-96.731241,43.548596,-96.751035,43.529306,12.0000,0.0120,0.0075,
187,9,15,8,14,0,0,p,AM,900.00,1,-96.731241,43.548596,-96.731504,43.529401,9.0000,0.0090,0.0056,
188,9,16,8,15,0,0,p,AM,1400.00,1,-96.731241,43.548596,-96.711382,43.546744,7.0000,0.0070,0.0044,
189,9,17,8,16,0,0,p,AM,900.00,1,-96.731241,43.548596,-96.711382,43.541280,9.0000,0.0090,0.0056,
190,9,18,8,17,0,0,p,AM,200.00,1,-96.731241,43.548596,-96.694078,43.546744,10.0000,0.0100,0.0062,
191,9,19,8,18,0,0,p,AM,400.00,1,-96.731241,43.548596,-96.711316,43.529591,11.0000,0.0110,0.0068,
192,9,20,8,19,0,0,p,AM,600.00,1,-96.731241,43.548596,-96.711185,43.515333,14.0000,0.0140,0.0087,
193,9,21,8,20,0,0,p,AM,300.00,1,-96.731241,43.548596,-96.730979,43.510485,14.0000,0.0140,0.0087,
194,9,22,8,21,0,0,p,AM,700.00,1,-96.731241,43.548596,-96.731241,43.514858,12.0000,0.0120,0.0075,
195,9,23,8,22,0,0,p,AM,500.00,1,-96.731241,43.548596,-96.750904,43.514858,16.0000,0.0160,0.0099,
196,9,24,8,23,0,0,p,AM,200.00,1,-96.731241,43.548596,-96.749200,43.503164,17.0000,0.0170,0.0106,
197,10,1,9,0,0,0,p,AM,1300.00,1,-96.731438,43.545271,-96.770420,43.612828,18.0000,0.0180,0.0112,
198,10,2,9,1,0,0,p,AM,600.00,1,-96.731438,43.545271,-96.711251,43.605813,16.0000,0.0160,0.0099,
199,10,3,9,2,0,0,p,AM,300.00,1,-96.731438,43.545271,-96.774303,43.572962,14.0000,0.0140,0.0087,
200,10,4,9,3,0,0,p,AM,1200.00,1,-96.731438,43.545271,-96.747168,43.563654,10.0000,0.0100,0.0062,
201,10,5,9,4,0,0,p,AM,1000.00,1,-96.731438,43.545271,-96.731569,43.564034,8.0000,0.0080,0.0050,
202,10,6,9,5,0,0,p,AM,800.00,1,-96.731438,43.545271,-96.711644,43.587586,11.0000,0.0110,0.0068,
203,10,7,9,6,0,0,p,AM,1900.00,1,-96.731438,43.545271,-96.693423,43.563844,9.0000,0.0090,0.0056,
204,10,8,9,7,0,0,p,AM,1600.00,1,-96.731438,43.545271,-96.711382,43.562324,9.0000,0.0090,0.0056,
205,10,9,9,8,0,0,p,AM,2800.00,1,-96.731438,43.545271,-96.731241,43.548596,3.0000,0.0030,0.0019,
206,10,11,9,10,0,0,p,AM,4000.00,1,-96.731438,43.545271,-96.746841,43.544131,5.0000,0.0050,0.0031,
207,10,12,9,11,0,0,p,AM,2000.00,1,-96.731438,43.545271,-96.780137,43.543941,11.0000,0.0110,0.0068,
208,10,13,9,12,0,0,p,AM,1900.00,1,-96.731438,43.545271,-96.793377,43.490707,14.0000,0.0140,0.0087,
209,10,14,9,13,0,0,p,AM,2100.00,1,-96.731438,43.545271,-96.751035,43.529306,9.0000,0.0090,0.0056,
210,10,15,9,14,0,0,p,AM,4000.00,1,-96.731438,43.545271,-96.731504,43.529401,6.0000,0.0060,0.0037,
211,10,16,9,15,0,0,p,AM,4400.00,1,-96.731438,43.545271,-96.711382,43.546744,4.0000,0.0040,0.0025,
212,10,17,9,16,0,0,p,AM,3900.00,1,-96.731438,43.545271,-96.711382,43.541280,6.0000,0.0060,0.0037,
213,10,18,9,17,0,0,p,AM,700.00,1,-96.731438,43.545271,-96.694078,43.546744,7.0000,0.0070,0.0044,
214,10,19,9,18,0,0,p,AM,1800.00,1,-96.731438,43.545271,-96.711316,43.529591,8.0000,0.0080,0.0050,
215,10,20,9,19,0,0,p,AM,2500.00,1,-96.731438,43.545271,-96.711185,43.515333,11.0000,0.0110,0.0068,
216,10,21,9,20,0,0,p,AM,1200.00,1,-96.731438,43.545271,-96.730979,43.510485,11.0000,0.0110,0.0068,
217,10,22,9,21,0,0,p,AM,2600.00,1,-96.731438,43.545271,-96.731241,43.514858,9.0000,0.0090,0.0056,
218,10,23,9,22,0,0,p,AM,1800.00,1,-96.731438,43.545271,-96.750904,43.514858,13.0000,0.0130,0.0081,
