link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
11,11,bpr,5,4,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,18366.807,-1.000,0.000,0.000,0.000,0.000,,,,0.000,18366.807,2.341,51.252,31.853,0.854,1.033,1.033,17782.794,17782.794,0.000,0.000,0.000,1.000,1.000,18366.806,0.955,1.142,0.991,0.000,60.000,51.000,0.400,4.000,38.916,36.807,22830.090,716.732,22830.090,716.732,104.505,0.000,"LINESTRING (-96.731576 43.564298, -96.747175 43.563918)",18366.806,18366.806,1.033,1.033,60.000,60.000,60.000,60.000,58.901,59.200,59.500,59.800,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18366.807,18366.807,0.000,51.252,0.000,-51.252,1.033,0.000,-1.033,0.991,0.000,-0.991,period-based
12,12,bpr,5,6,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,8698.552,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8698.552,9.731,24.664,15.329,0.411,1.758,1.758,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,8698.552,0.955,1.142,1.818,0.000,60.000,51.000,0.400,4.000,14.142,9.490,21624.740,1410.744,21624.740,1410.744,830.841,728.505,"LINESTRING (-96.731367 43.563863, -96.711442 43.587414)",8698.552,8698.552,1.758,1.758,60.000,60.000,60.000,60.000,58.837,59.154,59.471,59.788,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8698.552,8698.552,0.000,24.664,0.000,-24.664,1.758,0.000,-1.758,1.818,0.000,-1.818,period-based
13,13,bpr,5,9,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,15825.407,-1.000,0.000,0.000,0.000,0.000,,,,0.000,15825.407,9.704,30.915,19.214,0.515,1.583,1.583,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,15825.407,0.955,1.142,1.613,0.000,60.000,51.000,0.400,4.000,18.809,13.760,49177.773,2559.534,49177.773,2559.534,1240.750,1008.024,"LINESTRING (-96.731834 43.564028, -96.731506 43.548591)",15825.407,15825.407,1.583,1.583,60.000,60.000,60.000,60.000,58.853,59.166,59.479,59.791,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15825.407,15825.407,0.000,30.915,0.000,-30.915,1.583,0.000,-1.583,1.613,0.000,-1.613,period-based
14,14,bpr,6,2,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5961.925,-1.000,0.000,0.000,0.000,0.000,,,,0.000,5961.925,6.568,45.677,28.388,0.761,1.202,1.202,4958.181,4958.181,0.000,0.000,0.000,1.000,1.000,5961.925,0.955,1.142,1.179,0.000,60.000,51.000,0.400,4.000,32.475,28.780,18526.801,652.622,18526.801,652.622,155.795,68.119,"LINESTRING (-96.711379 43.587580, -96.710986 43.605807)",5961.925,5961.925,1.202,1.202,60.000,60.000,60.000,60.000,58.887,59.190,59.494,59.798,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5961.925,5961.925,0.000,45.677,0.000,-45.677,1.202,0.000,-1.202,1.179,0.000,-1.179,period-based
15,15,bpr,6,5,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,8709.816,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8709.816,9.761,24.589,15.282,0.410,1.760,1.760,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,8709.816,0.955,1.142,1.821,0.000,60.000,51.000,0.400,4.000,14.089,9.444,21652.744,1416.888,21652.744,1416.888,836.234,733.766,"LINESTRING (-96.711846 43.587757, -96.731771 43.564205)",8709.816,8709.816,1.760,1.760,60.000,60.000,60.000,60.000,58.836,59.154,59.471,59.788,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8709.816,8709.816,0.000,24.589,0.000,-24.589,1.760,0.000,-1.760,1.821,0.000,-1.821,period-based
16,16,bpr,6,8,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,12546.873,-1.000,0.000,0.000,0.000,0.000,,,,0.000,12546.873,14.912,8.047,5.002,0.134,2.561,2.561,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,12546.873,0.955,1.142,2.794,0.000,60.000,51.000,0.400,4.000,4.002,2.009,15595.864,3118.230,15595.864,3118.230,2700.001,2626.196,"LINESTRING (-96.711909 43.587583, -96.711647 43.562321)",12546.873,12546.873,2.561,2.561,60.000,60.000,60.000,60.000,58.751,59.091,59.432,59.773,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12546.873,12546.873,0.000,8.047,0.000,-8.047,2.561,0.000,-2.561,2.794,0.000,-2.794,period-based
17,17,bpr,7,8,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,12150.503,-1.000,0.000,0.000,0.000,0.000,,,,0.000,12150.503,5.594,32.179,19.999,0.536,1.549,1.549,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,12150.503,0.955,1.142,1.574,0.000,60.000,51.000,0.400,4.000,19.823,14.751,22654.760,1132.776,22654.760,1132.776,525.251,418.041,"LINESTRING (-96.693445 43.564107, -96.711404 43.562588)",12150.503,12150.503,1.549,1.549,60.000,60.000,60.000,60.000,58.856,59.168,59.480,59.792,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12150.503,12150.503,0.000,32.179,0.000,-32.179,1.549,0.000,-1.549,1.574,0.000,-1.574,period-based
18,18,bpr,7,18,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,15968.537,-1.000,0.000,0.000,0.000,0.000,,,,0.000,15968.537,2.065,58.111,36.116,0.969,0.682,0.682,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,15968.537,0.955,1.142,0.207,0.000,60.000,51.000,0.400,4.000,54.160,50.963,19849.021,549.590,19849.021,549.590,17.305,0.000,"LINESTRING (-96.693687 43.563854, -96.694343 43.546754)",15968.537,15968.537,0.682,0.682,60.000,60.000,60.000,60.000,59.322,59.507,59.692,59.877,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15968.537,15968.537,0.000,58.111,0.000,-58.111,0.682,0.000,-0.682,0.207,0.000,-0.207,period-based
19,19,bpr,8,6,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,12587.999,-1.000,0.000,0.000,0.000,0.000,,,,0.000,12587.999,15.082,7.957,4.945,0.133,2.570,2.570,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,12587.999,0.955,1.142,2.805,0.000,60.000,51.000,0.400,4.000,3.954,1.980,15646.984,3164.142,15646.984,3164.142,2744.542,2670.495,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",12587.999,12587.999,2.570,2.570,60.000,60.000,60.000,60.000,58.750,59.091,59.432,59.773,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12587.999,12587.999,0.000,7.957,0.000,-7.957,2.570,0.000,-2.570,2.805,0.000,-2.805,period-based
20,20,bpr,8,7,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,12074.237,-1.000,0.000,0.000,0.000,0.000,,,,0.000,12074.237,5.529,32.554,20.233,0.543,1.540,1.540,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,12074.237,0.955,1.142,1.563,0.000,60.000,51.000,0.400,4.000,20.129,15.054,22512.562,1112.684,22512.562,1112.684,508.972,402.435,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",12074.237,12074.237,1.540,1.540,60.000,60.000,60.000,60.000,58.857,59.169,59.480,59.792,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12074.237,12074.237,0.000,32.554,0.000,-32.554,1.540,0.000,-1.540,1.563,0.000,-1.563,period-based
21,21,bpr,8,9,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,6866.946,-1.000,0.000,0.000,0.000,0.000,,,,0.000,6866.946,15.128,39.663,24.650,0.661,1.360,1.360,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,6866.946,0.955,1.142,1.356,0.000,60.000,51.000,0.400,4.000,26.387,21.669,42678.348,1731.340,42678.348,1731.340,586.849,384.880,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",6866.946,6866.946,1.360,1.360,60.000,60.000,60.000,60.000,58.873,59.181,59.488,59.795,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6866.946,6866.946,0.000,39.663,0.000,-39.663,1.360,0.000,-1.360,1.356,0.000,-1.356,period-based
