[PROCESS INFO] Step 0: reading scenario_index_list.csv
[STATUS INFO] scenario_index=0,scenario_name=,25nb
[STATUS INFO] scenario_index=1,scenario_name=,2040
[PROCESS INFO] Step 1.1: Reading demand_period.csv...
,demand_period= 1, am,time_period=0700_0800
,demand_period= 2, md,time_period=1200_1300
,demand_period= 3, pm,time_period=1600_1700
[PROCESS INFO] Step 1.2: Reading file mode_type.csv...
mode_type =, auto, real time info flag = 0
link_type =, 1, link_type_name = highway
,mode_type= auto,cap= 2000,free_speed=60
, number of activity nodes defined in node.csv=, 24
, number of boundary activity nodes defined in node.csv=, 0
[PROCESS INFO] Step 1: read network node.csv, link.csv, zone.csv 
,# of nodes = ,48
,# of links =,76
,# of zones =,24
[PROCESS INFO] Step 1: read network node.csv, link.csv, zone.csv 
,# of nodes = ,48
,# of links =,76
,# of zones =,24
,summary by road link type,link_type,link_type_name,# of links,avg_free_speed_mph,avg_free_speed_kmph,,total_length,total_capacity,avg_lane_capacity,avg_length_in_meter,
,,-1,,0,0,0,0,0,0,0,
,,1,highway,76,60,96.5604,314,778788,10247.2,4131.58,
,,-1,,,,1,highway,pre-read demand_file_list.csv.
,first stage scanning
,# of inside zones = 24, total_related_demand = 360600
,# inside_zone_count = 24, total_related_demand_from_internal zones = 360600
,# related_external_zone_count = 0, external related demand = 0
,# related_external_zone_count_with_significant_volume = 0
 During the second stage of cut off, the cut off zone includes all inside zones along with significant external related zones.
,# cut off zone size = 24, total_related_demand_from_external_cutoff  = 0
,cut off volume threshold to determine significance = 0.External origin zones with a volume larger than this threshold will be retained.
, remaining external related demand percentage after the cut off  = 0 %
[PROCESS INFO] Step 2.1: read demand, defined in demand_file_list.csv.
[STATUS INFO] reading demand file for scenario index = 0
,total demand =, 360600
,summary by multi-modal and demand types,demand_period,mode_type,total demmand volume in scenario 0, # of links,avg_free_speed_mph,avg_free_speed_kmph,total_length_in_km,total_capacity,avg_lane_capacity,avg_length_in_meter,
,,am,auto,360600,76,60,96.5604,314,778788,10247.2,4131.58,
,,md,auto,0,76,60,96.5604,314,778788,10247.2,4131.58,
,,pm,auto,0,76,60,96.5604,314,778788,10247.2,4131.58,
,from_flag,to_flag,volume
,from_flag,to_flag,volume
FOCUSING internal step 1: Focus-subarea Approach,0=not related, 1=significantly related external but not in cutoff, 2= cut-off external, 3= inside
,0,1,2,3,
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,360600
FOCUSING internal step 2: Origin-based flow extraction,top 10 OD,rank,o,d,inside_flag_o,inside_flag_d,mode_type,departure_time,volume
59,0.002,360600,22.3547,3.48535
60,0,360600,22.316,3.38067
61,0,360600,22.2936,3.3577
62,0,360600,22.2601,3.28648
63,0,360600,22.2282,3.22249
64,0,360600,22.1981,3.13933
65,0,360600,22.1726,3.14209
66,0,360600,22.148,2.98813
67,0,360600,22.1236,2.94727
68,0,360600,22.1073,3.01043
69,0,360600,22.0851,2.8529
70,0.002,360600,22.0657,2.85437
71,0.001,360600,22.0489,2.87067
72,0,360600,22.025,2.7958
73,0,360600,21.99,2.73042
74,0,360600,21.9682,2.76386
75,0,360600,21.9642,2.76023
76,0,360600,21.9519,2.61475
77,0,360600,21.935,2.61588
78,0,360600,21.9159,2.58121
79,0,360600,21.9043,2.48992
80,0,360600,21.8922,2.47041
81,0,360600,21.8822,2.55749
82,0,360600,21.8625,2.38636
83,0,360600,21.8435,2.42355
84,0,360600,21.8252,2.45808
85,0,360600,21.8066,2.36502
86,0,360600,21.7941,2.33396
87,0,360600,21.7808,2.36906
88,0,360600,21.7718,2.26964
89,0,360600,21.7639,2.24395
90,0,360600,21.7549,2.21266
91,0,360600,21.7383,2.15839
92,0,360600,21.7208,2.1648
93,0,360600,21.7143,2.22157
94,0,360600,21.6981,2.11029
95,0,360600,21.6827,2.12802
96,0,360600,21.6787,2.12148
97,0,360600,21.6687,2.04669
98,0,360600,21.6577,2.01644
99,0,360600,21.6548,2.05841
[PROCESS INFO] Step 5: column pool-based flow updating for traffic assignment 
,# of flow updating iterations=,40
column updating
[DATA INFO] column updating: iteration = 0, avg travel time = 21.6775(min), optimization obj = 150806, Relative_gap = 0.997595 %
[DATA INFO] column updating: iteration = 1, avg travel time = 21.0785(min), optimization obj = 33411.3, Relative_gap = 0.236812 %
[DATA INFO] column updating: iteration = 2, avg travel time = 20.4657(min), optimization obj = 15775.9, Relative_gap = 0.111799 %
[DATA INFO] column updating: iteration = 3, avg travel time = 20.7855(min), optimization obj = 11973.5, Relative_gap = 0.0848264 %
[DATA INFO] column updating: iteration = 4, avg travel time = 20.6078(min), optimization obj = 9969.64, Relative_gap = 0.0706091 %
[DATA INFO] column updating: iteration = 5, avg travel time = 20.556(min), optimization obj = 8706.04, Relative_gap = 0.0616526 %
[DATA INFO] column updating: iteration = 6, avg travel time = 20.8735(min), optimization obj = 7913.45, Relative_gap = 0.0560291 %
[DATA INFO] column updating: iteration = 7, avg travel time = 20.8135(min), optimization obj = 7296.28, Relative_gap = 0.0516564 %
[DATA INFO] column updating: iteration = 8, avg travel time = 20.745(min), optimization obj = 6792.67, Relative_gap = 0.0480844 %
[DATA INFO] column updating: iteration = 9, avg travel time = 20.6535(min), optimization obj = 6563.98, Relative_gap = 0.0464608 %
[DATA INFO] column updating: iteration = 10, avg travel time = 21.048(min), optimization obj = 6268.96, Relative_gap = 0.0443697 %
[DATA INFO] column updating: iteration = 11, avg travel time = 20.8715(min), optimization obj = 6110.7, Relative_gap = 0.0432458 %
[DATA INFO] column updating: iteration = 12, avg travel time = 20.8428(min), optimization obj = 5809.44, Relative_gap = 0.041111 %
[DATA INFO] column updating: iteration = 13, avg travel time = 20.5796(min), optimization obj = 5673.89, Relative_gap = 0.0401493 %
[DATA INFO] column updating: iteration = 14, avg travel time = 20.7812(min), optimization obj = 5506.19, Relative_gap = 0.0389602 %
[DATA INFO] column updating: iteration = 15, avg travel time = 20.9831(min), optimization obj = 5348.21, Relative_gap = 0.0378406 %
[DATA INFO] column updating: iteration = 16, avg travel time = 20.6146(min), optimization obj = 5227.83, Relative_gap = 0.0369875 %
[DATA INFO] column updating: iteration = 17, avg travel time = 20.8697(min), optimization obj = 5075.81, Relative_gap = 0.0359103 %
[DATA INFO] column updating: iteration = 18, avg travel time = 20.9352(min), optimization obj = 5002.08, Relative_gap = 0.0353871 %
[DATA INFO] column updating: iteration = 19, avg travel time = 20.7476(min), optimization obj = 4918.72, Relative_gap = 0.0347968 %
[DATA INFO] column updating: iteration = 20, avg travel time = 20.961(min), optimization obj = 4795.47, Relative_gap = 0.0339236 %
[DATA INFO] column updating: iteration = 21, avg travel time = 20.8157(min), optimization obj = 4748.8, Relative_gap = 0.0335924 %
[DATA INFO] column updating: iteration = 22, avg travel time = 21.0913(min), optimization obj = 4663.67, Relative_gap = 0.0329892 %
[DATA INFO] column updating: iteration = 23, avg travel time = 20.4902(min), optimization obj = 4593.26, Relative_gap = 0.0324906 %
[DATA INFO] column updating: iteration = 24, avg travel time = 20.7666(min), optimization obj = 4538.27, Relative_gap = 0.0321009 %
[DATA INFO] column updating: iteration = 25, avg travel time = 20.6707(min), optimization obj = 4471.01, Relative_gap = 0.0316243 %
[DATA INFO] column updating: iteration = 26, avg travel time = 20.7759(min), optimization obj = 4394.17, Relative_gap = 0.0310801 %
[DATA INFO] column updating: iteration = 27, avg travel time = 20.7658(min), optimization obj = 4359.58, Relative_gap = 0.0308349 %
[DATA INFO] column updating: iteration = 28, avg travel time = 20.6653(min), optimization obj = 4315, Relative_gap = 0.030519 %
[DATA INFO] column updating: iteration = 29, avg travel time = 20.8008(min), optimization obj = 4263.45, Relative_gap = 0.0301538 %
[DATA INFO] column updating: iteration = 30, avg travel time = 21.0045(min), optimization obj = 4214.35, Relative_gap = 0.029806 %
[DATA INFO] column updating: iteration = 31, avg travel time = 20.6154(min), optimization obj = 4174.97, Relative_gap = 0.029527 %
[DATA INFO] column updating: iteration = 32, avg travel time = 20.4748(min), optimization obj = 4146.76, Relative_gap = 0.029327 %
[DATA INFO] column updating: iteration = 33, avg travel time = 20.7361(min), optimization obj = 4100.29, Relative_gap = 0.0289979 %
[DATA INFO] column updating: iteration = 34, avg travel time = 20.7011(min), optimization obj = 4088.9, Relative_gap = 0.0289169 %
[DATA INFO] column updating: iteration = 35, avg travel time = 20.5136(min), optimization obj = 4043.03, Relative_gap = 0.0285921 %
[DATA INFO] column updating: iteration = 36, avg travel time = 20.7178(min), optimization obj = 4019.97, Relative_gap = 0.0284286 %
[DATA INFO] column updating: iteration = 37, avg travel time = 20.867(min), optimization obj = 3995.14, Relative_gap = 0.0282526 %
[DATA INFO] column updating: iteration = 38, avg travel time = 20.7764(min), optimization obj = 3962.14, Relative_gap = 0.0280188 %
[DATA INFO] column updating: iteration = 39, avg travel time = 20.8593(min), optimization obj = 3953.43, Relative_gap = 0.0279569 %
[PROCESS INFO] Step 7: perform sensitivity analysis if dynamic_traffic_management.csv is provided for dtm_type = lane_closure or dms. 
[PROCESS INFO] Step 8: Executing Traffic Simulation. Proceeds only if simulation_output is set to 1 in settings.csv. 
[PROCESS INFO] Step 9: Generating Zonal Hierarchy Mapping (e.g., Zone to Super-Zone and Zone to District Mapping) 
Output Link Performance:
,ref_link_vol_count=,0,MAPE=,0%
,VMT=,2.13157e+06,VKT=,3.42969e+06
,VHT=,124023
,network vehicle speed (MPH) =,17.1869,,network vehicle speed (KPH) =,27.6537
,PMT=,2.13157e+06,PKT=,3.42969e+06
,PHT=,124023
,network person speed (MPH) =,17.1869,,network person speed (KPH) =,27.6537
,simple avg link volume=,11588.3
,simple avg link speed=,34.4048
,simple avg link speed ratio=,0.573414
Output subarea Link Performance:
,ref_link_vol_count=,0,MAPE=,0%
,VMT=,2.13157e+06,VKT=,3.42969e+06
,VHT=,124023
,network vehicle speed (MPH) =,17.1869,,network vehicle speed (KPH) =,27.6537
,PMT=,2.13157e+06,PKT=,3.42969e+06
,PHT=,124023
,network person speed (MPH) =,17.1869,,network person speed (KPH) =,27.6537
,simple avg link volume=,11588.3
,simple avg link speed=,34.4048
,simple avg link speed ratio=,0.573414
,read dynamic traffic managementscenario
, # of lane closure records in dynamic_traffic_management.csv=,0,
, # of dms records in dynamic_traffic_management.csv=,0,
[DATA INFO] Iteration, CPU running time (sec), # of agents, Avg Travel Time(min),  Avg UE gap %
0,0,360600,20.6361,7.44138e+13
1,0,360600,0,0
2,0,360600,0,0
3,0,360600,0,0
4,0,360600,0,0
5,0,360600,0,0
6,0,360600,0,0
7,0,360600,0,0
8,0,360600,0,0
9,0,360600,0,0
10,0,360600,0,0
11,0,360600,0,0
12,0,360600,0,0
13,0,360600,0,0
14,0,360600,0,0
15,0,360600,0,0
16,0,360600,0,0
17,0,360600,0,0
18,0,360600,0,0
19,0,360600,0,0
20,0,360600,0,0
21,0,360600,0,0
22,0,360600,0,0
23,0,360600,0,0
24,0,360600,0,0
25,0,360600,0,0
26,0,360600,0,0
27,0,360600,0,0
28,0,360600,0,0
29,0,360600,0,0
30,0,360600,0,0
31,0,360600,0,0
32,0,360600,0,0
33,0,360600,0,0
34,0,360600,0,0
35,0,360600,0,0
36,0,360600,0,0
37,0,360600,0,0
38,0,360600,0,0
39,0,360600,0,0
40,0,360600,0,0
41,0,360600,0,0
42,0,360600,0,0
43,0.001,360600,0,0
44,0,360600,0,0
45,0,360600,0,0
46,0,360600,0,0
47,0,360600,0,0
48,0,360600,0,0
49,0,360600,0,0
50,0,360600,0,0
51,0,360600,0,0
52,0,360600,0,0
53,0,360600,0,0
54,0,360600,0,0
55,0,360600,0,0
56,0,360600,0,0
57,0,360600,0,0
58,0.001,360600,0,0
59,0,360600,0,0
60,0,360600,0,0
61,0,360600,0,0
62,0,360600,0,0
63,0,360600,0,0
64,0,360600,0,0
65,0.001,360600,0,0
66,0,360600,0,0
67,0,360600,0,0
68,0,360600,0,0
69,0,360600,0,0
70,0,360600,0,0
71,0,360600,0,0
72,0,360600,0,0
73,0,360600,0,0
74,0.002,360600,0,0
75,0,360600,0,0
76,0,360600,0,0
77,0,360600,0,0
78,0,360600,0,0
79,0,360600,0,0
80,0,360600,0,0
81,0,360600,0,0
82,0,360600,0,0
83,0,360600,0,0
84,0,360600,0,0
85,0,360600,0,0
86,0,360600,0,0
87,0,360600,0,0
88,0,360600,0,0
89,0,360600,0,0
90,0,360600,0,0
91,0,360600,0,0
92,0,360600,0,0
93,0,360600,0,0
94,0,360600,0,0
95,0,360600,0,0
96,0,360600,0,0
97,0,360600,0,0
98,0,360600,0,0
99,0,360600,0,0
[PROCESS INFO] Step 5: column pool-based flow updating for traffic assignment 
,# of flow updating iterations=,40
column updating
[DATA INFO] column updating: iteration = 0, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 1, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 2, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 3, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 4, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 5, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 6, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 7, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 8, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 9, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 10, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 11, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 12, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 13, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 14, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 15, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 16, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 17, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 18, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 19, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 20, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 21, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 22, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 23, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 24, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 25, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 26, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 27, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 28, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 29, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 30, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 31, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 32, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 33, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 34, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 35, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 36, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 37, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 38, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[DATA INFO] column updating: iteration = 39, avg travel time = 0(min), optimization obj = 0, Relative_gap = 0 %
[PROCESS INFO] Step 7: perform sensitivity analysis if dynamic_traffic_management.csv is provided for dtm_type = lane_closure or dms. 
[PROCESS INFO] Step 8: Executing Traffic Simulation. Proceeds only if simulation_output is set to 1 in settings.csv. 
[PROCESS INFO] Step 9: Generating Zonal Hierarchy Mapping (e.g., Zone to Super-Zone and Zone to District Mapping) 
Output Link Performance:
,ref_link_vol_count=,0,MAPE=,0%
,VMT=,0,VKT=,0
,VHT=,0
,network vehicle speed (MPH) =,0,,network vehicle speed (KPH) =,0
,PMT=,0,PKT=,0
,PHT=,0
,network person speed (MPH) =,0,,network person speed (KPH) =,0
,simple avg link volume=,0
,simple avg link speed=,60
,simple avg link speed ratio=,1
Output subarea Link Performance:
,ref_link_vol_count=,0,MAPE=,0%
,VMT=,0,VKT=,0
,VHT=,0
,network vehicle speed (MPH) =,0,,network vehicle speed (KPH) =,0
,PMT=,0,PKT=,0
,PHT=,0
,network person speed (MPH) =,0,,network person speed (KPH) =,0
,simple avg link volume=,0
,simple avg link speed=,60
,simple avg link speed ratio=,1
Output Link Performance Summary
Output 2 Way Link Performance Summary
