link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_p,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
11,bpr,5,4,1.000000,0.002000,0.001243,0.002000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18722.369,-1.000,0.000,18722.368,18722.368,0.000,,,,0.000,18722.369,2.369,50.663,31.487,0.844,1.053,1.053,17782.794,0.000,0.000,0.000,1.000,1.000,18722.368,0.955,1.142,1.013,0.000,60.000,51.000,0.400,4.000,38.194,35.893,23.272,739.099,23.272,739.099,115.020,4.889,"LINESTRING (-96.731576 43.564298, -96.747175 43.563918)",18722.368,60.000,60.000,60.000,60.000,48.256,38.596,36.858,44.963,56.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,18722.369,18722.369,0.000,50.663,50.663,0.000,1.053,1.053,0.000,1.013,1.013,period-based
12,bpr,5,6,1.000000,0.004000,0.002486,0.004000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8521.231,-1.000,0.000,8521.232,8521.232,0.000,,,,0.000,8521.231,9.278,25.869,16.077,0.431,1.722,1.722,4947.995,0.000,0.000,0.000,1.000,1.000,8521.232,0.955,1.142,1.776,1.083,60.000,51.000,0.400,4.000,14.999,10.238,21.184,1317.622,21.184,1317.622,749.540,649.290,"LINESTRING (-96.731367 43.563863, -96.711442 43.587414)",8521.232,60.000,60.000,60.000,60.000,15.234,10.959,10.486,13.170,45.949,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8521.231,8521.231,0.000,25.869,25.869,0.000,1.722,1.722,0.000,1.776,1.776,period-based
13,bpr,5,9,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,16001.890,-1.000,0.000,16001.890,16001.890,0.000,,,,0.000,16001.890,9.918,30.249,18.800,0.504,1.600,1.600,10000.000,0.000,0.000,0.000,1.000,1.000,16001.890,0.955,1.142,1.633,1.083,60.000,51.000,0.400,4.000,18.285,13.257,49.726,2644.985,49.726,2644.985,1311.494,1076.172,"LINESTRING (-96.731834 43.564028, -96.731506 43.548591)",16001.890,60.000,60.000,60.000,60.000,20.404,14.283,13.610,17.449,48.047,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,16001.890,16001.890,0.000,30.249,30.249,0.000,1.600,1.600,0.000,1.633,1.633,period-based
14,bpr,6,2,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5912.951,-1.000,0.000,5912.950,5912.950,0.000,,,,0.000,5912.951,6.517,46.033,28.610,0.767,1.193,1.193,4958.181,0.000,0.000,0.000,1.000,1.000,5912.950,0.955,1.142,1.168,0.250,60.000,51.000,0.400,4.000,32.862,29.251,18.375,642.246,18.375,642.246,149.500,62.545,"LINESTRING (-96.711379 43.587580, -96.710986 43.605807)",5912.950,60.000,60.000,60.000,60.000,43.275,31.732,30.118,38.492,56.148,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5912.951,5912.951,0.000,46.033,46.033,0.000,1.193,1.193,0.000,1.168,1.168,period-based
15,bpr,6,5,1.000000,0.004000,0.002486,0.004000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8539.637,-1.000,0.000,8539.637,8539.637,0.000,,,,0.000,8539.637,9.323,25.742,15.999,0.429,1.726,1.726,4947.995,0.000,0.000,0.000,1.000,1.000,8539.637,0.955,1.142,1.781,1.083,60.000,51.000,0.400,4.000,14.908,10.157,21.230,1326.979,21.230,1326.979,757.669,657.203,"LINESTRING (-96.711846 43.587757, -96.731771 43.564205)",8539.637,60.000,60.000,60.000,60.000,15.097,10.870,10.403,13.057,45.894,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8539.637,8539.637,0.000,25.742,25.742,0.000,1.726,1.726,0.000,1.781,1.781,period-based
16,bpr,6,8,1.000000,0.002000,0.001243,0.002000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12679.817,-1.000,0.000,12679.817,12679.817,0.000,,,,0.000,12679.817,15.468,7.758,4.822,0.129,2.588,2.588,4898.588,0.000,0.000,0.000,1.000,1.000,12679.817,0.955,1.142,2.828,1.083,60.000,51.000,0.400,4.000,3.849,1.918,15.761,3268.769,15.761,3268.769,2846.108,2771.521,"LINESTRING (-96.711909 43.587583, -96.711647 43.562321)",12679.817,60.000,60.000,60.000,60.000,2.300,1.980,1.939,2.154,40.825,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,12679.817,12679.817,0.000,7.758,7.758,0.000,2.588,2.588,0.000,2.828,2.828,period-based
17,bpr,7,8,1.000000,0.003000,0.001865,0.003000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12340.447,-1.000,0.000,12340.448,12340.448,0.000,,,,0.000,12340.447,5.760,31.251,19.423,0.521,1.574,1.574,7841.811,0.000,0.000,0.000,1.000,1.000,12340.448,0.955,1.142,1.602,1.083,60.000,51.000,0.400,4.000,19.076,14.019,23.009,1184.633,23.009,1184.633,567.610,458.724,"LINESTRING (-96.693445 43.564107, -96.711404 43.562588)",12340.448,60.000,60.000,60.000,60.000,21.707,15.124,14.399,18.533,48.572,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,12340.447,12340.447,0.000,31.251,31.251,0.000,1.574,1.574,0.000,1.602,1.602,period-based
18,bpr,7,18,1.000000,0.002000,0.001243,0.002000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15887.685,-1.000,0.000,15887.685,15887.685,0.000,,,,0.000,15887.685,2.064,58.148,36.139,0.969,0.679,0.679,23403.473,0.000,0.000,0.000,1.000,1.000,15887.685,0.955,1.142,0.203,0.000,60.000,51.000,0.400,4.000,54.266,50.965,19.749,546.461,19.749,546.461,16.871,0.000,"LINESTRING (-96.693687 43.563854, -96.694343 43.546754)",15887.685,60.000,60.000,60.000,60.000,58.801,56.836,55.023,57.602,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,15887.685,15887.685,0.000,58.148,58.148,0.000,0.679,0.679,0.000,0.203,0.203,period-based
19,bpr,8,6,1.000000,0.002000,0.001243,0.002000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12718.170,-1.000,0.000,12718.170,12718.170,0.000,,,,0.000,12718.170,15.631,7.677,4.771,0.128,2.596,2.596,4898.588,0.000,0.000,0.000,1.000,1.000,12718.170,0.955,1.142,2.838,1.083,60.000,51.000,0.400,4.000,3.806,1.892,15.809,3313.352,15.809,3313.352,2889.413,2814.600,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",12718.170,60.000,60.000,60.000,60.000,2.267,1.953,1.914,2.124,40.813,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,12718.170,12718.170,0.000,7.677,7.677,0.000,2.596,2.596,0.000,2.838,2.838,period-based
20,bpr,8,7,1.000000,0.003000,0.001865,0.003000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,12321.819,-1.000,0.000,12321.819,12321.819,0.000,,,,0.000,12321.819,5.743,31.342,19.479,0.522,1.571,1.571,7841.811,0.000,0.000,0.000,1.000,1.000,12321.819,0.955,1.142,1.600,1.083,60.000,51.000,0.400,4.000,19.148,14.090,22.974,1179.430,22.974,1179.430,563.339,454.617,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",12321.819,60.000,60.000,60.000,60.000,21.827,15.202,14.472,18.633,48.620,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,12321.819,12321.819,0.000,31.342,31.342,0.000,1.571,1.571,0.000,1.600,1.600,period-based
21,bpr,8,9,1.000000,0.010000,0.006215,0.010000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6828.237,-1.000,0.000,6828.237,6828.237,0.000,,,,0.000,6828.237,15.013,39.965,24.839,0.666,1.352,1.352,5050.193,0.000,0.000,0.000,1.000,1.000,6828.237,0.955,1.142,1.347,0.750,60.000,51.000,0.400,4.000,26.674,21.992,42.438,1708.533,42.438,1708.533,570.494,369.663,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",6828.237,60.000,60.000,60.000,60.000,34.438,23.903,22.651,29.594,53.426,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6828.237,6828.237,0.000,39.965,39.965,0.000,1.352,1.352,0.000,1.347,1.347,period-based
22,bpr,8,16,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8223.849,-1.000,0.000,8223.848,8223.848,0.000,,,,0.000,8223.849,10.292,29.148,18.116,0.486,1.630,1.630,5045.823,0.000,0.000,0.000,1.000,1.000,8223.848,0.955,1.142,1.668,1.083,60.000,51.000,0.400,4.000,17.433,12.452,25.556,1410.687,25.556,1410.687,725.367,604.428,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",8223.848,60.000,60.000,60.000,60.000,19.023,13.395,12.776,16.303,47.489,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8223.849,8223.849,0.000,29.148,29.148,0.000,1.630,1.630,0.000,1.668,1.668,period-based
23,bpr,9,5,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,16023.686,-1.000,0.000,16023.686,16023.686,0.000,,,,0.000,16023.686,9.944,30.168,18.749,0.503,1.602,1.602,10000.000,0.000,0.000,0.000,1.000,1.000,16023.686,0.955,1.142,1.636,1.083,60.000,51.000,0.400,4.000,18.221,13.196,49.794,2655.758,49.794,2655.758,1320.450,1084.808,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",16023.686,60.000,60.000,60.000,60.000,20.300,14.216,13.547,17.362,48.005,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,16023.686,16023.686,0.000,30.168,30.168,0.000,1.602,1.602,0.000,1.636,1.636,period-based
