node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,district_id,geometry
42,,-88.092361,42.090881,,,42,,POINT (-88.092361 42.090881)
43,,-87.91851,42.133198,,,43,,POINT (-87.918510 42.133198)
44,,-87.97686,42.134102,,,44,,POINT (-87.976860 42.134102)
45,,-87.91851,42.090881,,,45,,POINT (-87.918510 42.090881)
46,,-87.97805,42.089081,,,46,,POINT (-87.978050 42.089081)
47,,-87.804192,42.134102,,,47,,POINT (-87.804192 42.134102)
48,,-87.861351,42.134102,,,48,,POINT (-87.861351 42.134102)
49,,-87.805382,42.090881,,,49,,POINT (-87.805382 42.090881)
50,,-87.861351,42.090881,,,50,,POINT (-87.861351 42.090881)
51,,-87.755371,42.131397,,,51,,POINT (-87.755371 42.131397)
52,,-87.698212,42.080074,,,52,,POINT (-87.698212 42.080074)
53,,-87.747032,42.089081,,,53,,POINT (-87.747032 42.089081)
54,,-88.17215,42.050365,,,54,,POINT (-88.172150 42.050365)
55,,-88.231689,42.048565,,,55,,POINT (-88.231689 42.048565)
56,,-88.17215,42.01165,,,56,,POINT (-88.172150 42.011650)
57,,-88.231689,42.01165,,,57,,POINT (-88.231689 42.011650)
58,,-88.060211,42.053066,,,58,,POINT (-88.060211 42.053066)
59,,-88.11618,42.051266,,,59,,POINT (-88.116180 42.051266)
60,,-88.060211,42.016151,,,60,,POINT (-88.060211 42.016151)
61,,-88.11618,42.014351,,,61,,POINT (-88.116180 42.014351)
62,,-87.950661,42.053967,,,62,,POINT (-87.950661 42.053967)
63,,-88.00544,42.053066,,,63,,POINT (-88.005440 42.053066)
64,,-87.950661,42.017052,,,64,,POINT (-87.950661 42.017052)
65,,-88.004242,42.016151,,,65,,POINT (-88.004242 42.016151)
66,,-87.838722,42.054867,,,66,,POINT (-87.838722 42.054867)
67,,-87.894691,42.054867,,,67,,POINT (-87.894691 42.054867)
68,,-87.838722,42.020653,,,68,,POINT (-87.838722 42.020653)
69,,-87.893501,42.019753,,,69,,POINT (-87.893501 42.019753)
70,,-87.72084,42.053967,,,70,,POINT (-87.720840 42.053967)
71,,-87.78157,42.055767,,,71,,POINT (-87.781570 42.055767)
72,,-87.723221,42.026054,,,72,,POINT (-87.723221 42.026054)
73,,-87.780373,42.026054,,,73,,POINT (-87.780373 42.026054)
74,,-87.683922,42.054867,,,74,,POINT (-87.683922 42.054867)
75,,-87.683922,42.034161,,,75,,POINT (-87.683922 42.034161)
76,,-87.87088,41.976536,,,76,,POINT (-87.870880 41.976536)
77,,-87.894691,41.932419,,,77,,POINT (-87.894691 41.932419)
78,,-87.837532,41.927917,,,78,,POINT (-87.837532 41.927917)
79,,-87.819672,41.964832,,,79,,POINT (-87.819672 41.964832)
80,,-87.833961,41.888302,,,80,,POINT (-87.833961 41.888302)
81,,-87.893501,41.887402,,,81,,POINT (-87.893501 41.887402)
82,,-87.833961,41.845982,,,82,,POINT (-87.833961 41.845982)
83,,-87.889931,41.843281,,,83,,POINT (-87.889931 41.843281)
84,,-87.793472,41.889198,,,84,,POINT (-87.793472 41.889198)
85,,-87.773232,41.845982,,,85,,POINT (-87.773232 41.845982)
86,,-87.830391,41.801865,,,86,,POINT (-87.830391 41.801865)
87,,-87.88755,41.800064,,,87,,POINT (-87.887550 41.800064)
88,,-87.830391,41.757748,,,88,,POINT (-87.830391 41.757748)
89,,-87.88755,41.755947,,,89,,POINT (-87.887550 41.755947)
90,,-87.775612,41.813568,,,90,,POINT (-87.775612 41.813568)
91,,-87.773232,41.757748,,,91,,POINT (-87.773232 41.757748)
92,,-87.969711,41.663208,,,92,,POINT (-87.969711 41.663208)
93,,-87.828011,41.714527,,,93,,POINT (-87.828011 41.714527)
94,,-87.885162,41.712727,,,94,,POINT (-87.885162 41.712727)
95,,-87.82682,41.66951,,,95,,POINT (-87.826820 41.669510)
96,,-87.882782,41.66951,,,96,,POINT (-87.882782 41.669510)
97,,-87.714882,41.722633,,,97,,POINT (-87.714882 41.722633)
98,,-87.770851,41.715431,,,98,,POINT (-87.770851 41.715431)
99,,-87.710121,41.663208,,,99,,POINT (-87.710121 41.663208)
100,,-87.769661,41.67131,,,100,,POINT (-87.769661 41.671310)
101,,-87.661301,41.660507,,,101,,POINT (-87.661301 41.660507)
102,,-87.82563,41.625393,,,102,,POINT (-87.825630 41.625393)
103,,-87.880402,41.624493,,,103,,POINT (-87.880402 41.624493)
104,,-87.822052,41.582176,,,104,,POINT (-87.822052 41.582176)
105,,-87.881592,41.581276,,,105,,POINT (-87.881592 41.581276)
106,,-87.707741,41.628094,,,106,,POINT (-87.707741 41.628094)
107,,-87.767281,41.628094,,,107,,POINT (-87.767281 41.628094)
108,,-87.706551,41.583977,,,108,,POINT (-87.706551 41.583977)
109,,-87.764893,41.582176,,,109,,POINT (-87.764893 41.582176)
110,,-87.589851,41.628094,,,110,,POINT (-87.589851 41.628094)
111,,-87.648201,41.629894,,,111,,POINT (-87.648201 41.629894)
112,,-87.588661,41.583076,,,112,,POINT (-87.588661 41.583076)
113,,-87.647011,41.583076,,,113,,POINT (-87.647011 41.583076)
114,,-87.544601,41.628094,,,114,,POINT (-87.544601 41.628094)
115,,-87.543411,41.583977,,,115,,POINT (-87.543411 41.583977)
116,,-87.70536,41.53896,,,116,,POINT (-87.705360 41.538960)
117,,-87.761322,41.53896,,,117,,POINT (-87.761322 41.538960)
118,,-87.702972,41.494839,,,118,,POINT (-87.702972 41.494839)
119,,-87.760132,41.494839,,,119,,POINT (-87.760132 41.494839)
120,,-87.588661,41.53896,,,120,,POINT (-87.588661 41.538960)
121,,-87.647011,41.53896,,,121,,POINT (-87.647011 41.538960)
122,,-87.587471,41.495739,,,122,,POINT (-87.587471 41.495739)
123,,-87.645821,41.495739,,,123,,POINT (-87.645821 41.495739)
124,,-87.542221,41.52095,,,124,,POINT (-87.542221 41.520950)
125,,-88.17453,41.969334,,,125,,POINT (-88.174530 41.969334)
126,,-88.230499,41.966633,,,126,,POINT (-88.230499 41.966633)
127,,-88.17215,41.925217,,,127,,POINT (-88.172150 41.925217)
128,,-88.231689,41.922516,,,128,,POINT (-88.231689 41.922516)
129,,-88.062592,41.970234,,,129,,POINT (-88.062592 41.970234)
130,,-88.11618,41.968433,,,130,,POINT (-88.116180 41.968433)
131,,-88.060211,41.928818,,,131,,POINT (-88.060211 41.928818)
132,,-88.11618,41.926113,,,132,,POINT (-88.116180 41.926113)
133,,-87.96257,41.972935,,,133,,POINT (-87.962570 41.972935)
134,,-88.00544,41.972935,,,134,,POINT (-88.005440 41.972935)
135,,-87.950661,41.928818,,,135,,POINT (-87.950661 41.928818)
136,,-88.00782,41.927917,,,136,,POINT (-88.007820 41.927917)
137,,-88.17453,41.879295,,,137,,POINT (-88.174530 41.879295)
138,,-88.231689,41.879295,,,138,,POINT (-88.231689 41.879295)
139,,-88.17572,41.837879,,,139,,POINT (-88.175720 41.837879)
140,,-88.230499,41.836079,,,140,,POINT (-88.230499 41.836079)
141,,-88.061401,41.883797,,,141,,POINT (-88.061401 41.883797)
142,,-88.11618,41.881996,,,142,,POINT (-88.116180 41.881996)
143,,-88.061401,41.84058,,,143,,POINT (-88.061401 41.840580)
144,,-88.11618,41.837879,,,144,,POINT (-88.116180 41.837879)
145,,-87.950661,41.886497,,,145,,POINT (-87.950661 41.886497)
146,,-88.004242,41.883797,,,146,,POINT (-88.004242 41.883797)
147,,-87.94709,41.84148,,,147,,POINT (-87.947090 41.841480)
148,,-88.00544,41.84058,,,148,,POINT (-88.005440 41.840580)
149,,-88.17453,41.792862,,,149,,POINT (-88.174530 41.792862)
150,,-88.23288,41.792862,,,150,,POINT (-88.232880 41.792862)
151,,-88.17334,41.749641,,,151,,POINT (-88.173340 41.749641)
152,,-88.231689,41.747845,,,152,,POINT (-88.231689 41.747845)
153,,-88.060211,41.794662,,,153,,POINT (-88.060211 41.794662)
154,,-88.11618,41.794662,,,154,,POINT (-88.116180 41.794662)
155,,-88.059021,41.752346,,,155,,POINT (-88.059021 41.752346)
156,,-88.11499,41.749641,,,156,,POINT (-88.114990 41.749641)
157,,-87.94709,41.796463,,,157,,POINT (-87.947090 41.796463)
158,,-88.003052,41.796463,,,158,,POINT (-88.003052 41.796463)
159,,-87.94471,41.755947,,,159,,POINT (-87.944710 41.755947)
160,,-88.001862,41.754147,,,160,,POINT (-88.001862 41.754147)
161,,-87.97448,41.71093,,,161,,POINT (-87.974480 41.710930)
162,,-88.521049,42.113392,,,162,,POINT (-88.521049 42.113392)
163,,-88.406731,42.113392,,,163,,POINT (-88.406731 42.113392)
164,,-88.26384,42.134102,,,164,,POINT (-88.263840 42.134102)
165,,-88.320999,42.135899,,,165,,POINT (-88.320999 42.135899)
166,,-88.26265,42.091782,,,166,,POINT (-88.262650 42.091782)
167,,-88.322189,42.090881,,,167,,POINT (-88.322189 42.090881)
168,,-88.5401,42.028755,,,168,,POINT (-88.540100 42.028755)
169,,-88.429359,42.028755,,,169,,POINT (-88.429359 42.028755)
170,,-88.288841,42.048565,,,170,,POINT (-88.288841 42.048565)
171,,-88.34481,42.046764,,,171,,POINT (-88.344810 42.046764)
172,,-88.290031,42.00985,,,172,,POINT (-88.290031 42.009850)
173,,-88.34481,42.00985,,,173,,POINT (-88.344810 42.009850)
174,,-88.53891,41.943222,,,174,,POINT (-88.538910 41.943222)
175,,-88.429359,41.945023,,,175,,POINT (-88.429359 41.945023)
176,,-88.286461,41.964832,,,176,,POINT (-88.286461 41.964832)
177,,-88.34481,41.965733,,,177,,POINT (-88.344810 41.965733)
178,,-88.288841,41.922516,,,178,,POINT (-88.288841 41.922516)
179,,-88.34362,41.919811,,,179,,POINT (-88.343620 41.919811)
180,,-88.5401,41.855888,,,180,,POINT (-88.540100 41.855888)
181,,-88.428169,41.858589,,,181,,POINT (-88.428169 41.858589)
182,,-88.288841,41.878395,,,182,,POINT (-88.288841 41.878395)
183,,-88.34362,41.876595,,,183,,POINT (-88.343620 41.876595)
184,,-88.287651,41.835178,,,184,,POINT (-88.287651 41.835178)
185,,-88.346001,41.834278,,,185,,POINT (-88.346001 41.834278)
186,,-88.5401,41.769451,,,186,,POINT (-88.540100 41.769451)
187,,-88.426979,41.772152,,,187,,POINT (-88.426979 41.772152)
188,,-88.287651,41.791061,,,188,,POINT (-88.287651 41.791061)
189,,-88.34243,41.790161,,,189,,POINT (-88.342430 41.790161)
190,,-88.287651,41.747845,,,190,,POINT (-88.287651 41.747845)
191,,-88.34243,41.745144,,,191,,POINT (-88.342430 41.745144)
192,,-88.16024,42.46093,,,192,,POINT (-88.160240 42.460930)
193,,-88.0364,42.478939,,,193,,POINT (-88.036400 42.478939)
194,,-88.09594,42.477139,,,194,,POINT (-88.095940 42.477139)
195,,-88.03521,42.439323,,,195,,POINT (-88.035210 42.439323)
196,,-88.091171,42.438423,,,196,,POINT (-88.091171 42.438423)
197,,-87.94709,42.46003,,,197,,POINT (-87.947090 42.460030)
198,,-87.844681,42.478039,,,198,,POINT (-87.844681 42.478039)
199,,-87.845871,42.438423,,,199,,POINT (-87.845871 42.438423)
200,,-88.15667,42.375397,,,200,,POINT (-88.156670 42.375397)
201,,-88.034012,42.394302,,,201,,POINT (-88.034012 42.394302)
202,,-88.093552,42.394302,,,202,,POINT (-88.093552 42.394302)
203,,-88.034012,42.352886,,,203,,POINT (-88.034012 42.352886)
204,,-88.093552,42.351986,,,204,,POINT (-88.093552 42.351986)
205,,-87.91613,42.392506,,,205,,POINT (-87.916130 42.392506)
206,,-87.975662,42.394302,,,206,,POINT (-87.975662 42.394302)
207,,-87.91851,42.351986,,,207,,POINT (-87.918510 42.351986)
208,,-87.97805,42.352886,,,208,,POINT (-87.978050 42.352886)
209,,-87.844681,42.395206,,,209,,POINT (-87.844681 42.395206)
210,,-87.854202,42.352886,,,210,,POINT (-87.854202 42.352886)
211,,-88.15905,42.288059,,,211,,POINT (-88.159050 42.288059)
212,,-88.03521,42.308769,,,212,,POINT (-88.035210 42.308769)
213,,-88.092361,42.308769,,,213,,POINT (-88.092361 42.308769)
214,,-88.03521,42.262852,,,214,,POINT (-88.035210 42.262852)
215,,-88.092361,42.265553,,,215,,POINT (-88.092361 42.265553)
216,,-87.919701,42.307869,,,216,,POINT (-87.919701 42.307869)
217,,-87.97686,42.306969,,,217,,POINT (-87.976860 42.306969)
218,,-87.91851,42.267353,,,218,,POINT (-87.918510 42.267353)
219,,-87.97805,42.264652,,,219,,POINT (-87.978050 42.264652)
220,,-87.861351,42.307869,,,220,,POINT (-87.861351 42.307869)
221,,-87.854202,42.262852,,,221,,POINT (-87.854202 42.262852)
222,,-88.15905,42.201626,,,222,,POINT (-88.159050 42.201626)
223,,-88.0364,42.221436,,,223,,POINT (-88.036400 42.221436)
224,,-88.092361,42.222336,,,224,,POINT (-88.092361 42.222336)
225,,-88.034012,42.179115,,,225,,POINT (-88.034012 42.179115)
226,,-88.092361,42.176414,,,226,,POINT (-88.092361 42.176414)
227,,-87.91732,42.221436,,,227,,POINT (-87.917320 42.221436)
228,,-87.97686,42.222336,,,228,,POINT (-87.976860 42.222336)
229,,-87.91851,42.180016,,,229,,POINT (-87.918510 42.180016)
230,,-87.97686,42.180016,,,230,,POINT (-87.976860 42.180016)
231,,-87.847061,42.219631,,,231,,POINT (-87.847061 42.219631)
232,,-87.804192,42.180016,,,232,,POINT (-87.804192 42.180016)
233,,-87.861351,42.177315,,,233,,POINT (-87.861351 42.177315)
234,,-88.637749,42.46003,,,234,,POINT (-88.637749 42.460030)
235,,-88.52224,42.459129,,,235,,POINT (-88.522240 42.459129)
236,,-88.409119,42.457329,,,236,,POINT (-88.409119 42.457329)
237,,-88.292419,42.458229,,,237,,POINT (-88.292419 42.458229)
238,,-88.216209,42.46093,,,238,,POINT (-88.216209 42.460930)
239,,-88.637749,42.375397,,,239,,POINT (-88.637749 42.375397)
240,,-88.52343,42.375397,,,240,,POINT (-88.523430 42.375397)
241,,-88.409119,42.375397,,,241,,POINT (-88.409119 42.375397)
242,,-88.26384,42.393402,,,242,,POINT (-88.263840 42.393402)
243,,-88.320999,42.394302,,,243,,POINT (-88.320999 42.394302)
244,,-88.26384,42.352886,,,244,,POINT (-88.263840 42.352886)
245,,-88.320999,42.351986,,,245,,POINT (-88.320999 42.351986)
246,,-88.216209,42.375397,,,246,,POINT (-88.216209 42.375397)
247,,-88.636559,42.289864,,,247,,POINT (-88.636559 42.289864)
248,,-88.52343,42.28896,,,248,,POINT (-88.523430 42.288960)
249,,-88.407921,42.288059,,,249,,POINT (-88.407921 42.288059)
250,,-88.26384,42.308769,,,250,,POINT (-88.263840 42.308769)
251,,-88.32338,42.306969,,,251,,POINT (-88.323380 42.306969)
252,,-88.26265,42.265553,,,252,,POINT (-88.262650 42.265553)
253,,-88.322189,42.261951,,,253,,POINT (-88.322189 42.261951)
254,,-88.216209,42.289864,,,254,,POINT (-88.216209 42.289864)
255,,-88.637749,42.203426,,,255,,POINT (-88.637749 42.203426)
256,,-88.52224,42.203426,,,256,,POINT (-88.522240 42.203426)
257,,-88.407921,42.203426,,,257,,POINT (-88.407921 42.203426)
258,,-88.26503,42.221436,,,258,,POINT (-88.265030 42.221436)
259,,-88.320999,42.220535,,,259,,POINT (-88.320999 42.220535)
260,,-88.26384,42.176414,,,260,,POINT (-88.263840 42.176414)
261,,-88.322189,42.176414,,,261,,POINT (-88.322189 42.176414)
262,,-88.216209,42.201626,,,262,,POINT (-88.216209 42.201626)
263,,-88.17334,41.705524,,,263,,POINT (-88.173340 41.705524)
264,,-88.230499,41.705524,,,264,,POINT (-88.230499 41.705524)
265,,-88.17334,41.661407,,,265,,POINT (-88.173340 41.661407)
266,,-88.229301,41.661407,,,266,,POINT (-88.229301 41.661407)
267,,-88.056641,41.709126,,,267,,POINT (-88.056641 41.709126)
268,,-88.11618,41.706425,,,268,,POINT (-88.116180 41.706425)
269,,-88.05545,41.664108,,,269,,POINT (-88.055450 41.664108)
270,,-88.11261,41.663208,,,270,,POINT (-88.112610 41.663208)
271,,-88.170959,41.618191,,,271,,POINT (-88.170959 41.618191)
272,,-88.226921,41.61549,,,272,,POINT (-88.226921 41.615490)
273,,-88.170959,41.574074,,,273,,POINT (-88.170959 41.574074)
274,,-88.224541,41.574074,,,274,,POINT (-88.224541 41.574074)
275,,-88.05307,41.620892,,,275,,POINT (-88.053070 41.620892)
276,,-88.11142,41.619991,,,276,,POINT (-88.111420 41.619991)
277,,-88.05307,41.577675,,,277,,POINT (-88.053070 41.577675)
278,,-88.110229,41.575874,,,278,,POINT (-88.110229 41.575874)
279,,-87.939941,41.624493,,,279,,POINT (-87.939941 41.624493)
280,,-87.995911,41.623592,,,280,,POINT (-87.995911 41.623592)
281,,-87.938751,41.579475,,,281,,POINT (-87.938751 41.579475)
282,,-87.995911,41.577675,,,282,,POINT (-87.995911 41.577675)
283,,-88.166191,41.530853,,,283,,POINT (-88.166191 41.530853)
284,,-88.223351,41.529053,,,284,,POINT (-88.223351 41.529053)
285,,-88.165001,41.488537,,,285,,POINT (-88.165001 41.488537)
286,,-88.223351,41.486736,,,286,,POINT (-88.223351 41.486736)
287,,-88.05188,41.534454,,,287,,POINT (-88.051880 41.534454)
288,,-88.109032,41.530853,,,288,,POINT (-88.109032 41.530853)
289,,-88.049492,41.489437,,,289,,POINT (-88.049492 41.489437)
290,,-88.106651,41.489437,,,290,,POINT (-88.106651 41.489437)
291,,-87.937561,41.537155,,,291,,POINT (-87.937561 41.537155)
292,,-87.99234,41.535355,,,292,,POINT (-87.992340 41.535355)
293,,-87.935181,41.493038,,,293,,POINT (-87.935181 41.493038)
294,,-87.99234,41.492138,,,294,,POINT (-87.992340 41.492138)
295,,-87.820862,41.538055,,,295,,POINT (-87.820862 41.538055)
296,,-87.878021,41.538055,,,296,,POINT (-87.878021 41.538055)
297,,-87.817291,41.494839,,,297,,POINT (-87.817291 41.494839)
298,,-87.878021,41.494839,,,298,,POINT (-87.878021 41.494839)
299,,-88.19001,41.42461,,,299,,POINT (-88.190010 41.424610)
300,,-88.076881,41.428211,,,300,,POINT (-88.076881 41.428211)
301,,-87.958992,41.429111,,,301,,POINT (-87.958992 41.429111)
302,,-87.8423,41.430012,,,302,,POINT (-87.842300 41.430012)
303,,-87.727982,41.431812,,,303,,POINT (-87.727982 41.431812)
304,,-87.587471,41.451622,,,304,,POINT (-87.587471 41.451622)
305,,-87.643433,41.452522,,,305,,POINT (-87.643433 41.452522)
306,,-87.586273,41.410206,,,306,,POINT (-87.586273 41.410206)
307,,-87.644623,41.410206,,,307,,POINT (-87.644623 41.410206)
308,,-87.541023,41.433617,,,308,,POINT (-87.541023 41.433617)
309,,-88.18644,41.338177,,,309,,POINT (-88.186440 41.338177)
310,,-88.073311,41.340878,,,310,,POINT (-88.073311 41.340878)
311,,-87.956612,41.343578,,,311,,POINT (-87.956612 41.343578)
312,,-87.84111,41.346279,,,312,,POINT (-87.841110 41.346279)
313,,-87.724411,41.347179,,,313,,POINT (-87.724411 41.347179)
314,,-87.612473,41.347179,,,314,,POINT (-87.612473 41.347179)
315,,-87.541023,41.34898,,,315,,POINT (-87.541023 41.348980)
316,,-88.184052,41.250839,,,316,,POINT (-88.184052 41.250839)
317,,-88.06855,41.253544,,,317,,POINT (-88.068550 41.253544)
318,,-88.5401,41.677612,,,318,,POINT (-88.540100 41.677612)
319,,-88.43055,41.685719,,,319,,POINT (-88.430550 41.685719)
320,,-88.31385,41.681217,,,320,,POINT (-88.313850 41.681217)
321,,-88.53772,41.588478,,,321,,POINT (-88.537720 41.588478)
322,,-88.424599,41.59478,,,322,,POINT (-88.424599 41.594780)
323,,-88.307899,41.592079,,,323,,POINT (-88.307899 41.592079)
324,,-88.535339,41.502045,,,324,,POINT (-88.535339 41.502045)
325,,-88.421021,41.502941,,,325,,POINT (-88.421021 41.502941)
326,,-88.305519,41.505646,,,326,,POINT (-88.305519 41.505646)
327,,-88.532959,41.415607,,,327,,POINT (-88.532959 41.415607)
328,,-88.41983,41.415607,,,328,,POINT (-88.419830 41.415607)
329,,-88.306709,41.421909,,,329,,POINT (-88.306709 41.421909)
330,,-88.52581,41.32917,,,330,,POINT (-88.525810 41.329170)
331,,-88.412689,41.323769,,,331,,POINT (-88.412689 41.323769)
332,,-88.301941,41.337276,,,332,,POINT (-88.301941 41.337276)
333,,-88.527,41.238235,,,333,,POINT (-88.527000 41.238235)
334,,-88.412689,41.239136,,,334,,POINT (-88.412689 41.239136)
335,,-88.29837,41.245438,,,335,,POINT (-88.298370 41.245438)
336,,-88.527,41.150902,,,336,,POINT (-88.527000 41.150902)
337,,-88.413879,41.152702,,,337,,POINT (-88.413879 41.152702)
338,,-88.29599,41.155403,,,338,,POINT (-88.295990 41.155403)
339,,-87.953041,41.25174,,,339,,POINT (-87.953041 41.251740)
340,,-87.831581,41.25174,,,340,,POINT (-87.831581 41.251740)
341,,-87.719643,41.25174,,,341,,POINT (-87.719643 41.251740)
342,,-87.591042,41.256245,,,342,,POINT (-87.591042 41.256245)
343,,-88.180481,41.158104,,,343,,POINT (-88.180481 41.158104)
344,,-88.06617,41.159904,,,344,,POINT (-88.066170 41.159904)
345,,-87.953041,41.12479,,,345,,POINT (-87.953041 41.124790)
346,,-87.867302,41.172508,,,346,,POINT (-87.867302 41.172508)
347,,-87.717262,41.166206,,,347,,POINT (-87.717262 41.166206)
348,,-87.588661,41.170708,,,348,,POINT (-87.588661 41.170708)
349,,-88.19001,41.052761,,,349,,POINT (-88.190010 41.052761)
350,,-88.06736,41.058163,,,350,,POINT (-88.067360 41.058163)
351,,-87.863731,41.109482,,,351,,POINT (-87.863731 41.109482)
352,,-87.78157,41.087875,,,352,,POINT (-87.781570 41.087875)
353,,-87.91851,41.040154,,,353,,POINT (-87.918510 41.040154)
354,,-87.711311,41.043755,,,354,,POINT (-87.711311 41.043755)
355,,-87.586273,41.066265,,,355,,POINT (-87.586273 41.066265)
356,,-87.480301,41.611889,,,356,,POINT (-87.480301 41.611889)
357,,-87.362411,41.592079,,,357,,POINT (-87.362411 41.592079)
358,,-87.265953,41.555164,,,358,,POINT (-87.265953 41.555164)
359,,-87.467201,41.480434,,,359,,POINT (-87.467201 41.480434)
360,,-87.315971,41.479534,,,360,,POINT (-87.315971 41.479534)
361,,-87.475533,41.396702,,,361,,POINT (-87.475533 41.396702)
362,,-87.365982,41.399403,,,362,,POINT (-87.365982 41.399403)
363,,-87.252861,41.399403,,,363,,POINT (-87.252861 41.399403)
364,,-87.469582,41.265247,,,364,,POINT (-87.469582 41.265247)
365,,-87.377892,41.267948,,,365,,POINT (-87.377892 41.267948)
366,,-87.275482,41.303062,,,366,,POINT (-87.275482 41.303062)
367,,-88.67704,41.896404,,,367,,POINT (-88.677040 41.896404)
368,,-88.772308,42.323174,,,368,,POINT (-88.772308 42.323174)
369,,-88.70562,42.544666,,,369,,POINT (-88.705620 42.544666)
370,,-88.591309,42.544666,,,370,,POINT (-88.591309 42.544666)
371,,-88.47818,42.544666,,,371,,POINT (-88.478180 42.544666)
372,,-88.3591,42.543766,,,372,,POINT (-88.359100 42.543766)
373,,-88.242401,42.543766,,,373,,POINT (-88.242401 42.543766)
374,,-88.13047,42.543766,,,374,,POINT (-88.130470 42.543766)
375,,-88.013771,42.544666,,,375,,POINT (-88.013771 42.544666)
376,,-87.88755,42.544666,,,376,,POINT (-87.887550 42.544666)
377,,-87.956612,42.688725,,,377,,POINT (-87.956612 42.688725)
378,,-88.286461,42.665314,,,378,,POINT (-88.286461 42.665314)
379,,-88.879478,42.242142,,,379,,POINT (-88.879478 42.242142)
380,,-88.769928,41.895504,,,380,,POINT (-88.769928 41.895504)
381,,-88.69133,41.356182,,,381,,POINT (-88.691330 41.356182)
382,,-88.748489,41.109482,,,382,,POINT (-88.748489 41.109482)
383,,-88.530579,41.05006,,,383,,POINT (-88.530579 41.050060)
384,,-87.920891,40.957321,,,384,,POINT (-87.920891 40.957321)
385,,-87.277863,41.146397,,,385,,POINT (-87.277863 41.146397)
386,,-87.142113,41.482235,,,386,,POINT (-87.142113 41.482235)
387,,-87.201653,41.590279,,,387,,POINT (-87.201653 41.590279)
388,,-88.521059,42.147606,,,0,,POINT (-88.521059 42.147606)
389,,-88.733022,42.288063,,,0,,POINT (-88.733022 42.288063)
390,,-88.736594,42.218735,,,0,,POINT (-88.736594 42.218735)
391,,-88.409124,42.107089,,,0,,POINT (-88.409124 42.107089)
392,,-88.32815,42.079178,,,0,,POINT (-88.328150 42.079178)
393,,-88.278136,42.066573,,,0,,POINT (-88.278136 42.066573)
394,,-88.217405,42.065673,,,0,,POINT (-88.217405 42.065673)
395,,-88.173346,42.066573,,,0,,POINT (-88.173346 42.066573)
396,,-88.107852,42.064772,,,0,,POINT (-88.107852 42.064772)
397,,-88.069746,42.063872,,,0,,POINT (-88.069746 42.063872)
