first_column,zone_id,x_coord,y_coord,super_zone_id,analysis_district_id,demand,subarea_significance_flag,inside_flag
,85,-87.773232,41.845982,79,9,15262.770000,1,3
,86,-87.830391,41.801865,80,9,5598.180000,1,3
,87,-87.887550,41.800064,81,9,6434.930000,1,3
,88,-87.830391,41.757748,82,9,4826.560000,1,3
,89,-87.887550,41.755947,83,10,2419.770000,1,3
,90,-87.775612,41.813568,84,9,2266.820000,1,3
,91,-87.773232,41.757748,85,9,7831.030000,1,3
,92,-87.969711,41.663208,86,17,992.770000,1,2
,93,-87.828011,41.714527,87,10,4668.270000,1,3
,94,-87.885162,41.712727,88,10,474.140000,1,3
,95,-87.826820,41.669510,89,10,1678.400000,1,2
,96,-87.882782,41.669510,90,10,349.620000,1,2
,97,-87.714882,41.722633,91,11,6975.490000,1,3
,98,-87.770851,41.715431,92,11,9321.530000,1,3
,99,-87.710121,41.663208,93,11,2146.760000,1,2
,100,-87.769661,41.671310,94,11,2057.880000,1,2
,101,-87.661301,41.660507,95,11,1448.570000,1,2
,102,-87.825630,41.625393,96,12,1336.060000,1,2
,103,-87.880402,41.624493,97,12,720.700000,1,2
,104,-87.822052,41.582176,98,12,759.720000,1,2
,105,-87.881592,41.581276,-1,-100,267.640000,0,1
,106,-87.707741,41.628094,99,11,1349.370000,1,2
,107,-87.767281,41.628094,100,11,1402.240000,1,2
,108,-87.706551,41.583977,101,11,899.230000,1,2
,109,-87.764893,41.582176,102,11,810.460000,1,2
,110,-87.589851,41.628094,103,13,1513.140000,1,2
,111,-87.648201,41.629894,104,11,1651.260000,1,2
,112,-87.588661,41.583076,105,13,881.980000,1,2
,113,-87.647011,41.583076,106,13,924.160000,1,2
,114,-87.544601,41.628094,107,13,439.100000,1,2
,115,-87.543411,41.583977,108,13,790.520000,1,2
,116,-87.705360,41.538960,109,14,411.160000,1,2
,117,-87.761322,41.538960,-1,-100,143.450000,0,1
,118,-87.702972,41.494839,110,14,557.810000,1,2
,119,-87.760132,41.494839,-1,-100,184.730000,0,1
,120,-87.588661,41.538960,-1,-100,295.120000,0,1
,121,-87.647011,41.538960,111,14,631.130000,1,2
,122,-87.587471,41.495739,-1,-100,311.230000,0,1
,123,-87.645821,41.495739,112,14,627.650000,1,2
,124,-87.542221,41.520950,-1,-100,210.850000,0,1
,125,-88.174530,41.969334,113,5,431.720000,1,2
,126,-88.230499,41.966633,-1,-100,65.800000,0,1
,127,-88.172150,41.925217,114,15,319.490000,1,2
,128,-88.231689,41.922516,-1,-100,143.580000,0,1
,129,-88.062592,41.970234,115,5,1909.880000,1,2
,130,-88.116180,41.968433,116,5,923.840000,1,2
,131,-88.060211,41.928818,117,5,1923.670000,1,2
,132,-88.116180,41.926113,118,15,1039.840000,1,2
,133,-87.962570,41.972935,119,5,5668.250000,1,3
,134,-88.005440,41.972935,120,5,3575.670000,1,3
,135,-87.950661,41.928818,121,7,5876.170000,1,3
,136,-88.007820,41.927917,122,15,3764.990000,1,2
,137,-88.174530,41.879295,123,16,392.390000,1,2
,138,-88.231689,41.879295,-1,-100,220.470000,0,1
,139,-88.175720,41.837879,-1,-100,236.110000,0,1
,140,-88.230499,41.836079,-1,-100,133.490000,0,1
,141,-88.061401,41.883797,124,15,2032.340000,1,2
,142,-88.116180,41.881996,125,15,1400.180000,1,2
,143,-88.061401,41.840580,126,15,1316.310000,1,2
,144,-88.116180,41.837879,127,16,591.010000,1,2
,145,-87.950661,41.886497,128,15,7641.790000,1,3
,146,-88.004242,41.883797,129,15,3720.190000,1,2
,147,-87.947090,41.841480,130,15,7081.450000,1,3
,148,-88.005440,41.840580,131,15,3740.980000,1,2
,149,-88.174530,41.792862,132,19,796.110000,1,2
,150,-88.232880,41.792862,-1,-100,172.800000,0,1
,151,-88.173340,41.749641,-1,-100,241.130000,0,1
,152,-88.231689,41.747845,-1,-100,272.910000,0,1
,153,-88.060211,41.794662,133,16,1649.280000,1,2
,154,-88.116180,41.794662,134,16,1465.370000,1,2
,155,-88.059021,41.752346,135,16,1434.620000,1,2
,156,-88.114990,41.749641,136,19,881.330000,1,2
,157,-87.947090,41.796463,137,15,6319.320000,1,3
,158,-88.003052,41.796463,138,15,3286.330000,1,2
,159,-87.944710,41.755947,139,17,4918.310000,1,3
,160,-88.001862,41.754147,140,17,2601.850000,1,2
,161,-87.974480,41.710930,141,17,1833.560000,1,3
,162,-88.521049,42.113392,-1,-100,42.340000,0,1
,163,-88.406731,42.113392,-1,-100,26.270000,0,1
,164,-88.263840,42.134102,-1,-100,150.840000,0,1
,165,-88.320999,42.135899,-1,-100,37.510000,0,1
,166,-88.262650,42.091782,-1,-100,232.940000,0,1
,167,-88.322189,42.090881,-1,-100,96.130000,0,1
,168,-88.540100,42.028755,-1,-100,6.120000,0,1
,169,-88.429359,42.028755,-1,-100,20.270000,0,1
,170,-88.288841,42.048565,142,5,492.810000,1,2
,171,-88.344810,42.046764,-1,-100,56.720000,0,1
,172,-88.290031,42.009850,-1,-100,243.920000,0,1
,173,-88.344810,42.009850,-1,-100,36.390000,0,1
,174,-88.538910,41.943222,-1,-100,9.480000,0,1
,175,-88.429359,41.945023,-1,-100,50.310000,0,1
,176,-88.286461,41.964832,-1,-100,65.910000,0,1
,177,-88.344810,41.965733,-1,-100,24.700000,0,1
,178,-88.288841,41.922516,-1,-100,256.100000,0,1
,179,-88.343620,41.919811,-1,-100,133.750000,0,1
,180,-88.540100,41.855888,-1,-100,5.870000,0,1
,181,-88.428169,41.858589,-1,-100,22.870000,0,1
,182,-88.288841,41.878395,-1,-100,200.770000,0,1
,183,-88.343620,41.876595,-1,-100,101.700000,0,1
,184,-88.287651,41.835178,-1,-100,107.320000,0,1
,185,-88.346001,41.834278,-1,-100,57.590000,0,1
,186,-88.540100,41.769451,-1,-100,9.050000,0,1
,187,-88.426979,41.772152,-1,-100,30.610000,0,1
,188,-88.287651,41.791061,-1,-100,292.580000,0,1
,189,-88.342430,41.790161,-1,-100,306.360000,0,1
,190,-88.287651,41.747845,143,19,340.090000,1,2
,191,-88.342430,41.745144,144,19,336.050000,1,2
,192,-88.160240,42.460930,-1,-100,14.330000,0,1
,193,-88.036400,42.478939,-1,-100,4.410000,0,0
,194,-88.095940,42.477139,-1,-100,47.820000,0,1
,195,-88.035210,42.439323,-1,-100,19.070000,0,1
,196,-88.091171,42.438423,-1,-100,23.320000,0,1
,197,-87.947090,42.460030,-1,-100,25.940000,0,1
,198,-87.844681,42.478039,-1,-100,125.280000,0,1
,199,-87.845871,42.438423,-1,-100,154.880000,0,1
,200,-88.156670,42.375397,-1,-100,94.940000,0,1
,201,-88.034012,42.394302,-1,-100,35.280000,0,1
,202,-88.093552,42.394302,-1,-100,34.800000,0,1
,203,-88.034012,42.352886,-1,-100,79.790000,0,1
,204,-88.093552,42.351986,-1,-100,64.610000,0,1
,205,-87.916130,42.392506,-1,-100,165.500000,0,1
,206,-87.975662,42.394302,-1,-100,25.920000,0,1
,207,-87.918510,42.351986,-1,-100,157.020000,0,1
,208,-87.978050,42.352886,-1,-100,64.870000,0,1
,209,-87.844681,42.395206,-1,-100,230.720000,0,1
,210,-87.854202,42.352886,145,18,580.730000,1,2
,211,-88.159050,42.288059,-1,-100,91.310000,0,1
,212,-88.035210,42.308769,-1,-100,39.760000,0,1
,213,-88.092361,42.308769,-1,-100,6.980000,0,1
,214,-88.035210,42.262852,-1,-100,88.340000,0,1
,215,-88.092361,42.265553,-1,-100,10.090000,0,1
,216,-87.919701,42.307869,-1,-100,158.750000,0,1
,217,-87.976860,42.306969,-1,-100,124.030000,0,1
,218,-87.918510,42.267353,-1,-100,167.090000,0,1
,219,-87.978050,42.264652,146,18,424.050000,1,2
,220,-87.861351,42.307869,147,18,341.890000,1,2
,221,-87.854202,42.262852,148,18,316.940000,1,2
,222,-88.159050,42.201626,-1,-100,249.160000,0,1
,223,-88.036400,42.221436,-1,-100,72.790000,0,1
,224,-88.092361,42.222336,-1,-100,115.140000,0,1
,225,-88.034012,42.179115,-1,-100,128.040000,0,1
,226,-88.092361,42.176414,-1,-100,233.360000,0,1
,227,-87.917320,42.221436,-1,-100,146.690000,0,1
,228,-87.976860,42.222336,-1,-100,258.020000,0,1
,229,-87.918510,42.180016,149,18,421.110000,1,2
,230,-87.976860,42.180016,150,18,444.680000,1,2
,231,-87.847061,42.219631,151,18,476.560000,1,2
,232,-87.804192,42.180016,152,18,908.580000,1,2
,233,-87.861351,42.177315,153,18,879.770000,1,2
,234,-88.637749,42.460030,-1,-100,24.660000,0,1
,235,-88.522240,42.459129,-1,-100,0.440000,0,0
,236,-88.409119,42.457329,-1,-100,9.620000,0,1
,237,-88.292419,42.458229,-1,-100,38.430000,0,1
,238,-88.216209,42.460930,-1,-100,3.160000,0,0
,239,-88.637749,42.375397,-1,-100,33.410000,0,1
,240,-88.523430,42.375397,-1,-100,3.180000,0,0
,241,-88.409119,42.375397,-1,-100,8.630000,0,1
,242,-88.263840,42.393402,-1,-100,13.290000,0,1
,243,-88.320999,42.394302,-1,-100,6.500000,0,1
,244,-88.263840,42.352886,-1,-100,73.400000,0,1
,245,-88.320999,42.351986,-1,-100,18.770000,0,1
,246,-88.216209,42.375397,-1,-100,11.220000,0,1
,247,-88.636559,42.289864,-1,-100,36.890000,0,1
,248,-88.523430,42.288960,-1,-100,6.450000,0,1
,249,-88.407921,42.288059,-1,-100,113.230000,0,1
,250,-88.263840,42.308769,-1,-100,21.790000,0,1
,251,-88.323380,42.306969,-1,-100,4.100000,0,0
,252,-88.262650,42.265553,-1,-100,24.640000,0,1
,253,-88.322189,42.261951,-1,-100,56.030000,0,1
,254,-88.216209,42.289864,-1,-100,16.810000,0,1
,255,-88.637749,42.203426,-1,-100,3.340000,0,0
,256,-88.522240,42.203426,-1,-100,17.690000,0,1
,257,-88.407921,42.203426,-1,-100,82.400000,0,1
,258,-88.265030,42.221436,-1,-100,77.940000,0,1
,259,-88.320999,42.220535,-1,-100,127.840000,0,1
,260,-88.263840,42.176414,-1,-100,72.120000,0,1
,261,-88.322189,42.176414,-1,-100,55.890000,0,1
,262,-88.216209,42.201626,-1,-100,55.030000,0,1
,263,-88.173340,41.705524,-1,-100,129.000000,0,1
,264,-88.230499,41.705524,-1,-100,119.030000,0,1
,265,-88.173340,41.661407,-1,-100,20.330000,0,1
,266,-88.229301,41.661407,-1,-100,12.930000,0,1
,267,-88.056641,41.709126,154,16,1098.430000,1,2
,268,-88.116180,41.706425,155,19,421.240000,1,2
,269,-88.055450,41.664108,156,19,421.800000,1,2
,270,-88.112610,41.663208,-1,-100,233.360000,0,1
,271,-88.170959,41.618191,-1,-100,60.330000,0,1
,272,-88.226921,41.615490,-1,-100,68.000000,0,1
,273,-88.170959,41.574074,-1,-100,161.610000,0,1
,274,-88.224541,41.574074,-1,-100,15.240000,0,1
,275,-88.053070,41.620892,-1,-100,295.410000,0,1
,276,-88.111420,41.619991,-1,-100,82.660000,0,1
,277,-88.053070,41.577675,-1,-100,207.260000,0,1
,278,-88.110229,41.575874,-1,-100,115.610000,0,1
,279,-87.939941,41.624493,157,12,556.650000,1,2
,280,-87.995911,41.623592,-1,-100,227.560000,0,1
,281,-87.938751,41.579475,-1,-100,88.410000,0,1
,282,-87.995911,41.577675,-1,-100,43.480000,0,1
,283,-88.166191,41.530853,-1,-100,150.190000,0,1
,284,-88.223351,41.529053,-1,-100,32.050000,0,1
,285,-88.165001,41.488537,-1,-100,50.740000,0,1
,286,-88.223351,41.486736,-1,-100,14.180000,0,1
,287,-88.051880,41.534454,158,20,399.370000,1,2
,288,-88.109032,41.530853,159,20,432.980000,1,2
,289,-88.049492,41.489437,-1,-100,114.520000,0,1
,290,-88.106651,41.489437,-1,-100,79.760000,0,1
,291,-87.937561,41.537155,-1,-100,125.930000,0,1
,292,-87.992340,41.535355,-1,-100,97.130000,0,1
,293,-87.935181,41.493038,-1,-100,65.920000,0,1
,294,-87.992340,41.492138,-1,-100,69.820000,0,1
,295,-87.820862,41.538055,-1,-100,130.480000,0,1
,296,-87.878021,41.538055,-1,-100,223.830000,0,1
,297,-87.817291,41.494839,-1,-100,109.980000,0,1
,298,-87.878021,41.494839,-1,-100,76.980000,0,1
,299,-88.190010,41.424610,-1,-100,50.940000,0,1
,300,-88.076881,41.428211,-1,-100,25.230000,0,1
,301,-87.958992,41.429111,-1,-100,35.860000,0,1
,302,-87.842300,41.430012,-1,-100,23.850000,0,1
,303,-87.727982,41.431812,-1,-100,192.950000,0,1
,304,-87.587471,41.451622,-1,-100,58.850000,0,1
,305,-87.643433,41.452522,-1,-100,97.900000,0,1
,306,-87.586273,41.410206,-1,-100,15.830000,0,1
,307,-87.644623,41.410206,-1,-100,18.020000,0,1
,308,-87.541023,41.433617,-1,-100,21.270000,0,1
,309,-88.186440,41.338177,-1,-100,37.120000,0,1
,310,-88.073311,41.340878,-1,-100,1.740000,0,0
,311,-87.956612,41.343578,-1,-100,4.060000,0,0
,312,-87.841110,41.346279,-1,-100,45.870000,0,1
,313,-87.724411,41.347179,-1,-100,12.350000,0,1
,314,-87.612473,41.347179,-1,-100,33.380000,0,1
,315,-87.541023,41.348980,-1,-100,2.100000,0,0
,316,-88.184052,41.250839,-1,-100,17.340000,0,1
,317,-88.068550,41.253544,-1,-100,1.830000,0,0
,318,-88.540100,41.677612,-1,-100,34.770000,0,1
,319,-88.430550,41.685719,-1,-100,31.980000,0,1
,320,-88.313850,41.681217,-1,-100,172.280000,0,1
,321,-88.537720,41.588478,-1,-100,6.810000,0,1
,322,-88.424599,41.594780,-1,-100,23.870000,0,1
,323,-88.307899,41.592079,-1,-100,7.310000,0,1
,324,-88.535339,41.502045,-1,-100,4.040000,0,0
,325,-88.421021,41.502941,-1,-100,3.560000,0,0
,326,-88.305519,41.505646,-1,-100,5.010000,0,1
,327,-88.532959,41.415607,-1,-100,1.200000,0,0
,328,-88.419830,41.415607,-1,-100,18.540000,0,1
,329,-88.306709,41.421909,-1,-100,29.820000,0,1
,330,-88.525810,41.329170,-1,-100,3.290000,0,0
,331,-88.412689,41.323769,-1,-100,41.640000,0,1
,332,-88.301941,41.337276,-1,-100,28.360000,0,1
,333,-88.527000,41.238235,-1,-100,1.070000,0,0
,334,-88.412689,41.239136,-1,-100,2.390000,0,0
,335,-88.298370,41.245438,-1,-100,15.530000,0,1
,336,-88.527000,41.150902,-1,-100,1.050000,0,0
,337,-88.413879,41.152702,-1,-100,2.170000,0,0
,338,-88.295990,41.155403,-1,-100,9.580000,0,1
,339,-87.953041,41.251740,-1,-100,6.410000,0,1
,340,-87.831581,41.251740,-1,-100,17.250000,0,1
,341,-87.719643,41.251740,-1,-100,1.940000,0,0
,342,-87.591042,41.256245,-1,-100,7.620000,0,1
,343,-88.180481,41.158104,-1,-100,6.870000,0,1
,344,-88.066170,41.159904,-1,-100,1.330000,0,0
,345,-87.953041,41.124790,-1,-100,5.980000,0,1
,346,-87.867302,41.172508,-1,-100,38.320000,0,1
,347,-87.717262,41.166206,-1,-100,4.160000,0,0
,348,-87.588661,41.170708,-1,-100,6.640000,0,1
,349,-88.190010,41.052761,-1,-100,6.350000,0,1
,350,-88.067360,41.058163,-1,-100,1.350000,0,0
,351,-87.863731,41.109482,-1,-100,16.330000,0,1
,352,-87.781570,41.087875,-1,-100,3.730000,0,0
,353,-87.918510,41.040154,-1,-100,6.640000,0,1
,354,-87.711311,41.043755,-1,-100,0.710000,0,0
,355,-87.586273,41.066265,-1,-100,2.310000,0,0
,356,-87.480301,41.611889,160,13,3102.750000,1,2
,357,-87.362411,41.592079,161,21,1122.980000,1,2
,358,-87.265953,41.555164,-1,-100,227.700000,0,1
,359,-87.467201,41.480434,-1,-100,246.400000,0,1
,360,-87.315971,41.479534,-1,-100,112.780000,0,1
,361,-87.475533,41.396702,-1,-100,26.940000,0,1
,362,-87.365982,41.399403,-1,-100,32.800000,0,1
,363,-87.252861,41.399403,-1,-100,5.690000,0,1
,364,-87.469582,41.265247,-1,-100,8.340000,0,1
,365,-87.377892,41.267948,-1,-100,6.650000,0,1
,366,-87.275482,41.303062,-1,-100,1.200000,0,0
,367,-88.677040,41.896404,-1,-100,77.340000,0,1
,368,-88.772308,42.323174,-1,-100,52.700000,0,1
,369,-88.705620,42.544666,-1,-100,0.170000,0,0
,370,-88.591309,42.544666,-1,-100,0.280000,0,0
,371,-88.478180,42.544666,-1,-100,0.730000,0,0
,372,-88.359100,42.543766,-1,-100,0.840000,0,0
,373,-88.242401,42.543766,-1,-100,3.590000,0,0
,374,-88.130470,42.543766,-1,-100,9.430000,0,1
,375,-88.013771,42.544666,-1,-100,104.230000,0,1
,376,-87.887550,42.544666,-1,-100,201.620000,0,1
,377,-87.956612,42.688725,162,22,1294.000000,1,2
,378,-88.286461,42.665314,-1,-100,42.000000,0,1
,379,-88.879478,42.242142,163,5,930.000000,1,2
,380,-88.769928,41.895504,-1,-100,280.000000,0,1
,381,-88.691330,41.356182,164,23,676.000000,1,2
,382,-88.748489,41.109482,165,23,896.000000,1,2
,383,-88.530579,41.050060,166,23,343.000000,1,2
,384,-87.920891,40.957321,-1,-100,0.000000,0,0
,385,-87.277863,41.146397,-1,-100,75.000000,0,1
,386,-87.142113,41.482235,-1,-100,0.000000,0,0
,387,-87.201653,41.590279,167,21,4092.000000,1,2
