link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
11,bpr,11,557,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7391.948,-1.000,0.000,10524.150,7391.948,-3132.202,,,,0.000,7391.948,1.388,60.000,37.290,1.000,0.075,0.075,49500.000,0.000,0.000,0.000,1.000,2.000,3695.974,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,6376.812,171.006,6376.812,171.006,0.001,0.000,"LINESTRING (-87.761306 41.896383, -87.749405 41.905386)",7391.948,7391.948,0.075,0.075,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7391.948,7391.948,0.000,60.000,60.000,0.000,0.075,0.075,0.000,0.000,0.000,period-based
12,bpr,12,558,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7073.808,-1.000,0.000,6948.800,7073.808,125.008,,,,0.000,7073.808,1.388,60.000,37.290,1.000,0.071,0.071,49500.000,0.000,0.000,0.000,1.000,2.000,3536.904,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,6102.362,163.646,6102.362,163.646,0.001,0.000,"LINESTRING (-87.725585 41.901785, -87.713681 41.910789)",7073.808,7073.808,0.071,0.071,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7073.808,7073.808,0.000,60.000,60.000,0.000,0.071,0.071,0.000,0.000,0.000,period-based
13,bpr,13,559,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7723.719,-1.000,0.000,9344.250,7723.719,-1620.531,,,,0.000,7723.719,1.388,60.000,37.290,1.000,0.078,0.078,49500.000,0.000,0.000,0.000,1.000,2.000,3861.860,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,6663.021,178.681,6663.021,178.681,0.001,0.000,"LINESTRING (-87.719627 41.872072, -87.707727 41.881076)",7723.719,7723.719,0.078,0.078,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7723.719,7723.719,0.000,60.000,60.000,0.000,0.078,0.078,0.000,0.000,0.000,period-based
14,bpr,14,560,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,10903.515,-1.000,0.000,14702.830,10903.515,-3799.315,,,,0.000,10903.515,1.388,59.999,37.289,1.000,0.110,0.110,49500.000,0.000,0.000,0.000,1.000,2.000,5451.758,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.996,51.000,9406.135,252.247,9406.135,252.247,0.006,0.000,"LINESTRING (-87.713676 41.929697, -87.701773 41.938700)",10903.515,10903.515,0.110,0.110,60.000,60.000,60.000,60.000,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10903.515,10903.515,0.000,59.999,59.999,0.000,0.110,0.110,0.000,0.000,0.000,period-based
15,bpr,15,561,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,8528.430,-1.000,0.000,8862.920,8528.430,-334.490,,,,0.000,8528.430,1.388,60.000,37.290,1.000,0.086,0.086,49500.000,0.000,0.000,0.000,1.000,2.000,4264.215,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.998,51.000,7357.220,197.298,7357.220,197.298,0.002,0.000,"LINESTRING (-87.680335 41.903585, -87.668431 41.912589)",8528.430,8528.430,0.086,0.086,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8528.430,8528.430,0.000,60.000,60.000,0.000,0.086,0.086,0.000,0.000,0.000,period-based
16,bpr,16,562,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,15125.786,-1.000,0.000,10144.090,15125.786,4981.696,,,,0.000,15125.786,1.388,59.995,37.287,1.000,0.153,0.153,49500.000,0.000,0.000,0.000,1.000,2.000,7562.893,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.984,51.000,13048.562,349.948,13048.562,349.948,0.029,0.000,"LINESTRING (-87.668426 41.875673, -87.656523 41.884678)",15125.786,15125.786,0.153,0.153,60.000,60.000,60.000,60.000,59.998,59.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,15125.786,15125.786,0.000,59.995,59.995,0.000,0.153,0.153,0.000,0.001,0.001,period-based
17,bpr,17,563,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,11026.038,-1.000,0.000,9042.230,11026.038,1983.808,,,,0.000,11026.038,1.388,59.999,37.289,1.000,0.111,0.111,49500.000,0.000,0.000,0.000,1.000,2.000,5513.019,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.995,51.000,9511.832,255.082,9511.832,255.082,0.006,0.000,"LINESTRING (-87.637466 41.901785, -87.625562 41.910789)",11026.038,11026.038,0.111,0.111,60.000,60.000,60.000,60.000,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,11026.038,11026.038,0.000,59.999,59.999,0.000,0.111,0.111,0.000,0.000,0.000,period-based
18,bpr,18,564,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,14789.853,-1.000,0.000,9165.020,14789.852,5624.832,,,,0.000,14789.853,1.388,59.996,37.287,1.000,0.149,0.149,49500.000,0.000,0.000,0.000,1.000,2.000,7394.926,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.985,51.000,12758.762,342.173,12758.762,342.173,0.026,0.000,"LINESTRING (-87.630325 41.880175, -87.618417 41.889180)",14789.852,14789.852,0.149,0.149,60.000,60.000,60.000,60.000,59.998,59.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,14789.853,14789.853,0.000,59.996,59.996,0.000,0.149,0.149,0.000,0.000,0.000,period-based
19,bpr,19,565,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,4192.824,-1.000,0.000,2590.120,4192.824,1602.704,,,,0.000,4192.824,1.388,60.000,37.290,1.000,0.042,0.042,49500.000,0.000,0.000,0.000,1.000,2.000,2096.412,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,3617.024,96.997,3617.024,96.997,0.000,0.000,"LINESTRING (-87.625556 41.858568, -87.613654 41.867571)",4192.824,4192.824,0.042,0.042,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,4192.824,4192.824,0.000,60.000,60.000,0.000,0.042,0.042,0.000,0.000,0.000,period-based
20,bpr,20,566,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,8597.603,-1.000,0.000,7658.850,8597.602,938.752,,,,0.000,8597.603,1.388,59.999,37.290,1.000,0.087,0.087,49500.000,0.000,0.000,0.000,1.000,2.000,4298.801,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.998,51.000,7416.894,198.898,7416.894,198.898,0.002,0.000,"LINESTRING (-87.717246 41.840559, -87.705345 41.849564)",8597.602,8597.602,0.087,0.087,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8597.603,8597.603,0.000,59.999,59.999,0.000,0.087,0.087,0.000,0.000,0.000,period-based
21,bpr,21,567,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7760.804,-1.000,0.000,4641.410,7760.804,3119.394,,,,0.000,7760.804,1.388,60.000,37.290,1.000,0.078,0.078,49500.000,0.000,0.000,0.000,1.000,2.000,3880.402,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,6695.013,179.539,6695.013,179.539,0.001,0.000,"LINESTRING (-87.670806 41.854067, -87.658904 41.863069)",7760.804,7760.804,0.078,0.078,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7760.804,7760.804,0.000,60.000,60.000,0.000,0.078,0.078,0.000,0.000,0.000,period-based
22,bpr,22,568,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7930.282,-1.000,0.000,3352.360,7930.282,4577.922,,,,0.000,7930.282,1.388,60.000,37.290,1.000,0.080,0.080,49500.000,0.000,0.000,0.000,1.000,2.000,3965.141,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,6841.217,183.460,6841.217,183.460,0.001,0.000,"LINESTRING (-87.621986 41.836058, -87.610081 41.845062)",7930.282,7930.282,0.080,0.080,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7930.282,7930.282,0.000,60.000,60.000,0.000,0.080,0.080,0.000,0.000,0.000,period-based
