iteration,mode_type,zone_id,node_id,d_zone_id,connected_flag,pred,label_cost,pred_link_cost,x_coord,y_coord,geometry
0,auto,1,16,-1,1,562,19.591030,1.969896,-87.668442,41.875694,"LINESTRING (-87.668442 41.875694,-87.656539 41.884699)"
1,auto,1,16,-1,1,562,19.009169,1.388035,-87.668442,41.875694,"LINESTRING (-87.668442 41.875694,-87.656539 41.884699)"
0,auto,1,17,-1,1,563,15.264138,1.465780,-87.637482,41.901806,"LINESTRING (-87.637482 41.901806,-87.625578 41.910810)"
1,auto,1,17,-1,1,563,15.186395,1.388037,-87.637482,41.901806,"LINESTRING (-87.637482 41.901806,-87.625578 41.910810)"
0,auto,1,18,-1,1,564,17.700546,1.474110,-87.630341,41.880196,"LINESTRING (-87.630341 41.880196,-87.618433 41.889201)"
1,auto,1,18,-1,1,564,17.614471,1.388035,-87.630341,41.880196,"LINESTRING (-87.630341 41.880196,-87.618433 41.889201)"
0,auto,1,19,-1,1,565,20.097481,1.482983,-87.625572,41.858589,"LINESTRING (-87.625572 41.858589,-87.613670 41.867592)"
1,auto,1,19,-1,1,565,20.002533,1.388035,-87.625572,41.858589,"LINESTRING (-87.625572 41.858589,-87.613670 41.867592)"
0,auto,1,20,-1,1,566,25.159876,1.591557,-87.717262,41.840580,"LINESTRING (-87.717262 41.840580,-87.705361 41.849585)"
1,auto,1,20,-1,1,566,24.956354,1.388035,-87.717262,41.840580,"LINESTRING (-87.717262 41.840580,-87.705361 41.849585)"
0,auto,1,21,-1,1,567,21.957184,1.972317,-87.670822,41.854088,"LINESTRING (-87.670822 41.854088,-87.658920 41.863090)"
1,auto,1,21,-1,1,567,21.372904,1.388037,-87.670822,41.854088,"LINESTRING (-87.670822 41.854088,-87.658920 41.863090)"
0,auto,1,22,-1,1,568,22.576162,1.490337,-87.622002,41.836079,"LINESTRING (-87.622002 41.836079,-87.610097 41.845083)"
1,auto,1,22,-1,1,568,22.473862,1.388037,-87.622002,41.836079,"LINESTRING (-87.622002 41.836079,-87.610097 41.845083)"
0,auto,1,23,-1,1,569,24.988052,1.483803,-87.662491,41.823475,"LINESTRING (-87.662491 41.823475,-87.650585 41.832478)"
1,auto,1,23,-1,1,569,24.892284,1.388035,-87.662491,41.823475,"LINESTRING (-87.662491 41.823475,-87.650585 41.832478)"
0,auto,1,24,-1,1,570,28.769199,1.638248,-87.713692,41.818974,"LINESTRING (-87.713692 41.818974,-87.701789 41.827976)"
1,auto,1,24,-1,1,570,28.518988,1.388037,-87.713692,41.818974,"LINESTRING (-87.713692 41.818974,-87.701789 41.827976)"
0,auto,1,25,-1,1,571,31.873274,1.667507,-87.769661,41.789261,"LINESTRING (-87.769661 41.789261,-87.757757 41.798264)"
1,auto,1,25,-1,1,571,31.593801,1.388035,-87.769661,41.789261,"LINESTRING (-87.769661 41.789261,-87.757757 41.798264)"
0,auto,1,26,-1,1,572,30.988266,1.500952,-87.710121,41.782059,"LINESTRING (-87.710121 41.782059,-87.698217 41.791061)"
1,auto,1,26,-1,1,572,30.875351,1.388037,-87.710121,41.782059,"LINESTRING (-87.710121 41.782059,-87.698217 41.791061)"
0,auto,1,27,-1,1,573,29.904297,1.483765,-87.658913,41.778454,"LINESTRING (-87.658913 41.778454,-87.647012 41.787459)"
1,auto,1,27,-1,1,573,29.808569,1.388037,-87.658913,41.778454,"LINESTRING (-87.658913 41.778454,-87.647012 41.787459)"
0,auto,1,28,-1,1,574,25.887407,1.490599,-87.613663,41.806366,"LINESTRING (-87.613663 41.806366,-87.601762 41.815371)"
1,auto,1,28,-1,1,574,25.784845,1.388037,-87.613663,41.806366,"LINESTRING (-87.613663 41.806366,-87.601762 41.815371)"
0,auto,1,29,-1,1,575,30.603830,1.490753,-87.601761,41.764050,"LINESTRING (-87.601761 41.764050,-87.589854 41.773053)"
1,auto,1,29,-1,1,575,30.501114,1.388037,-87.601761,41.764050,"LINESTRING (-87.601761 41.764050,-87.589854 41.773053)"
0,auto,1,30,-1,1,576,34.818539,1.502159,-87.711311,41.746941,"LINESTRING (-87.711311 41.746941,-87.699407 41.755946)"
1,auto,1,30,-1,1,576,34.704418,1.388039,-87.711311,41.746941,"LINESTRING (-87.711311 41.746941,-87.699407 41.755946)"
0,auto,1,31,-1,1,577,34.633121,1.485107,-87.654152,41.735237,"LINESTRING (-87.654152 41.735237,-87.642249 41.744242)"
1,auto,1,31,-1,1,577,34.536053,1.388039,-87.654152,41.735237,"LINESTRING (-87.654152 41.735237,-87.642249 41.744242)"
0,auto,1,32,-1,1,578,38.676491,1.486458,-87.677971,41.702824,"LINESTRING (-87.677971 41.702824,-87.666065 41.711829)"
1,auto,1,32,-1,1,578,38.578068,1.388035,-87.677971,41.702824,"LINESTRING (-87.677971 41.702824,-87.666065 41.711829)"
0,auto,1,33,-1,1,579,40.610203,1.493763,-87.620811,41.674011,"LINESTRING (-87.620811 41.674011,-87.608907 41.683017)"
1,auto,1,33,-1,1,579,40.504475,1.388035,-87.620811,41.674011,"LINESTRING (-87.620811 41.674011,-87.608907 41.683017)"
0,auto,1,34,-1,1,580,36.485626,1.492619,-87.619621,41.711826,"LINESTRING (-87.619621 41.711826,-87.607716 41.720832)"
1,auto,1,34,-1,1,580,36.381042,1.388035,-87.619621,41.711826,"LINESTRING (-87.619621 41.711826,-87.607716 41.720832)"
0,auto,1,35,-1,1,581,34.825413,1.490784,-87.560081,41.741539,"LINESTRING (-87.560081 41.741539,-87.548176 41.750544)"
1,auto,1,35,-1,1,581,34.722664,1.388035,-87.560081,41.741539,"LINESTRING (-87.560081 41.741539,-87.548176 41.750544)"
0,auto,1,36,-1,1,582,40.721851,1.490932,-87.556511,41.687519,"LINESTRING (-87.556511 41.687519,-87.544603 41.696522)"
1,auto,1,36,-1,1,582,40.618958,1.388039,-87.556511,41.687519,"LINESTRING (-87.556511 41.687519,-87.544603 41.696522)"
0,auto,1,37,-1,1,583,24.960648,2.069557,-87.907791,41.981937,"LINESTRING (-87.907791 41.981937,-87.895889 41.990942)"
1,auto,1,37,-1,1,583,24.279127,1.388037,-87.907791,41.981937,"LINESTRING (-87.907791 41.981937,-87.895889 41.990942)"
0,auto,1,38,-1,1,584,51.407181,1.486916,-88.175720,42.114288,"LINESTRING (-88.175720 42.114288,-88.163819 42.123296)"
1,auto,1,38,-1,1,584,51.308300,1.388035,-88.175720,42.114288,"LINESTRING (-88.175720 42.114288,-88.163819 42.123296)"
0,auto,1,39,-1,1,585,43.323017,1.785725,-88.034012,42.134102,"LINESTRING (-88.034012 42.134102,-88.022114 42.143104)"
1,auto,1,39,-1,1,585,42.925327,1.388035,-88.034012,42.134102,"LINESTRING (-88.034012 42.134102,-88.022114 42.143104)"
0,auto,1,40,-1,1,586,48.230484,1.785740,-88.093552,42.134102,"LINESTRING (-88.093552 42.134102,-88.081654 42.143104)"
1,auto,1,40,-1,1,586,47.832779,1.388035,-88.093552,42.134102,"LINESTRING (-88.093552 42.134102,-88.081654 42.143104)"
0,auto,1,41,-1,1,587,39.268848,1.486931,-88.034012,42.090881,"LINESTRING (-88.034012 42.090881,-88.022114 42.099887)"
1,auto,1,41,-1,1,587,39.169956,1.388039,-88.034012,42.090881,"LINESTRING (-88.034012 42.090881,-88.022114 42.099887)"
0,auto,1,42,-1,1,588,44.078136,1.486916,-88.092361,42.090881,"LINESTRING (-88.092361 42.090881,-88.080463 42.099887)"
1,auto,1,42,-1,1,588,43.979256,1.388035,-88.092361,42.090881,"LINESTRING (-88.092361 42.090881,-88.080463 42.099887)"
0,auto,1,43,-1,1,589,33.267986,1.723419,-87.918510,42.133198,"LINESTRING (-87.918510 42.133198,-87.906607 42.142204)"
1,auto,1,43,-1,1,589,32.932602,1.388035,-87.918510,42.133198,"LINESTRING (-87.918510 42.133198,-87.906607 42.142204)"
0,auto,1,44,-1,1,590,38.111042,1.756176,-87.976860,42.134102,"LINESTRING (-87.976860 42.134102,-87.964956 42.143104)"
1,auto,1,44,-1,1,590,37.742901,1.388035,-87.976860,42.134102,"LINESTRING (-87.976860 42.134102,-87.964956 42.143104)"
0,auto,1,45,-1,1,591,29.726446,1.473074,-87.918510,42.090881,"LINESTRING (-87.918510 42.090881,-87.906607 42.099887)"
1,auto,1,45,-1,1,591,29.641409,1.388037,-87.918510,42.090881,"LINESTRING (-87.918510 42.090881,-87.906607 42.099887)"
0,auto,1,46,-1,1,592,34.639706,1.474957,-87.978050,42.089081,"LINESTRING (-87.978050 42.089081,-87.966147 42.098086)"
1,auto,1,46,-1,1,592,34.552784,1.388035,-87.978050,42.089081,"LINESTRING (-87.978050 42.089081,-87.966147 42.098086)"
0,auto,1,47,-1,1,593,23.618927,1.497694,-87.804192,42.134102,"LINESTRING (-87.804192 42.134102,-87.792290 42.143104)"
1,auto,1,47,-1,1,593,23.509268,1.388035,-87.804192,42.134102,"LINESTRING (-87.804192 42.134102,-87.792290 42.143104)"
0,auto,1,48,-1,1,594,28.330729,1.498344,-87.861351,42.134102,"LINESTRING (-87.861351 42.134102,-87.849448 42.143104)"
1,auto,1,48,-1,1,594,28.220421,1.388037,-87.861351,42.134102,"LINESTRING (-87.861351 42.134102,-87.849448 42.143104)"
0,auto,1,49,-1,1,595,19.954571,1.432350,-87.805382,42.090881,"LINESTRING (-87.805382 42.090881,-87.793481 42.099887)"
1,auto,1,49,-1,1,595,19.910257,1.388037,-87.805382,42.090881,"LINESTRING (-87.805382 42.090881,-87.793481 42.099887)"
0,auto,1,50,-1,1,596,24.575518,1.440292,-87.861351,42.090881,"LINESTRING (-87.861351 42.090881,-87.849448 42.099887)"
1,auto,1,50,-1,1,596,24.523260,1.388035,-87.861351,42.090881,"LINESTRING (-87.861351 42.090881,-87.849448 42.099887)"
0,auto,1,51,-1,1,597,19.412817,1.423206,-87.755371,42.131397,"LINESTRING (-87.755371 42.131397,-87.743467 42.140403)"
1,auto,1,51,-1,1,597,19.377645,1.388035,-87.755371,42.131397,"LINESTRING (-87.755371 42.131397,-87.743467 42.140403)"
0,auto,1,52,-1,1,598,10.606709,1.423059,-87.698212,42.080074,"LINESTRING (-87.698212 42.080074,-87.686309 42.089082)"
1,auto,1,52,-1,1,598,10.571686,1.388036,-87.698212,42.080074,"LINESTRING (-87.698212 42.080074,-87.686309 42.089082)"
0,auto,1,53,-1,1,599,14.748837,1.423107,-87.747032,42.089081,"LINESTRING (-87.747032 42.089081,-87.735131 42.098086)"
1,auto,1,53,-1,1,599,14.713767,1.388037,-87.747032,42.089081,"LINESTRING (-87.747032 42.089081,-87.735131 42.098086)"
0,auto,1,54,-1,1,600,47.880497,1.667789,-88.172150,42.050365,"LINESTRING (-88.172150 42.050365,-88.160247 42.059370)"
1,auto,1,54,-1,1,600,47.600746,1.388039,-88.172150,42.050365,"LINESTRING (-88.172150 42.050365,-88.160247 42.059370)"
0,auto,1,55,-1,1,601,52.792332,1.668247,-88.231689,42.048565,"LINESTRING (-88.231689 42.048565,-88.219787 42.057569)"
1,auto,1,55,-1,1,601,52.512123,1.388039,-88.231689,42.048565,"LINESTRING (-88.231689 42.048565,-88.219787 42.057569)"
0,auto,1,56,-1,1,602,47.399128,1.705322,-88.172150,42.011650,"LINESTRING (-88.172150 42.011650,-88.160247 42.020654)"
1,auto,1,56,-1,1,602,47.081844,1.388039,-88.172150,42.011650,"LINESTRING (-88.172150 42.011650,-88.160247 42.020654)"
0,auto,1,57,-1,1,603,52.306583,1.705326,-88.231689,42.011650,"LINESTRING (-88.231689 42.011650,-88.219787 42.020654)"
1,auto,1,57,-1,1,603,51.989292,1.388035,-88.231689,42.011650,"LINESTRING (-88.231689 42.011650,-88.219787 42.020654)"
0,auto,1,58,-1,1,604,38.639484,1.657993,-88.060211,42.053066,"LINESTRING (-88.060211 42.053066,-88.048312 42.062071)"
1,auto,1,58,-1,1,604,38.369526,1.388035,-88.060211,42.053066,"LINESTRING (-88.060211 42.053066,-88.048312 42.062071)"
0,auto,1,59,-1,1,605,43.266407,1.667747,-88.116180,42.051266,"LINESTRING (-88.116180 42.051266,-88.104279 42.060270)"
1,auto,1,59,-1,1,605,42.986698,1.388039,-88.116180,42.051266,"LINESTRING (-88.116180 42.051266,-88.104279 42.060270)"
0,auto,1,60,-1,1,606,38.154236,1.699982,-88.060211,42.016151,"LINESTRING (-88.060211 42.016151,-88.048312 42.025156)"
1,auto,1,60,-1,1,606,37.842289,1.388035,-88.060211,42.016151,"LINESTRING (-88.060211 42.016151,-88.048312 42.025156)"
0,auto,1,61,-1,1,607,42.776222,1.704800,-88.116180,42.014351,"LINESTRING (-88.116180 42.014351,-88.104279 42.023355)"
1,auto,1,61,-1,1,607,42.459457,1.388035,-88.116180,42.014351,"LINESTRING (-88.116180 42.014351,-88.104279 42.023355)"
0,auto,1,62,-1,1,608,31.399092,1.951117,-87.950661,42.053967,"LINESTRING (-87.950661 42.053967,-87.938758 42.062972)"
1,auto,1,62,-1,1,608,30.836012,1.388037,-87.950661,42.053967,"LINESTRING (-87.950661 42.053967,-87.938758 42.062972)"
0,auto,1,63,-1,1,609,35.920872,1.956982,-88.005440,42.053066,"LINESTRING (-88.005440 42.053066,-87.993535 42.062071)"
1,auto,1,63,-1,1,609,35.351929,1.388039,-88.005440,42.053066,"LINESTRING (-88.005440 42.053066,-87.993535 42.062071)"
0,auto,1,64,-1,1,610,28.505726,1.508821,-87.950661,42.017052,"LINESTRING (-87.950661 42.017052,-87.938758 42.026056)"
1,auto,1,64,-1,1,610,28.384941,1.388037,-87.950661,42.017052,"LINESTRING (-87.950661 42.017052,-87.938758 42.026056)"
0,auto,1,65,-1,1,611,32.923416,1.508713,-88.004242,42.016151,"LINESTRING (-88.004242 42.016151,-87.992344 42.025156)"
1,auto,1,65,-1,1,611,32.802738,1.388035,-88.004242,42.016151,"LINESTRING (-88.004242 42.016151,-87.992344 42.025156)"
0,auto,1,66,-1,1,612,21.119757,1.435677,-87.838722,42.054867,"LINESTRING (-87.838722 42.054867,-87.826823 42.063872)"
1,auto,1,66,-1,1,612,21.072117,1.388037,-87.838722,42.054867,"LINESTRING (-87.838722 42.054867,-87.826823 42.063872)"
0,auto,1,67,-1,1,613,26.780403,1.946476,-87.894691,42.054867,"LINESTRING (-87.894691 42.054867,-87.882791 42.063872)"
1,auto,1,67,-1,1,613,26.221962,1.388035,-87.894691,42.054867,"LINESTRING (-87.894691 42.054867,-87.882791 42.063872)"
0,auto,1,68,-1,1,614,18.728683,1.463156,-87.838722,42.020653,"LINESTRING (-87.838722 42.020653,-87.826823 42.029658)"
1,auto,1,68,-1,1,614,18.653564,1.388037,-87.838722,42.020653,"LINESTRING (-87.838722 42.020653,-87.826823 42.029658)"
0,auto,1,69,-1,1,615,23.767319,1.490753,-87.893501,42.019753,"LINESTRING (-87.893501 42.019753,-87.881600 42.028758)"
1,auto,1,69,-1,1,615,23.664602,1.388037,-87.893501,42.019753,"LINESTRING (-87.893501 42.019753,-87.881600 42.028758)"
0,auto,1,70,-1,1,616,10.660848,1.422926,-87.720840,42.053967,"LINESTRING (-87.720840 42.053967,-87.708934 42.062972)"
1,auto,1,70,-1,1,616,10.625957,1.388036,-87.720840,42.053967,"LINESTRING (-87.720840 42.053967,-87.708934 42.062972)"
0,auto,1,71,-1,1,617,16.397526,1.425627,-87.781570,42.055767,"LINESTRING (-87.781570 42.055767,-87.769665 42.064772)"
1,auto,1,71,-1,1,617,16.359934,1.388035,-87.781570,42.055767,"LINESTRING (-87.781570 42.055767,-87.769665 42.064772)"
0,auto,1,72,-1,1,618,8.091027,1.407957,-87.723221,42.026054,"LINESTRING (-87.723221 42.026054,-87.711315 42.035060)"
1,auto,1,72,-1,1,618,8.071107,1.388036,-87.723221,42.026054,"LINESTRING (-87.723221 42.026054,-87.711315 42.035060)"
0,auto,1,73,-1,1,619,13.844253,1.417921,-87.780373,42.026054,"LINESTRING (-87.780373 42.026054,-87.768474 42.035060)"
1,auto,1,73,-1,1,619,13.814368,1.388037,-87.780373,42.026054,"LINESTRING (-87.780373 42.026054,-87.768474 42.035060)"
0,auto,1,74,-1,1,620,7.616387,1.422661,-87.683922,42.054867,"LINESTRING (-87.683922 42.054867,-87.672019 42.063872)"
1,auto,1,74,-1,1,620,7.581762,1.388036,-87.683922,42.054867,"LINESTRING (-87.683922 42.054867,-87.672019 42.063872)"
0,auto,1,75,-1,1,621,5.328865,1.392566,-87.683922,42.034161,"LINESTRING (-87.683922 42.034161,-87.672019 42.043163)"
1,auto,1,75,-1,1,621,5.324335,1.388036,-87.683922,42.034161,"LINESTRING (-87.683922 42.034161,-87.672019 42.043163)"
0,auto,1,76,-1,1,622,19.933825,1.528786,-87.870880,41.976536,"LINESTRING (-87.870880 41.976536,-87.858975 41.985540)"
1,auto,1,76,-1,1,622,19.793074,1.388035,-87.870880,41.976536,"LINESTRING (-87.870880 41.976536,-87.858975 41.985540)"
0,auto,1,77,-1,1,623,25.193672,1.594154,-87.894691,41.932419,"LINESTRING (-87.894691 41.932419,-87.882791 41.941422)"
1,auto,1,77,-1,1,623,24.987553,1.388035,-87.894691,41.932419,"LINESTRING (-87.894691 41.932419,-87.882791 41.941422)"
0,auto,1,78,-1,1,624,21.297373,1.559986,-87.837532,41.927917,"LINESTRING (-87.837532 41.927917,-87.825632 41.936920)"
1,auto,1,78,-1,1,624,21.125423,1.388037,-87.837532,41.927917,"LINESTRING (-87.837532 41.927917,-87.825632 41.936920)"
0,auto,1,79,-1,1,625,16.850027,1.483264,-87.819672,41.964832,"LINESTRING (-87.819672 41.964832,-87.807770 41.973835)"
1,auto,1,79,-1,1,625,16.754799,1.388036,-87.819672,41.964832,"LINESTRING (-87.819672 41.964832,-87.807770 41.973835)"
0,auto,1,80,-1,1,626,25.629606,1.563639,-87.833961,41.888302,"LINESTRING (-87.833961 41.888302,-87.822060 41.897304)"
1,auto,1,80,-1,1,626,25.454002,1.388035,-87.833961,41.888302,"LINESTRING (-87.833961 41.888302,-87.822060 41.897304)"
0,auto,1,81,-1,1,627,30.106888,1.598938,-87.893501,41.887402,"LINESTRING (-87.893501 41.887402,-87.881600 41.896404)"
1,auto,1,81,-1,1,627,29.895985,1.388035,-87.893501,41.887402,"LINESTRING (-87.893501 41.887402,-87.881600 41.896404)"
0,auto,1,82,-1,1,628,30.604549,1.583570,-87.833961,41.845982,"LINESTRING (-87.833961 41.845982,-87.822060 41.854987)"
1,auto,1,82,-1,1,628,30.409014,1.388035,-87.833961,41.845982,"LINESTRING (-87.833961 41.845982,-87.822060 41.854987)"
0,auto,1,83,-1,1,629,35.234909,1.591545,-87.889931,41.843281,"LINESTRING (-87.889931 41.843281,-87.878027 41.852286)"
1,auto,1,83,-1,1,629,35.031399,1.388035,-87.889931,41.843281,"LINESTRING (-87.889931 41.843281,-87.878027 41.852286)"
0,auto,1,84,-1,1,630,22.501738,1.569363,-87.793472,41.889198,"LINESTRING (-87.793472 41.889198,-87.781573 41.898204)"
1,auto,1,84,-1,1,630,22.320412,1.388037,-87.793472,41.889198,"LINESTRING (-87.793472 41.889198,-87.781573 41.898204)"
0,auto,1,85,-1,1,631,25.595209,1.579830,-87.773232,41.845982,"LINESTRING (-87.773232 41.845982,-87.761329 41.854987)"
1,auto,1,85,-1,1,631,25.403416,1.388037,-87.773232,41.845982,"LINESTRING (-87.773232 41.845982,-87.761329 41.854987)"
0,auto,1,86,-1,1,632,33.876148,1.630268,-87.830391,41.801865,"LINESTRING (-87.830391 41.801865,-87.818487 41.810869)"
1,auto,1,86,-1,1,632,33.633919,1.388039,-87.830391,41.801865,"LINESTRING (-87.830391 41.801865,-87.818487 41.810869)"
0,auto,1,87,-1,1,633,38.592682,1.631561,-87.887550,41.800064,"LINESTRING (-87.887550 41.800064,-87.875646 41.809068)"
1,auto,1,87,-1,1,633,38.349155,1.388035,-87.887550,41.800064,"LINESTRING (-87.887550 41.800064,-87.875646 41.809068)"
0,auto,1,88,-1,1,634,37.952763,1.676029,-87.830391,41.757748,"LINESTRING (-87.830391 41.757748,-87.818487 41.766751)"
1,auto,1,88,-1,1,634,37.664768,1.388035,-87.830391,41.757748,"LINESTRING (-87.830391 41.757748,-87.818487 41.766751)"
0,auto,1,89,-1,1,635,42.713406,1.721436,-87.887550,41.755947,"LINESTRING (-87.887550 41.755947,-87.875646 41.764950)"
1,auto,1,89,-1,1,635,42.380009,1.388039,-87.887550,41.755947,"LINESTRING (-87.887550 41.755947,-87.875646 41.764950)"
0,auto,1,90,-1,1,636,29.141638,1.587440,-87.775612,41.813568,"LINESTRING (-87.775612 41.813568,-87.763711 41.822574)"
1,auto,1,90,-1,1,636,28.942234,1.388037,-87.775612,41.813568,"LINESTRING (-87.775612 41.813568,-87.763711 41.822574)"
0,auto,1,91,-1,1,637,35.338024,1.684444,-87.773232,41.757748,"LINESTRING (-87.773232 41.757748,-87.761329 41.766751)"
1,auto,1,91,-1,1,637,35.041615,1.388035,-87.773232,41.757748,"LINESTRING (-87.773232 41.757748,-87.761329 41.766751)"
0,auto,1,92,-1,1,638,55.248287,1.640839,-87.969711,41.663208,"LINESTRING (-87.969711 41.663208,-87.957811 41.672212)"
1,auto,1,92,-1,1,638,54.995483,1.388035,-87.969711,41.663208,"LINESTRING (-87.969711 41.663208,-87.957811 41.672212)"
0,auto,1,93,-1,1,639,43.082520,1.678852,-87.828011,41.714527,"LINESTRING (-87.828011 41.714527,-87.816106 41.723533)"
1,auto,1,93,-1,1,639,42.791702,1.388035,-87.828011,41.714527,"LINESTRING (-87.828011 41.714527,-87.816106 41.723533)"
0,auto,1,94,-1,1,640,47.744305,2.037094,-87.885162,41.712727,"LINESTRING (-87.885162 41.712727,-87.873264 41.721733)"
1,auto,1,94,-1,1,640,47.095245,1.388035,-87.885162,41.712727,"LINESTRING (-87.885162 41.712727,-87.873264 41.721733)"
0,auto,1,95,-1,1,641,47.990952,1.678856,-87.826820,41.669510,"LINESTRING (-87.826820 41.669510,-87.814915 41.678515)"
1,auto,1,95,-1,1,641,47.700134,1.388039,-87.826820,41.669510,"LINESTRING (-87.826820 41.669510,-87.814915 41.678515)"
0,auto,1,96,-1,1,642,52.476986,2.054539,-87.882782,41.669510,"LINESTRING (-87.882782 41.669510,-87.870883 41.678515)"
1,auto,1,96,-1,1,642,51.810486,1.388039,-87.882782,41.669510,"LINESTRING (-87.882782 41.669510,-87.870883 41.678515)"
0,auto,1,97,-1,1,643,37.497013,1.514294,-87.714882,41.722633,"LINESTRING (-87.714882 41.722633,-87.702980 41.731637)"
1,auto,1,97,-1,1,643,37.370754,1.388035,-87.714882,41.722633,"LINESTRING (-87.714882 41.722633,-87.702980 41.731637)"
0,auto,1,98,-1,1,644,39.961296,1.690548,-87.770851,41.715431,"LINESTRING (-87.770851 41.715431,-87.758947 41.724434)"
1,auto,1,98,-1,1,644,39.658787,1.388039,-87.770851,41.715431,"LINESTRING (-87.770851 41.715431,-87.758947 41.724434)"
0,auto,1,99,-1,1,645,43.744804,1.487965,-87.710121,41.663208,"LINESTRING (-87.710121 41.663208,-87.698217 41.672212)"
1,auto,1,99,-1,1,645,43.644875,1.388035,-87.710121,41.663208,"LINESTRING (-87.710121 41.663208,-87.698217 41.672212)"
0,auto,1,100,-1,1,646,44.780838,1.699791,-87.769661,41.671310,"LINESTRING (-87.769661 41.671310,-87.757757 41.680316)"
1,auto,1,100,-1,1,646,44.469086,1.388039,-87.769661,41.671310,"LINESTRING (-87.769661 41.671310,-87.757757 41.680316)"
0,auto,1,101,-1,1,647,44.260380,1.496548,-87.661301,41.660507,"LINESTRING (-87.661301 41.660507,-87.649394 41.669511)"
