name,node_id,zone_id,node_type,control_type,x_coord,y_coord,geometry
,245,245,,,698775,1786080,
,246,246,,,705675,1782380,
,247,247,,,709475,1786580,
,248,248,,,683075,1776780,
,249,249,,,686075,1782080,
,250,250,,,697775,1777180,
,251,251,,,706975,1776880,
,252,252,,,683775,1775280,
,253,253,,,687375,1775380,
,254,254,,,680575,1768680,
,255,255,,,688875,1768780,
,256,256,,,691175,1768780,
,257,257,,,701775,1768980,
,258,258,,,707075,1768980,
,259,259,,,685975,1763380,
,260,260,,,689475,1764880,
,261,261,,,691875,1763480,
,262,262,,,696675,1763580,
,263,263,,,690775,1754280,
,264,264,,,696675,1755080,
,265,265,,,712575,1758280,
,266,266,,,654375,1994580,
,267,267,,,655975,1992380,
,268,268,,,658575,1990680,
,269,269,,,655275,1985480,
,270,270,,,660575,1985380,
,271,271,,,655375,1980180,
,272,272,,,661175,1980180,
,273,273,,,664375,1979480,
,274,274,,,655375,1972280,
,275,275,,,660575,1974380,
,276,276,,,665575,1974780,
,277,277,,,671175,1974480,
,278,278,,,652675,1968380,
,279,279,,,660575,1969580,
,280,280,,,665875,1969680,
,281,281,,,671275,1968580,
,282,282,,,676675,1969380,
,283,283,,,645275,1964680,
,284,284,,,654075,1963480,
,285,285,,,656075,1963480,
,286,286,,,663375,1965680,
,287,287,,,667275,1965080,
,288,288,,,673475,1965180,
,289,289,,,647075,1961880,
,290,290,,,651475,1960880,
,291,291,,,656075,1960880,
,292,292,,,663275,1960780,
,293,293,,,668275,1960880,
,294,294,,,672475,1960980,
,295,295,,,644675,1954380,
,296,296,,,651475,1956180,
,297,297,,,656275,1955480,
,298,298,,,662075,1955480,
,299,299,,,665675,1955580,
,300,300,,,672375,1955780,
,301,301,,,644375,1949980,
,302,302,,,651275,1949980,
,303,303,,,656975,1952280,
,304,304,,,661875,1950180,
,305,305,,,664975,1950180,
,306,306,,,672275,1950380,
,307,307,,,645575,1946280,
,308,308,,,650875,1944280,
,309,309,,,655375,1944880,
,310,310,,,663075,1944980,
,311,311,,,665175,1943980,
,312,312,,,672275,1945080,
,313,313,,,648675,1937880,
,314,314,,,651275,1938380,
,315,315,,,654875,1941880,
,316,316,,,664575,1939680,
,317,317,,,668475,1939780,
,318,318,,,672475,1938080,
,319,319,,,646375,1935380,
,320,320,,,651275,1935080,
,321,321,,,658375,1934280,
,322,322,,,661475,1931680,
,323,323,,,668675,1934480,
,324,324,,,672675,1934480,
,325,325,,,646775,1928480,
,326,326,,,651475,1928680,
,327,327,,,656775,1928780,
,328,328,,,661875,1928880,
,329,329,,,667475,1929080,
,330,330,,,672775,1929180,
,331,331,,,646375,1923180,
,332,332,,,651675,1923380,
,333,333,,,656975,1923480,
,334,334,,,662675,1923580,
,335,335,,,668875,1924780,
,336,336,,,671775,1922180,
,337,337,,,646475,1917880,
,338,338,,,651875,1917980,
,339,339,,,657075,1918180,
,340,340,,,662475,1918280,
,341,341,,,667775,1919580,
,342,342,,,673075,1917180,
,343,343,,,646675,1909880,
,344,344,,,651975,1914180,
,345,345,,,657275,1912880,
,346,346,,,662575,1912980,
,347,347,,,669175,1913080,
,348,348,,,673275,1913180,
,349,349,,,646775,1907280,
,350,350,,,652075,1907480,
,351,351,,,657375,1907580,
,352,352,,,662775,1907680,
,353,353,,,666675,1908380,
,354,354,,,671875,1907980,
,355,355,,,646875,1902480,
,356,356,,,652175,1902380,
,357,357,,,657575,1902080,
,358,358,,,662875,1901680,
,359,359,,,669475,1903280,
,360,360,,,672275,1901080,
,361,361,,,646975,1897980,
,362,362,,,652375,1898180,
,363,363,,,657675,1898280,
,364,364,,,662975,1898380,
,365,365,,,668275,1898580,
,366,366,,,673675,1897380,
,367,367,,,647175,1891280,
,368,368,,,652475,1891480,
,369,369,,,657975,1888980,
,370,370,,,663175,1891780,
,371,371,,,668475,1893280,
,372,372,,,673775,1892780,
,373,373,,,647375,1885980,
,374,374,,,652675,1886180,
,375,375,,,658075,1885180,
,376,376,,,663375,1886380,
,377,377,,,669975,1886580,
,378,378,,,673975,1886680,
,379,379,,,647475,1880180,
,380,380,,,652675,1882680,
,381,381,,,655575,1878180,
,382,382,,,660975,1878380,
,383,383,,,668675,1883880,
,384,384,,,674075,1881380,
,385,385,,,647775,1873380,
,386,386,,,655775,1873080,
,387,387,,,661075,1873080,
,388,388,,,663775,1873180,
,389,389,,,666375,1875980,
,390,390,,,674375,1876080,
,391,391,,,645275,1867280,
,392,392,,,655875,1868680,
,393,393,,,661175,1867780,
,394,394,,,663875,1867880,
,395,395,,,666475,1870580,
,396,396,,,674475,1870780,
,397,397,,,650575,1867480,
,398,398,,,655975,1867680,
,399,399,,,660475,1865680,
,400,400,,,663975,1865180,
,401,401,,,669375,1865280,
,402,402,,,674575,1865480,
,403,403,,,645575,1856580,
,404,404,,,656075,1862280,
,405,405,,,661475,1859880,
,406,406,,,664075,1859880,
,407,407,,,669475,1859980,
,408,408,,,674775,1860180,
,409,409,,,645775,1851280,
,410,410,,,651075,1851480,
,411,411,,,657275,1851680,
,412,412,,,661675,1851780,
,413,413,,,666975,1851980,
,414,414,,,672175,1852080,
,415,415,,,645975,1845980,
,416,416,,,651275,1846180,
,417,417,,,656575,1846380,
,418,418,,,661775,1846480,
,419,419,,,669475,1849280,
,420,420,,,672475,1846780,
,421,421,,,646175,1840780,
,422,422,,,654375,1840980,
,423,423,,,656575,1842380,
,424,424,,,661875,1842580,
,425,425,,,669875,1841380,
,426,426,,,675175,1844480,
,427,427,,,646375,1835380,
,428,428,,,651475,1837380,
,429,429,,,656775,1837780,
,430,430,,,662075,1835880,
,431,431,,,672775,1836180,
,432,432,,,675275,1841580,
,433,433,,,646475,1832780,
,434,434,,,651575,1832980,
,435,435,,,656775,1835780,
,436,436,,,662275,1830580,
,437,437,,,670175,1833580,
,438,438,,,675575,1833580,
,439,439,,,646575,1827480,
,440,440,,,651775,1827680,
,441,441,,,657075,1827880,
,442,442,,,662375,1827980,
,443,443,,,670475,1825480,
,444,444,,,673075,1828280,
,445,445,,,646675,1824780,
,446,446,,,651875,1823580,
,447,447,,,662575,1822680,
,448,448,,,667875,1822780,
,449,449,,,672475,1820280,
,450,450,,,678575,1820480,
,451,451,,,646975,1816880,
,452,452,,,652075,1819680,
,453,453,,,658775,1819880,
,454,454,,,665575,1814780,
,455,455,,,668075,1817480,
,456,456,,,675575,1817780,
,457,457,,,649675,1809080,
,458,458,,,652375,1809180,
,459,459,,,657775,1810180,
,460,460,,,665575,1812180,
,461,461,,,672975,1813780,
,462,462,,,674675,1812480,
,463,463,,,650075,1806380,
,464,464,,,652475,1806480,
,465,465,,,660475,1806680,
,466,466,,,665875,1806880,
,467,467,,,668375,1809180,
,468,468,,,673775,1807080,
,469,469,,,647675,1798280,
,470,470,,,657875,1803880,
,471,471,,,660675,1801380,
,472,472,,,663375,1800180,
,473,473,,,668775,1798880,
,474,474,,,674875,1797880,
,475,475,,,650175,1792980,
,476,476,,,657575,1793180,
,477,477,,,660875,1795980,
,478,478,,,663375,1798680,
,479,479,,,669575,1792480,
,480,480,,,674875,1792580,
,481,481,,,650275,1790280,
,482,482,,,652975,1789880,
,483,483,,,658375,1787880,
,484,484,,,664375,1787180,
,485,485,,,669675,1787280,
,486,486,,,674975,1787280,
,487,487,,,650375,1787680,
,488,488,,,653975,1782380,
,489,489,,,659175,1781780,
,490,490,,,664375,1781880,
,491,491,,,669675,1781980,
,492,492,,,679475,1787280,
,493,493,,,654075,1776480,
,494,494,,,664675,1776480,
,495,495,,,669875,1776580,
,496,496,,,678375,1780680,
,497,497,,,673875,1771280,
,498,498,,,675275,1774080,
,499,499,,,654175,1763180,
,500,500,,,659438,1770787,
,501,501,,,669580,1770860,
,502,502,,,672575,1768580,
,503,503,,,675275,1766880,
,504,504,,,659577,1762920,
,505,505,,,664775,1763280,
,506,506,,,672675,1763380,
,507,507,,,680675,1763380,
,508,508,,,648975,1755280,
,509,509,,,654275,1755280,
,510,510,,,659575,1755280,
,511,511,,,664875,1755280,
,512,512,,,672775,1755380,
,513,513,,,680675,1758080,
,514,514,,,649775,1749980,
,515,515,,,655175,1749980,
,516,516,,,660475,1749980,
,517,517,,,668775,1750080,
,518,518,,,671575,1749980,
,519,519,,,677275,1752980,
,520,520,,,622875,1993480,
,521,521,,,628975,1993480,
,522,522,,,631675,1993480,
,523,523,,,637975,1993480,
,524,524,,,642275,1993380,
,525,525,,,652075,1996080,
,526,526,,,623275,1989380,
,527,527,,,629075,1989480,
,528,528,,,631675,1989580,
,529,529,,,639275,1991380,
,530,530,,,643675,1988180,
,531,531,,,647575,1992380,
,532,532,,,623775,1985780,
,533,533,,,628975,1985480,
,534,534,,,631675,1985580,
,535,535,,,636975,1985580,
,536,536,,,642975,1985480,
,537,537,,,647575,1987180,
,538,538,,,624075,1982780,
,539,539,,,628975,1981580,
,540,540,,,631675,1981580,
,541,541,,,639575,1981480,
,542,542,,,645175,1981480,
,543,543,,,650275,1980180,
,544,544,,,625875,1974680,
,545,545,,,635675,1974880,
,546,546,,,639375,1971180,
,547,547,,,645375,1972280,
,548,548,,,647475,1977580,
,549,549,,,634275,1969580,
,550,550,,,639675,1969580,
,551,551,,,643475,1969580,
,552,552,,,650075,1968280,
,553,553,,,615175,1965080,
,554,554,,,618375,1962680,
,555,555,,,626075,1962580,
,556,556,,,628175,1967080,
,557,557,,,634175,1963780,
,558,558,,,641175,1965180,
,559,559,,,614575,1961280,
,560,560,,,621575,1958580,
,561,561,,,624175,1958980,
,562,562,,,628775,1958780,
,563,563,,,634175,1958980,
,564,564,,,643375,1960180,
,565,565,,,615575,1954080,
,566,566,,,619475,1954280,
,567,567,,,622575,1956580,
,568,568,,,628975,1954080,
,569,569,,,634075,1952380,
,570,570,,,641375,1952580,
,571,571,,,615575,1946180,
,572,572,,,619475,1951180,
,573,573,,,624175,1951880,
,574,574,,,630075,1951780,
,575,575,,,634075,1949680,
,576,576,,,643175,1949980,
,577,577,,,615675,1943680,
,578,578,,,619575,1942980,
,579,579,,,622175,1942380,
,580,580,,,630175,1945180,
,581,581,,,635275,1947180,
,582,582,,,643075,1942280,
,583,583,,,620304,1939519,
,584,584,,,617675,1935680,
,585,585,,,622175,1942080,
,586,586,,,628975,1939980,
,587,587,,,632575,1938780,
,588,588,,,639175,1940680,
,589,589,,,625375,1930680,
,590,590,,,628575,1930680,
,591,591,,,635375,1930980,
,592,592,,,638575,1933780,
,593,593,,,614975,1927780,
,594,594,,,622175,1927480,
,595,595,,,625975,1927080,
,596,596,,,629975,1926180,
,597,597,,,635375,1928180,
,598,598,,,640675,1928480,
,599,599,,,612575,1921580,
,600,600,,,616875,1923080,
,601,601,,,622175,1921380,
,602,602,,,631675,1920180,
,603,603,,,635475,1922980,
,604,604,,,641175,1923180,
,605,605,,,612475,1917980,
,606,606,,,616875,1917780,
,607,607,,,625977,1917440,
,608,608,,,627575,1919380,
,609,609,,,635575,1916980,
,610,610,,,641275,1915880,
,611,611,,,612475,1908880,
,612,612,,,617075,1914380,
,613,613,,,622475,1909280,
,614,614,,,630975,1909480,
,615,615,,,635675,1912480,
,616,616,,,638775,1909680,
,617,617,,,617175,1909180,
,618,618,,,617176,1906820,
,619,619,,,622575,1905580,
,620,620,,,627975,1904780,
,621,621,,,634675,1904380,
,622,622,,,641675,1905980,
,623,623,,,617275,1902580,
,624,624,,,622575,1902480,
,625,625,,,628075,1900080,
,626,626,,,631275,1902280,
,627,627,,,636075,1900380,
,628,628,,,641475,1902480,
,629,629,,,617375,1898380,
,630,630,,,617575,1892980,
,631,631,,,622875,1893280,
,632,632,,,628275,1893480,
,633,633,,,633675,1893680,
,634,634,,,641375,1897980,
,635,635,,,617675,1890280,
,636,636,,,623075,1890480,
,637,637,,,627175,1888080,
,638,638,,,631175,1888180,
,639,639,,,636575,1888380,
,640,640,,,639175,1888480,
,641,641,,,618075,1882380,
,642,642,,,617775,1887680,
,643,643,,,625275,1882680,
,644,644,,,631275,1885480,
,645,645,,,633975,1885580,
,646,646,,,639275,1885880,
,647,647,,,613275,1876580,
,648,648,,,621175,1877280,
,649,649,,,623375,1882580,
,650,650,,,633375,1882980,
,651,651,,,637675,1880480,
,652,652,,,640156,1881100,
,653,653,,,613475,1871480,
,654,654,,,621275,1871780,
,655,655,,,626675,1872080,
,656,656,,,631575,1876380,
,657,657,,,636275,1875580,
,658,658,,,639975,1872480,
,659,659,,,618875,1866380,
,660,660,,,621475,1866480,
,661,661,,,626775,1867580,
,662,662,,,629375,1869380,
,663,663,,,638975,1870780,
,664,664,,,643075,1867180,
,665,665,,,613675,1866180,
,666,666,,,619175,1862480,
,667,667,,,626975,1862280,
,668,668,,,629575,1863880,
,669,669,,,634075,1866880,
,670,670,,,641775,1861880,
,671,671,,,613975,1859680,
,672,672,,,621875,1859180,
,673,673,,,627175,1858680,
,674,674,,,629775,1858880,
,675,675,,,640175,1858480,
,676,676,,,640275,1856480,
,677,677,,,614175,1850280,
,678,678,,,621975,1854280,
,679,679,,,626275,1854780,
,680,680,,,634075,1850980,
,681,681,,,635175,1850980,
,682,682,,,640475,1851080,
,683,683,,,614275,1847680,
,684,684,,,622175,1847880,
,685,685,,,627975,1847880,
,686,686,,,631375,1845580,
,687,687,,,635375,1845680,
,688,688,,,640575,1845780,
,689,689,,,618775,1839780,
,690,690,,,631475,1840180,
,691,691,,,635575,1840280,
,692,692,,,640875,1840480,
,693,693,,,635675,1834980,
,694,694,,,641075,1835180,
,695,695,,,614975,1826380,
,696,696,,,633075,1832280,
,697,697,,,641175,1829880,
,698,698,,,620275,1821280,
,699,699,,,631075,1816280,
,700,700,,,641575,1821880,
,701,701,,,620775,1808180,
,702,702,,,628556,1808380,
,703,703,,,632531,1808699,
,704,704,,,640875,1808780,
,705,705,,,628358,1803109,
,706,706,,,632771,1803269,
,707,707,,,620975,1797580,
,708,708,,,628775,1801680,
,709,709,,,639575,1798080,
,710,710,,,621175,1788080,
,711,711,,,631975,1787280,
,712,712,,,642575,1790180,
,713,713,,,594475,1996180,
,714,714,,,594575,1993580,
,715,715,,,601475,1997980,
,716,716,,,607775,1995380,
,717,717,,,613475,1993780,
,718,718,,,618475,1993780,
,719,719,,,591675,1987380,
,720,720,,,595975,1991380,
,721,721,,,601275,1988280,
,722,722,,,605075,1993480,
,723,723,,,610375,1988280,
,724,724,,,618475,1988180,
,725,725,,,591875,1982980,
,726,726,,,595975,1983880,
,727,727,,,599875,1982980,
,728,728,,,607875,1982980,
,729,729,,,610475,1982980,
,730,730,,,615675,1982880,
,731,731,,,589375,1977080,
,732,732,,,595875,1980480,
,733,733,,,602975,1977680,
,734,734,,,605175,1980280,
,735,735,,,610475,1977680,
,736,736,,,620275,1977580,
,737,737,,,592875,1975080,
,738,738,,,597075,1972480,
,739,739,,,601375,1975080,
,740,740,,,607875,1975080,
,741,741,,,615340,1972361,
,742,742,,,619591,1974622,
,743,743,,,589275,1970180,
,744,744,,,596175,1967080,
,745,745,,,602575,1969680,
,746,746,,,607875,1969680,
,747,747,,,610509,1969381,
,748,748,,,615852,1970607,
,749,749,,,585675,1964780,
,750,750,,,590275,1963580,
,751,751,,,596075,1964080,
,752,752,,,598875,1964280,
,753,753,,,601575,1964380,
,754,754,,,607075,1964380,
,755,755,,,585675,1955080,
,756,756,,,595375,1958980,
,757,757,,,597575,1957880,
,758,758,,,605075,1960080,
,759,759,,,609475,1960280,
,760,760,,,594275,1953180,
,761,761,,,598975,1950980,
,762,762,,,604275,1954480,
,763,763,,,609575,1953880,
,764,764,,,589675,1943980,
,765,765,,,593175,1949380,
,766,766,,,598975,1947380,
,767,767,,,605875,1946780,
,768,768,,,606975,1950380,
,769,769,,,593575,1945180,
,770,770,,,596375,1945180,
,771,771,,,604575,1943780,
,772,772,,,606975,1943780,
,773,773,,,563175,1996180,
,774,774,,,573475,1992780,
,775,775,,,581267,1996700,
,776,776,,,586675,1993580,
,777,777,,,581317,1993160,
,778,778,,,586288,1991528,
,779,779,,,564475,1985780,
,780,780,,,569375,1982980,
,781,781,,,577275,1987480,
,782,782,,,581375,1984580,
,783,783,,,585275,1984780,
,784,784,,,571475,1981680,
,785,785,,,576075,1980880,
,786,786,,,581375,1981880,
,787,787,,,583975,1980280,
,788,788,,,565475,1973580,
,789,789,,,569375,1973480,
,790,790,,,578675,1977780,
,791,791,,,578675,1974380,
,792,792,,,589375,1973080,
,793,793,,,569375,1971480,
,794,794,,,575975,1968880,
,795,795,,,578675,1967680,
,796,796,,,585975,1971080,
,797,797,,,551475,1964880,
,798,798,,,563575,1965880,
,799,799,,,568825,1963414,
,800,800,,,578275,1963980,
,801,801,,,581775,1966180,
,802,802,,,563658,1960950,
,803,803,,,568782,1960798,
,804,804,,,574275,1961080,
,805,805,,,581175,1961280,
,806,806,,,555077,1956906,
,807,807,,,558201,1957491,
,808,808,,,562575,1958180,
,809,809,,,568875,1957480,
,810,810,,,574275,1957680,
,811,811,,,581075,1958780,
,812,812,,,555324,1951693,
,813,813,,,555675,1949380,
,814,814,,,563175,1952480,
,815,815,,,568875,1952780,
,816,816,,,574175,1953080,
,817,817,,,578175,1953180,
,818,818,,,555414,1944120,
,819,819,,,558175,1944180,
,820,820,,,563175,1949280,
,821,821,,,568875,1944780,
,822,822,,,574175,1942380,
,823,823,,,551324,1938591,
,824,824,,,558785,1942052,
,825,825,,,560975,1940580,
,826,826,,,568975,1942080,
,827,827,,,529875,1993480,
,828,828,,,542975,1993480,
,829,829,,,553575,1996080,
,830,830,,,532675,1982880,
,831,831,,,542575,1984380,
,832,832,,,552275,1982980,
,833,833,,,529975,1972280,
,834,834,,,541775,1968880,
,835,835,,,552275,1972380,
,836,836,,,526475,1963480,
,837,837,,,538075,1964880,
,838,838,,,541975,1964980,
,839,839,,,522875,1951080,
,840,840,,,535975,1954180,
,841,841,,,546375,1954280,
,842,842,,,523675,1943880,
,843,843,,,540375,1939980,
,844,844,,,540875,1947680,
,845,845,,,551375,1944680,
,846,846,,,543075,1943380,
,847,847,,,549075,1938680,
,848,848,,,589775,1828280,
,849,849,,,598875,1826880,
,850,850,,,610775,1828980,
,851,851,,,591275,1817780,
,852,852,,,598575,1817980,
,853,853,,,609675,1820980,
,854,854,,,582134,1938310,
,855,855,,,589675,1936980,
,856,856,,,596175,1937180,
,857,857,,,597075,1937080,
,858,858,,,601975,1936580,
,859,859,,,606975,1940580,
,860,860,,,582275,1932980,
,861,861,,,587875,1931480,
,862,862,,,593475,1930280,
,863,863,,,599175,1930880,
,864,864,,,601975,1930980,
,865,865,,,607175,1934580,
,866,866,,,582275,1924780,
,867,867,,,589975,1926580,
,868,868,,,593775,1926680,
,869,869,,,599175,1929180,
,870,870,,,604675,1928780,
,871,871,,,607275,1926580,
,872,872,,,584875,1923280,
,873,873,,,589975,1920480,
,874,874,,,593975,1918080,
,875,875,,,596975,1922780,
,876,876,,,603675,1923080,
,877,877,,,607175,1923280,
,878,878,,,582175,1917880,
,879,879,,,588975,1913580,
,880,880,,,593975,1913780,
,881,881,,,596775,1917080,
,882,882,,,603475,1917680,
,883,883,,,607275,1917980,
,884,884,,,584175,1908080,
,885,885,,,588675,1908180,
,886,886,,,593975,1908380,
,887,887,,,599275,1908480,
,888,888,,,603275,1913480,
,889,889,,,607175,1908780,
,890,890,,,583375,1905280,
,891,891,,,588675,1902780,
,892,892,,,592675,1902780,
,893,893,,,599375,1902880,
,894,894,,,602075,1902980,
,895,895,,,607275,1903080,
,896,896,,,583275,1901380,
,897,897,,,588775,1897380,
,898,898,,,592775,1897380,
,899,899,,,596775,1897480,
,900,900,,,604575,1902980,
,901,901,,,609875,1902880,
,902,902,,,582075,1895980,
,903,903,,,588375,1891980,
,904,904,,,596975,1892080,
,905,905,,,599675,1892180,
,906,906,,,604875,1894180,
,907,907,,,608975,1895580,
,908,908,,,583675,1891780,
,909,909,,,587875,1886580,
,910,910,,,592975,1892080,
,911,911,,,598475,1888680,
,912,912,,,605075,1888880,
,913,913,,,610275,1887480,
,914,914,,,583975,1882180,
,915,915,,,587975,1883580,
,916,916,,,593475,1885780,
,917,917,,,598675,1881580,
,918,918,,,605875,1881980,
,919,919,,,610475,1882080,
,920,920,,,582975,1877080,
,921,921,,,588075,1878480,
,922,922,,,593475,1878880,
,923,923,,,598575,1879080,
,924,924,,,607975,1879480,
,925,925,,,610875,1876980,
,926,926,,,585675,1872880,
,927,927,,,587975,1873180,
,928,928,,,592275,1873580,
