name,link_id,from_node_id,to_node_id,facility_type,link_type,length,lanes,free_speed,capacity,dir_flag,cost,VDF_alpha,VDF_beta,VDF_plf,ref_volume,ref_cost,allowed_uses
,21,21,10313,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,563.11,0.1075,
,22,22,10314,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1593.46,0.125,
,23,23,10315,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,440.25,0.1075,
,24,24,10316,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,534.23,0.125,
,25,25,10317,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,493.92,0.1075,
,26,26,10318,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,692.28,0.125,
,27,27,10319,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,507.37,0.1075,
,28,28,10320,Highway,100,0.93,1,25,100000,1,0,0.15,4,1,976.86,0.2325,
,29,29,10321,Highway,100,0.93,1,25,100000,1,0,0.15,4,1,429.62,0.2325,
,30,30,10322,Highway,100,0.92,1,25,100000,1,0,0.15,4,1,243.97,0.23,
,31,31,10323,Highway,100,0.39,1,25,100000,1,0,0.15,4,1,363.3,0.0975,
,32,32,10324,Highway,100,0.49,1,25,100000,1,0,0.15,4,1,1990.47,0.1225,
,33,33,10325,Highway,100,0.54,1,25,100000,1,0,0.15,4,1,1619.63,0.135,
,34,34,10326,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2193.06,0.125,
,35,35,10327,Highway,100,0.3,1,25,100000,1,0,0.15,4,1,923.53,0.075,
,36,36,10328,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2128.05,0.125,
,37,37,10329,Highway,100,0.42,1,25,100000,1,0,0.15,4,1,2438.97,0.105,
,38,38,10330,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1566.86,0.125,
,39,39,10331,Highway,100,0.48,1,25,100000,1,0,0.15,4,1,4524.87,0.12,
,40,40,10332,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1914.75,0.125,
,41,41,10333,Highway,100,0.55,1,25,100000,1,0,0.15,4,1,3974.05,0.1375,
,42,42,10334,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2321.34,0.125,
,43,43,10335,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3322.34,0.125,
,44,44,10336,Highway,100,0.41,1,25,100000,1,0,0.15,4,1,779.17,0.1025,
,45,45,10337,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2540.96,0.125,
,46,46,10338,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3831.61,0.125,
,47,47,10339,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,4205.77,0.1075,
,48,48,10340,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2153.96,0.125,
,49,49,10341,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3603.1,0.125,
,50,50,10342,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,4770.6,0.125,
,51,51,10343,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1880.99,0.125,
,52,52,10344,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2315.65,0.125,
,53,53,10345,Highway,100,0.52,1,25,100000,1,0,0.15,4,1,3222.06,0.13,
,54,54,4051,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,513.52,0.03,
,55,55,2447,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,653.42,0.03,
,56,56,4053,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,537.25,0.03,
,57,57,4056,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,321.57,0.03,
,58,58,4065,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,935.98,0.0325,
,59,59,2462,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,624.75,0.0325,
,60,60,4100,Highway,100,0.3,1,25,100000,1,0,0.15,4,1,572.97,0.075,
,61,61,10352,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,165.87,0.0325,
,62,62,7517,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,173.68,0.0325,
,63,63,9339,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,489.1,0.0325,
,64,64,10353,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,339.92,0.0325,
,65,65,10354,Highway,100,0.15,1,25,100000,1,0,0.15,4,1,1219.66,0.0375,
,66,66,9912,Highway,100,0.15,1,25,100000,1,0,0.15,4,1,891.34,0.0375,
,67,67,4726,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,105.36,0.03,
,68,68,9340,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,130.77,0.03,
,69,69,2547,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,634.04,0.03,
,70,70,2548,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,619.68,0.03,
,71,71,10357,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,1261.43,0.0325,
,72,72,9918,Highway,100,0.16,1,25,100000,1,0,0.15,4,1,450.96,0.04,
,73,73,10355,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,208.76,0.0325,
,74,74,2645,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,862.11,0.0325,
,75,75,2683,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,2041.33,0.0325,
,76,76,2702,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,1117.61,0.0325,
,77,77,4363,Highway,100,0.14,1,25,100000,1,0,0.15,4,1,1081.31,0.035,
,78,78,2485,Highway,100,0.16,1,25,100000,1,0,0.15,4,1,761.35,0.04,
,79,79,4738,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,269.23,0.03,
,80,80,2650,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,630.22,0.03,
,81,81,4414,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,2490.86,0.03,
,82,82,10361,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,2209.2,0.03,
,83,83,10362,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,755.14,0.0325,
,84,84,4474,Highway,100,0.19,1,25,100000,1,0,0.15,4,1,672.45,0.0475,
,85,85,4324,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,88.25,0.0325,
,86,86,2675,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,715.56,0.0325,
,87,87,4505,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,683.32,0.0325,
,88,88,2780,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,639.79,0.0325,
,89,89,4530,Highway,100,0.14,1,25,100000,1,0,0.15,4,1,609.21,0.035,
,90,90,4336,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,38.08,0.03,
,91,91,4344,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,146.76,0.0325,
,92,92,4513,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,101.51,0.0325,
,93,93,9345,Highway,100,0.12,1,25,100000,1,0,0.15,4,1,387.11,0.03,
,94,94,10365,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,184.3,0.0325,
,95,95,4544,Highway,100,0.2,1,25,100000,1,0,0.15,4,1,122.73,0.05,
,96,96,4338,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,35.68,0.0325,
,97,97,4642,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,31.19,0.0325,
,98,98,10364,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,0.69,0.0325,
,99,99,2500,Highway,100,0.13,1,25,100000,1,0,0.15,4,1,64.74,0.0325,
,100,100,2514,Highway,100,0.14,1,25,100000,1,0,0.15,4,1,166.76,0.035,
,101,101,2426,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,674.21,0.0625,
,102,102,6438,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,419.59,0.0625,
,103,103,2556,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,650.21,0.0625,
,104,104,10348,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,1758.1,0.0625,
,105,105,6629,Highway,100,0.17,1,25,100000,1,0,0.15,4,1,1052.78,0.0425,
,106,106,6759,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,626.23,0.0625,
,107,107,10347,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,191.8,0.0625,
,108,108,2555,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,925.55,0.0625,
,109,109,8842,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,1561.48,0.0625,
,110,110,10349,Highway,100,0.28,1,25,100000,1,0,0.15,4,1,3871.49,0.07,
,111,111,10351,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,707.56,0.0625,
,112,112,6763,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,489.85,0.0625,
,113,113,6918,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,425.68,0.0625,
,114,114,12840,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,615.4,0.0625,
,115,115,4328,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,484.89,0.0625,
,116,116,6933,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,829.47,0.0625,
,117,117,4329,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,846.97,0.0625,
,118,118,7025,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,475.06,0.0625,
,119,119,7029,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,305.94,0.0625,
,120,120,7032,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,427.66,0.0625,
,121,121,10368,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,518.85,0.0625,
,122,122,9232,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,22.55,0.0625,
,123,123,9237,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,319.11,0.0625,
,124,124,4362,Highway,100,0.34,1,25,100000,1,0,0.15,4,1,1.47,0.085,
,125,125,7470,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,839.01,0.0625,
,126,126,2029,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,598.34,0.0625,
,127,127,8053,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,270.81,0.0625,
,128,128,7518,Highway,100,0.25,1,25,100000,1,0,0.15,4,1,471.56,0.0625,
,129,129,2552,Highway,100,0.28,1,25,100000,1,0,0.15,4,1,420.98,0.07,
,130,130,10346,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3048.4,0.125,
,131,131,10350,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1987.27,0.125,
,132,132,10358,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1539.25,0.1275,
,133,133,10366,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2226.29,0.125,
,134,134,10370,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1170.12,0.125,
,135,135,10371,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1027.9,0.125,
,136,136,10372,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2543.73,0.125,
,137,137,10373,Highway,100,0.47,1,25,100000,1,0,0.15,4,1,1535.58,0.1175,
,138,138,10374,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1836.22,0.125,
,139,139,10375,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,2100.66,0.1275,
,140,140,10376,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1941.94,0.1275,
,141,141,10377,Highway,100,0.55,1,25,100000,1,0,0.15,4,1,2413.7,0.1375,
,142,142,10378,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1149.56,0.125,
,143,143,10379,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1338.21,0.125,
,144,144,10380,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1403.9,0.125,
,145,145,10381,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1609.68,0.125,
,146,146,10382,Highway,100,0.4,1,25,100000,1,0,0.15,4,1,562.66,0.1,
,147,147,10383,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2177.57,0.125,
,148,148,10384,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1747.9,0.1275,
,149,149,10385,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1228.81,0.1275,
,150,150,10386,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1453.41,0.125,
,151,151,10387,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,3189.3,0.14,
,152,152,10388,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1522.28,0.125,
,153,153,10389,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1836.42,0.125,
,154,154,10390,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1048.54,0.125,
,155,155,10391,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1698.57,0.125,
,156,156,10392,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1355.14,0.1275,
,157,157,10393,Highway,100,0.37,1,25,100000,1,0,0.15,4,1,357.61,0.0925,
,158,158,10394,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1931.02,0.125,
,159,159,10395,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1835.87,0.125,
,160,160,10396,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1272.61,0.125,
,161,161,10397,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1633.97,0.125,
,162,162,10398,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,861.47,0.125,
,163,163,10399,Highway,100,0.47,1,25,100000,1,0,0.15,4,1,1403.94,0.1175,
,164,164,10400,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1545.39,0.125,
,165,165,10401,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,2128.07,0.125,
,166,166,10402,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1203.74,0.125,
,167,167,10403,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1998.27,0.125,
,168,168,10404,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1121.48,0.1275,
,169,169,10405,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1639.63,0.125,
,170,170,10406,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1533.94,0.125,
,171,171,10407,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1613.6,0.125,
,172,172,10408,Highway,100,0.49,1,25,100000,1,0,0.15,4,1,779.9,0.1225,
,173,173,10409,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1559.8,0.1275,
,174,174,10410,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1677.97,0.125,
,175,175,10411,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1354.47,0.125,
,176,176,10412,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,731.44,0.1275,
,177,177,10413,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1282.55,0.125,
,178,178,10414,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1040.14,0.125,
,179,179,10415,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1001.39,0.1275,
,180,180,10416,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1084.41,0.125,
,181,181,10417,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1174.62,0.125,
,182,182,10418,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,722.9,0.125,
,183,183,10419,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,812.05,0.125,
,184,184,10420,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1024.49,0.125,
,185,185,10421,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,676.25,0.125,
,186,186,10422,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,782.65,0.125,
,187,187,10423,Highway,100,0.58,1,25,100000,1,0,0.15,4,1,916.2,0.145,
,188,188,10424,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,786.65,0.125,
,189,189,10425,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,747.98,0.125,
,190,190,10426,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1125.85,0.125,
,191,191,10427,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1157.01,0.125,
,192,192,10428,Highway,100,0.57,1,25,100000,1,0,0.15,4,1,82.49,0.1425,
,193,193,10429,Highway,100,0.58,1,25,100000,1,0,0.15,4,1,209.39,0.145,
,194,194,10430,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,600.29,0.125,
,195,195,10431,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1022.87,0.125,
,196,196,10432,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1124.59,0.125,
,197,197,10433,Highway,100,0.57,1,25,100000,1,0,0.15,4,1,1045.82,0.1425,
,198,198,10434,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,5.6,0.14,
,199,199,10435,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,23.99,0.125,
,200,200,10436,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,642.96,0.125,
,201,201,10437,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,671.25,0.1275,
,202,202,10438,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,1084.67,0.14,
,203,203,10439,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,264,0.14,
,204,204,10440,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,22.4,0.125,
,205,205,10441,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,604.99,0.125,
,206,206,10442,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,661.19,0.125,
,207,207,10443,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,434.05,0.14,
,208,208,10444,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,1152.17,0.14,
,209,209,10445,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,594.46,0.125,
,210,210,10446,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,123.98,0.125,
,211,211,10447,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,3.29,0.125,
,212,212,10448,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,578.85,0.14,
,213,213,10449,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,198.93,0.14,
,214,214,10450,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,850.12,0.125,
,215,215,10451,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,616.49,0.1275,
,216,216,10452,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,499.66,0.1275,
,217,217,10453,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,464.03,0.125,
,218,218,10454,Highway,100,0.56,1,25,100000,1,0,0.15,4,1,611.84,0.14,
,219,219,10455,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,575.9,0.125,
,220,220,10456,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,507.37,0.125,
,221,221,10457,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,489.53,0.125,
,222,222,10458,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,919.1,0.125,
,223,223,10459,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1211.55,0.125,
,224,224,10460,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,668.46,0.125,
,225,225,10461,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,793.47,0.125,
,226,226,10462,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,375.49,0.125,
,227,227,10463,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,464.71,0.125,
,228,228,10464,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,648.01,0.125,
,229,229,10465,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,219.67,0.125,
,230,230,10466,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,374.04,0.125,
,231,231,10467,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,547.29,0.125,
,232,232,10468,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,553.41,0.125,
,233,233,10469,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,514.94,0.125,
,234,234,10470,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,528.2,0.125,
,235,235,10471,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,624.23,0.125,
,236,236,10472,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,389.08,0.125,
,237,237,10473,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,340.21,0.125,
,238,238,10474,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,180.09,0.1275,
,239,239,10475,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,349.25,0.125,
,240,240,10476,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,193.71,0.125,
,241,241,10477,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,544.96,0.125,
,242,242,10478,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,515.29,0.125,
,243,243,10479,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,526.27,0.125,
,244,244,10480,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,235.68,0.1275,
,245,245,10481,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,140.94,0.125,
,246,246,10482,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,24.11,0.125,
,247,247,10483,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,531.53,0.125,
,248,248,10484,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,510.63,0.1275,
,249,249,10485,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,634.37,0.1275,
,250,250,10486,Highway,100,1.01,1,25,100000,1,0,0.15,4,1,937.4,0.2525,
,251,251,10487,Highway,100,1.01,1,25,100000,1,0,0.15,4,1,509.8,0.2525,
,252,252,10488,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,105.95,0.1275,
,253,253,10489,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,541.88,0.125,
,254,254,10490,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,369.78,0.125,
,255,255,10491,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,577.37,0.125,
,256,256,10807,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,239.26,0.1275,
,257,257,10813,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,34.33,0.125,
,258,258,10493,Highway,100,1,1,25,100000,1,0,0.15,4,1,988.44,0.25,
,259,259,10494,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,810.53,0.125,
,260,260,10495,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,750.65,0.125,
,261,261,10492,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,719.99,0.1275,
,262,262,10812,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,446.34,0.125,
,263,263,10496,Highway,100,1.01,1,25,100000,1,0,0.15,4,1,2037.49,0.2525,
,264,264,10497,Highway,100,1,1,25,100000,1,0,0.15,4,1,1031.06,0.25,
,265,265,10498,Highway,100,1.01,1,25,100000,1,0,0.15,4,1,825.06,0.2525,
,266,266,10499,Highway,100,0.47,1,25,100000,1,0,0.15,4,1,190.22,0.1175,
,267,267,10500,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,389.8,0.125,
,268,268,11189,Highway,100,0.36,1,25,100000,1,0,0.15,4,1,103.47,0.09,
,269,269,10501,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,264.97,0.125,
,270,270,10502,Highway,100,0.55,1,25,100000,1,0,0.15,4,1,460.01,0.1375,
,271,271,10503,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,376.93,0.125,
,272,272,10504,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,522.2,0.125,
,273,273,10505,Highway,100,0.47,1,25,100000,1,0,0.15,4,1,336.04,0.1175,
,274,274,10506,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,329.22,0.125,
,275,275,10507,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,311.94,0.125,
,276,276,10508,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,570.2,0.125,
,277,277,10509,Highway,100,0.49,1,25,100000,1,0,0.15,4,1,516.5,0.1225,
,278,278,10510,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,730.67,0.125,
,279,279,10511,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,597.06,0.125,
,280,280,10512,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,826.01,0.125,
,281,281,10513,Highway,100,0.49,1,25,100000,1,0,0.15,4,1,1022.5,0.1225,
,282,282,10514,Highway,100,0.46,1,25,100000,1,0,0.15,4,1,462.99,0.115,
,283,283,10515,Highway,100,0.43,1,25,100000,1,0,0.15,4,1,528.29,0.1075,
,284,284,10516,Highway,100,0.41,1,25,100000,1,0,0.15,4,1,25.1,0.1025,
,285,285,10517,Highway,100,0.41,1,25,100000,1,0,0.15,4,1,844.1,0.1025,
,286,286,10518,Highway,100,0.4,1,25,100000,1,0,0.15,4,1,398.78,0.1,
,287,287,10519,Highway,100,0.4,1,25,100000,1,0,0.15,4,1,526.52,0.1,
,288,288,10520,Highway,100,0.38,1,25,100000,1,0,0.15,4,1,460.46,0.095,
,289,289,10521,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,827.85,0.1275,
,290,290,10522,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,440.28,0.125,
,291,291,10523,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1436.36,0.125,
,292,292,10524,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,1280.5,0.125,
,293,293,10525,Highway,100,0.5,1,25,100000,1,0,0.15,4,1,739.98,0.125,
,294,294,10526,Highway,100,0.49,1,25,100000,1,0,0.15,4,1,1018.89,0.1225,
,295,295,10527,Highway,100,0.51,1,25,100000,1,0,0.15,4,1,1008.44,0.1275,
