link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
11,11,bpr,11,557,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,21102.121,10551.060,10551.062,,490:3770;556:4300;558:4520;559:3920;624:865;630:3726;,0.000,0.000,0.000,,,,0.000,21102.121,1.395,59.704,37.106,0.995,0.426,0.426,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,21102.120,0.955,1.142,0.032,0.000,60.000,51.000,0.400,4.000,59.030,51.000,18204.166,490.594,18204.166,490.594,2.419,0.000,"LINESTRING (-87.761306 41.896383, -87.749405 41.905386)",21102.120,21102.120,0.426,0.426,60.000,60.000,60.000,60.000,59.889,59.919,59.949,59.980,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21102.121,21102.121,0.000,59.704,0.000,-59.704,0.426,0.000,-0.426,0.032,0.000,-0.032,period-based
12,12,bpr,12,558,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,13971.561,6985.780,6985.781,,491:3626;557:2740;560:2431;561:5173;,0.000,0.000,0.000,,,,0.000,13971.561,1.389,59.943,37.255,0.999,0.282,0.282,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,13971.560,0.955,1.142,0.006,0.000,60.000,51.000,0.400,4.000,59.811,51.000,12052.846,323.525,12052.846,323.525,0.308,0.000,"LINESTRING (-87.725585 41.901785, -87.713681 41.910789)",13971.560,13971.560,0.282,0.282,60.000,60.000,60.000,60.000,59.978,59.984,59.990,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13971.561,13971.561,0.000,59.943,0.000,-59.943,0.282,0.000,-0.282,0.006,0.000,-0.006,period-based
13,13,bpr,13,559,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,18802.961,9401.480,9401.480,,491:4305;557:3214;562:6099;566:2823;631:2359;,0.000,0.000,0.000,,,,0.000,18802.961,1.392,59.813,37.174,0.997,0.380,0.380,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,18802.960,0.955,1.142,0.020,0.000,60.000,51.000,0.400,4.000,59.385,51.000,16220.750,436.345,16220.750,436.345,1.358,0.000,"LINESTRING (-87.719627 41.872072, -87.707727 41.881076)",18802.960,18802.960,0.380,0.380,60.000,60.000,60.000,60.000,59.929,59.949,59.968,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18802.961,18802.961,0.000,59.813,0.000,-59.813,0.380,0.000,-0.380,0.020,0.000,-0.020,period-based
14,14,bpr,14,560,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,29527.381,14763.690,14763.690,,495:7140;550:2402;553:4378;556:3523;558:3974;561:8108;,0.000,0.000,0.000,,,,0.000,29527.381,1.414,58.882,36.595,0.981,0.597,0.597,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,29527.381,0.955,1.142,0.121,0.000,60.000,51.000,0.400,4.000,56.445,50.996,25472.385,696.058,25472.385,696.058,12.973,0.000,"LINESTRING (-87.713676 41.929697, -87.701773 41.938700)",29527.381,29527.381,0.597,0.597,60.000,60.000,60.000,60.000,59.590,59.701,59.813,59.925,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,29527.381,29527.381,0.000,58.882,0.000,-58.882,0.597,0.000,-0.597,0.121,0.000,-0.121,period-based
15,15,bpr,15,561,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,17869.439,8934.720,8934.720,,492:3883;494:6841;558:3267;560:3877;,0.000,0.000,0.000,,,,0.000,17869.439,1.392,59.848,37.195,0.997,0.361,0.361,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,17869.440,0.955,1.142,0.016,0.000,60.000,51.000,0.400,4.000,59.497,51.000,15415.430,414.444,15415.430,414.444,1.053,0.000,"LINESTRING (-87.680335 41.903585, -87.668431 41.912589)",17869.440,17869.440,0.361,0.361,60.000,60.000,60.000,60.000,59.942,59.958,59.974,59.990,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,17869.439,17869.439,0.000,59.848,0.000,-59.848,0.361,0.000,-0.361,0.016,0.000,-0.016,period-based
16,16,bpr,16,562,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20602.020,10301.010,10301.010,,492:4411;493:8454;559:2814;563:165;567:4756;,0.000,0.000,0.000,,,,0.000,20602.020,1.394,59.731,37.123,0.996,0.416,0.416,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,20602.020,0.955,1.142,0.029,0.000,60.000,51.000,0.400,4.000,59.117,51.000,17772.744,478.751,17772.744,478.751,2.145,0.000,"LINESTRING (-87.668426 41.875673, -87.656523 41.884678)",20602.020,20602.020,0.416,0.416,60.000,60.000,60.000,60.000,59.899,59.926,59.954,59.982,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20602.020,20602.020,0.000,59.731,0.000,-59.731,0.416,0.000,-0.416,0.029,0.000,-0.029,period-based
17,17,bpr,17,563,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,18197.100,9098.550,9098.550,,494:4623;551:4391;562:50;564:9132;,0.000,0.000,0.000,,,,0.000,18197.100,1.392,59.836,37.188,0.997,0.368,0.368,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,18197.100,0.955,1.142,0.017,0.000,60.000,51.000,0.400,4.000,59.460,51.000,15698.092,422.124,15698.092,422.124,1.153,0.000,"LINESTRING (-87.637466 41.901785, -87.625562 41.910789)",18197.100,18197.100,0.368,0.368,60.000,60.000,60.000,60.000,59.938,59.955,59.972,59.989,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18197.100,18197.100,0.000,59.836,0.000,-59.836,0.368,0.000,-0.368,0.017,0.000,-0.017,period-based
18,18,bpr,18,564,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,18601.480,9300.740,9300.740,,493:6316;563:7431;565:4852;,0.000,0.000,0.000,,,,0.000,18601.480,1.392,59.821,37.179,0.997,0.376,0.376,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,18601.480,0.955,1.142,0.019,0.000,60.000,51.000,0.400,4.000,59.411,51.000,16046.939,431.613,16046.939,431.613,1.287,0.000,"LINESTRING (-87.630325 41.880175, -87.618417 41.889180)",18601.480,18601.480,0.376,0.376,60.000,60.000,60.000,60.000,59.932,59.951,59.969,59.988,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18601.480,18601.480,0.000,59.821,0.000,-59.821,0.376,0.000,-0.376,0.019,0.000,-0.019,period-based
19,19,bpr,19,565,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5249.220,2624.610,2624.610,,564:3174;568:967;569:1107;,0.000,0.000,0.000,,,,0.000,5249.220,1.388,59.999,37.290,1.000,0.106,0.106,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,5249.220,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.996,51.000,4528.345,121.437,4528.345,121.437,0.002,0.000,"LINESTRING (-87.625556 41.858568, -87.613654 41.867571)",5249.220,5249.220,0.106,0.106,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5249.220,5249.220,0.000,59.999,0.000,-59.999,0.106,0.000,-0.106,0.000,0.000,-0.000,period-based
20,20,bpr,20,566,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,15415.900,7707.950,7707.950,,500:3298;559:5894;567:4265;631:1956;,0.000,0.000,0.000,,,,0.000,15415.900,1.390,59.915,37.238,0.999,0.311,0.311,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,15415.900,0.955,1.142,0.009,0.000,60.000,51.000,0.400,4.000,59.721,51.000,13298.835,357.134,13298.835,357.134,0.503,0.000,"LINESTRING (-87.717246 41.840559, -87.705345 41.849564)",15415.900,15415.900,0.311,0.311,60.000,60.000,60.000,60.000,59.968,59.977,59.985,59.994,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15415.900,15415.900,0.000,59.915,0.000,-59.915,0.311,0.000,-0.311,0.009,0.000,-0.009,period-based
