link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
11,11,bpr,11,557,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,15826.590,10551.060,5275.530,,490:2321;556:3328;558:3277;559:3479;624:797;630:2622;,0.000,0.000,0.000,,,,0.000,15826.590,1.390,59.906,37.232,0.998,0.320,0.320,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,15826.590,0.955,1.142,0.010,0.000,60.000,51.000,0.400,4.000,59.690,51.000,13653.124,366.705,13653.124,366.705,0.574,0.000,"LINESTRING (-87.761306 41.896383, -87.749405 41.905386)",15826.590,15826.590,0.320,0.320,60.000,60.000,60.000,60.000,59.964,59.974,59.984,59.994,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15826.590,15826.590,0.000,59.906,0.000,-59.906,0.320,0.000,-0.320,0.010,0.000,-0.010,period-based
12,12,bpr,12,558,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,10478.670,6985.780,3492.890,,491:2107;557:2381;560:1947;561:4041;,0.000,0.000,0.000,,,,0.000,10478.670,1.388,59.982,37.279,1.000,0.212,0.212,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,10478.670,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.940,51.000,9039.634,242.486,9039.634,242.486,0.073,0.000,"LINESTRING (-87.725585 41.901785, -87.713681 41.910789)",10478.670,10478.670,0.212,0.212,60.000,60.000,60.000,60.000,59.993,59.995,59.997,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10478.670,10478.670,0.000,59.982,0.000,-59.982,0.212,0.000,-0.212,0.002,0.000,-0.002,period-based
13,13,bpr,13,559,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,14102.220,9401.480,4700.740,,491:2744;557:2659;562:5354;566:1466;631:1877;,0.000,0.000,0.000,,,,0.000,14102.220,1.389,59.941,37.253,0.999,0.285,0.285,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,14102.220,0.955,1.142,0.006,0.000,60.000,51.000,0.400,4.000,59.804,51.000,12165.562,326.562,12165.562,326.562,0.322,0.000,"LINESTRING (-87.719627 41.872072, -87.707727 41.881076)",14102.220,14102.220,0.285,0.285,60.000,60.000,60.000,60.000,59.978,59.984,59.990,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,14102.220,14102.220,0.000,59.941,0.000,-59.941,0.285,0.000,-0.285,0.006,0.000,-0.006,period-based
14,14,bpr,14,560,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,22145.535,14763.690,7381.845,,495:4594;550:2264;553:3368;556:2929;558:3612;561:5376;,0.000,0.000,0.000,,,,0.000,22145.535,1.396,59.642,37.067,0.994,0.447,0.447,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,22145.536,0.955,1.142,0.038,0.000,60.000,51.000,0.400,4.000,58.828,51.000,19104.289,515.392,19104.289,515.392,3.079,0.000,"LINESTRING (-87.713676 41.929697, -87.701773 41.938700)",22145.536,22145.536,0.447,0.447,60.000,60.000,60.000,60.000,59.865,59.902,59.939,59.976,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,22145.535,22145.535,0.000,59.642,0.000,-59.642,0.447,0.000,-0.447,0.038,0.000,-0.038,period-based
15,15,bpr,15,561,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,13402.080,8934.720,4467.360,,492:3117;494:4421;558:2449;560:3413;,0.000,0.000,0.000,,,,0.000,13402.080,1.389,59.952,37.260,0.999,0.271,0.271,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,13402.080,0.955,1.142,0.005,0.000,60.000,51.000,0.400,4.000,59.840,51.000,11561.572,310.293,11561.572,310.293,0.250,0.000,"LINESTRING (-87.680335 41.903585, -87.668431 41.912589)",13402.080,13402.080,0.271,0.271,60.000,60.000,60.000,60.000,59.982,59.987,59.992,59.997,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13402.080,13402.080,0.000,59.952,0.000,-59.952,0.271,0.000,-0.271,0.005,0.000,-0.005,period-based
16,16,bpr,16,562,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,15451.516,10301.010,5150.506,,492:3570;493:5907;559:2108;563:266;567:3598;,0.000,0.000,0.000,,,,0.000,15451.516,1.390,59.915,37.237,0.999,0.312,0.312,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,15451.515,0.955,1.142,0.009,0.000,60.000,51.000,0.400,4.000,59.718,51.000,13329.559,357.963,13329.559,357.963,0.509,0.000,"LINESTRING (-87.668426 41.875673, -87.656523 41.884678)",15451.515,15451.515,0.312,0.312,60.000,60.000,60.000,60.000,59.968,59.976,59.985,59.994,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15451.516,15451.516,0.000,59.915,0.000,-59.915,0.312,0.000,-0.312,0.009,0.000,-0.009,period-based
17,17,bpr,17,563,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,13647.825,9098.550,4549.275,,494:3545;551:3232;562:209;564:6660;,0.000,0.000,0.000,,,,0.000,13647.825,1.389,59.948,37.258,0.999,0.276,0.276,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,13647.825,0.955,1.142,0.006,0.000,60.000,51.000,0.400,4.000,59.828,51.000,11773.569,316.002,11773.569,316.002,0.274,0.000,"LINESTRING (-87.637466 41.901785, -87.625562 41.910789)",13647.825,13647.825,0.276,0.276,60.000,60.000,60.000,60.000,59.980,59.986,59.991,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13647.825,13647.825,0.000,59.948,0.000,-59.948,0.276,0.000,-0.276,0.006,0.000,-0.006,period-based
18,18,bpr,18,564,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,13951.110,9300.740,4650.370,,493:4416;563:5846;565:3687;,0.000,0.000,0.000,,,,0.000,13951.110,1.389,59.943,37.255,0.999,0.282,0.282,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,13951.110,0.955,1.142,0.006,0.000,60.000,51.000,0.400,4.000,59.812,51.000,12035.204,323.050,12035.204,323.050,0.305,0.000,"LINESTRING (-87.630325 41.880175, -87.618417 41.889180)",13951.110,13951.110,0.282,0.282,60.000,60.000,60.000,60.000,59.978,59.984,59.990,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13951.110,13951.110,0.000,59.943,0.000,-59.943,0.282,0.000,-0.282,0.006,0.000,-0.006,period-based
19,19,bpr,19,565,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3936.915,2624.610,1312.305,,564:2430;568:670;569:835;,0.000,0.000,0.000,,,,0.000,3936.915,1.388,60.000,37.290,1.000,0.080,0.080,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,3936.915,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,3396.259,91.077,3396.259,91.077,0.001,0.000,"LINESTRING (-87.625556 41.858568, -87.613654 41.867571)",3936.915,3936.915,0.080,0.080,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,3936.915,3936.915,0.000,60.000,0.000,-60.000,0.080,0.000,-0.080,0.000,0.000,-0.000,period-based
20,20,bpr,20,566,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,11561.925,7707.950,3853.975,,500:2479;559:3937;567:3662;631:1482;,0.000,0.000,0.000,,,,0.000,11561.925,1.389,59.973,37.274,1.000,0.234,0.234,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,11561.925,0.955,1.142,0.003,0.000,60.000,51.000,0.400,4.000,59.911,51.000,9974.126,267.592,9974.126,267.592,0.119,0.000,"LINESTRING (-87.717246 41.840559, -87.705345 41.849564)",11561.925,11561.925,0.234,0.234,60.000,60.000,60.000,60.000,59.990,59.993,59.995,59.998,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11561.925,11561.925,0.000,59.973,0.000,-59.973,0.234,0.000,-0.234,0.003,0.000,-0.003,period-based
21,21,bpr,21,567,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7044.255,4696.170,2348.085,,499:2414;562:3905;566:724;,0.000,0.000,0.000,,,,0.000,7044.255,1.388,59.996,37.288,1.000,0.142,0.142,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,7044.255,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.988,51.000,6076.868,162.971,6076.868,162.971,0.010,0.000,"LINESTRING (-87.670806 41.854067, -87.658904 41.863069)",7044.255,7044.255,0.142,0.142,60.000,60.000,60.000,60.000,59.999,59.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7044.255,7044.255,0.000,59.996,0.000,-59.996,0.142,0.000,-0.142,0.000,0.000,-0.000,period-based
