link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
11,11,bpr,11,557,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,10551.061,10551.060,0.001,,490:1263;556:2232;558:2172;559:2435;624:684;630:1762;,0.000,0.000,0.000,,,,0.000,10551.061,1.388,59.981,37.279,1.000,0.213,0.213,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,10551.060,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.938,51.000,9102.083,244.163,9102.083,244.163,0.076,0.000,"LINESTRING (-87.761306 41.896383, -87.749405 41.905386)",10551.060,10551.060,0.213,0.213,60.000,60.000,60.000,60.000,59.993,59.995,59.997,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10551.061,10551.061,0.000,59.981,0.000,-59.981,0.213,0.000,-0.213,0.002,0.000,-0.002,period-based
12,12,bpr,12,558,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,6985.780,6985.780,0.000,,491:1050;557:1911;560:1587;561:2436;,0.000,0.000,0.000,,,,0.000,6985.780,1.388,59.996,37.288,1.000,0.141,0.141,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,6985.780,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.988,51.000,6026.423,161.618,6026.423,161.618,0.010,0.000,"LINESTRING (-87.725585 41.901785, -87.713681 41.910789)",6985.780,6985.780,0.141,0.141,60.000,60.000,60.000,60.000,59.999,59.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6985.780,6985.780,0.000,59.996,0.000,-59.996,0.141,0.000,-0.141,0.000,0.000,-0.000,period-based
13,13,bpr,13,559,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,9401.480,9401.480,0.000,,491:1745;557:1939;562:3535;566:876;631:1304;,0.000,0.000,0.000,,,,0.000,9401.480,1.388,59.988,37.283,1.000,0.190,0.190,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,9401.480,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.961,51.000,8110.375,217.536,8110.375,217.536,0.042,0.000,"LINESTRING (-87.719627 41.872072, -87.707727 41.881076)",9401.480,9401.480,0.190,0.190,60.000,60.000,60.000,60.000,59.996,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9401.480,9401.480,0.000,59.988,0.000,-59.988,0.190,0.000,-0.190,0.001,0.000,-0.001,period-based
14,14,bpr,14,560,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,14763.690,14763.690,0.000,,495:2647;550:1490;553:2233;556:2227;558:2527;561:3637;,0.000,0.000,0.000,,,,0.000,14763.690,1.390,59.929,37.246,0.999,0.298,0.298,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,14763.690,0.955,1.142,0.008,0.000,60.000,51.000,0.400,4.000,59.765,51.000,12736.192,341.948,12736.192,341.948,0.405,0.000,"LINESTRING (-87.713676 41.929697, -87.701773 41.938700)",14763.690,14763.690,0.298,0.298,60.000,60.000,60.000,60.000,59.973,59.980,59.988,59.995,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,14763.690,14763.690,0.000,59.929,0.000,-59.929,0.298,0.000,-0.298,0.008,0.000,-0.008,period-based
15,15,bpr,15,561,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,8934.720,8934.720,-0.000,,492:1746;494:3191;558:1604;560:2391;,0.000,0.000,0.000,,,,0.000,8934.720,1.388,59.990,37.284,1.000,0.180,0.180,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,8934.720,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.968,51.000,7707.715,206.728,7707.715,206.728,0.033,0.000,"LINESTRING (-87.680335 41.903585, -87.668431 41.912589)",8934.720,8934.720,0.180,0.180,60.000,60.000,60.000,60.000,59.996,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8934.720,8934.720,0.000,59.990,0.000,-59.990,0.180,0.000,-0.180,0.001,0.000,-0.001,period-based
16,16,bpr,16,562,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,10301.010,10301.010,-0.000,,492:2194;493:4003;559:1595;563:230;567:2277;,0.000,0.000,0.000,,,,0.000,10301.010,1.388,59.983,37.280,1.000,0.208,0.208,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,10301.010,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.944,51.000,8886.372,238.370,8886.372,238.370,0.067,0.000,"LINESTRING (-87.668426 41.875673, -87.656523 41.884678)",10301.010,10301.010,0.208,0.208,60.000,60.000,60.000,60.000,59.994,59.995,59.997,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10301.010,10301.010,0.000,59.983,0.000,-59.983,0.208,0.000,-0.208,0.002,0.000,-0.002,period-based
17,17,bpr,17,563,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,9098.550,9098.550,-0.000,,494:2244;551:2270;562:229;564:4353;,0.000,0.000,0.000,,,,0.000,9098.550,1.388,59.990,37.284,1.000,0.184,0.184,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,9098.550,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.966,51.000,7849.046,210.521,7849.046,210.521,0.036,0.000,"LINESTRING (-87.637466 41.901785, -87.625562 41.910789)",9098.550,9098.550,0.184,0.184,60.000,60.000,60.000,60.000,59.996,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9098.550,9098.550,0.000,59.990,0.000,-59.990,0.184,0.000,-0.184,0.001,0.000,-0.001,period-based
18,18,bpr,18,564,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,9300.740,9300.740,0.000,,493:2585;563:4216;565:2498;,0.000,0.000,0.000,,,,0.000,9300.740,1.388,59.989,37.283,1.000,0.188,0.188,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,9300.740,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.963,51.000,8023.470,215.203,8023.470,215.203,0.040,0.000,"LINESTRING (-87.630325 41.880175, -87.618417 41.889180)",9300.740,9300.740,0.188,0.188,60.000,60.000,60.000,60.000,59.996,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9300.740,9300.740,0.000,59.989,0.000,-59.989,0.188,0.000,-0.188,0.001,0.000,-0.001,period-based
19,19,bpr,19,565,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,2624.610,2624.610,0.000,,564:1618;568:438;569:568;,0.000,0.000,0.000,,,,0.000,2624.610,1.388,60.000,37.290,1.000,0.053,0.053,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,2624.610,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,2264.172,60.718,2264.172,60.718,0.000,0.000,"LINESTRING (-87.625556 41.858568, -87.613654 41.867571)",2624.610,2624.610,0.053,0.053,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,2624.610,2624.610,0.000,60.000,0.000,-60.000,0.053,0.000,-0.053,0.000,0.000,-0.000,period-based
20,20,bpr,20,566,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7707.950,7707.950,0.000,,500:1738;559:2134;567:2658;631:1176;,0.000,0.000,0.000,,,,0.000,7707.950,1.388,59.995,37.287,1.000,0.156,0.156,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,7707.950,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.982,51.000,6649.417,178.331,6649.417,178.331,0.016,0.000,"LINESTRING (-87.717246 41.840559, -87.705345 41.849564)",7707.950,7707.950,0.156,0.156,60.000,60.000,60.000,60.000,59.998,59.999,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7707.950,7707.950,0.000,59.995,0.000,-59.995,0.156,0.000,-0.156,0.001,0.000,-0.001,period-based
21,21,bpr,21,567,1.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,4696.170,4696.170,-0.000,,499:1468;562:2807;566:420;,0.000,0.000,0.000,,,,0.000,4696.170,1.388,59.999,37.290,1.000,0.095,0.095,49500.000,49500.000,0.000,0.000,0.000,1.000,1.000,4696.170,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.998,51.000,4051.245,108.642,4051.245,108.642,0.001,0.000,"LINESTRING (-87.670806 41.854067, -87.658904 41.863069)",4696.170,4696.170,0.095,0.095,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,4696.170,4696.170,0.000,59.999,0.000,-59.999,0.095,0.000,-0.095,0.000,0.000,-0.000,period-based
