link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,lanes_p1_s0_walk,lanes_p1_s0_bike,lanes_p1_s0_bus,lanes_p1_s0_truck,lanes_p1_s0_cav,lanes_p1_s0_ev,lanes_p1_s0_hov,VOL_p1_s0_auto,VOL_p1_s0_walk,VOL_p1_s0_bike,VOL_p1_s0_bus,VOL_p1_s0_truck,VOL_p1_s0_cav,VOL_p1_s0_ev,VOL_p1_s0_hov,MEU_p1_s0_auto,MEU_p1_s0_walk,MEU_p1_s0_bike,MEU_p1_s0_bus,MEU_p1_s0_truck,MEU_p1_s0_cav,MEU_p1_s0_ev,MEU_p1_s0_hov,CAP_p1_s0_auto,CAP_p1_s0_walk,CAP_p1_s0_bike,CAP_p1_s0_bus,CAP_p1_s0_truck,CAP_p1_s0_cav,CAP_p1_s0_ev,CAP_p1_s0_hov,PEN_p1_s0_auto,PEN_p1_s0_walk,PEN_p1_s0_bike,PEN_p1_s0_bus,PEN_p1_s0_truck,PEN_p1_s0_cav,PEN_p1_s0_ev,PEN_p1_s0_hov,DOC_p1_s0_auto,DOC_p1_s0_walk,DOC_p1_s0_bike,DOC_p1_s0_bus,DOC_p1_s0_truck,DOC_p1_s0_cav,DOC_p1_s0_ev,DOC_p1_s0_hov,TT_p1_s0_auto,TT_p1_s0_walk,TT_p1_s0_bike,TT_p1_s0_bus,TT_p1_s0_truck,TT_p1_s0_cav,TT_p1_s0_ev,TT_p1_s0_hov,CO2_p1_s0_auto,CO2_p1_s0_walk,CO2_p1_s0_bike,CO2_p1_s0_bus,CO2_p1_s0_truck,CO2_p1_s0_cav,CO2_p1_s0_ev,CO2_p1_s0_hov,NOX_p1_s0_auto,NOX_p1_s0_walk,NOX_p1_s0_bike,NOX_p1_s0_bus,NOX_p1_s0_truck,NOX_p1_s0_cav,NOX_p1_s0_ev,NOX_p1_s0_hov,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_25nb_walk,MEU_am_25nb_walk,CAP_am_25nb_walk,PEN_am_25nb_walk,DOC_am_25nb_walk,TT_am_25nb_walk,CO2_am_25nb_walk,NOX_am_25nb_walk,VOL_am_25nb_bike,MEU_am_25nb_bike,CAP_am_25nb_bike,PEN_am_25nb_bike,DOC_am_25nb_bike,TT_am_25nb_bike,CO2_am_25nb_bike,NOX_am_25nb_bike,VOL_am_25nb_bus,MEU_am_25nb_bus,CAP_am_25nb_bus,PEN_am_25nb_bus,DOC_am_25nb_bus,TT_am_25nb_bus,CO2_am_25nb_bus,NOX_am_25nb_bus,VOL_am_25nb_truck,MEU_am_25nb_truck,CAP_am_25nb_truck,PEN_am_25nb_truck,DOC_am_25nb_truck,TT_am_25nb_truck,CO2_am_25nb_truck,NOX_am_25nb_truck,VOL_am_25nb_cav,MEU_am_25nb_cav,CAP_am_25nb_cav,PEN_am_25nb_cav,DOC_am_25nb_cav,TT_am_25nb_cav,CO2_am_25nb_cav,NOX_am_25nb_cav,VOL_am_25nb_ev,MEU_am_25nb_ev,CAP_am_25nb_ev,PEN_am_25nb_ev,DOC_am_25nb_ev,TT_am_25nb_ev,CO2_am_25nb_ev,NOX_am_25nb_ev,VOL_am_25nb_hov,MEU_am_25nb_hov,CAP_am_25nb_hov,PEN_am_25nb_hov,DOC_am_25nb_hov,TT_am_25nb_hov,CO2_am_25nb_hov,NOX_am_25nb_hov,
11,11,motorway,5,4,"LINESTRING (-96.731576 43.564298, -96.747175 43.563918)",2.000000,1.243008,2.000000,60.000000,0.000000,17782.794100,15783.794100,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,17782.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17782.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9810,0.0000,0.0000,0.0000,2.9810,2.9810,2.9810,2.9810,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,10785.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5301.0,5301.0,17782.794,0.000,2.9810,15.000,10785.067,1.180,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.9810,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.9810,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.9810,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.9810,15.000,0.000,0.000,
12,12,motorway,5,6,"LINESTRING (-96.731367 43.563863, -96.711442 43.587414)",4.000000,2.486016,4.000000,60.000000,0.000000,4947.995469,2948.995469,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4948.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4948.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,14772.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6311.0,6311.0,4947.995,0.000,9.9900,15.000,14772.081,2.085,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
13,13,motorway,5,9,"LINESTRING (-96.731834 43.564028, -96.731506 43.548591)",5.000000,3.107520,5.000000,60.000000,0.000000,10000.000000,8001.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,10000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4840,0.0000,0.0000,0.0000,6.4840,6.4840,6.4840,6.4840,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,16286.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6484.0,6484.0,10000.000,0.000,6.4840,15.000,16286.258,2.537,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,6.4840,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,6.4840,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,6.4840,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,6.4840,15.000,0.000,0.000,
14,14,motorway,6,2,"LINESTRING (-96.711379 43.587580, -96.710986 43.605807)",5.000000,3.107520,5.000000,60.000000,0.000000,4958.180928,2959.180928,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4958.2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4958.2,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,16268.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6477.0,6477.0,4958.181,0.000,9.9900,15.000,16268.676,2.534,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
15,15,motorway,6,5,"LINESTRING (-96.711846 43.587757, -96.731771 43.564205)",4.000000,2.486016,4.000000,60.000000,0.000000,4947.995469,2948.995469,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4948.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4948.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,16361.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6990.0,6990.0,4947.995,0.000,9.9900,15.000,16361.408,2.309,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
16,16,motorway,6,8,"LINESTRING (-96.711909 43.587583, -96.711647 43.562321)",2.000000,1.243008,2.000000,60.000000,0.000000,4898.587646,2899.587646,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4898.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4898.6,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,20711.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10180.0,10180.0,4898.588,0.000,9.9900,15.000,20711.561,2.267,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
17,17,motorway,7,8,"LINESTRING (-96.693445 43.564107, -96.711404 43.562588)",3.000000,1.864512,3.000000,60.000000,0.000000,7841.811310,5842.811310,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,7841.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7841.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,28808.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13204.0,13204.0,7841.811,0.000,9.9900,15.000,28808.518,3.621,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
18,18,motorway,7,18,"LINESTRING (-96.693687 43.563854, -96.694343 43.546754)",2.000000,1.243008,2.000000,60.000000,0.000000,23403.473190,21404.473190,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,23403.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23403.5,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9902,0.0000,0.0000,0.0000,2.9902,2.9902,2.9902,2.9902,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,14237.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6998.0,6998.0,23403.473,0.000,2.9902,15.000,14237.672,1.558,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.9902,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.9902,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.9902,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.9902,15.000,0.000,0.000,
19,19,motorway,8,6,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",2.000000,1.243008,2.000000,60.000000,0.000000,4898.587646,2899.587646,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4898.6,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4898.6,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,19503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9586.0,9586.0,4898.588,0.000,9.9900,15.000,19503.047,2.135,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
20,20,motorway,8,7,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",3.000000,1.864512,3.000000,60.000000,0.000000,7841.811310,5842.811310,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,7841.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,14002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7841.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,30549.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14002.0,14002.0,7841.811,0.000,9.9900,15.000,30549.596,3.839,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
21,21,motorway,8,9,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",10.000000,6.215040,10.000000,60.000000,0.000000,5050.193156,3051.193156,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5050.2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5050.2,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,42701.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11924.0,11924.0,5050.193,0.000,9.9900,15.000,42701.788,9.306,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
22,22,motorway,8,16,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",5.000000,3.107520,5.000000,60.000000,0.000000,5045.822583,3046.822583,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5045.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5045.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,30146.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12002.0,12002.0,5045.823,0.000,9.9900,15.000,30146.155,4.696,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
23,23,motorway,9,5,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",5.000000,3.107520,5.000000,60.000000,0.000000,10000.000000,8001.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,10000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4840,0.0000,0.0000,0.0000,6.4840,6.4840,6.4840,6.4840,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,16286.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6484.0,6484.0,10000.000,0.000,6.4840,15.000,16286.258,2.537,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,6.4840,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,6.4840,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,6.4840,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,6.4840,15.000,0.000,0.000,
24,24,motorway,9,8,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",10.000000,6.215040,10.000000,60.000000,0.000000,5050.193156,3051.193156,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5050.2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5050.2,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,45538.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12716.0,12716.0,5050.193,0.000,9.9900,15.000,45538.070,9.924,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
25,25,motorway,9,10,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",3.000000,1.864512,3.000000,60.000000,0.000000,13915.788420,11916.788420,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,13915.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,22064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13915.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,48139.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22064.0,22064.0,13915.788,0.000,9.9900,15.000,48139.286,6.050,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
26,26,motorway,10,9,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",3.000000,1.864512,3.000000,60.000000,0.000000,13915.788420,11916.788420,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,13915.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,22956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13915.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,50085.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22956.0,22956.0,13915.788,0.000,9.9900,15.000,50085.454,6.295,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
27,27,motorway,10,11,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",5.000000,3.107520,5.000000,60.000000,0.000000,10000.000000,8001.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,10000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,42154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,105880.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42154.0,42154.0,10000.000,0.000,9.9900,15.000,105880.772,16.494,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
