first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,UE_OD_based_relative_gap_compared_to_least_time_path_travel_time,UE_path_based_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_Vol_0,
0,11,1,10,0,9,1->10,0,auto,am,1131.0000,19.0000,11.8086,60.0000,19.0000,9.888854,0.001509,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,1;3;4;11;10;,2;6;10;32;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271)",,11.000;11.000;9.000;10.000;,4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,12,1,10,0,9,1->10,0,auto,am,0.0000,18.0000,11.1871,75.0000,18.0000,11.409474,0.001549,0.0025,0.2000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;4;5;9;10;,2;6;9;13;25;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",,11.000;11.000;13.000;10.000;12.000;,4.000;4.000;2.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,13,1,10,0,9,1->10,0,auto,am,169.0000,19.0000,11.8086,60.0000,19.0000,9.888854,0.001509,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,1;3;12;11;10;,2;7;36;32;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",,11.000;11.000;9.000;10.000;,4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,14,1,11,0,10,1->11,0,auto,am,435.0000,14.0000,8.7011,45.0000,14.0000,7.377093,0.001118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,1;3;4;11;,2;6;10;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",,11.000;11.000;9.000;,4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,15,1,11,0,10,1->11,0,auto,am,65.0000,14.0000,8.7011,45.0000,14.0000,7.377093,0.001118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,1;3;12;11;,2;7;36;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",,11.000;11.000;9.000;,4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,16,1,12,0,11,1->12,0,auto,am,200.0000,8.0000,4.9720,30.0000,8.0000,4.681376,0.000661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,1;3;12;,2;7;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,11.000;11.000;,4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,17,1,13,0,12,1->13,0,auto,am,500.0000,11.0000,6.8365,45.0000,11.0000,6.863178,0.000935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,1;3;12;13;,2;7;37;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,11.000;11.000;12.000;,4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,18,1,14,0,13,1->14,0,auto,am,261.0000,18.0000,11.1871,60.0000,18.0000,9.717781,0.001448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,1;3;4;11;14;,2;6;10;34;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306)",,11.000;11.000;9.000;11.000;,4.000;4.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,19,1,14,0,13,1->14,0,auto,am,39.0000,18.0000,11.1871,60.0000,18.0000,9.717781,0.001448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,1;3;12;11;14;,2;7;36;34;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",,11.000;11.000;9.000;11.000;,4.000;4.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,20,1,15,0,14,1->15,0,auto,am,430.0000,25.0000,15.5376,75.0000,25.0000,12.584571,0.001967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;4;11;10;15;,2;6;10;32;28;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401)",,11.000;11.000;9.000;10.000;9.000;,4.000;4.000;6.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,21,1,15,0,14,1->15,0,auto,am,5.0000,23.0000,14.2946,75.0000,23.0000,12.229542,0.001840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;4;11;14;15;,2;6;10;34;41;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",,11.000;11.000;9.000;11.000;10.000;,4.000;4.000;6.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,22,1,15,0,14,1->15,0,auto,am,65.0000,25.0000,15.5376,75.0000,25.0000,12.584571,0.001967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;12;11;10;15;,2;7;36;32;28;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401)",,11.000;11.000;9.000;10.000;9.000;,4.000;4.000;6.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,23,1,16,0,15,1->16,0,auto,am,500.0000,18.0000,11.1871,60.0000,18.0000,9.753773,0.001463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,1;2;6;8;16;,1;4;16;22;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",,9.000;10.000;13.000;10.000;,6.000;5.000;2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,24,1,17,0,16,1->17,0,auto,am,4.0000,27.0000,16.7806,75.0000,27.0000,12.994774,0.002115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;4;11;10;17;,2;6;10;32;30;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280)",,11.000;11.000;9.000;10.000;7.000;,4.000;4.000;6.000;5.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,25,1,17,0,16,1->17,0,auto,am,344.0000,20.0000,12.4301,75.0000,20.0000,11.788308,0.001685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;2;6;8;16;17;,1;4;16;22;49;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",,9.000;10.000;13.000;10.000;13.000;,6.000;5.000;2.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,26,1,17,0,16,1->17,0,auto,am,52.0000,27.0000,16.7806,75.0000,27.0000,12.994774,0.002115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;12;11;10;17;,2;7;36;32;30;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280)",,11.000;11.000;9.000;10.000;7.000;,4.000;4.000;6.000;5.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,27,1,18,0,17,1->18,0,auto,am,100.0000,18.0000,11.1871,75.0000,18.0000,11.458349,0.001568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;2;6;8;7;18;,1;4;16;20;18;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,9.000;10.000;13.000;12.000;13.000;,6.000;5.000;2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,28,1,19,0,18,1->19,0,auto,am,3.0000,29.0000,18.0236,90.0000,29.0000,15.029309,0.002338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,1;3;4;11;10;17;19;,2;6;10;32;30;53;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280, -96.711316 43.529591)",,11.000;11.000;9.000;10.000;7.000;13.000;,4.000;4.000;6.000;5.000;8.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,29,1,19,0,18,1->19,0,auto,am,258.0000,22.0000,13.6731,90.0000,22.0000,13.822842,0.001908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,1;2;6;8;16;17;19;,1;4;16;22;49;53;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,9.000;10.000;13.000;10.000;13.000;13.000;,6.000;5.000;2.000;5.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,30,1,19,0,18,1->19,0,auto,am,39.0000,29.0000,18.0236,90.0000,29.0000,15.029309,0.002338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,1;3;12;11;10;17;19;,2;7;36;32;30;53;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280, -96.711316 43.529591)",,11.000;11.000;9.000;10.000;7.000;13.000;,4.000;4.000;6.000;5.000;8.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,31,1,20,0,19,1->20,0,auto,am,261.0000,22.0000,13.6731,90.0000,22.0000,13.799037,0.001898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,1;2;6;8;7;18;20;,1;4;16;20;18;56;,"LINESTRING (-96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,9.000;10.000;13.000;12.000;13.000;11.000;,6.000;5.000;2.000;3.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,32,1,20,0,19,1->20,0,auto,am,39.0000,24.0000,14.9161,90.0000,24.0000,14.081385,0.001997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,1;3;12;13;24;21;20;,2;7;37;39;75;64;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.711185 43.515333)",,11.000;11.000;12.000;11.000;12.000;9.000;,4.000;4.000;3.000;4.000;3.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,33,1,21,0,20,1->21,0,auto,am,100.0000,18.0000,11.1871,75.0000,18.0000,11.385668,0.001539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;12;13;24;21;,2;7;37;39;75;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)",,11.000;11.000;12.000;11.000;12.000;,4.000;4.000;3.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,34,1,22,0,21,1->22,0,auto,am,344.0000,28.0000,17.4021,90.0000,28.0000,14.766373,0.002241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,1;3;4;11;10;15;22;,2;6;10;32;28;46;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858)",,11.000;11.000;9.000;10.000;9.000;12.000;,4.000;4.000;6.000;5.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,35,1,22,0,21,1->22,0,auto,am,52.0000,28.0000,17.4021,90.0000,28.0000,14.766373,0.002241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,1;3;12;11;10;15;22;,2;7;36;32;28;46;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858)",,11.000;11.000;9.000;10.000;9.000;12.000;,4.000;4.000;6.000;5.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,36,1,22,0,21,1->22,0,auto,am,4.0000,20.0000,12.4301,90.0000,20.0000,13.420203,0.001762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,1;3;12;13;24;21;22;,2;7;37;39;75;65;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.731241 43.514858)",,11.000;11.000;12.000;11.000;12.000;13.000;,4.000;4.000;3.000;4.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,37,1,23,0,22,1->23,0,auto,am,258.0000,22.0000,13.6731,75.0000,22.0000,12.058469,0.001779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;4;11;14;23;,2;6;10;34;42;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",,11.000;11.000;9.000;11.000;11.000;,4.000;4.000;6.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,38,1,23,0,22,1->23,0,auto,am,39.0000,22.0000,13.6731,75.0000,22.0000,12.058469,0.001779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;12;11;14;23;,2;7;36;34;42;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",,11.000;11.000;9.000;11.000;11.000;,4.000;4.000;6.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,39,1,23,0,22,1->23,0,auto,am,3.0000,17.0000,10.5656,75.0000,17.0000,11.238400,0.001488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,1;3;12;13;24;23;,2;7;37;39;76;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)",,11.000;11.000;12.000;11.000;13.000;,4.000;4.000;3.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,40,1,24,0,23,1->24,0,auto,am,100.0000,15.0000,9.3226,60.0000,15.0000,9.203866,0.001265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,1;3;12;13;24;,2;7;37;39;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",,11.000;11.000;12.000;11.000;,4.000;4.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,41,2,1,1,0,2->1,0,auto,am,100.0000,6.0000,3.7290,15.0000,6.0000,2.695717,0.000457,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.0000,0.0000,2,2;1;,3;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828)",,9.000;,6.000;,0,,,,,,,,,-1.000000,0.000000,
0,42,2,3,1,2,2->3,0,auto,am,100.0000,10.0000,6.2150,30.0000,10.0000,5.036405,0.000788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,2;1;3;,3;2;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",,9.000;11.000;,6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,43,2,4,1,3,2->4,0,auto,am,198.0000,14.0000,8.7011,45.0000,14.0000,7.377093,0.001118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,2;1;3;4;,3;2;6;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654)",,9.000;11.000;11.000;,6.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,44,2,4,1,3,2->4,0,auto,am,2.0000,11.0000,6.8365,45.0000,11.0000,6.886983,0.000944,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,2;6;5;4;,4;15;11;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",,10.000;11.000;13.000;,5.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,45,2,5,1,4,2->5,0,auto,am,100.0000,9.0000,5.5935,30.0000,9.0000,4.852449,0.000722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,2;6;5;,4;15;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034)",,10.000;11.000;,5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,46,2,6,1,5,2->6,0,auto,am,400.0000,5.0000,3.1075,15.0000,5.0000,2.511761,0.000391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.0000,0.0000,2,2;6;,4;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586)",,10.000;,5.000;,0,,,,,,,,,-1.000000,0.000000,
0,47,2,7,1,6,2->7,0,auto,am,200.0000,10.0000,6.2150,45.0000,10.0000,6.728098,0.000888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,2;6;8;7;,4;16;20;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",,10.000;13.000;12.000;,5.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,48,2,8,1,7,2->8,0,auto,am,400.0000,7.0000,4.3505,30.0000,7.0000,4.546295,0.000614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,2;6;8;,4;16;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324)",,10.000;13.000;,5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,49,2,9,1,8,2->9,0,auto,am,200.0000,14.0000,8.7011,45.0000,14.0000,7.364210,0.001113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,2;6;5;9;,4;15;13;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596)",,10.000;11.000;10.000;,5.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,50,2,10,1,9,2->10,0,auto,am,594.0000,17.0000,10.5656,60.0000,17.0000,9.546012,0.001387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,2;6;5;9;10;,4;15;13;25;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",,10.000;11.000;10.000;12.000;,5.000;4.000;5.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,51,2,10,1,9,2->10,0,auto,am,6.0000,16.0000,9.9441,60.0000,16.0000,9.398744,0.001336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,2;6;8;16;10;,4;16;22;48;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.731438 43.545271)",,10.000;13.000;10.000;11.000;,5.000;2.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,52,2,11,1,10,2->11,0,auto,am,172.0000,20.0000,12.4301,60.0000,20.0000,10.072810,0.001575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,2;1;3;4;11;,3;2;6;10;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",,9.000;11.000;11.000;9.000;,6.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,53,2,11,1,10,2->11,0,auto,am,2.0000,17.0000,10.5656,60.0000,17.0000,9.582700,0.001402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,2;6;5;4;11;,4;15;11;10;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,10.000;11.000;13.000;9.000;,5.000;4.000;2.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,54,2,11,1,10,2->11,0,auto,am,26.0000,20.0000,12.4301,60.0000,20.0000,10.072810,0.001575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,2;1;3;12;11;,3;2;7;36;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",,9.000;11.000;11.000;9.000;,6.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,55,2,12,1,11,2->12,0,auto,am,100.0000,14.0000,8.7011,45.0000,14.0000,7.377093,0.001118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,2;1;3;12;,3;2;7;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,9.000;11.000;11.000;,6.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
