link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,moving_agent_vol_auto,moving_agent_vol_walk,moving_agent_vol_bike,moving_agent_vol_bus,moving_agent_vol_truck,moving_agent_vol_cav,moving_agent_vol_ev,moving_agent_vol_hov,MEU_vol_auto,MEU_vol_walk,MEU_vol_bike,MEU_vol_bus,MEU_vol_truck,MEU_vol_cav,MEU_vol_ev,MEU_vol_hov,mode_link_cap_auto,mode_link_cap_walk,mode_link_cap_bike,mode_link_cap_bus,mode_link_cap_truck,mode_link_cap_cav,mode_link_cap_ev,mode_link_cap_hov,mode_DOC_auto,mode_DOC_walk,mode_DOC_bike,mode_DOC_bus,mode_DOC_truck,mode_DOC_cav,mode_DOC_ev,mode_DOC_hov,mode_TT_auto,mode_TT_walk,mode_TT_bike,mode_TT_bus,mode_TT_truck,mode_TT_cav,mode_TT_ev,mode_TT_hov,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
11,11,bpr,5,4,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,5301.000,-1.000,0.000,,3:1296;11:1303;,0.000,0.000,0.000,,,,0.000,5301.000,15.000,8.000,4.972,0.133,2.981,2.981,17782.794,17782.794,0.000,0.000,0.000,1.000,1.000,53010.000,0.955,1.142,3.323,0.083,60.000,51.000,0.400,4.000,2.262,1.025,6589.186,1325.250,6589.186,1325.250,1148.550,1117.368,"LINESTRING (-96.731576 43.564298, -96.747175 43.563918)",5301.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5301.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17782.794,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.980971,0.000000,0.000000,0.000000,2.980971,2.980971,2.980971,2.980971,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5301.000,5301.000,0.000,8.000,8.000,0.000,2.981,2.981,0.000,3.323,3.323,0.000,period-based
12,12,bpr,5,6,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6311.000,-1.000,0.000,,2:1112;8:2402;,0.000,0.000,0.000,,,,0.000,6311.000,15.000,16.000,9.944,0.267,9.990,9.990,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,63110.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,15689.248,1577.750,15689.248,1577.750,1157.017,1082.770,"LINESTRING (-96.731367 43.563863, -96.711442 43.587414)",6311.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6311.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4947.995,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6311.000,6311.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
13,13,bpr,5,9,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6484.000,-1.000,0.000,,10:3784;,0.000,0.000,0.000,,,,0.000,6484.000,15.000,20.000,12.430,0.333,6.484,6.484,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,64840.000,0.955,1.142,8.068,0.083,60.000,51.000,0.400,4.000,0.106,0.030,20149.160,1621.000,20149.160,1621.000,1080.667,985.314,"LINESTRING (-96.731834 43.564028, -96.731506 43.548591)",6484.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6484.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,6.484000,0.000000,0.000000,0.000000,6.484000,6.484000,6.484000,6.484000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6484.000,6484.000,0.000,20.000,20.000,0.000,6.484,6.484,0.000,8.068,8.068,0.000,period-based
14,14,bpr,6,2,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6477.000,-1.000,0.000,,1:3572;,0.000,0.000,0.000,,,,0.000,6477.000,15.000,20.000,12.430,0.333,9.990,9.990,4958.181,4958.181,0.000,0.000,0.000,1.000,1.000,64770.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,20127.408,1619.250,20127.408,1619.250,1079.500,984.250,"LINESTRING (-96.711379 43.587580, -96.710986 43.605807)",6477.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6477.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4958.181,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6477.000,6477.000,0.000,20.000,20.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
15,15,bpr,6,5,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6990.000,-1.000,0.000,,4:2115;9:3078;,0.000,0.000,0.000,,,,0.000,6990.000,15.000,16.000,9.944,0.267,9.990,9.990,4947.995,4947.995,0.000,0.000,0.000,1.000,1.000,69900.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,17377.254,1747.500,17377.254,1747.500,1281.500,1199.265,"LINESTRING (-96.711846 43.587757, -96.731771 43.564205)",6990.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6990.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4947.995,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6990.000,6990.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
16,16,bpr,6,8,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,10180.000,-1.000,0.000,,7:2864;16:3916;,0.000,0.000,0.000,,,,0.000,10180.000,15.000,8.000,4.972,0.133,9.990,9.990,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,101800.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,12653.822,2545.000,12653.822,2545.000,2205.667,2145.784,"LINESTRING (-96.711909 43.587583, -96.711647 43.562321)",10180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4898.588,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10180.000,10180.000,0.000,8.000,8.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
17,17,bpr,7,8,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,13204.000,-1.000,0.000,,6:2858;9:5162;16:2376;,0.000,0.000,0.000,,,,0.000,13204.000,15.000,12.000,7.458,0.200,9.990,9.990,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,132040.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,24619.018,3301.000,24619.018,3301.000,2640.800,2524.294,"LINESTRING (-96.693445 43.564107, -96.711404 43.562588)",13204.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13204.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7841.811,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13204.000,13204.000,0.000,12.000,12.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
18,18,bpr,7,18,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6998.000,-1.000,0.000,,16:48;20:6052;,0.000,0.000,0.000,,,,0.000,6998.000,15.000,8.000,4.972,0.133,2.990,2.990,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,69980.000,0.955,1.142,3.334,0.083,60.000,51.000,0.400,4.000,2.235,1.011,8698.570,1749.500,8698.570,1749.500,1516.233,1475.069,"LINESTRING (-96.693687 43.563854, -96.694343 43.546754)",6998.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6998.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.990154,0.000000,0.000000,0.000000,2.990154,2.990154,2.990154,2.990154,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6998.000,6998.000,0.000,8.000,8.000,0.000,2.990,2.990,0.000,3.334,3.334,0.000,period-based
19,19,bpr,8,6,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,9586.000,-1.000,0.000,,2:3873;5:2402;,0.000,0.000,0.000,,,,0.000,9586.000,15.000,8.000,4.972,0.133,9.990,9.990,4898.588,4898.588,0.000,0.000,0.000,1.000,1.000,95860.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,11915.476,2396.500,11915.476,2396.500,2076.967,2020.578,"LINESTRING (-96.711117 43.562327, -96.711379 43.587588)",9586.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9586.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4898.588,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9586.000,9586.000,0.000,8.000,8.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
20,20,bpr,8,7,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,14002.000,-1.000,0.000,,18:4450;,0.000,0.000,0.000,,,,0.000,14002.000,15.000,12.000,7.458,0.200,9.990,9.990,7841.811,7841.811,0.000,0.000,0.000,1.000,1.000,140020.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,26106.898,3500.500,26106.898,3500.500,2800.400,2676.853,"LINESTRING (-96.711359 43.562060, -96.693400 43.563580)",14002.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14002.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7841.811,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,14002.000,14002.000,0.000,12.000,12.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
21,21,bpr,8,9,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,11924.000,-1.000,0.000,,10:8352;,0.000,0.000,0.000,,,,0.000,11924.000,15.000,40.000,24.860,0.667,9.990,9.990,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,119240.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,74108.141,2981.000,74108.141,2981.000,993.667,642.961,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",11924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5050.193,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11924.000,11924.000,0.000,40.000,40.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
22,22,bpr,8,16,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,12002.000,-1.000,0.000,,10:38;17:4692;,0.000,0.000,0.000,,,,0.000,12002.000,15.000,20.000,12.430,0.333,9.990,9.990,5045.823,5045.823,0.000,0.000,0.000,1.000,1.000,120020.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,37296.457,3000.500,37296.457,3000.500,2000.333,1823.833,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",12002.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12002.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5045.823,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12002.000,12002.000,0.000,20.000,20.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
23,23,bpr,9,5,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,6484.000,-1.000,0.000,,4:1290;6:2593;,0.000,0.000,0.000,,,,0.000,6484.000,15.000,20.000,12.430,0.333,6.484,6.484,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,64840.000,0.955,1.142,8.068,0.083,60.000,51.000,0.400,4.000,0.106,0.030,20149.160,1621.000,20149.160,1621.000,1080.667,985.314,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",6484.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6484.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,6.484000,0.000000,0.000000,0.000000,6.484000,6.484000,6.484000,6.484000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,6484.000,6484.000,0.000,20.000,20.000,0.000,6.484,6.484,0.000,8.068,8.068,0.000,period-based
24,24,bpr,9,8,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,12716.000,-1.000,0.000,,7:5162;16:1386;,0.000,0.000,0.000,,,,0.000,12716.000,15.000,40.000,24.860,0.667,9.990,9.990,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,127160.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,79030.453,3179.000,79030.453,3179.000,1059.667,685.667,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",12716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12716.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5050.193,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12716.000,12716.000,0.000,40.000,40.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
25,25,bpr,9,10,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,22064.000,-1.000,0.000,,11:7685;15:4594;16:22;17:1112;,0.000,0.000,0.000,,,,0.000,22064.000,15.000,12.000,7.458,0.200,9.990,9.990,13915.788,13915.788,0.000,0.000,0.000,1.000,1.000,220640.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,41138.594,5516.000,41138.594,5516.000,4412.800,4218.118,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",22064.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22064.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13915.788,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,22064.000,22064.000,0.000,12.000,12.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
26,26,bpr,10,9,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,22956.000,-1.000,0.000,,5:3784;8:9144;,0.000,0.000,0.000,,,,0.000,22956.000,15.000,12.000,7.458,0.200,9.990,9.990,13915.788,13915.788,0.000,0.000,0.000,1.000,1.000,229560.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,42801.738,5739.000,42801.738,5739.000,4591.200,4388.647,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",22956.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22956.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13915.788,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,22956.000,22956.000,0.000,12.000,12.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
27,27,bpr,10,11,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,42154.000,-1.000,0.000,,4:7279;12:13521;14:8187;,0.000,0.000,0.000,,,,0.000,42154.000,15.000,20.000,12.430,0.333,9.990,9.990,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,421540.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,130994.406,10538.500,130994.406,10538.500,7025.667,6405.755,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",42154.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42154.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,42154.000,42154.000,0.000,20.000,20.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
