service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
60,1,1,1,1,1,1,0,20200706,20201222
61,1,1,1,1,1,0,0,20200706,20200930
62,0,0,0,0,0,1,0,20200711,20200926
63,1,1,1,1,1,0,0,20200401,20201222
64,1,1,1,1,1,1,0,20200615,20201222
65,0,0,0,0,0,0,1,20200405,20200927
66,0,0,0,0,0,1,0,20200404,20200926
67,1,1,1,1,1,1,0,20200901,20200930
68,1,1,1,1,1,1,0,20200401,20200930
69,1,1,1,1,1,1,0,20200409,20201223
70,0,0,0,0,0,0,1,20200412,20201220
71,1,1,1,1,1,0,0,20200901,20201223
72,1,1,1,1,1,1,0,20200711,20201223
73,1,1,1,1,1,0,0,20200902,20201224
74,1,1,1,1,1,0,0,20200901,20201224
75,1,1,1,1,1,1,0,20200202,20201223
76,1,1,1,1,1,1,0,20200201,20201223
77,1,1,1,1,1,0,0,20200915,20201223
78,1,1,1,1,1,0,0,20200915,20201023
79,1,1,1,1,1,0,0,20201026,20201030
80,1,1,1,1,1,0,0,20201102,20201218
81,0,0,0,0,0,1,0,20200919,20201219
82,0,0,0,0,0,0,1,20200920,20201220
83,1,1,1,1,1,0,0,20200914,20201223
84,1,1,1,1,1,1,0,20200914,20201223
85,1,1,1,1,1,0,0,20200914,20201218
86,1,1,1,1,1,0,0,20190909,20200930
87,0,0,0,0,0,1,0,20190910,20200930
88,1,1,1,1,1,0,0,20190905,20200930
89,0,0,0,0,0,1,0,20190905,20200930
90,0,0,0,0,0,0,1,20200405,20200920
91,1,1,1,1,1,0,0,20200406,20200925
92,0,0,0,0,0,1,0,20200411,20200926
93,0,0,0,0,0,0,1,20160103,20201231
94,1,1,1,1,1,1,0,20160104,20201231
95,0,0,0,0,0,0,1,20190804,20251231
96,1,1,1,1,1,1,0,20190805,20251231
97,0,0,0,0,0,1,0,20200919,20201017
98,0,0,0,0,0,0,1,20201018,20201018
99,0,1,0,0,0,0,0,20200407,20201027
100,0,0,0,1,0,0,0,20200528,20201029
101,0,0,0,0,0,0,1,20200920,20201101
102,0,0,0,0,0,1,0,20201003,20201031
103,0,0,0,0,1,0,0,20201030,20201030
104,0,0,0,0,0,0,1,20200920,20200920
105,0,0,0,0,0,0,1,20200927,20201018
106,0,0,0,0,0,0,1,20200517,20201206
107,0,0,0,0,0,1,0,20200516,20201205
108,0,0,0,0,0,0,1,20200517,20201206
109,0,0,0,0,0,0,1,20200927,20200927
110,0,0,0,0,0,0,1,20200517,20201206
111,0,0,0,0,0,0,1,20200517,20201206
112,0,0,0,0,0,0,1,20201004,20201004
113,0,0,0,0,0,0,1,20200517,20201206
114,0,0,0,0,0,0,1,20201025,20201025
115,0,0,0,0,0,0,1,20200517,20201206
116,0,0,0,0,0,0,1,20200517,20201206
117,0,0,0,0,0,0,1,20200920,20200927
118,0,0,0,0,0,0,1,20201101,20201101
119,0,0,0,0,0,0,1,20200517,20201206
120,0,0,0,0,0,0,1,20201011,20201011
121,0,0,0,0,0,0,1,20200517,20201206
122,0,0,0,0,0,0,1,20200517,20201206
123,0,0,0,0,0,0,1,20200517,20201206
124,0,0,0,0,0,0,1,20200517,20201025
125,0,0,0,0,0,0,1,20201004,20201206
126,0,0,0,0,0,0,1,20200517,20201206
127,0,0,0,0,0,0,1,20200517,20201206
128,0,0,0,0,0,0,1,20201004,20201206
129,0,0,0,0,0,0,1,20200517,20201206
130,0,0,0,0,0,0,1,20201004,20201025
131,0,0,0,0,0,0,1,20201004,20201206
132,0,0,0,0,0,0,1,20201101,20201206
133,0,0,0,0,0,0,1,20201011,20201025
134,0,0,0,0,0,0,1,20201011,20201206
135,0,0,0,0,0,0,1,20200517,20201206
136,0,0,0,0,0,0,1,20201004,20201011
137,0,0,0,0,0,0,1,20200517,20201206
138,0,0,0,0,0,0,1,20200517,20200913
139,0,0,0,0,0,0,1,20200517,20201206
140,0,0,0,0,0,0,1,20200517,20201206
141,0,0,0,0,0,0,1,20200517,20200628
142,0,0,0,0,0,0,1,20200517,20200705
143,0,0,0,0,0,0,1,20200517,20200621
144,0,0,0,0,0,0,1,20200517,20200802
145,0,0,0,0,0,0,1,20201018,20201206
146,0,0,0,0,0,0,1,20200517,20201206
147,0,0,0,0,0,0,1,20201011,20201018
148,0,0,0,0,0,0,1,20200517,20201025
149,0,0,0,0,0,0,1,20200517,20200920
150,0,0,0,0,0,0,1,20200517,20200927
151,0,0,0,0,0,0,1,20201004,20201018
152,0,0,0,0,0,0,1,20200517,20201025
153,0,0,0,0,0,0,1,20200517,20201025
154,0,0,0,0,0,1,0,20201031,20201205
155,0,0,0,0,0,0,1,20200517,20201206
156,0,0,0,0,0,0,1,20200517,20201206
157,0,0,0,0,0,0,1,20200517,20201206
158,0,0,0,0,0,0,1,20200920,20201004
159,0,0,0,0,0,0,1,20201011,20201206
160,0,0,0,0,0,0,1,20200517,20201206
161,0,0,0,0,0,0,1,20200517,20201206
162,0,0,0,0,0,0,1,20200517,20201206
163,0,0,0,0,0,0,1,20200517,20200712
164,0,0,0,0,0,0,1,20201011,20201206
165,0,0,0,0,0,0,1,20200517,20201206
166,0,0,0,0,0,0,1,20200517,20201206
167,0,0,0,0,0,0,1,20200517,20201206
168,0,0,0,0,0,0,1,20201025,20201101
169,0,0,0,0,0,0,1,20200517,20201206
170,0,0,0,0,0,0,1,20200517,20201206
171,0,0,0,0,0,0,1,20200517,20201206
172,0,0,0,0,0,0,1,20200517,20201206
173,0,0,0,0,0,0,1,20201011,20201101
174,0,0,0,0,0,0,1,20200517,20201206
175,0,0,0,0,0,0,1,20201018,20201206
176,0,0,0,0,0,0,1,20200517,20201206
177,0,0,0,0,0,0,1,20200517,20201206
178,0,0,0,0,0,0,1,20201011,20201206
179,0,0,0,0,0,0,1,20200517,20201206
180,0,0,0,0,0,0,1,20200517,20201206
181,0,0,0,0,0,0,1,20200517,20201206
182,0,0,0,0,0,0,1,20200517,20201206
183,0,0,0,0,0,0,1,20200517,20201206
184,0,0,0,0,0,0,1,20200920,20201101
185,0,0,0,0,0,0,1,20200517,20201206
186,0,0,0,0,0,0,1,20200517,20201206
187,0,0,0,0,0,0,1,20200517,20201206
188,0,0,0,0,0,0,1,20201018,20201101
189,0,0,0,0,0,0,1,20200517,20201206
190,0,0,0,0,0,0,1,20200517,20201018
191,0,0,0,0,0,0,1,20200517,20201206
192,0,0,0,0,0,0,1,20200517,20201206
193,0,0,0,0,0,0,1,20200517,20201206
194,0,0,0,0,0,0,1,20200517,20201206
195,0,0,0,0,0,0,1,20200517,20201206
196,0,0,0,0,0,0,1,20200517,20201206
197,0,0,0,0,0,0,1,20200517,20201206
198,0,0,0,0,0,0,1,20200927,20201011
199,0,0,0,0,0,0,1,20200517,20201206
200,0,0,0,0,0,0,1,20200517,20201206
201,0,0,0,0,0,0,1,20200517,20201206
202,0,0,0,0,0,0,1,20201018,20201025
203,0,0,0,0,0,0,1,20200517,20201206
204,0,0,0,0,0,0,1,20200517,20201206
205,0,0,0,0,0,0,1,20200517,20201206
206,0,0,0,0,0,0,1,20200517,20201206
207,0,0,0,0,0,0,1,20200517,20201206
208,0,0,0,0,0,0,1,20200920,20201025
209,0,0,0,0,0,0,1,20200517,20201206
210,0,0,0,0,0,0,1,20200517,20200607
211,0,0,0,0,0,0,1,20200927,20201206
212,0,0,0,0,0,1,0,20201003,20201205
213,0,0,0,0,0,0,1,20200920,20201011
214,0,0,0,0,0,0,1,20200517,20201018
215,0,0,0,0,0,0,1,20200517,20201206
216,0,0,0,0,0,0,1,20200927,20201004
217,0,0,0,0,0,0,1,20200517,20200830
218,0,0,0,0,0,0,1,20200517,20201018
219,0,0,0,0,0,0,1,20200517,20201018
220,0,0,0,0,0,0,1,20200517,20200906
221,0,0,0,0,0,0,1,20200517,20201206
222,0,0,0,0,0,0,1,20200920,20201011
223,0,0,0,0,0,0,1,20200517,20201206
224,0,0,0,0,0,0,1,20200920,20201025
225,0,0,0,0,0,0,1,20200517,20201206
226,0,0,0,0,0,0,1,20201004,20201115
227,0,0,0,0,0,0,1,20200517,20201206
228,0,0,0,0,0,0,1,20201018,20201108
229,0,0,0,0,0,0,1,20200517,20201206
230,0,0,0,0,0,0,1,20201108,20201108
231,0,0,0,0,0,0,1,20200517,20201206
232,0,0,0,0,0,0,1,20200517,20201206
233,0,0,0,0,0,0,1,20200517,20201206
234,0,0,0,0,0,0,1,20201025,20201108
235,0,0,0,0,0,0,1,20200920,20201011
236,0,0,0,0,0,0,1,20200920,20201025
237,0,0,0,0,0,0,1,20200927,20201025
238,0,0,0,0,0,0,1,20201004,20201108
239,0,0,0,0,0,0,1,20200517,20201206
240,0,0,0,0,0,0,1,20200927,20201025
241,0,0,0,0,0,0,1,20201004,20201101
242,0,0,0,0,0,0,1,20200517,20200531
243,0,0,0,0,0,0,1,20200517,20201206
244,0,0,0,0,0,0,1,20200517,20201206
245,0,0,0,0,0,0,1,20201115,20201115
246,0,0,0,0,0,0,1,20200517,20201011
247,0,0,0,0,0,0,1,20200517,20201206
248,0,0,0,0,0,0,1,20200517,20201206
249,0,0,0,0,0,0,1,20201004,20201206
250,0,0,0,0,0,0,1,20200517,20201206
251,0,0,0,0,0,0,1,20200927,20201011
252,0,0,0,0,0,0,1,20200517,20201206
253,0,0,0,0,0,0,1,20201122,20201129
254,0,0,0,0,0,0,1,20200517,20201206
255,0,0,0,0,0,0,1,20200927,20201206
256,0,0,0,0,0,0,1,20200517,20201206
257,0,0,0,0,0,0,1,20200913,20200920
258,0,0,0,0,0,0,1,20200517,20201206
259,0,0,0,0,0,0,1,20200920,20201206
260,0,0,0,0,0,0,1,20200927,20201206
261,0,0,0,0,0,0,1,20200517,20201206
262,0,0,0,0,0,0,1,20200809,20201206
263,0,0,0,0,0,0,1,20201108,20201115
264,0,0,0,0,0,0,1,20200517,20201206
265,0,0,0,0,0,0,1,20200517,20201206
266,0,0,0,0,0,0,1,20200809,20201206
267,0,0,0,0,0,0,1,20200517,20200823
268,0,0,0,0,0,0,1,20200830,20201206
269,0,0,0,0,0,0,1,20200920,20201206
270,0,0,0,0,0,0,1,20200517,20201206
271,0,0,0,0,0,0,1,20200517,20201206
272,0,0,0,0,0,0,1,20200517,20201206
273,0,0,0,0,0,0,1,20201101,20201108
274,0,0,0,0,0,0,1,20200517,20201206
275,0,0,0,0,0,0,1,20200920,20201018
276,0,0,0,0,0,0,1,20200517,20201206
277,0,0,0,0,0,0,1,20200517,20201206
278,0,0,0,0,0,0,1,20201122,20201122
279,0,0,0,0,0,0,1,20200927,20201115
280,0,0,0,0,0,0,1,20201004,20201025
281,0,0,0,0,0,0,1,20201108,20201122
282,0,0,0,0,0,0,1,20200920,20201011
283,0,0,0,0,0,0,1,20200517,20201206
284,0,0,0,0,0,0,1,20200517,20201206
285,0,0,0,0,0,0,1,20200517,20201206
286,0,0,0,0,0,0,1,20200517,20200816
287,0,0,0,0,0,0,1,20200517,20201206
288,0,0,0,0,0,0,1,20200517,20201206
289,0,0,0,0,0,1,0,20200516,20201205
290,0,0,0,0,0,1,0,20201003,20201003
291,0,0,0,0,0,0,1,20200517,20201206
292,0,0,0,0,0,0,1,20200517,20201206
293,0,0,0,0,0,1,0,20200516,20201205
294,0,0,0,0,0,0,1,20200517,20201108
295,0,0,0,0,0,0,1,20201101,20201206
296,0,0,0,0,0,0,1,20200517,20201004
297,0,0,0,0,0,0,1,20200517,20201206
298,0,0,0,0,0,0,1,20200517,20201206
299,0,0,0,0,0,1,0,20200516,20201205
300,0,0,0,0,0,1,0,20201024,20201024
301,0,0,0,0,0,0,1,20200517,20201206
302,0,0,0,0,0,0,1,20200517,20201206
303,0,0,0,0,0,0,1,20200517,20201206
304,0,0,0,0,0,0,1,20200517,20201206
305,0,0,0,0,0,0,1,20200517,20201206
306,0,0,0,0,0,0,1,20200517,20201206
307,0,0,0,0,0,1,0,20200516,20201205
308,0,0,0,0,0,1,0,20201017,20201017
309,0,0,0,0,0,0,1,20200517,20201206
310,0,0,0,0,0,0,1,20200517,20201206
311,0,0,0,0,0,1,0,20200516,20201205
312,0,0,0,0,0,1,0,20200919,20200919
313,0,0,0,0,0,1,0,20200926,20200926
314,0,0,0,0,0,0,1,20200517,20201206
315,0,0,0,0,0,0,1,20201101,20201206
316,0,0,0,0,0,0,1,20201011,20201206
317,0,0,0,0,0,0,1,20200517,20201206
318,0,0,0,0,0,0,1,20200913,20200927
319,0,0,0,0,0,0,1,20200517,20201206
320,0,0,0,0,0,0,1,20200517,20201206
321,0,0,0,0,0,1,0,20200516,20201205
322,0,0,0,0,0,0,1,20200517,20201206
323,0,0,0,0,0,1,0,20200516,20201205
324,0,0,0,0,0,0,1,20200927,20201101
325,0,0,0,0,0,1,0,20200926,20201031
326,0,0,0,0,0,0,1,20200517,20201206
327,0,0,0,0,0,0,1,20200927,20201025
328,0,0,0,0,0,1,0,20200516,20201205
329,0,0,0,0,0,0,1,20200517,20200614
330,0,0,0,0,0,0,1,20201004,20201206
331,0,0,0,0,0,0,1,20200517,20201206
332,0,0,0,0,0,0,1,20200517,20201206
333,0,0,0,0,0,0,1,20201004,20201206
334,0,0,0,0,0,0,1,20200517,20201206
335,0,0,0,0,0,0,1,20200517,20201206
336,0,0,0,0,0,0,1,20201004,20201206
337,0,0,0,0,0,0,1,20200517,20201206
338,0,0,0,0,0,0,1,20201004,20201206
339,0,0,0,0,0,0,1,20201004,20201206
340,0,0,0,0,0,0,1,20200517,20201206
341,0,0,0,0,0,0,1,20200517,20201206
342,0,0,0,0,0,0,1,20200517,20201206
343,0,0,0,0,0,0,1,20200517,20201206
344,0,0,0,0,0,0,1,20201004,20201206
345,0,0,0,0,0,0,1,20200517,20201206
346,0,0,0,0,0,1,0,20200516,20201205
347,0,0,0,0,0,0,1,20200927,20201025
348,0,0,0,0,0,0,1,20200517,20201206
349,0,0,0,0,0,0,1,20200920,20201004
350,0,0,0,0,0,0,1,20200517,20200726
351,0,0,0,0,0,0,1,20200517,20201206
352,0,0,0,0,0,0,1,20200920,20201101
353,0,0,0,0,0,0,1,20200517,20201206
354,0,0,0,0,0,1,0,20200516,20201205
355,0,0,0,0,0,1,0,20201010,20201010
356,0,0,0,0,0,0,1,20200517,20201206
357,0,0,0,0,0,0,1,20201018,20201101
358,0,0,0,0,0,1,0,20200516,20201205
359,0,0,0,0,0,1,0,20200919,20200926
360,0,0,0,0,0,0,1,20200517,20201206
361,0,0,0,0,0,0,1,20201004,20201206
362,0,0,0,0,0,0,1,20200517,20200927
363,0,0,0,0,0,1,0,20200516,20200926
364,0,0,0,0,0,0,1,20200517,20201206
365,0,0,0,0,0,1,0,20200516,20201205
366,0,0,0,0,0,0,1,20200517,20201004
367,0,0,0,0,0,0,1,20200517,20201206
368,0,0,0,0,0,0,1,20201122,20201206
369,0,0,0,0,0,1,0,20201121,20201205
370,0,0,0,0,0,0,1,20200517,20200809
371,0,0,0,0,0,1,0,20200516,20200808
372,0,0,0,0,0,1,0,20200926,20201205
373,0,0,0,0,0,0,1,20200517,20201004
374,0,0,0,0,0,0,1,20200517,20201004
375,0,0,0,0,0,0,1,20200920,20201018
376,0,0,0,0,0,1,0,20200516,20201205
377,0,0,0,0,0,0,1,20200927,20201206
378,0,0,0,0,0,1,0,20200926,20201205
379,0,0,0,0,0,1,0,20200516,20201205
380,0,0,0,0,0,1,0,20201017,20201024
381,0,0,0,0,0,1,0,20200516,20201205
382,0,0,0,0,0,1,0,20200516,20201205
383,0,0,0,0,0,1,0,20200516,20201205
384,0,0,0,0,0,1,0,20200919,20201017
385,0,0,0,0,0,1,0,20200516,20201205
386,0,0,0,0,0,0,1,20200920,20201018
387,0,0,0,0,0,1,0,20201003,20201010
388,0,0,0,0,0,1,0,20200516,20201205
389,0,0,0,0,0,0,1,20200920,20201018
390,0,0,0,0,0,1,0,20200516,20201205
391,0,0,0,0,0,0,1,20201004,20201206
392,0,0,0,0,0,0,1,20200517,20200719
393,0,0,0,0,0,1,0,20201010,20201017
394,0,0,0,0,0,0,1,20201025,20201206
395,0,0,0,0,0,0,1,20200927,20201018
396,0,0,0,0,0,0,1,20200517,20201206
397,0,0,0,0,0,0,1,20201129,20201129
398,0,0,0,0,0,0,1,20200517,20201206
399,0,0,0,0,0,0,1,20200517,20201206
400,0,0,0,0,0,0,1,20200920,20201101
401,0,0,0,0,0,0,1,20200517,20201206
402,0,0,0,0,0,0,1,20201115,20201129
403,0,0,0,0,0,0,1,20200517,20200517
404,0,0,0,0,0,0,1,20200927,20201206
405,0,0,0,0,0,1,0,20200516,20201205
406,0,0,0,0,0,0,1,20200517,20201206
407,0,0,0,0,0,1,0,20200516,20201205
408,0,0,0,0,0,0,1,20200517,20201206
409,0,0,0,0,0,0,1,20200823,20201206
410,0,0,0,0,0,0,1,20200913,20201206
411,0,0,0,0,0,0,1,20200517,20201206
412,0,0,0,0,0,0,1,20200517,20201025
413,0,0,0,0,0,0,1,20200913,20201206
414,0,0,0,0,0,0,1,20200809,20201206
415,0,0,0,0,0,0,1,20200913,20201206
416,0,0,0,0,0,0,1,20200927,20201206
417,0,0,0,0,0,0,1,20200517,20201206
418,0,0,0,0,0,0,1,20200816,20201206
419,0,0,0,0,0,0,1,20200517,20201206
420,0,0,0,0,0,0,1,20200517,20201206
421,0,0,0,0,0,0,1,20200517,20201206
422,0,0,0,0,0,0,1,20200517,20201206
423,0,0,0,0,0,0,1,20200517,20201206
424,0,0,0,0,0,1,0,20200516,20201205
425,0,0,0,0,0,0,1,20201108,20201206
426,0,0,0,0,0,0,1,20201115,20201206
427,0,0,0,0,0,0,1,20200927,20201101
428,0,0,0,0,0,0,1,20200920,20201018
429,0,0,0,0,0,0,1,20200517,20201206
430,0,0,0,0,0,0,1,20200517,20201206
431,0,0,0,0,0,0,1,20200517,20201206
432,0,0,0,0,0,0,1,20200517,20201206
433,0,0,0,0,0,0,1,20200517,20201206
434,0,0,0,0,0,0,1,20200517,20201206
435,0,0,0,0,0,0,1,20201004,20201018
436,0,0,0,0,0,0,1,20200920,20201101
437,0,0,0,0,0,0,1,20201004,20201101
438,0,0,0,0,0,0,1,20201004,20201101
439,0,0,0,0,0,0,1,20200920,20201101
440,1,1,1,1,1,0,0,20200518,20201211
441,1,1,1,1,1,1,0,20200518,20201212
442,1,1,1,1,1,0,0,20200518,20201211
443,0,0,0,0,0,1,0,20200523,20201212
444,0,0,0,1,0,0,0,20200924,20200924
445,1,1,1,1,0,0,1,20200517,20201210
446,1,1,1,1,1,1,0,20200518,20201211
447,0,0,0,0,0,1,0,20200912,20201212
448,1,1,1,1,1,0,0,20200518,20201211
449,0,0,1,0,0,0,0,20201021,20201021
450,1,1,1,1,1,0,0,20200518,20201211
451,1,1,1,1,0,0,0,20201026,20201029
452,1,1,1,1,0,0,0,20201019,20201022
453,1,1,1,1,0,0,0,20201109,20201112
454,1,1,1,1,1,1,0,20200518,20200914
455,1,1,1,1,1,1,0,20201212,20201212
456,1,0,0,0,0,1,0,20200919,20201207
457,0,1,1,1,1,0,0,20200915,20201211
458,1,0,0,0,0,0,0,20200518,20201207
459,0,1,1,1,1,0,0,20200519,20201211
460,1,1,1,1,1,1,0,20200518,20201212
461,0,0,0,0,0,1,0,20201031,20201031
462,1,1,1,1,0,0,0,20200518,20201210
463,1,1,1,1,0,0,0,20201012,20201015
464,1,1,1,1,0,0,0,20201123,20201126
465,1,1,1,1,1,0,0,20200518,20200731
466,1,0,0,0,0,0,0,20200518,20201207
467,1,1,1,1,1,0,0,20200518,20201211
468,0,0,1,0,0,0,0,20200923,20200923
469,1,1,1,1,1,0,0,20200518,20200908
470,1,1,1,1,1,0,0,20201211,20201211
471,1,1,0,0,1,0,0,20200911,20201208
472,0,0,1,1,0,0,0,20200909,20201210
473,1,1,1,1,1,0,0,20200518,20201211
474,1,0,0,0,0,0,0,20201026,20201026
475,0,1,1,1,1,0,0,20200922,20200925
476,0,1,1,1,1,0,0,20201027,20201030
477,1,1,1,1,1,0,0,20200518,20200914
478,1,0,0,0,0,0,0,20200921,20201207
479,0,0,0,0,0,1,0,20200912,20201212
480,1,1,1,1,1,0,0,20201123,20201126
481,1,1,1,1,1,0,0,20200518,20201211
482,1,1,1,1,1,0,0,20200518,20201211
483,1,0,0,1,1,0,0,20200518,20201211
484,1,1,1,1,1,0,0,20200518,20201211
485,1,0,0,0,0,0,0,20200921,20200921
486,1,1,1,1,1,0,0,20200518,20201211
487,0,0,1,1,0,0,0,20200923,20200924
488,1,1,1,1,1,0,0,20200518,20201211
489,1,0,0,0,0,0,0,20200928,20200928
490,1,0,0,0,0,0,0,20200518,20200907
491,1,0,0,0,0,0,0,20200914,20201207
492,1,1,1,1,1,0,0,20200518,20201211
493,1,1,1,1,1,0,0,20200928,20201002
494,1,1,1,1,1,0,0,20200518,20200918
495,1,1,1,1,1,0,0,20200921,20201211
496,1,1,1,1,1,0,0,20200518,20200911
497,1,1,1,1,1,0,0,20200914,20201211
498,0,0,0,0,0,1,0,20200912,20201212
499,0,0,0,0,0,1,0,20201003,20201017
500,1,1,1,1,1,0,0,20200518,20201022
501,0,1,1,1,0,0,0,20200922,20200924
502,0,0,0,0,1,0,0,20200925,20201009
503,1,1,1,0,0,0,0,20200928,20200930
504,0,0,0,1,0,0,0,20201001,20201001
505,0,0,0,0,1,0,0,20201002,20201023
506,1,0,0,0,0,0,0,20201005,20201005
507,0,1,1,1,0,0,0,20201006,20201210
508,1,0,0,0,1,0,0,20201012,20201211
509,1,1,1,1,0,0,0,20200518,20201210
510,1,0,0,0,1,0,0,20200518,20201211
511,1,1,1,1,1,0,0,20201005,20201211
512,1,1,1,1,1,0,0,20200921,20200925
513,1,1,0,1,1,0,0,20200518,20201211
514,0,0,0,0,1,0,0,20200925,20200925
515,1,1,1,1,1,0,0,20200518,20201211
516,1,1,1,1,0,0,0,20200921,20200924
517,1,1,1,1,1,0,0,20200518,20201211
518,1,1,1,0,0,0,0,20201019,20201021
519,1,1,1,1,1,0,0,20200518,20201211
520,0,0,0,1,0,0,0,20201022,20201022
521,1,1,1,0,0,0,0,20201102,20201104
522,1,1,1,1,1,0,0,20200518,20201009
523,1,1,1,1,1,0,0,20201005,20201009
524,1,1,1,1,1,0,0,20200518,20201211
525,1,1,1,1,1,0,0,20200518,20201211
526,0,0,0,0,1,0,0,20201023,20201023
527,1,1,1,1,1,0,0,20200518,20201211
528,1,1,1,1,0,0,0,20200518,20201210
529,0,0,0,0,1,0,0,20200522,20201211
530,1,1,1,1,1,0,0,20200518,20201211
531,0,1,1,1,0,0,0,20201103,20201105
532,1,1,1,1,1,0,0,20200518,20201211
533,0,1,1,1,0,0,0,20201013,20201015
534,1,1,1,1,1,0,0,20200518,20201211
535,1,1,1,1,0,0,0,20200518,20201210
536,1,1,0,1,1,0,0,20200518,20201211
537,1,0,0,1,0,0,0,20201005,20201008
538,0,1,0,0,0,0,0,20201006,20201006
539,1,0,0,0,0,0,0,20200518,20201207
540,1,0,0,0,0,0,0,20200928,20201012
541,1,0,0,0,0,0,0,20201019,20201019
542,1,0,0,0,0,0,0,20201102,20201102
543,1,0,0,0,0,0,0,20200518,20201207
544,1,0,0,0,0,0,0,20201012,20201026
545,0,0,0,0,0,0,1,20201011,20201025
546,1,1,1,1,1,0,0,20200518,20200904
547,1,1,1,1,1,0,0,20200907,20201211
548,1,1,1,1,1,0,0,20200921,20201211
549,1,1,1,1,1,0,0,20201020,20201023
550,1,1,1,1,1,0,0,20200907,20201211
551,1,1,1,1,1,0,0,20201019,20201023
552,1,1,1,1,1,0,0,20200914,20201211
553,0,1,1,1,1,0,0,20200929,20201002
554,1,1,1,1,1,0,0,20200518,20201211
555,0,1,0,0,0,0,0,20200922,20200922
556,1,1,1,1,0,0,0,20200518,20200917
557,1,1,1,1,0,0,0,20200928,20201210
558,0,0,0,0,1,0,0,20200522,20200904
559,0,0,0,0,1,0,0,20200911,20201211
560,1,1,1,1,1,0,0,20200518,20201211
561,0,0,1,0,0,0,0,20201007,20201007
562,1,1,1,1,0,0,0,20200518,20200903
563,1,1,1,1,1,0,0,20200518,20200703
564,1,1,1,1,1,0,0,20200907,20201211
565,1,0,1,1,1,0,0,20200921,20200925
566,1,1,1,1,1,0,0,20200518,20201211
567,1,1,1,1,0,0,0,20200928,20201001
568,0,1,1,1,0,0,0,20201006,20201008
569,0,0,0,0,1,0,0,20200522,20201211
570,1,1,1,1,0,0,0,20200518,20200910
571,1,1,1,1,0,0,0,20201005,20201008
572,0,1,1,1,0,0,0,20201013,20201203
573,1,0,0,0,0,0,0,20200914,20201207
574,0,1,1,1,0,0,0,20200915,20201210
575,1,1,1,1,1,0,0,20200928,20201211
576,1,1,1,1,1,0,0,20200518,20200522
577,1,1,1,1,1,0,0,20200518,20200626
578,0,0,0,0,1,0,0,20200522,20201009
579,1,1,1,1,0,0,0,20200907,20201210
580,0,0,0,0,1,0,0,20200911,20201211
